x               rho            P              T              ur             uphi           uz             Br             Bphi           Bz             m
0.010000        0.99999        1.00000        1.00001        0.30791        0.98531       -0.00031        0.02427       -0.10011        1.00001        0.99992
0.010163        0.99999        1.00000        1.00001        0.30791        0.98531       -0.00031        0.02467       -0.10174        1.00002        0.99992
0.010328        0.99998        1.00000        1.00001        0.30791        0.98531       -0.00032        0.02507       -0.10339        1.00002        0.99992
0.010496        0.99997        0.99999        1.00001        0.30791        0.98531       -0.00032        0.02548       -0.10507        1.00002        0.99991
0.010667        0.99997        0.99998        1.00001        0.30792        0.98531       -0.00033        0.02589       -0.10678        1.00002        0.99991
0.010840        0.99996        0.99998        1.00001        0.30792        0.98531       -0.00033        0.02631       -0.10852        1.00002        0.99991
0.011016        0.99995        0.99997        1.00002        0.30792        0.98531       -0.00034        0.02674       -0.11028        1.00002        0.99990
0.011196        0.99995        0.99996        1.00002        0.30792        0.98531       -0.00034        0.02717       -0.11208        1.00002        0.99990
0.011378        0.99994        0.99996        1.00002        0.30792        0.98531       -0.00035        0.02762       -0.11390        1.00002        0.99989
0.011563        0.99993        0.99995        1.00002        0.30792        0.98531       -0.00036        0.02806       -0.11575        1.00002        0.99989
0.011751        0.99993        0.99995        1.00002        0.30792        0.98531       -0.00036        0.02852       -0.11763        1.00002        0.99989
0.011942        0.99992        0.99994        1.00002        0.30792        0.98531       -0.00037        0.02899       -0.11955        1.00002        0.99988
0.012136        0.99991        0.99993        1.00002        0.30792        0.98531       -0.00037        0.02946       -0.12149        1.00002        0.99988
0.012334        0.99990        0.99992        1.00002        0.30792        0.98531       -0.00038        0.02994       -0.12347        1.00003        0.99987
0.012534        0.99990        0.99992        1.00002        0.30792        0.98531       -0.00038        0.03042       -0.12547        1.00003        0.99987
0.012738        0.99989        0.99991        1.00002        0.30792        0.98531       -0.00039        0.03092       -0.12752        1.00003        0.99986
0.012945        0.99988        0.99990        1.00002        0.30792        0.98531       -0.00040        0.03142       -0.12959        1.00003        0.99986
0.013156        0.99987        0.99990        1.00002        0.30792        0.98531       -0.00040        0.03193       -0.13170        1.00003        0.99985
0.013370        0.99986        0.99989        1.00002        0.30792        0.98531       -0.00041        0.03245       -0.13384        1.00003        0.99985
0.013587        0.99986        0.99988        1.00002        0.30792        0.98531       -0.00042        0.03298       -0.13602        1.00003        0.99984
0.013808        0.99985        0.99987        1.00003        0.30793        0.98531       -0.00042        0.03352       -0.13823        1.00003        0.99984
0.014033        0.99984        0.99987        1.00003        0.30793        0.98531       -0.00043        0.03406       -0.14048        1.00003        0.99983
0.014261        0.99983        0.99986        1.00003        0.30793        0.98531       -0.00044        0.03461       -0.14276        1.00003        0.99983
0.014493        0.99982        0.99985        1.00003        0.30793        0.98531       -0.00045        0.03518       -0.14508        1.00004        0.99982
0.014729        0.99981        0.99984        1.00003        0.30793        0.98531       -0.00045        0.03575       -0.14744        1.00004        0.99982
0.014968        0.99980        0.99983        1.00003        0.30793        0.98531       -0.00046        0.03633       -0.14984        1.00004        0.99981
0.015212        0.99979        0.99982        1.00003        0.30793        0.98531       -0.00047        0.03692       -0.15228        1.00004        0.99981
0.015459        0.99978        0.99982        1.00003        0.30793        0.98531       -0.00047        0.03752       -0.15475        1.00004        0.99980
0.015711        0.99977        0.99981        1.00003        0.30793        0.98531       -0.00048        0.03813       -0.15727        1.00004        0.99980
0.015966        0.99976        0.99980        1.00003        0.30793        0.98531       -0.00049        0.03875       -0.15983        1.00004        0.99979
0.016226        0.99975        0.99979        1.00003        0.30793        0.98531       -0.00050        0.03938       -0.16243        1.00004        0.99978
0.016490        0.99974        0.99978        1.00004        0.30793        0.98531       -0.00051        0.04002       -0.16507        1.00004        0.99978
0.016758        0.99973        0.99977        1.00004        0.30794        0.98531       -0.00051        0.04068       -0.16775        1.00005        0.99977
0.017031        0.99972        0.99976        1.00004        0.30794        0.98531       -0.00052        0.04134       -0.17048        1.00005        0.99977
0.017308        0.99971        0.99975        1.00004        0.30794        0.98531       -0.00053        0.04201       -0.17325        1.00005        0.99976
0.017589        0.99970        0.99974        1.00004        0.30794        0.98531       -0.00054        0.04269       -0.17607        1.00005        0.99975
0.017875        0.99969        0.99973        1.00004        0.30794        0.98531       -0.00055        0.04339       -0.17894        1.00005        0.99975
0.018166        0.99968        0.99972        1.00004        0.30794        0.98531       -0.00056        0.04409       -0.18185        1.00005        0.99974
0.018461        0.99967        0.99971        1.00004        0.30794        0.98531       -0.00057        0.04481       -0.18480        1.00005        0.99973
0.018762        0.99966        0.99970        1.00004        0.30794        0.98531       -0.00058        0.04554       -0.18781        1.00005        0.99973
0.019067        0.99964        0.99969        1.00005        0.30794        0.98531       -0.00059        0.04628       -0.19086        1.00006        0.99972
0.019377        0.99963        0.99968        1.00005        0.30794        0.98531       -0.00060        0.04703       -0.19397        1.00006        0.99971
0.019692        0.99962        0.99967        1.00005        0.30794        0.98531       -0.00060        0.04780       -0.19712        1.00006        0.99971
0.020012        0.99961        0.99966        1.00005        0.30795        0.98531       -0.00061        0.04858       -0.20033        1.00006        0.99970
0.020338        0.99959        0.99964        1.00005        0.30795        0.98531       -0.00062        0.04937       -0.20359        1.00006        0.99969
0.020669        0.99956        0.99962        1.00005        0.30795        0.98531       -0.00063        0.05017       -0.20690        1.00007        0.99968
0.021005        0.99954        0.99960        1.00005        0.30795        0.98531       -0.00065        0.05099       -0.21026        1.00007        0.99966
0.021347        0.99952        0.99957        1.00006        0.30795        0.98531       -0.00066        0.05182       -0.21368        1.00007        0.99965
0.021694        0.99949        0.99955        1.00006        0.30796        0.98531       -0.00067        0.05266       -0.21715        1.00007        0.99964
0.022047        0.99947        0.99953        1.00006        0.30796        0.98531       -0.00068        0.05352       -0.22068        1.00008        0.99962
