xi              mu_min         mu_max         p_min        p_max        ep          alpha_m    chi_m      Pm         alpha_t    ddmp       ddmt       ddmv       ddmb       Iflag     gamma1          gamma2          Hmax        x1          x2          dx1         dx2         mu             p            q            delta        ms           alpha_v      kappa_BP       lambda_BP   Omega_star   E           x_SM        x_A
1.000000        0.00299        0.00347        0.917        0.917        0.10        1.0        1.0        1.0        0.0       -1.5       -1.5       -1.5       -1.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00328        0.917        7.079        0.992        0.053        0.057        5.16164        1.30        0.952       -0.27        3.37        0.00
1.000000        0.00083        0.00100        0.645        0.645        0.10        1.0        1.0        1.0        0.0       -1.5       -1.5       -1.5       -1.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00086        0.645        9.230        0.992        0.019        0.029        7.18543        1.27        0.965       -0.31        3.68        0.00
0.672336        0.00322        0.00332        0.917        0.917        0.10        1.0        1.0        1.0        0.0       -1.5       -1.5       -1.5       -1.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00322        0.917        7.128        0.991        0.052        0.057        3.69310        1.49        0.950        0.09        3.70        0.00
0.452035        0.00086        0.00098        0.917        0.917        0.10        1.0        1.0        1.0        0.0       -1.5       -1.5       -1.5       -1.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00087        0.917       13.722        0.990        0.027        0.029        4.90552        1.76        0.949        0.61        3.71        0.00
0.303920        0.00161        0.00184        1.462        1.462        0.10        1.0        1.0        1.0        0.0       -1.5       -1.5       -1.5       -1.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00164        1.462       16.638        0.989        0.059        0.040        3.70626        2.24        0.922        1.44        3.47        0.00
0.303920        0.05196        0.05825        2.007        2.007        0.10        1.0        1.0        1.0        0.0       -1.5       -1.5       -1.5       -1.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05311        2.007        4.067        0.983        0.463        0.230        0.92210        2.25        0.891        1.35        3.09        0.00
0.303920        0.00083        0.00098        1.190        1.190        0.10        1.0        1.0        1.0        0.0       -1.5       -1.5       -1.5       -1.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00089        1.190       18.081        0.989        0.035        0.030        4.19229        2.22        0.936        1.44        3.65        0.00
0.303920        0.00324        0.00355        1.462        1.462        0.10        1.0        1.0        1.0        0.0       -1.5       -1.5       -1.5       -1.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00349        1.462       11.390        0.989        0.086        0.059        2.54910        2.25        0.922        1.45        3.59        0.00
0.204336        0.00087        0.00092        1.462        1.462        0.10        1.0        1.0        1.0        0.0       -1.5       -1.5       -1.5       -1.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00092        1.462       22.244        0.988        0.044        0.030        3.37047        2.89        0.922        2.64        3.64        0.00
0.204336        0.05243        0.06202        2.552        2.552        0.10        1.0        1.0        1.0        0.0       -1.5       -1.5       -1.5       -1.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05752        2.552        5.010        0.980        0.612        0.240        0.72184        2.81        0.862        2.26        2.93        0.00
0.204336        0.01101        0.01220        2.552        2.552        0.10        1.0        1.0        1.0        0.0       -1.5       -1.5       -1.5       -1.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.01152        2.552       11.271        0.987        0.274        0.107        1.52809        2.82        0.869        2.31        3.22        0.00
0.204336        0.01127        0.01241        2.824        2.824        0.10        1.0        1.0        1.0        0.0       -1.5       -1.5       -1.5       -1.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.01182        2.824       12.358        0.987        0.307        0.109        1.61070        2.73        0.856        2.11        3.08        0.00
0.204336        0.00163        0.00182        1.734        1.734        0.10        1.0        1.0        1.0        0.0       -1.5       -1.5       -1.5       -1.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00170        1.734       19.563        0.988        0.072        0.041        2.87034        2.90        0.909        2.61        4.22        0.00
0.204336        0.05385        0.05988        2.279        2.279        0.10        1.0        1.0        1.0        0.0       -1.5       -1.5       -1.5       -1.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05748        2.279        4.458        0.981        0.546        0.240        0.67058        2.89        0.876        2.44        3.15        0.00
0.204336        0.00086        0.00096        1.190        1.190        0.10        1.0        1.0        1.0        0.0       -1.5       -1.5       -1.5       -1.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00089        1.190       18.080        0.988        0.035        0.030        2.85388        2.85        0.935        2.63        5.98        0.00
0.204336        0.00164        0.00185        2.007        2.007        0.10        1.0        1.0        1.0        0.0       -1.5       -1.5       -1.5       -1.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00174        2.007       22.582        0.988        0.084        0.042        3.20873        2.88        0.896        2.52        3.42        0.00
0.204336        0.00086        0.00096        1.734        1.734        0.10        1.0        1.0        1.0        0.0       -1.5       -1.5       -1.5       -1.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00093        1.734       26.436        0.988        0.053        0.031        3.86952        2.88        0.909        2.59        3.94        0.00
0.204336        0.05437        0.06137        1.734        1.734        0.10        1.0        1.0        1.0        0.0       -1.5       -1.5       -1.5       -1.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05437        1.734        3.445        0.983        0.404        0.233        0.55107        2.95        0.904        2.64        3.94        0.00
0.204336        0.05183        0.06059        2.007        2.007        0.10        1.0        1.0        1.0        0.0       -1.5       -1.5       -1.5       -1.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05535        2.007        3.981        0.982        0.472        0.235        0.61733        2.93        0.890        2.56        3.40        0.00
0.204336        0.05294        0.05892        2.824        2.824        0.10        1.0        1.0        1.0        0.0       -1.5       -1.5       -1.5       -1.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05492        2.824        5.692        0.979        0.662        0.234        0.77363        2.69        0.849        2.00        2.71        0.00
0.204336        0.01055        0.01268        2.279        2.279        0.10        1.0        1.0        1.0        0.0       -1.5       -1.5       -1.5       -1.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.01117        2.279       10.173        0.987        0.241        0.106        1.42640        2.88        0.882        2.46        3.33        0.00
0.137382        0.00169        0.00189        2.279        2.279        0.10        1.0        1.0        1.0        0.0       -1.5       -1.5       -1.5       -1.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00184        2.279       25.062        0.988        0.098        0.043        2.35735        3.85        0.883        4.19        3.47        0.00
0.137382        0.00089        0.00101        1.734        1.734        0.10        1.0        1.0        1.0        0.0       -1.5       -1.5       -1.5       -1.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00095        1.734       26.173        0.988        0.053        0.031        2.60277        3.88        0.909        4.39        4.63        0.00
0.137382        0.00089        0.00100        1.462        1.462        0.10        1.0        1.0        1.0        0.0       -1.5       -1.5       -1.5       -1.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00092        1.462       22.177        0.988        0.044        0.030        2.27806        3.86        0.922        4.43        5.81        0.00
0.137382        0.01146        0.01211        2.552        2.552        0.10        1.0        1.0        1.0        0.0       -1.5       -1.5       -1.5       -1.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.01205        2.552       11.018        0.986        0.280        0.110        1.02252        3.83        0.869        4.07        3.42        0.00
0.137382        0.00434        0.00486        3.097        3.097        0.10        1.0        1.0        1.0        0.0       -1.5       -1.5       -1.5       -1.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00444        3.097       22.194        0.987        0.206        0.067        1.90574        3.64        0.845        3.61        3.25        0.00
