xi              mu             p            mu_min          mu_max          p_min        p_max        ep          alpha_m    chi_m      Pm         alpha_t     ddmp       ddmt       ddmv       ddmb       q           alpha_v     delta       ms           msint        Lambda      Lambdaint   Rm          Ga          n         x_h         x_id        x_SM        x_A         x_FM        Omega*      kappa         lambda      E           sigma_SM   sigma_A    g_A          r_A         z_A         r_max       z_t         z_max      b           Br_Bz0_SM   Bphi_Bz0_SM Bz_Bz0_SM
0.014345        2.23430        2.521        2.234333        2.448695        2.330        2.712        0.01        1.0        1.0        1.0        1.0        -2.0       -2.0       -2.0       -2.0        0.82        1.49        0.97        3.768        2.663      251.10     -157.65      252.10        1.19         0        1.22        1.50        2.41        9.41        1.02        0.96        0.0087       34.57       63.36       67.1       55.7        0.025        1.14        0.11        6.49       17.46       19.1        0.87        1.37       -0.29        1.01
0.014345        2.13920        2.408        2.127105        2.320031        2.270        2.545        0.01        1.0        1.0        1.0        1.0        -2.0       -2.0       -2.0       -2.0        0.80        1.46        0.97        3.521        2.470      239.75     -148.74      240.75        1.25         0        1.27        1.55        2.54        9.76        1.03        0.96        0.0090       34.66       63.74       66.2       55.3        0.028        1.14        0.11        6.86       21.79       24.9        0.88        1.36       -0.30        1.01
0.011720        0.16020        6.814        0.152753        0.182448        6.370        7.258        0.01        1.0        1.0        1.0        1.0        -2.0       -2.0       -2.0       -2.0        8.45        0.40        0.99        2.727        2.918      680.40      -75.37      681.40        0.44         0        0.62        0.93        1.02       37.57        1.03        0.96        0.0571       43.19       80.04       84.2        2.4        0.662        6.65        2.50     1453.92     2828.87     2828.9        0.94        3.32       -2.43        1.01
0.011720        0.14990        6.861        0.141810        0.155841        6.636        7.086        0.01        1.0        1.0        1.0        1.0        -2.0       -2.0       -2.0       -2.0        8.80        0.39        0.99        2.657        2.867      685.10      -74.63      686.10        0.44         0        0.61        0.92        1.01       37.54        1.03        0.96        0.0598       43.21       80.08       84.3        4.9        0.787        6.68        2.51     2001.57     4020.34     4020.3        0.94        3.39       -2.54        1.01
0.009575        0.18560        6.776        0.168834        0.191626        6.535        7.018        0.01        1.0        1.0        1.0        1.0        -2.0       -2.0       -2.0       -2.0        7.80        0.43        0.99        2.919        3.066      676.65      -78.30      677.65        0.44         0        0.63        0.93        1.07       40.27        1.03        0.96        0.0421       52.59       98.02      102.9        2.1        0.630        7.33        2.95     1570.90     3188.17     3188.2        0.93        3.19       -2.19        1.01
0.009575        0.17960        6.805        0.171402        0.195304        6.549        7.060        0.01        1.0        1.0        1.0        1.0        -2.0       -2.0       -2.0       -2.0        7.96        0.42        0.99        2.884        3.042      679.45      -77.40      680.45        0.44         0        0.63        0.93        1.06       40.15        1.03        0.96        0.0431       52.60       98.04      102.9        2.8        0.692        7.35        2.95     1827.16     3743.82     3743.8        0.93        3.22       -2.24        1.01
0.007823        1.90280        2.801        1.902844        2.071616        2.639        2.963        0.01        1.0        1.0        1.0        1.0        -2.0       -2.0       -2.0       -2.0        0.98        1.38        0.97        3.864        2.785      279.10     -135.57      280.10        1.07         0        1.21        1.45        2.38        8.56        1.03        0.96        0.0054       62.69      117.29      122.4      104.5        0.027        1.13        0.10       12.08       47.69       53.8        0.88        1.42       -0.34        1.01
0.006391        0.23170        6.719        0.224390        0.239943        6.173        7.265        0.01        1.0        1.0        1.0        1.0        -2.0       -2.0       -2.0       -2.0        6.91        0.48        0.99        3.234        3.299      670.90      -82.65      671.90        0.45         0        0.65        0.94        1.15       45.68        1.03        0.96        0.0240       78.13      146.86      153.6        2.5        0.677        8.95        4.09     2483.78     5617.02     5617.0        0.93        2.99       -1.86        1.01
0.006391        0.22680        6.741        0.213466        0.234757        6.406        7.076        0.01        1.0        1.0        1.0        1.0        -2.0       -2.0       -2.0       -2.0        7.01        0.48        0.99        3.210        3.285      673.10      -82.00      674.10        0.45         0        0.65        0.93        1.15       45.58        1.03        0.96        0.0244       78.15      146.89      153.6        3.1        0.721        8.97        4.09     2754.05     6262.65     6262.6        0.93        3.01       -1.89        1.01
0.006391        0.21800        6.782        0.196009        0.223659        6.222        7.342        0.01        1.0        1.0        1.0        1.0        -2.0       -2.0       -2.0       -2.0        7.19        0.47        0.99        3.167        3.259      677.20      -80.84      678.20        0.44         0        0.65        0.93        1.14       45.47        1.03        0.96        0.0251       78.18      146.95      153.7        4.9        0.799        9.00        4.09     3348.39     7738.14     7738.1        0.93        3.04       -1.95        1.01
