xi              mu             p            mu_min          mu_max          p_min        p_max        ep          alpha_m    chi_m      Pm         alpha_t     ddmp       ddmt       ddmv       ddmb       q           alpha_v     delta       ms           msint        Lambda      Lambdaint   Rm          Ga          n         x_h         x_id        x_SM        x_A         x_FM        Omega*      kappa         lambda      E           sigma_SM   sigma_A    g_A          r_A         z_A         r_max       z_t         z_max      b           Br_Bz0_SM   Bphi_Bz0_SM Bz_Bz0_SM
0.007914       10.26930        0.774        9.870639       11.465292        0.768        0.859        0.01        1.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        0.11        3.20        0.96        2.479        1.425       76.37      -90.17       77.37        3.93         0        1.99        2.13        3.38       20.02        1.03        0.95        0.0023       60.96      113.39      117.7       70.1        0.030        1.31        0.26        8.11       27.15       30.5        0.83        1.36       -0.14        1.02
0.005925        9.67520        0.825        9.057398        9.881177        0.775        0.832        0.01        1.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        0.13        3.11        0.96        2.566        1.480       81.49      -84.48       82.49        3.68         0        1.99        2.12        3.46       21.04        1.04        0.95        0.0019       81.11      151.76      156.1       90.3        0.034        1.33        0.28        9.70       42.03       49.8        0.83        1.36       -0.15        1.02
0.005127        0.23410        9.079        0.214390        0.245882        8.314        9.844        0.01        1.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        9.26        0.48        0.99        4.393        4.456      906.90      -53.85      907.90        0.33         0        0.67        0.94        1.07       31.00        1.04        0.94        0.0272       96.75      179.70      190.8        1.5        0.568       10.02        3.11     5560.40     6917.27     6917.3        0.90        4.22       -2.63        1.02
0.005127        0.21600        9.146        0.212421        0.231339        8.754        9.539        0.01        1.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        9.72        0.46        0.99        4.251        4.362      913.65      -53.49      914.65        0.33         0        0.66        0.93        1.05       31.07        1.04        0.94        0.0287       96.85      179.96      191.1        3.7        0.758       10.08        3.13     7876.13     9917.01     9917.0        0.90        4.29       -2.77        1.02
0.004436        8.79090        0.950        7.775209        9.400286        0.950        1.084        0.01        1.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        0.15        2.96        0.96        2.817        1.654       94.01      -78.17       95.01        3.19         0        1.94        2.06        3.33       19.94        1.04        0.95        0.0015      107.77      202.07      209.6      125.0        0.035        1.32        0.26       11.84       53.19       62.7        0.82        1.38       -0.16        1.02
0.004436        0.25550        9.065        0.231834        0.263446        8.577        9.553        0.01        1.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        8.84        0.51        0.99        4.582        4.592      905.50      -54.36      906.50        0.33         0        0.68        0.95        1.10       31.85        1.04        0.94        0.0223      111.54      207.41      220.2        1.2        0.516       10.75        3.42     5903.82     7347.80     7347.8        0.89        4.14       -2.48        1.02
0.004436        0.25440        9.160        0.254395        0.305103        9.089        9.230        0.01        1.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        8.96        0.50        0.99        4.620        4.638      914.95      -55.02      915.95        0.33         0        0.67        0.94        1.04       31.85        1.03        0.94        0.0224      111.52      207.26      221.3        1.3        0.527       10.75        3.43     6026.93     7503.91     7503.9        0.89        4.15       -2.49        1.02
0.003839        0.27470        9.053        0.267648        0.295930        8.919        9.188        0.01        1.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        8.51        0.52        0.99        4.745        4.707      904.35      -54.70      905.35        0.33         0        0.69        0.95        1.13       32.69        1.04        0.94        0.0184      128.58      239.33      253.9        1.1        0.492       11.54        3.77     6629.14     8256.98     8257.0        0.89        4.08       -2.37        1.02
0.003839        0.24950        9.216        0.249496        0.252802        8.573        9.858        0.01        1.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        9.10        0.50        0.99        4.603        4.636      920.55      -54.78      921.55        0.33         0        0.67        0.93        1.06       32.65        1.04        0.94        0.0196      128.73      239.64      255.3        3.2        0.735       11.62        3.79    10135.08    12751.34    12751.3        0.89        4.17       -2.52        1.02
0.003322        8.14190        1.034        7.617606        8.316664        0.961        1.039        0.01        1.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        0.17        2.85        0.96        2.951        1.744      102.41      -73.60      103.41        2.93         0        1.93        2.04        3.37       19.67        1.04        0.95        0.0012      143.27      269.37      277.8      167.7        0.037        1.32        0.26       15.69       89.20      108.3        0.82        1.39       -0.18        1.02
0.002874        0.28020        9.162        0.259422        0.281592        8.828        9.497        0.01        1.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        8.52        0.53        0.99        4.850        4.804      915.25      -55.02      916.25        0.33         0        0.69        0.94        1.14       34.22        1.04        0.94        0.0136      171.32      319.52      338.8        3.6        0.759       13.42        4.60    14397.82    18122.91    18122.9        0.89        4.07       -2.34        1.02
0.002874        0.31140        9.083        0.311359        0.373017        8.681        9.485        0.01        1.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        8.01        0.56        0.98        5.068        4.943      907.30      -55.83      908.30        0.33         0        0.70        0.95        1.13       34.32        1.04        0.94        0.0127      171.06      318.70      339.4        1.1        0.501       13.32        4.57     9180.25    11500.81    11500.8        0.88        3.97       -2.18        1.02
0.002874        0.30090        9.070        0.278096        0.338813        8.725        9.416        0.01        1.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        8.14        0.55        0.99        4.975        4.874      906.05      -55.32      907.05        0.33         0        0.70        0.95        1.17       34.25        1.04        0.94        0.0130      171.14      319.05      338.3        1.6        0.581       13.35        4.57    10535.46    13187.24    13187.2        0.89        4.00       -2.23        1.02
0.002487        0.28890        9.185        0.287325        0.312521        8.635        9.735        0.01        1.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        8.41        0.54        0.99        4.937        4.870      917.50      -54.83      918.50        0.33         0        0.70        0.94        1.16       35.06        1.04        0.94        0.0115      197.67      368.89      390.9        6.2        0.841       14.46        5.07    19558.44    24800.87    24800.9        0.89        4.04       -2.29        1.02
0.002487        0.28290        9.369        0.282850        0.333616        8.894        9.844        0.01        1.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        8.67        0.53        0.99        4.983        4.940      935.90      -55.95      936.90        0.32         0        0.68        0.92        1.06       35.21        1.04        0.94        0.0117      197.68      368.55      394.4       10.8        0.899       14.50        5.11    22001.11    28231.21    28231.2        0.89        4.06       -2.32        1.02
0.002152        7.05140        1.234        7.019766        8.031198        1.117        1.251        0.01        1.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        0.22        2.66        0.95        3.277        1.975      122.42      -67.64      123.42        2.45         0        1.88        1.98        3.32       16.79        1.04        0.95        0.0009      220.55      415.21      428.5      284.7        0.035        1.27        0.21       27.38      197.03      257.1        0.82        1.41       -0.20        1.02
0.002152        0.33200        9.251        0.332005        0.372553        8.685        9.816        0.01        1.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        7.89        0.58        0.98        5.330        5.159      924.05      -56.25      925.05        0.32         0        0.71        0.94        1.19       35.76        1.04        0.94        0.0091      227.71      424.27      454.8        2.0        0.641       15.44        5.52    16041.80    20122.00    20122.0        0.88        3.92       -2.08        1.02
