xi              mu             p            mu_min          mu_max          p_min        p_max        ep          alpha_m    chi_m      Pm         alpha_t     ddmp       ddmt       ddmv       ddmb       q           alpha_v     delta       ms           msint        Lambda      Lambdaint   Rm          Ga          n         x_h         x_id        x_SM        x_A         x_FM        Omega*      kappa         lambda      E           sigma_SM   sigma_A    g_A          r_A         z_A         r_max       z_t         z_max      b           Br_Bz0_SM   Bphi_Bz0_SM Bz_Bz0_SM
0.232995        0.74010        0.653        0.730789        0.805173        0.653        0.653        0.10        2.0        1.0        1.0        0.0        -2.0       -2.0       -2.0       -2.0        0.62        1.72        0.96        1.124        1.038        5.53       15.85        6.53        1.36         0        1.29        2.28        2.39        0.00        0.00        0.85        0.2752        2.72        2.03        2.9        0.0        0.000        0.00        0.00        1.46        0.99        1.0        0.54        0.78       -0.44        1.06
0.184207        0.80350        0.653        0.784082        0.887479        0.653        0.653        0.10        2.0        1.0        1.0        0.0        -2.0       -2.0       -2.0       -2.0        0.59        1.79        0.96        1.171        1.065        5.53       15.21        6.53        1.36         0        1.31        2.42        2.63        0.00        0.00        0.85        0.2053        3.17        2.80        3.5        0.0        0.000        0.00        0.00        1.42        0.92        0.9        0.55        0.70       -0.42        1.05
0.145635        0.86130        0.653        0.861338        0.983853        0.653        0.653        0.10        2.0        1.0        1.0        0.0        -2.0       -2.0       -2.0       -2.0        0.57        1.86        0.96        1.212        1.086        5.53       14.78        6.53        1.36         0        1.34        2.32        2.84        0.00        0.00        0.85        0.1545        3.74        3.76        4.5        0.0        0.000        0.00        0.00        1.38        0.79        0.8        0.56        0.65       -0.41        1.04
0.145635        0.74650        0.735        0.676707        0.766079        0.735        0.735        0.10        2.0        1.0        1.0        0.0        -2.0       -2.0       -2.0       -2.0        0.70        1.73        0.96        1.270        1.191        6.35       25.85        7.35        1.18         0        1.28        2.20        2.32        0.00        0.00        0.83        0.1849        3.79        3.75        4.9        0.0        0.000        0.00        0.00        1.65        1.42        1.4        0.55        0.86       -0.51        1.07
0.115140        0.81930        0.735        0.761052        0.877616        0.735        0.735        0.10        2.0        1.0        1.0        0.0        -2.0       -2.0       -2.0       -2.0        0.67        1.81        0.95        1.331        1.226        6.35       23.59        7.35        1.18         0        1.30        2.20        2.49        0.00        0.00        0.83        0.1368        4.52        4.94        6.1        0.0        0.000        0.00        0.00        1.59        1.37        1.4        0.56        0.79       -0.48        1.06
0.115140        0.65460        0.816        0.647588        0.703451        0.816        0.816        0.10        2.0        1.0        1.0        0.0        -2.0       -2.0       -2.0       -2.0        0.85        1.62        0.96        1.320        1.285        7.16       68.16        8.16        1.05         0        1.24        2.04        2.14        0.00        0.00        0.82        0.1709        4.59        4.97        6.5        0.0        0.000        0.00        0.00        2.00        2.07        2.1        0.56        0.99       -0.61        1.08
0.091030        0.89310        0.735        0.893070        1.033018        0.735        0.735        0.10        2.0        1.0        1.0        0.0        -2.0       -2.0       -2.0       -2.0        0.64        1.89        0.95        1.389        1.259        6.35       21.96        7.35        1.18         0        1.33        2.04        2.64        0.00        0.00        0.83        0.1017        5.43        6.43        7.7        0.0        0.000        0.00        0.00        1.55        1.33        1.3        0.56        0.75       -0.45        1.06
0.091030        0.75080        0.816        0.750776        0.889713        0.816        0.816        0.10        2.0        1.0        1.0        0.0        -2.0       -2.0       -2.0       -2.0        0.79        1.73        0.95        1.414        1.343        7.16       48.55        8.16        1.05         0        1.27        1.95        2.24        0.00        0.00        0.81        0.1225        5.51        6.43        8.4        0.0        0.000        0.00        0.00        1.86        1.93        1.9        0.55        0.93       -0.56        1.08
0.091030        0.73400        0.816        0.706750        0.740302        0.816        0.816        0.10        2.0        1.0        1.0        0.0        -2.0       -2.0       -2.0       -2.0        0.80        1.71        0.95        1.398        1.332        7.16       51.99        8.16        1.05         0        1.27        2.03        2.28        0.00        0.00        0.81        0.1245        5.51        6.45        8.1        0.0        0.000        0.00        0.00        1.87        1.95        1.9        0.56        0.92       -0.57        1.08
0.071969        0.93630        0.735        0.877092        1.022847        0.735        0.735        0.10        2.0        1.0        1.0        0.0        -2.0       -2.0       -2.0       -2.0        0.62        1.94        0.95        1.422        1.276        6.35       21.32        7.35        1.18         0        1.35        1.93        2.92        0.00        0.00        0.83        0.0777        6.60        8.35        9.3        0.0        0.000        0.00        0.00        1.52        1.28        1.3        0.56        0.67       -0.44        1.05
