xi              mu_min         mu_max         p_min        p_max        ep          alpha_m    chi_m      Pm         alpha_t    ddmp       ddmt       ddmv       ddmb       Iflag     gamma1          gamma2          Hmax        x1          x2          dx1         dx2         mu             p            q            delta        ms           alpha_v      kappa_BP       lambda_BP   Omega_star   E           x_SM        x_A
0.028072        0.07770        0.08584        3.641        3.641        0.10        1.0        1.0        1.0        0.0       -0.5       -0.5       -0.5       -0.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.07770        3.641        6.164        0.970        1.015        0.279        0.06732        7.48        0.806        9.60        3.76        0.00
0.028072        0.01106        0.01253        4.186        4.186        0.10        1.0        1.0        1.0        0.0       -0.5       -0.5       -0.5       -0.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.01106        4.186       19.130        0.985        0.440        0.105        0.19185        8.31        0.798       10.87        4.27        0.00
0.028072        0.07241        0.08306        4.186        4.186        0.10        1.0        1.0        1.0        0.0       -0.5       -0.5       -0.5       -0.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.07274        4.186        7.338        0.969        1.129        0.270        0.06950        3.30        0.779        2.75        3.42        0.00
0.028072        0.05489        0.06022        2.552        2.552        0.10        1.0        1.0        1.0        0.0       -0.5       -0.5       -0.5       -0.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05489        2.552        5.126        0.980        0.598        0.234        0.07230       12.68        0.864       19.33        4.82        0.00
0.028072        0.07458        0.08117        3.369        3.369        0.10        1.0        1.0        1.0        0.0       -0.5       -0.5       -0.5       -0.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.07458        3.369        5.821        0.973        0.920        0.273        0.06876        9.37        0.820       12.89        3.94        0.00
0.018874        0.01080        0.01228        4.186        4.186        0.10        1.0        1.0        1.0        0.0       -0.5       -0.5       -0.5       -0.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.01120        4.186       19.004        0.985        0.443        0.106        0.13149       12.92        0.798       18.22        4.39        0.00
0.018874        0.07315        0.08494        3.097        3.097        0.10        1.0        1.0        1.0        0.0       -0.5       -0.5       -0.5       -0.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.07315        3.097        5.397        0.974        0.838        0.270        0.04647       15.99        0.834       24.18        4.45        0.00
0.018874        0.07688        0.08667        3.914        3.914        0.10        1.0        1.0        1.0        0.0       -0.5       -0.5       -0.5       -0.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.08239        3.914        6.430        0.968        1.123        0.287        0.04436        8.43        0.791       10.91        3.74        0.00
0.018874        0.07245        0.08662        3.369        3.369        0.10        1.0        1.0        1.0        0.0       -0.5       -0.5       -0.5       -0.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.07776        3.369        5.697        0.972        0.939        0.279        0.04576       13.93        0.820       20.36        4.10        0.00
0.018874        0.92830        1.07794        2.279        2.279        0.10        1.0        1.0        1.0        0.0       -0.5       -0.5       -0.5       -0.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        1.04053        2.279        0.901        0.843        2.325        1.020        0.01530       21.57        0.751       30.00        2.29        0.00
0.018874        0.00298        0.00331        4.459        4.459        0.10        1.0        1.0        1.0        0.0       -0.5       -0.5       -0.5       -0.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00300        4.459       39.250        0.987        0.244        0.055        0.27436       13.41        0.790       18.83        4.46        0.00
0.018874        0.05369        0.05777        2.552        2.552        0.10        1.0        1.0        1.0        0.0       -0.5       -0.5       -0.5       -0.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05450        2.552        5.144        0.980        0.596        0.233        0.04896       18.55        0.864       29.48        4.99        0.00
0.018874        0.00233        0.00259        3.914        3.914        0.10        1.0        1.0        1.0        0.0       -0.5       -0.5       -0.5       -0.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00253        3.914       37.420        0.987        0.197        0.050        0.28065       15.62        0.812       22.96        4.44        0.00
0.018874        0.07785        0.08241        4.186        4.186        0.10        1.0        1.0        1.0        0.0       -0.5       -0.5       -0.5       -0.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.08013        4.186        6.977        0.967        1.185        0.283        0.04508        5.57        0.778        6.27        3.61        0.00
0.012690        0.05454        0.06137        2.552        2.552        0.10        1.0        1.0        1.0        0.0       -0.5       -0.5       -0.5       -0.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05555        2.552        5.094        0.979        0.602        0.236        0.03273       27.28        0.864       44.56        5.37        0.00
0.012690        0.00087        0.00099        3.914        3.914        0.10        1.0        1.0        1.0        0.0       -0.5       -0.5       -0.5       -0.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00095        3.914       61.044        0.987        0.121        0.031        0.31353       23.70        0.813       36.15        4.62        0.00
0.012690        0.00304        0.00342        4.731        4.731        0.10        1.0        1.0        1.0        0.0       -0.5       -0.5       -0.5       -0.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00326        4.731       39.987        0.987        0.270        0.057        0.19417       20.36        0.780       29.42        4.50        0.00
0.012690        0.00087        0.00097        3.641        3.641        0.10        1.0        1.0        1.0        0.0       -0.5       -0.5       -0.5       -0.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00087        3.641       59.263        0.987        0.107        0.029        0.31809       25.11        0.825       38.99        4.64        0.00
0.012690        0.00310        0.00353        5.003        5.003        0.10        1.0        1.0        1.0        0.0       -0.5       -0.5       -0.5       -0.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00327        5.003       42.275        0.986        0.286        0.057        0.22277       22.39        0.770       32.17        4.37        0.00
0.012690        0.01114        0.01254        4.186        4.186        0.10        1.0        1.0        1.0        0.0       -0.5       -0.5       -0.5       -0.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.01159        4.186       18.680        0.985        0.451        0.108        0.08829       19.62        0.798       28.91        4.54        0.00
0.012690        0.07352        0.08327        4.731        4.731        0.10        1.0        1.0        1.0        0.0       -0.5       -0.5       -0.5       -0.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.07840        4.731        7.972        0.964        1.325        0.280        0.03207        2.24        0.750        1.02        3.52        0.00
0.012690        0.07281        0.08467        4.459        4.459        0.10        1.0        1.0        1.0        0.0       -0.5       -0.5       -0.5       -0.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.08170        4.459        7.355        0.965        1.275        0.286        0.03072        5.35        0.763        5.80        3.59        0.00
0.012690        0.07352        0.08327        4.186        4.186        0.10        1.0        1.0        1.0        0.0       -0.5       -0.5       -0.5       -0.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.08327        4.186        6.838        0.966        1.208        0.289        0.03010        9.06        0.777       11.68        4.05        0.00
0.012690        0.07478        0.08133        3.369        3.369        0.10        1.0        1.0        1.0        0.0       -0.5       -0.5       -0.5       -0.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.08133        3.369        5.566        0.971        0.961        0.285        0.03032       20.66        0.819       31.38        4.80        0.00
0.012690        0.07485        0.08283        3.097        3.097        0.10        1.0        1.0        1.0        0.0       -0.5       -0.5       -0.5       -0.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.07485        3.097        5.334        0.974        0.847        0.274        0.03108       23.64        0.834       36.93        4.59        0.00
0.012690        0.93561        1.05368        2.552        2.552        0.10        1.0        1.0        1.0        0.0       -0.5       -0.5       -0.5       -0.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.93653        2.552        1.064        0.840        2.470        0.968        0.01149       31.66        0.737       44.28        2.17        0.00
0.008532        0.00235        0.00255        3.641        3.641        0.10        1.0        1.0        1.0        0.0       -0.5       -0.5       -0.5       -0.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00240        3.641       35.691        0.987        0.178        0.049        0.12888       37.00        0.824       58.53        4.85        0.00
0.008532        0.01072        0.01273        4.186        4.186        0.10        1.0        1.0        1.0        0.0       -0.5       -0.5       -0.5       -0.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.01197        4.186       18.383        0.984        0.458        0.109        0.05903       29.49        0.798       44.68        4.70        0.00
0.008532        0.00819        0.00919        3.369        3.369        0.10        1.0        1.0        1.0        0.0       -0.5       -0.5       -0.5       -0.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00854        3.369       17.438        0.986        0.311        0.092        0.06582       38.42        0.834       61.60        8.35        0.00
0.008532        0.01072        0.01273        3.914        3.914        0.10        1.0        1.0        1.0        0.0       -0.5       -0.5       -0.5       -0.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.01072        3.914       18.141        0.985        0.405        0.104        0.06155       33.12        0.810       51.21        4.77        0.00
0.008532        0.07445        0.08331        4.731        4.731        0.10        1.0        1.0        1.0        0.0       -0.5       -0.5       -0.5       -0.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.08110        4.731        7.831        0.963        1.347        0.285        0.02142        4.67        0.750        4.66        3.58        0.00
0.008532        0.07645        0.08598        3.097        3.097        0.10        1.0        1.0        1.0        0.0       -0.5       -0.5       -0.5       -0.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.07645        3.097        5.276        0.974        0.856        0.276        0.02077       35.00        0.834       55.87        4.74        0.00
0.008532        0.97012        1.09117        2.552        2.552        0.10        1.0        1.0        1.0        0.0       -0.5       -0.5       -0.5       -0.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.98383        2.552        1.028        0.832        2.531        0.992        0.00740       46.18        0.729       65.04        2.30        0.00
0.008532        0.05526        0.05905        2.552        2.552        0.10        1.0        1.0        1.0        0.0       -0.5       -0.5       -0.5       -0.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05644        2.552        5.053        0.979        0.606        0.238        0.02189       40.27        0.863       66.97        5.85        0.00
0.005736        0.07265        0.08545        4.731        4.731        0.10        1.0        1.0        1.0        0.0       -0.5       -0.5       -0.5       -0.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.08545        4.731        7.619        0.962        1.383        0.292        0.01406        7.94        0.748        9.55        3.90        0.00
0.005736        0.00807        0.00918        3.369        3.369        0.10        1.0        1.0        1.0        0.0       -0.5       -0.5       -0.5       -0.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00869        3.369       17.287        0.986        0.314        0.093        0.04400       56.98        0.834       92.54        7.68        0.00
0.005736        0.07740        0.08078        5.003        5.003        0.10        1.0        1.0        1.0        0.0       -0.5       -0.5       -0.5       -0.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.07994        5.003        8.340        0.962        1.414        0.283        0.01508        3.32        0.736        2.57        3.55        0.00
0.005736        0.07677        0.08505        3.097        3.097        0.10        1.0        1.0        1.0        0.0       -0.5       -0.5       -0.5       -0.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.07839        3.097        5.209        0.973        0.867        0.280        0.01384       51.91        0.833       84.02        4.93        0.00
0.005736        0.09981        0.11740        3.914        3.914        0.10        1.0        1.0        1.0        0.0       -0.5       -0.5       -0.5       -0.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.09981        3.914        5.816        0.964        1.237        0.316        0.01249       29.22        0.787       43.60        4.25        0.00
0.005736        0.10634        0.11099        4.186        4.186        0.10        1.0        1.0        1.0        0.0       -0.5       -0.5       -0.5       -0.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.10634        4.186        6.013        0.960        1.365        0.326        0.01208       21.00        0.771       30.01        4.31        0.00
0.005736        0.96505        1.04400        2.552        2.552        0.10        1.0        1.0        1.0        0.0       -0.5       -0.5       -0.5       -0.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        1.03043        2.552        0.995        0.824        2.591        1.015        0.00477       67.57        0.722       95.30        2.42        0.00
0.003857        0.10379        0.10886        3.641        3.641        0.10        1.0        1.0        1.0        0.0       -0.5       -0.5       -0.5       -0.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.10379        3.641        5.301        0.965        1.173        0.322        0.00830       55.92        0.801       87.12        4.76        0.00
0.003857        0.10602        0.11607        4.459        4.459        0.10        1.0        1.0        1.0        0.0       -0.5       -0.5       -0.5       -0.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.11105        4.459        6.255        0.956        1.486        0.333        0.00803       21.68        0.755       30.39        4.38        0.00
0.003857        0.05329        0.06032        6.093        6.093        0.10        1.0        1.0        1.0        0.0       -0.5       -0.5       -0.5       -0.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05681        6.093       12.124        0.964        1.452        0.238        0.01588        3.07        0.691        2.03        3.20        0.00
0.003857        0.07785        0.08574        3.097        3.097        0.10        1.0        1.0        1.0        0.0       -0.5       -0.5       -0.5       -0.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.08044        3.097        5.140        0.973        0.878        0.284        0.00922       76.97        0.833      125.75        5.15        0.00
0.003857        0.10379        0.10886        3.914        3.914        0.10        1.0        1.0        1.0        0.0       -0.5       -0.5       -0.5       -0.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.10379        3.914        5.698        0.963        1.261        0.322        0.00826       43.87        0.786       66.58        4.38        0.00
0.003857        0.10377        0.11113        4.186        4.186        0.10        1.0        1.0        1.0        0.0       -0.5       -0.5       -0.5       -0.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.10423        4.186        6.077        0.960        1.351        0.323        0.00825       32.08        0.772       47.14        4.22        0.00
0.003857        0.00804        0.00900        3.369        3.369        0.10        1.0        1.0        1.0        0.0       -0.5       -0.5       -0.5       -0.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00881        3.369       17.160        0.986        0.316        0.094        0.02930       84.94        0.834      139.16        7.01        0.00
0.003857        0.00325        0.00332        5.276        5.276        0.10        1.0        1.0        1.0        0.0       -0.5       -0.5       -0.5       -0.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00325        5.276       44.754        0.986        0.301        0.057        0.08519       89.27        0.760      133.39        4.73        0.00
0.003857        0.97934        1.07214        2.552        2.552        0.10        1.0        1.0        1.0        0.0       -0.5       -0.5       -0.5       -0.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        1.07214        2.552        0.967        0.816        2.642        1.035        0.00310       99.13        0.716      139.63        2.63        0.00
0.002593        0.10021        0.11136        4.731        4.731        0.10        1.0        1.0        1.0        0.0       -0.5       -0.5       -0.5       -0.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.10579        4.731        6.803        0.956        1.539        0.325        0.00564       19.88        0.742       27.19        4.18        0.00
0.002593        0.07705        0.08385        5.276        5.276        0.10        1.0        1.0        1.0        0.0       -0.5       -0.5       -0.5       -0.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.08384        5.276        8.569        0.959        1.528        0.290        0.00688        1.90        0.721        0.45        3.66        0.00
0.002593        0.10021        0.11136        4.459        4.459        0.10        1.0        1.0        1.0        0.0       -0.5       -0.5       -0.5       -0.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.10579        4.459        6.418        0.958        1.450        0.325        0.00556       32.98        0.757       47.57        4.19        0.00
0.002593        0.05485        0.06188        6.093        6.093        0.10        1.0        1.0        1.0        0.0       -0.5       -0.5       -0.5       -0.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.06012        6.093       11.768        0.963        1.494        0.245        0.01022        3.47        0.689        2.57        3.26        0.00
0.002593        0.10585        0.11520        3.914        3.914        0.10        1.0        1.0        1.0        0.0       -0.5       -0.5       -0.5       -0.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.10760        3.914        5.590        0.962        1.284        0.328        0.00547       65.67        0.785      100.76        4.52        0.00
0.002593        0.10352        0.11679        4.186        4.186        0.10        1.0        1.0        1.0        0.0       -0.5       -0.5       -0.5       -0.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.10767        4.186        5.974        0.959        1.374        0.328        0.00547       48.54        0.771       72.46        4.32        0.00
0.002593        0.10352        0.11679        3.641        3.641        0.10        1.0        1.0        1.0        0.0       -0.5       -0.5       -0.5       -0.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.10352        3.641        5.308        0.965        1.171        0.322        0.00560       83.49        0.801      131.29        4.76        0.00
0.001743        0.10057        0.11808        4.186        4.186        0.10        1.0        1.0        1.0        0.0       -0.5       -0.5       -0.5       -0.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.11261        4.186        5.833        0.958        1.405        0.336        0.00360       73.35        0.770      110.54        4.33        0.00
0.001743        0.09953        0.11249        3.641        3.641        0.10        1.0        1.0        1.0        0.0       -0.5       -0.5       -0.5       -0.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.10641        3.641        5.232        0.964        1.188        0.326        0.00372      124.32        0.800      196.53        4.90        0.00
0.001743        0.10285        0.11078        5.003        5.003        0.10        1.0        1.0        1.0        0.0       -0.5       -0.5       -0.5       -0.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.10681        5.003        7.148        0.953        1.635        0.327        0.00387       15.90        0.727       20.83        4.25        0.00
0.001743        0.05340        0.05873        6.366        6.366        0.10        1.0        1.0        1.0        0.0       -0.5       -0.5       -0.5       -0.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05455        6.366       12.931        0.964        1.487        0.234        0.01094       12.02        0.679       14.13        3.17        0.00
0.001743        0.10285        0.11078        4.459        4.459        0.10        1.0        1.0        1.0        0.0       -0.5       -0.5       -0.5       -0.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.10979        4.459        6.293        0.957        1.477        0.331        0.00367       50.50        0.756       73.98        4.31        0.00
0.001743        0.10285        0.11078        4.731        4.731        0.10        1.0        1.0        1.0        0.0       -0.5       -0.5       -0.5       -0.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.10681        4.731        6.768        0.955        1.546        0.327        0.00378       31.03        0.742       43.72        4.20        0.00
0.001743        0.98094        1.00896        2.824        2.824        0.10        1.0        1.0        1.0        0.0       -0.5       -0.5       -0.5       -0.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        1.00721        2.824        1.094        0.806        2.834        1.004        0.00150      215.93        0.696      298.43        2.51        0.00
0.001172        0.10456        0.11553        5.003        5.003        0.10        1.0        1.0        1.0        0.0       -0.5       -0.5       -0.5       -0.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.10730        5.003        7.131        0.953        1.639        0.328        0.00260       25.45        0.727       34.71        4.23        0.00
0.001172        0.10209        0.11749        5.276        5.276        0.10        1.0        1.0        1.0        0.0       -0.5       -0.5       -0.5       -0.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.10979        5.276        7.417        0.950        1.748        0.331        0.00264       10.36        0.712       12.48        4.38        0.00
0.001172        0.94878        1.08010        2.824        2.824        0.10        1.0        1.0        1.0        0.0       -0.5       -0.5       -0.5       -0.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        1.04317        2.824        1.066        0.799        2.884        1.021        0.00098      317.55        0.690      436.01        2.63        0.00
0.001172        0.10136        0.11208        4.731        4.731        0.10        1.0        1.0        1.0        0.0       -0.5       -0.5       -0.5       -0.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.10940        4.731        6.682        0.954        1.565        0.331        0.00252       48.17        0.741       69.10        4.27        0.00
0.000788        0.91225        1.09801        3.097        3.097        0.10        1.0        1.0        1.0        0.0       -0.5       -0.5       -0.5       -0.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.94708        3.097        1.228        0.798        3.014        0.973        0.00073      471.25        0.678      636.55        2.51        0.00
0.000530        0.97190        1.00532        3.097        3.097        0.10        1.0        1.0        1.0        0.0       -0.5       -0.5       -0.5       -0.5         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.97817        3.097        1.198        0.791        3.063        0.989        0.00047      693.75        0.672      929.92        2.61        0.00
