x               rho            P              T              ur             uphi           uz             Br             Bphi           Bz             m
0.010000        0.99988        0.99989        1.00001        0.21301        0.98699       -0.00018        0.02161       -0.11505        1.00001        0.99995
0.010163        0.99988        0.99989        1.00001        0.21301        0.98699       -0.00019        0.02196       -0.11692        1.00001        0.99995
0.010328        0.99987        0.99988        1.00001        0.21301        0.98699       -0.00019        0.02232       -0.11882        1.00001        0.99995
0.010496        0.99987        0.99988        1.00001        0.21301        0.98699       -0.00019        0.02268       -0.12075        1.00001        0.99994
0.010667        0.99986        0.99987        1.00001        0.21301        0.98699       -0.00020        0.02305       -0.12272        1.00002        0.99994
0.010840        0.99985        0.99987        1.00001        0.21301        0.98699       -0.00020        0.02342       -0.12471        1.00002        0.99994
0.011016        0.99985        0.99986        1.00001        0.21301        0.98699       -0.00020        0.02381       -0.12674        1.00002        0.99994
0.011196        0.99984        0.99985        1.00001        0.21301        0.98699       -0.00021        0.02419       -0.12880        1.00002        0.99993
0.011378        0.99983        0.99985        1.00002        0.21301        0.98699       -0.00021        0.02459       -0.13090        1.00002        0.99993
0.011563        0.99983        0.99984        1.00002        0.21301        0.98699       -0.00021        0.02499       -0.13303        1.00002        0.99993
0.011751        0.99982        0.99984        1.00002        0.21301        0.98699       -0.00022        0.02539       -0.13519        1.00002        0.99992
0.011942        0.99981        0.99983        1.00002        0.21301        0.98699       -0.00022        0.02581       -0.13739        1.00002        0.99992
0.012136        0.99981        0.99982        1.00002        0.21301        0.98699       -0.00022        0.02623       -0.13962        1.00002        0.99992
0.012334        0.99980        0.99982        1.00002        0.21301        0.98699       -0.00023        0.02665       -0.14189        1.00002        0.99992
0.012534        0.99979        0.99981        1.00002        0.21301        0.98699       -0.00023        0.02709       -0.14420        1.00002        0.99991
0.012738        0.99978        0.99980        1.00002        0.21301        0.98699       -0.00023        0.02753       -0.14655        1.00002        0.99991
0.012945        0.99978        0.99980        1.00002        0.21301        0.98699       -0.00024        0.02797       -0.14893        1.00002        0.99991
0.013156        0.99977        0.99979        1.00002        0.21301        0.98699       -0.00024        0.02843       -0.15135        1.00002        0.99990
0.013370        0.99976        0.99978        1.00002        0.21301        0.98699       -0.00025        0.02889       -0.15381        1.00003        0.99990
0.013587        0.99975        0.99978        1.00002        0.21301        0.98699       -0.00025        0.02936       -0.15631        1.00003        0.99990
0.013808        0.99974        0.99977        1.00002        0.21301        0.98699       -0.00025        0.02984       -0.15886        1.00003        0.99989
0.014033        0.99974        0.99976        1.00002        0.21301        0.98699       -0.00026        0.03032       -0.16144        1.00003        0.99989
0.014261        0.99973        0.99975        1.00002        0.21301        0.98699       -0.00026        0.03082       -0.16406        1.00003        0.99989
0.014493        0.99972        0.99975        1.00003        0.21301        0.98699       -0.00027        0.03132       -0.16673        1.00003        0.99988
0.014729        0.99971        0.99974        1.00003        0.21301        0.98699       -0.00027        0.03183       -0.16944        1.00003        0.99988
0.014968        0.99970        0.99973        1.00003        0.21301        0.98699       -0.00028        0.03235       -0.17220        1.00003        0.99988
0.015212        0.99969        0.99972        1.00003        0.21301        0.98699       -0.00028        0.03287       -0.17500        1.00003        0.99987
0.015459        0.99968        0.99971        1.00003        0.21301        0.98699       -0.00028        0.03341       -0.17785        1.00003        0.99987
0.015711        0.99968        0.99970        1.00003        0.21301        0.98699       -0.00029        0.03395       -0.18074        1.00003        0.99986
0.015966        0.99967        0.99970        1.00003        0.21301        0.98699       -0.00029        0.03450       -0.18368        1.00004        0.99986
0.016226        0.99966        0.99969        1.00003        0.21301        0.98699       -0.00030        0.03506       -0.18666        1.00004        0.99986
0.016490        0.99965        0.99968        1.00003        0.21301        0.98699       -0.00030        0.03563       -0.18970        1.00004        0.99985
0.016758        0.99964        0.99967        1.00003        0.21301        0.98699       -0.00031        0.03621       -0.19279        1.00004        0.99985
0.017031        0.99963        0.99966        1.00003        0.21301        0.98699       -0.00031        0.03680       -0.19592        1.00004        0.99984
0.017308        0.99962        0.99965        1.00003        0.21301        0.98699       -0.00032        0.03740       -0.19911        1.00004        0.99984
0.017589        0.99961        0.99964        1.00004        0.21301        0.98699       -0.00032        0.03801       -0.20235        1.00004        0.99984
0.017875        0.99960        0.99963        1.00004        0.21301        0.98699       -0.00033        0.03863       -0.20564        1.00004        0.99983
0.018166        0.99959        0.99962        1.00004        0.21301        0.98699       -0.00033        0.03926       -0.20898        1.00004        0.99983
0.018461        0.99958        0.99961        1.00004        0.21301        0.98699       -0.00034        0.03990       -0.21238        1.00005        0.99982
0.018762        0.99956        0.99960        1.00004        0.21301        0.98699       -0.00034        0.04054       -0.21583        1.00005        0.99982
0.019067        0.99955        0.99959        1.00004        0.21301        0.98699       -0.00035        0.04120       -0.21934        1.00005        0.99981
0.019377        0.99954        0.99958        1.00004        0.21301        0.98699       -0.00036        0.04187       -0.22291        1.00005        0.99981
0.019692        0.99953        0.99957        1.00004        0.21301        0.98699       -0.00036        0.04256       -0.22654        1.00005        0.99980
0.020012        0.99952        0.99956        1.00004        0.21301        0.98699       -0.00037        0.04325       -0.23022        1.00005        0.99980
0.020338        0.99950        0.99955        1.00005        0.21301        0.98699       -0.00037        0.04395       -0.23396        1.00005        0.99979
0.020669        0.99948        0.99953        1.00005        0.21301        0.98699       -0.00038        0.04467       -0.23777        1.00006        0.99978
0.021005        0.99946        0.99951        1.00005        0.21301        0.98699       -0.00039        0.04539       -0.24163        1.00006        0.99978
0.021347        0.99944        0.99949        1.00005        0.21301        0.98699       -0.00039        0.04613       -0.24556        1.00006        0.99977
0.021694        0.99942        0.99947        1.00005        0.21301        0.98699       -0.00040        0.04688       -0.24955        1.00006        0.99976
0.022047        0.99940        0.99945        1.00005        0.21301        0.98699       -0.00041        0.04764       -0.25361        1.00006        0.99975
0.022405        0.99938        0.99943        1.00006        0.21301        0.98699       -0.00041        0.04842       -0.25773        1.00007        0.99974
0.022770        0.99935        0.99941        1.00006        0.21301        0.98699       -0.00042        0.04921       -0.26192        1.00007        0.99973
0.023140        0.99933        0.99939        1.00006        0.21301        0.98699       -0.00043        0.05001       -0.26618        1.00007        0.99972
0.023516        0.99931        0.99937        1.00006        0.21302        0.98699       -0.00043        0.05082       -0.27051        1.00007        0.99971
0.023899        0.99929        0.99935        1.00006        0.21302        0.98699       -0.00044        0.05165       -0.27491        1.00008        0.99970
0.024288        0.99926        0.99933        1.00007        0.21302        0.98699       -0.00045        0.05249       -0.27938        1.00008        0.99969
0.024683        0.99924        0.99931        1.00007        0.21302        0.98699       -0.00045        0.05334       -0.28392        1.00008        0.99968
0.025084        0.99921        0.99928        1.00007        0.21302        0.98699       -0.00046        0.05421       -0.28854        1.00008        0.99967
0.025492        0.99919        0.99926        1.00007        0.21302        0.98699       -0.00047        0.05509       -0.29323        1.00009        0.99966
0.025907        0.99916        0.99924        1.00008        0.21302        0.98699       -0.00048        0.05599       -0.29799        1.00009        0.99965
0.026328        0.99914        0.99922        1.00008        0.21302        0.98699       -0.00048        0.05690       -0.30284        1.00009        0.99964
0.026756        0.99911        0.99919        1.00008        0.21302        0.98699       -0.00049        0.05783       -0.30776        1.00009        0.99963
0.027192        0.99909        0.99917        1.00008        0.21302        0.98699       -0.00050        0.05877       -0.31277        1.00010        0.99962
0.027634        0.99906        0.99914        1.00008        0.21302        0.98699       -0.00051        0.05972       -0.31785        1.00010        0.99961
0.028083        0.99903        0.99912        1.00009        0.21302        0.98699       -0.00052        0.06069       -0.32302        1.00010        0.99960
0.028540        0.99900        0.99909        1.00009        0.21302        0.98699       -0.00052        0.06168       -0.32827        1.00011        0.99959
0.029004        0.99898        0.99907        1.00009        0.21302        0.98699       -0.00053        0.06268       -0.33361        1.00011        0.99957
0.029476        0.99895        0.99904        1.00009        0.21302        0.98699       -0.00054        0.06370       -0.33903        1.00011        0.99956
0.029955        0.99892        0.99902        1.00010        0.21302        0.98699       -0.00055        0.06474       -0.34455        1.00012        0.99955
0.030443        0.99888        0.99898        1.00010        0.21302        0.98699       -0.00056        0.06579       -0.35015        1.00012        0.99954
0.030938        0.99884        0.99894        1.00010        0.21302        0.98699       -0.00057        0.06686       -0.35584        1.00012        0.99952
0.031441        0.99880        0.99890        1.00011        0.21302        0.98699       -0.00058        0.06795       -0.36162        1.00013        0.99950
0.031952        0.99875        0.99886        1.00011        0.21302        0.98699       -0.00059        0.06906       -0.36750        1.00013        0.99948
0.032472        0.99871        0.99882        1.00012        0.21303        0.98699       -0.00060        0.07018       -0.37347        1.00014        0.99946
0.033000        0.99866        0.99878        1.00012        0.21303        0.98699       -0.00061        0.07132       -0.37954        1.00014        0.99945
0.033537        0.99862        0.99874        1.00012        0.21303        0.98699       -0.00062        0.07249       -0.38571        1.00015        0.99943
0.034083        0.99857        0.99870        1.00013        0.21303        0.98699       -0.00063        0.07366       -0.39198        1.00015        0.99941
0.034637        0.99853        0.99866        1.00013        0.21303        0.98699       -0.00064        0.07486       -0.39835        1.00016        0.99939
0.035200        0.99848        0.99861        1.00014        0.21303        0.98699       -0.00065        0.07608       -0.40482        1.00016        0.99937
0.035773        0.99843        0.99857        1.00014        0.21303        0.98698       -0.00066        0.07732       -0.41140        1.00017        0.99935
0.036355        0.99838        0.99853        1.00015        0.21303        0.98698       -0.00067        0.07858       -0.41809        1.00017        0.99933
0.036946        0.99833        0.99848        1.00015        0.21303        0.98698       -0.00068        0.07986       -0.42488        1.00018        0.99931
0.037547        0.99828        0.99843        1.00015        0.21303        0.98698       -0.00069        0.08116       -0.43179        1.00018        0.99929
0.038158        0.99823        0.99839        1.00016        0.21303        0.98698       -0.00070        0.08248       -0.43880        1.00019        0.99926
0.038778        0.99818        0.99834        1.00016        0.21303        0.98698       -0.00071        0.08382       -0.44594        1.00019        0.99924
0.039409        0.99812        0.99829        1.00017        0.21304        0.98698       -0.00072        0.08518       -0.45318        1.00020        0.99922
0.040050        0.99807        0.99824        1.00017        0.21304        0.98698       -0.00074        0.08657       -0.46055        1.00020        0.99920
0.040701        0.99800        0.99818        1.00018        0.21304        0.98698       -0.00075        0.08798       -0.46803        1.00021        0.99917
0.041363        0.99793        0.99811        1.00019        0.21304        0.98698       -0.00076        0.08941       -0.47563        1.00022        0.99914
0.042036        0.99785        0.99805        1.00019        0.21304        0.98698       -0.00077        0.09086       -0.48336        1.00023        0.99911
0.042720        0.99778        0.99798        1.00020        0.21304        0.98698       -0.00078        0.09234       -0.49121        1.00024        0.99908
0.043415        0.99770        0.99791        1.00021        0.21304        0.98698       -0.00080        0.09385       -0.49919        1.00024        0.99905
0.044121        0.99763        0.99784        1.00021        0.21304        0.98698       -0.00081        0.09537       -0.50730        1.00025        0.99902
0.044839        0.99755        0.99777        1.00022        0.21305        0.98698       -0.00082        0.09693       -0.51554        1.00026        0.99898
0.045568        0.99747        0.99770        1.00023        0.21305        0.98698       -0.00084        0.09850       -0.52391        1.00027        0.99895
0.046309        0.99739        0.99762        1.00023        0.21305        0.98698       -0.00085        0.10011       -0.53242        1.00028        0.99892
0.047062        0.99731        0.99755        1.00024        0.21305        0.98698       -0.00086        0.10174       -0.54107        1.00029        0.99888
0.047828        0.99722        0.99747        1.00025        0.21305        0.98698       -0.00088        0.10339       -0.54986        1.00029        0.99885
0.048606        0.99714        0.99740        1.00026        0.21305        0.98698       -0.00089        0.10508       -0.55879        1.00030        0.99881
0.049396        0.99705        0.99732        1.00026        0.21305        0.98698       -0.00091        0.10679       -0.56787        1.00031        0.99878
0.050200        0.99696        0.99724        1.00027        0.21306        0.98698       -0.00092        0.10852       -0.57710        1.00032        0.99874
0.051016        0.99686        0.99714        1.00028        0.21306        0.98698       -0.00094        0.11029       -0.58646        1.00033        0.99870
0.051846        0.99675        0.99704        1.00029        0.21306        0.98698       -0.00095        0.11209       -0.59598        1.00035        0.99865
0.052689        0.99663        0.99693        1.00030        0.21306        0.98698       -0.00097        0.11391       -0.60566        1.00036        0.99860
0.053546        0.99652        0.99683        1.00031        0.21306        0.98697       -0.00098        0.11577       -0.61549        1.00037        0.99856
0.054417        0.99640        0.99673        1.00032        0.21306        0.98697       -0.00100        0.11765       -0.62548        1.00038        0.99851
0.055302        0.99629        0.99662        1.00033        0.21307        0.98697       -0.00102        0.11957       -0.63563        1.00039        0.99846
0.056202        0.99617        0.99651        1.00034        0.21307        0.98697       -0.00103        0.12152       -0.64595        1.00041        0.99841
0.057116        0.99605        0.99640        1.00036        0.21307        0.98697       -0.00105        0.12349       -0.65644        1.00042        0.99836
0.058045        0.99592        0.99629        1.00037        0.21307        0.98697       -0.00107        0.12551       -0.66709        1.00043        0.99831
0.058989        0.99580        0.99617        1.00038        0.21307        0.98697       -0.00108        0.12755       -0.67792        1.00045        0.99826
0.059948        0.99567        0.99606        1.00039        0.21308        0.98697       -0.00110        0.12963       -0.68893        1.00046        0.99820
0.060923        0.99552        0.99592        1.00040        0.21308        0.98697       -0.00112        0.13174       -0.70011        1.00047        0.99814
0.061914        0.99537        0.99578        1.00042        0.21308        0.98697       -0.00114        0.13388       -0.71146        1.00049        0.99808
0.062921        0.99521        0.99564        1.00043        0.21308        0.98697       -0.00116        0.13606       -0.72300        1.00051        0.99801
0.063945        0.99505        0.99549        1.00044        0.21309        0.98697       -0.00117        0.13828       -0.73473        1.00053        0.99795
0.064985        0.99489        0.99534        1.00046        0.21309        0.98697       -0.00119        0.14053       -0.74664        1.00054        0.99788
0.066042        0.99472        0.99519        1.00047        0.21309        0.98696       -0.00121        0.14282       -0.75876        1.00056        0.99781
0.067116        0.99455        0.99504        1.00049        0.21309        0.98696       -0.00123        0.14515       -0.77106        1.00058        0.99774
0.068208        0.99438        0.99489        1.00050        0.21310        0.98696       -0.00125        0.14751       -0.78357        1.00060        0.99767
0.069317        0.99421        0.99473        1.00052        0.21310        0.98696       -0.00127        0.14992       -0.79628        1.00061        0.99760
0.070445        0.99403        0.99456        1.00054        0.21310        0.98696       -0.00129        0.15236       -0.80920        1.00063        0.99752
0.071590        0.99382        0.99437        1.00056        0.21311        0.98696       -0.00132        0.15484       -0.82231        1.00066        0.99743
0.072755        0.99361        0.99418        1.00057        0.21311        0.98696       -0.00134        0.15737       -0.83563        1.00068        0.99735
0.073938        0.99340        0.99399        1.00059        0.21311        0.98696       -0.00136        0.15993       -0.84918        1.00070        0.99726
0.075141        0.99318        0.99379        1.00061        0.21312        0.98696       -0.00138        0.16254       -0.86294        1.00072        0.99717
0.076363        0.99296        0.99359        1.00063        0.21312        0.98695       -0.00140        0.16519       -0.87692        1.00075        0.99708
0.077605        0.99274        0.99339        1.00065        0.21312        0.98695       -0.00143        0.16788       -0.89113        1.00077        0.99698
0.078867        0.99251        0.99318        1.00067        0.21313        0.98695       -0.00145        0.17062       -0.90558        1.00080        0.99689
0.080150        0.99228        0.99297        1.00069        0.21313        0.98695       -0.00147        0.17340       -0.92026        1.00082        0.99679
0.081454        0.99201        0.99272        1.00072        0.21313        0.98695       -0.00150        0.17622       -0.93515        1.00085        0.99668
0.082779        0.99174        0.99248        1.00074        0.21314        0.98695       -0.00152        0.17910       -0.95029        1.00088        0.99657
0.084125        0.99147        0.99223        1.00077        0.21314        0.98695       -0.00155        0.18202       -0.96567        1.00091        0.99646
0.085493        0.99119        0.99198        1.00079        0.21315        0.98695       -0.00157        0.18499       -0.98130        1.00094        0.99634
0.086884        0.99091        0.99172        1.00082        0.21315        0.98694       -0.00160        0.18800       -0.99719        1.00097        0.99622
0.088297        0.99062        0.99146        1.00084        0.21315        0.98694       -0.00162        0.19107       -1.01334        1.00100        0.99610
0.089733        0.99033        0.99119        1.00087        0.21316        0.98694       -0.00165        0.19419       -1.02974        1.00103        0.99598
0.091193        0.99000        0.99089        1.00090        0.21316        0.98694       -0.00168        0.19735       -1.04640        1.00106        0.99585
0.092676        0.98967        0.99059        1.00093        0.21317        0.98694       -0.00170        0.20058       -1.06331        1.00110        0.99571
0.094183        0.98932        0.99028        1.00096        0.21317        0.98693       -0.00173        0.20385       -1.08051        1.00114        0.99556
