x               rho             P               T               ur              uphi            uz              Br              Bphi            Bz
0.010000        1.000000        1.000006        1.000006        0.999940        1.000000       -0.009867       -0.010000       -0.010000       -0.010000
0.010163        0.999999        1.000005        1.000006        0.999939        1.000000       -0.010027       -0.010162       -0.010162       -0.010162
0.010328        0.999996        1.000002        1.000006        0.999937        0.999999       -0.010190       -0.010328       -0.010328       -0.010328
0.010496        0.999992        0.999999        1.000007        0.999935        0.999999       -0.010356       -0.010496       -0.010496       -0.010496
0.010667        0.999989        0.999996        1.000007        0.999933        0.999999       -0.010524       -0.010666       -0.010666       -0.010666
0.010840        0.999986        0.999993        1.000007        0.999931        0.999999       -0.010696       -0.010840       -0.010840       -0.010840
0.011016        0.999983        0.999990        1.000008        0.999929        0.999999       -0.010870       -0.011016       -0.011016       -0.011016
0.011196        0.999979        0.999987        1.000008        0.999927        0.999999       -0.011046       -0.011195       -0.011195       -0.011195
0.011378        0.999976        0.999984        1.000008        0.999925        0.999998       -0.011226       -0.011377       -0.011377       -0.011377
0.011563        0.999972        0.999981        1.000009        0.999923        0.999998       -0.011408       -0.011562       -0.011562       -0.011562
0.011751        0.999969        0.999978        1.000009        0.999921        0.999998       -0.011594       -0.011750       -0.011750       -0.011750
0.011942        0.999965        0.999975        1.000009        0.999919        0.999998       -0.011783       -0.011941       -0.011941       -0.011941
0.012136        0.999961        0.999971        1.000010        0.999916        0.999998       -0.011974       -0.012136       -0.012136       -0.012136
0.012334        0.999958        0.999968        1.000010        0.999914        0.999998       -0.012169       -0.012333       -0.012333       -0.012333
0.012534        0.999954        0.999964        1.000010        0.999912        0.999997       -0.012367       -0.012534       -0.012534       -0.012534
0.012738        0.999950        0.999961        1.000011        0.999910        0.999997       -0.012568       -0.012737       -0.012737       -0.012737
0.012945        0.999946        0.999957        1.000011        0.999907        0.999997       -0.012772       -0.012945       -0.012945       -0.012945
0.013156        0.999942        0.999954        1.000012        0.999905        0.999997       -0.012980       -0.013155       -0.013155       -0.013155
0.013370        0.999938        0.999950        1.000012        0.999903        0.999997       -0.013191       -0.013369       -0.013369       -0.013369
0.013587        0.999934        0.999946        1.000012        0.999900        0.999997       -0.013406       -0.013586       -0.013586       -0.013586
0.013808        0.999930        0.999943        1.000013        0.999898        0.999996       -0.013624       -0.013807       -0.013807       -0.013807
0.014033        0.999926        0.999939        1.000013        0.999895        0.999996       -0.013845       -0.014032       -0.014032       -0.014032
0.014261        0.999921        0.999935        1.000013        0.999892        0.999996       -0.014070       -0.014260       -0.014260       -0.014260
0.014493        0.999917        0.999931        1.000014        0.999890        0.999996       -0.014299       -0.014492       -0.014492       -0.014492
0.014729        0.999913        0.999927        1.000014        0.999887        0.999996       -0.014532       -0.014728       -0.014728       -0.014728
0.014968        0.999908        0.999923        1.000015        0.999884        0.999995       -0.014768       -0.014967       -0.014967       -0.014967
0.015212        0.999904        0.999919        1.000015        0.999882        0.999995       -0.015008       -0.015211       -0.015211       -0.015211
0.015459        0.999899        0.999915        1.000016        0.999879        0.999995       -0.015252       -0.015458       -0.015458       -0.015458
0.015711        0.999894        0.999910        1.000016        0.999876        0.999995       -0.015500       -0.015710       -0.015710       -0.015710
0.015966        0.999889        0.999906        1.000017        0.999873        0.999994       -0.015752       -0.015965       -0.015965       -0.015965
0.016226        0.999884        0.999901        1.000017        0.999870        0.999994       -0.016008       -0.016225       -0.016225       -0.016225
0.016490        0.999879        0.999897        1.000018        0.999867        0.999994       -0.016269       -0.016489       -0.016489       -0.016489
0.016758        0.999874        0.999892        1.000018        0.999864        0.999994       -0.016533       -0.016757       -0.016757       -0.016757
0.017031        0.999869        0.999888        1.000018        0.999861        0.999994       -0.016802       -0.017029       -0.017029       -0.017029
0.017308        0.999864        0.999883        1.000019        0.999858        0.999993       -0.017075       -0.017306       -0.017306       -0.017306
0.017589        0.999859        0.999878        1.000019        0.999855        0.999993       -0.017353       -0.017588       -0.017588       -0.017588
0.017875        0.999853        0.999873        1.000020        0.999852        0.999993       -0.017635       -0.017874       -0.017874       -0.017874
0.018166        0.999848        0.999868        1.000021        0.999848        0.999993       -0.017922       -0.018164       -0.018164       -0.018164
0.018461        0.999842        0.999863        1.000021        0.999845        0.999992       -0.018214       -0.018460       -0.018460       -0.018460
0.018762        0.999837        0.999858        1.000022        0.999842        0.999992       -0.018510       -0.018760       -0.018760       -0.018760
0.019067        0.999831        0.999853        1.000022        0.999838        0.999992       -0.018811       -0.019065       -0.019065       -0.019065
0.019377        0.999825        0.999848        1.000023        0.999835        0.999991       -0.019117       -0.019375       -0.019375       -0.019375
0.019692        0.999819        0.999842        1.000023        0.999831        0.999991       -0.019428       -0.019690       -0.019690       -0.019690
0.020012        0.999813        0.999837        1.000024        0.999827        0.999991       -0.019744       -0.020011       -0.020011       -0.020011
0.020338        0.999804        0.999829        1.000025        0.999822        0.999990       -0.020065       -0.020336       -0.020336       -0.020336
0.020669        0.999794        0.999819        1.000026        0.999816        0.999990       -0.020391       -0.020666       -0.020666       -0.020666
0.021005        0.999783        0.999809        1.000027        0.999809        0.999989       -0.020722       -0.021002       -0.021002       -0.021002
0.021347        0.999772        0.999800        1.000028        0.999803        0.999989       -0.021059       -0.021344       -0.021344       -0.021344
0.021694        0.999761        0.999790        1.000029        0.999796        0.999988       -0.021402       -0.021691       -0.021691       -0.021691
0.022047        0.999750        0.999780        1.000030        0.999790        0.999988       -0.021749       -0.022044       -0.022044       -0.022044
0.022405        0.999739        0.999770        1.000031        0.999783        0.999987       -0.022103       -0.022402       -0.022402       -0.022402
0.022770        0.999727        0.999759        1.000032        0.999776        0.999987       -0.022462       -0.022766       -0.022766       -0.022766
0.023140        0.999716        0.999749        1.000033        0.999769        0.999986       -0.022827       -0.023136       -0.023136       -0.023136
0.023516        0.999704        0.999738        1.000034        0.999762        0.999986       -0.023199       -0.023513       -0.023513       -0.023513
0.023899        0.999692        0.999727        1.000035        0.999755        0.999985       -0.023576       -0.023895       -0.023895       -0.023895
0.024288        0.999680        0.999716        1.000036        0.999748        0.999985       -0.023959       -0.024283       -0.024283       -0.024283
0.024683        0.999667        0.999705        1.000037        0.999740        0.999984       -0.024349       -0.024678       -0.024678       -0.024678
0.025084        0.999655        0.999693        1.000038        0.999733        0.999983       -0.024744       -0.025079       -0.025079       -0.025079
0.025492        0.999642        0.999682        1.000040        0.999725        0.999983       -0.025147       -0.025487       -0.025487       -0.025487
0.025907        0.999629        0.999670        1.000041        0.999717        0.999982       -0.025555       -0.025902       -0.025902       -0.025902
0.026328        0.999615        0.999658        1.000042        0.999709        0.999982       -0.025971       -0.026323       -0.026323       -0.026323
0.026756        0.999602        0.999646        1.000043        0.999701        0.999981       -0.026393       -0.026751       -0.026751       -0.026751
0.027192        0.999588        0.999633        1.000045        0.999693        0.999980       -0.026822       -0.027186       -0.027186       -0.027186
0.027634        0.999574        0.999621        1.000046        0.999685        0.999980       -0.027258       -0.027628       -0.027628       -0.027628
0.028083        0.999560        0.999608        1.000047        0.999676        0.999979       -0.027702       -0.028077       -0.028077       -0.028077
0.028540        0.999546        0.999595        1.000048        0.999668        0.999978       -0.028152       -0.028533       -0.028533       -0.028533
0.029004        0.999531        0.999581        1.000050        0.999659        0.999978       -0.028610       -0.028997       -0.028997       -0.028997
0.029476        0.999516        0.999568        1.000051        0.999650        0.999977       -0.029075       -0.029469       -0.029469       -0.029469
0.029955        0.999501        0.999554        1.000053        0.999641        0.999976       -0.029547       -0.029948       -0.029948       -0.029948
0.030443        0.999482        0.999537        1.000054        0.999630        0.999975       -0.030028       -0.030435       -0.030435       -0.030435
0.030938        0.999460        0.999517        1.000057        0.999617        0.999974       -0.030516       -0.030929       -0.030929       -0.030929
0.031441        0.999438        0.999497        1.000059        0.999603        0.999973       -0.031011       -0.031432       -0.031432       -0.031432
0.031952        0.999415        0.999476        1.000061        0.999590        0.999972       -0.031515       -0.031943       -0.031943       -0.031943
0.032472        0.999392        0.999455        1.000063        0.999576        0.999971       -0.032027       -0.032462       -0.032462       -0.032462
0.033000        0.999369        0.999434        1.000065        0.999562        0.999970       -0.032548       -0.032989       -0.032989       -0.032989
0.033537        0.999345        0.999413        1.000067        0.999548        0.999969       -0.033077       -0.033526       -0.033526       -0.033526
0.034083        0.999321        0.999391        1.000070        0.999534        0.999968       -0.033614       -0.034070       -0.034070       -0.034070
0.034637        0.999297        0.999369        1.000072        0.999519        0.999967       -0.034160       -0.034624       -0.034624       -0.034624
0.035200        0.999272        0.999346        1.000074        0.999504        0.999966       -0.034715       -0.035187       -0.035187       -0.035187
0.035773        0.999247        0.999324        1.000077        0.999489        0.999964       -0.035279       -0.035759       -0.035759       -0.035759
0.036355        0.999221        0.999300        1.000079        0.999474        0.999963       -0.035853       -0.036340       -0.036340       -0.036340
0.036946        0.999195        0.999277        1.000082        0.999458        0.999962       -0.036435       -0.036931       -0.036931       -0.036931
0.037547        0.999169        0.999253        1.000084        0.999442        0.999961       -0.037028       -0.037531       -0.037531       -0.037531
0.038158        0.999142        0.999228        1.000087        0.999426        0.999960       -0.037629       -0.038141       -0.038141       -0.038141
0.038778        0.999114        0.999204        1.000089        0.999410        0.999958       -0.038241       -0.038761       -0.038761       -0.038761
0.039409        0.999086        0.999178        1.000092        0.999393        0.999957       -0.038862       -0.039391       -0.039391       -0.039391
0.040050        0.999058        0.999153        1.000095        0.999376        0.999956       -0.039494       -0.040031       -0.040031       -0.040031
0.040701        0.999022        0.999120        1.000098        0.999355        0.999954       -0.040135       -0.040681       -0.040681       -0.040681
0.041363        0.998984        0.999086        1.000102        0.999332        0.999952       -0.040787       -0.041342       -0.041342       -0.041342
0.042036        0.998946        0.999051        1.000105        0.999309        0.999950       -0.041449       -0.042014       -0.042014       -0.042014
0.042720        0.998907        0.999016        1.000109        0.999286        0.999949       -0.042122       -0.042696       -0.042696       -0.042696
0.043415        0.998868        0.998980        1.000113        0.999262        0.999947       -0.042806       -0.043389       -0.043389       -0.043389
0.044121        0.998828        0.998944        1.000116        0.999238        0.999945       -0.043501       -0.044094       -0.044094       -0.044094
0.044839        0.998787        0.998907        1.000120        0.999214        0.999943       -0.044208       -0.044811       -0.044811       -0.044811
0.045568        0.998746        0.998869        1.000124        0.999189        0.999941       -0.044926       -0.045538       -0.045538       -0.045538
0.046309        0.998704        0.998831        1.000128        0.999164        0.999939       -0.045655       -0.046278       -0.046278       -0.046278
0.047062        0.998661        0.998793        1.000132        0.999138        0.999937       -0.046397       -0.047030       -0.047030       -0.047030
0.047828        0.998617        0.998753        1.000136        0.999112        0.999935       -0.047150       -0.047794       -0.047794       -0.047794
0.048606        0.998573        0.998713        1.000140        0.999086        0.999933       -0.047916       -0.048570       -0.048570       -0.048570
0.049396        0.998528        0.998673        1.000144        0.999059        0.999931       -0.048694       -0.049360       -0.049360       -0.049360
0.050200        0.998481        0.998630        1.000149        0.999031        0.999929       -0.049485       -0.050161       -0.050161       -0.050161
0.051016        0.998425        0.998579        1.000154        0.998997        0.999926       -0.050288       -0.050976       -0.050976       -0.050976
0.051846        0.998367        0.998526        1.000159        0.998962        0.999923       -0.051104       -0.051803       -0.051803       -0.051803
0.052689        0.998308        0.998473        1.000165        0.998927        0.999921       -0.051933       -0.052644       -0.052644       -0.052644
0.053546        0.998249        0.998419        1.000170        0.998891        0.999918       -0.052775       -0.053498       -0.053498       -0.053498
0.054417        0.998188        0.998364        1.000176        0.998854        0.999915       -0.053632       -0.054367       -0.054367       -0.054367
0.055302        0.998127        0.998308        1.000182        0.998817        0.999912       -0.054502       -0.055249       -0.055249       -0.055249
0.056202        0.998064        0.998252        1.000188        0.998780        0.999909       -0.055386       -0.056146       -0.056146       -0.056146
0.057116        0.998001        0.998194        1.000194        0.998741        0.999906       -0.056285       -0.057058       -0.057058       -0.057058
0.058045        0.997936        0.998135        1.000200        0.998703        0.999903       -0.057199       -0.057984       -0.057984       -0.057984
0.058989        0.997871        0.998076        1.000206        0.998663        0.999900       -0.058127       -0.058926       -0.058926       -0.058926
0.059948        0.997804        0.998015        1.000212        0.998623        0.999897       -0.059070       -0.059882       -0.059882       -0.059882
0.060923        0.997725        0.997944        1.000219        0.998576        0.999894       -0.060028       -0.060854       -0.060854       -0.060854
0.061914        0.997644        0.997870        1.000227        0.998526        0.999890       -0.061001       -0.061841       -0.061841       -0.061841
0.062921        0.997561        0.997795        1.000235        0.998476        0.999886       -0.061989       -0.062844       -0.062844       -0.062844
0.063945        0.997477        0.997719        1.000243        0.998425        0.999882       -0.062994       -0.063863       -0.063863       -0.063863
0.064985        0.997391        0.997641        1.000251        0.998373        0.999878       -0.064015       -0.064899       -0.064899       -0.064899
0.066042        0.997304        0.997562        1.000259        0.998321        0.999874       -0.065053       -0.065951       -0.065951       -0.065951
0.067116        0.997215        0.997482        1.000267        0.998267        0.999870       -0.066108       -0.067021       -0.067021       -0.067021
0.068208        0.997125        0.997400        1.000275        0.998213        0.999866       -0.067180       -0.068109       -0.068109       -0.068109
0.069317        0.997034        0.997317        1.000284        0.998158        0.999862       -0.068269       -0.069214       -0.069214       -0.069214
0.070445        0.996937        0.997229        1.000293        0.998099        0.999857       -0.069375       -0.070336       -0.070336       -0.070336
0.071590        0.996827        0.997129        1.000303        0.998032        0.999852       -0.070498       -0.071476       -0.071476       -0.071476
0.072755        0.996716        0.997029        1.000314        0.997965        0.999847       -0.071640       -0.072634       -0.072634       -0.072634
0.073938        0.996603        0.996926        1.000324        0.997896        0.999842       -0.072799       -0.073811       -0.073811       -0.073811
0.075141        0.996489        0.996822        1.000335        0.997827        0.999836       -0.073978       -0.075007       -0.075007       -0.075007
0.076363        0.996372        0.996716        1.000346        0.997756        0.999831       -0.075176       -0.076223       -0.076223       -0.076223
0.077605        0.996254        0.996609        1.000357        0.997684        0.999825       -0.076393       -0.077458       -0.077458       -0.077458
