x               rho             P               T               ur              uphi            uz              Br              Bphi            Bz
0.010000        0.999993        0.999997        1.000004        0.999945        1.000000       -0.009403       -0.010000       -0.010000       -0.010000
0.010163        0.999993        0.999997        1.000004        0.999943        1.000000       -0.009556       -0.010162       -0.010162       -0.010162
0.010328        0.999992        0.999997        1.000004        0.999941        1.000000       -0.009711       -0.010328       -0.010328       -0.010328
0.010496        0.999992        0.999997        1.000005        0.999938        1.000000       -0.009869       -0.010496       -0.010496       -0.010496
0.010667        0.999992        0.999997        1.000005        0.999935        1.000000       -0.010030       -0.010666       -0.010666       -0.010666
0.010840        0.999991        0.999997        1.000005        0.999932        0.999999       -0.010193       -0.010840       -0.010840       -0.010840
0.011016        0.999991        0.999997        1.000005        0.999929        0.999999       -0.010359       -0.011016       -0.011016       -0.011016
0.011196        0.999990        0.999996        1.000006        0.999926        0.999999       -0.010527       -0.011195       -0.011195       -0.011195
0.011378        0.999990        0.999996        1.000006        0.999923        0.999999       -0.010698       -0.011377       -0.011377       -0.011377
0.011563        0.999990        0.999996        1.000006        0.999920        0.999999       -0.010872       -0.011562       -0.011562       -0.011562
0.011751        0.999989        0.999996        1.000006        0.999917        0.999999       -0.011049       -0.011750       -0.011750       -0.011750
0.011942        0.999989        0.999996        1.000007        0.999914        0.999999       -0.011229       -0.011942       -0.011942       -0.011942
0.012136        0.999988        0.999996        1.000007        0.999911        0.999999       -0.011411       -0.012136       -0.012136       -0.012136
0.012334        0.999988        0.999996        1.000007        0.999908        0.999999       -0.011597       -0.012333       -0.012333       -0.012333
0.012534        0.999988        0.999995        1.000007        0.999904        0.999999       -0.011785       -0.012534       -0.012534       -0.012534
0.012738        0.999987        0.999995        1.000008        0.999901        0.999999       -0.011977       -0.012738       -0.012738       -0.012738
0.012945        0.999987        0.999995        1.000008        0.999898        0.999999       -0.012172       -0.012945       -0.012945       -0.012945
0.013156        0.999986        0.999995        1.000008        0.999894        0.999999       -0.012370       -0.013155       -0.013155       -0.013155
0.013370        0.999986        0.999995        1.000009        0.999891        0.999999       -0.012571       -0.013369       -0.013369       -0.013369
0.013587        0.999985        0.999995        1.000009        0.999887        0.999999       -0.012775       -0.013587       -0.013587       -0.013587
0.013808        0.999985        0.999994        1.000009        0.999883        0.999999       -0.012983       -0.013808       -0.013808       -0.013808
0.014033        0.999984        0.999994        1.000010        0.999880        0.999999       -0.013194       -0.014032       -0.014032       -0.014032
0.014261        0.999984        0.999994        1.000010        0.999876        0.999999       -0.013409       -0.014260       -0.014260       -0.014260
0.014493        0.999983        0.999994        1.000010        0.999872        0.999999       -0.013627       -0.014492       -0.014492       -0.014492
0.014729        0.999983        0.999994        1.000010        0.999868        0.999999       -0.013848       -0.014728       -0.014728       -0.014728
0.014968        0.999982        0.999993        1.000011        0.999864        0.999999       -0.014073       -0.014968       -0.014968       -0.014968
0.015212        0.999982        0.999993        1.000011        0.999860        0.999999       -0.014302       -0.015211       -0.015211       -0.015211
0.015459        0.999981        0.999993        1.000012        0.999856        0.999999       -0.014535       -0.015458       -0.015458       -0.015458
0.015711        0.999981        0.999993        1.000012        0.999852        0.999999       -0.014771       -0.015710       -0.015710       -0.015710
0.015966        0.999980        0.999993        1.000012        0.999848        0.999999       -0.015011       -0.015965       -0.015965       -0.015965
0.016226        0.999980        0.999992        1.000013        0.999844        0.999999       -0.015255       -0.016225       -0.016225       -0.016225
0.016490        0.999979        0.999992        1.000013        0.999839        0.999999       -0.015503       -0.016489       -0.016489       -0.016489
0.016758        0.999979        0.999992        1.000013        0.999835        0.999999       -0.015756       -0.016757       -0.016757       -0.016757
0.017031        0.999978        0.999992        1.000014        0.999830        0.999999       -0.016012       -0.017030       -0.017030       -0.017030
0.017308        0.999978        0.999992        1.000014        0.999826        0.999999       -0.016272       -0.017306       -0.017306       -0.017306
0.017589        0.999977        0.999991        1.000014        0.999821        0.999999       -0.016537       -0.017588       -0.017588       -0.017588
0.017875        0.999976        0.999991        1.000015        0.999816        0.999999       -0.016806       -0.017874       -0.017874       -0.017874
0.018166        0.999976        0.999991        1.000015        0.999812        0.999998       -0.017079       -0.018165       -0.018165       -0.018165
0.018461        0.999975        0.999991        1.000016        0.999807        0.999998       -0.017357       -0.018460       -0.018460       -0.018460
0.018762        0.999974        0.999990        1.000016        0.999802        0.999998       -0.017639       -0.018760       -0.018760       -0.018760
0.019067        0.999974        0.999990        1.000017        0.999797        0.999998       -0.017926       -0.019066       -0.019066       -0.019066
0.019377        0.999973        0.999990        1.000017        0.999792        0.999998       -0.018217       -0.019376       -0.019376       -0.019376
0.019692        0.999972        0.999990        1.000017        0.999787        0.999998       -0.018514       -0.019691       -0.019691       -0.019691
0.020012        0.999972        0.999989        1.000018        0.999781        0.999998       -0.018815       -0.020011       -0.020011       -0.020011
0.020338        0.999971        0.999989        1.000019        0.999773        0.999998       -0.019120       -0.020336       -0.020336       -0.020336
0.020669        0.999970        0.999989        1.000019        0.999764        0.999998       -0.019431       -0.020667       -0.020667       -0.020667
0.021005        0.999968        0.999988        1.000020        0.999755        0.999998       -0.019747       -0.021003       -0.021003       -0.021003
0.021347        0.999967        0.999988        1.000021        0.999746        0.999998       -0.020068       -0.021345       -0.021345       -0.021345
0.021694        0.999966        0.999987        1.000022        0.999736        0.999998       -0.020394       -0.021692       -0.021692       -0.021692
0.022047        0.999965        0.999987        1.000022        0.999726        0.999998       -0.020726       -0.022044       -0.022044       -0.022044
