x               rho             P               T               ur              uphi            uz              Br              Bphi            Bz
0.010000        0.999971        0.999976        1.000005        0.999951        0.999999       -0.009767       -0.010000       -0.010000       -0.010000
0.010163        0.999970        0.999975        1.000005        0.999950        0.999999       -0.009925       -0.010162       -0.010162       -0.010162
0.010328        0.999968        0.999974        1.000005        0.999947        0.999998       -0.010087       -0.010328       -0.010328       -0.010328
0.010496        0.999966        0.999972        1.000006        0.999945        0.999998       -0.010251       -0.010496       -0.010496       -0.010496
0.010667        0.999964        0.999971        1.000006        0.999942        0.999998       -0.010417       -0.010666       -0.010666       -0.010666
0.010840        0.999963        0.999969        1.000006        0.999940        0.999998       -0.010587       -0.010840       -0.010840       -0.010840
0.011016        0.999961        0.999967        1.000006        0.999938        0.999998       -0.010759       -0.011016       -0.011016       -0.011016
0.011196        0.999959        0.999966        1.000007        0.999935        0.999998       -0.010934       -0.011195       -0.011195       -0.011195
0.011378        0.999957        0.999964        1.000007        0.999932        0.999998       -0.011112       -0.011377       -0.011377       -0.011377
0.011563        0.999955        0.999963        1.000007        0.999930        0.999998       -0.011292       -0.011562       -0.011562       -0.011562
0.011751        0.999953        0.999961        1.000008        0.999927        0.999998       -0.011476       -0.011750       -0.011750       -0.011750
0.011942        0.999951        0.999959        1.000008        0.999925        0.999998       -0.011663       -0.011941       -0.011941       -0.011941
0.012136        0.999949        0.999957        1.000008        0.999922        0.999998       -0.011852       -0.012136       -0.012136       -0.012136
0.012334        0.999947        0.999956        1.000009        0.999919        0.999998       -0.012045       -0.012333       -0.012333       -0.012333
0.012534        0.999945        0.999954        1.000009        0.999916        0.999997       -0.012241       -0.012534       -0.012534       -0.012534
0.012738        0.999942        0.999952        1.000009        0.999913        0.999997       -0.012440       -0.012737       -0.012737       -0.012737
0.012945        0.999940        0.999950        1.000010        0.999911        0.999997       -0.012642       -0.012945       -0.012945       -0.012945
0.013156        0.999938        0.999948        1.000010        0.999908        0.999997       -0.012848       -0.013155       -0.013155       -0.013155
0.013370        0.999936        0.999946        1.000010        0.999905        0.999997       -0.013057       -0.013369       -0.013369       -0.013369
0.013587        0.999934        0.999944        1.000011        0.999902        0.999997       -0.013269       -0.013586       -0.013586       -0.013586
0.013808        0.999931        0.999942        1.000011        0.999898        0.999997       -0.013485       -0.013807       -0.013807       -0.013807
0.014033        0.999929        0.999940        1.000011        0.999895        0.999997       -0.013704       -0.014032       -0.014032       -0.014032
0.014261        0.999926        0.999938        1.000012        0.999892        0.999997       -0.013927       -0.014260       -0.014260       -0.014260
0.014493        0.999924        0.999936        1.000012        0.999889        0.999997       -0.014153       -0.014492       -0.014492       -0.014492
0.014729        0.999921        0.999934        1.000012        0.999886        0.999996       -0.014384       -0.014728       -0.014728       -0.014728
0.014968        0.999919        0.999932        1.000013        0.999882        0.999996       -0.014618       -0.014967       -0.014967       -0.014967
0.015212        0.999916        0.999930        1.000013        0.999879        0.999996       -0.014855       -0.015211       -0.015211       -0.015211
0.015459        0.999914        0.999927        1.000014        0.999875        0.999996       -0.015097       -0.015458       -0.015458       -0.015458
0.015711        0.999911        0.999925        1.000014        0.999872        0.999996       -0.015342       -0.015710       -0.015710       -0.015710
0.015966        0.999908        0.999923        1.000014        0.999868        0.999996       -0.015592       -0.015965       -0.015965       -0.015965
0.016226        0.999906        0.999921        1.000015        0.999865        0.999996       -0.015845       -0.016225       -0.016225       -0.016225
0.016490        0.999903        0.999918        1.000015        0.999861        0.999996       -0.016103       -0.016489       -0.016489       -0.016489
0.016758        0.999900        0.999916        1.000016        0.999857        0.999995       -0.016365       -0.016757       -0.016757       -0.016757
0.017031        0.999897        0.999913        1.000016        0.999853        0.999995       -0.016631       -0.017029       -0.017029       -0.017029
0.017308        0.999894        0.999911        1.000017        0.999849        0.999995       -0.016901       -0.017306       -0.017306       -0.017306
0.017589        0.999891        0.999908        1.000017        0.999845        0.999995       -0.017176       -0.017588       -0.017588       -0.017588
0.017875        0.999888        0.999906        1.000017        0.999841        0.999995       -0.017456       -0.017874       -0.017874       -0.017874
0.018166        0.999885        0.999903        1.000018        0.999837        0.999995       -0.017740       -0.018164       -0.018164       -0.018164
0.018461        0.999882        0.999900        1.000018        0.999833        0.999995       -0.018028       -0.018460       -0.018460       -0.018460
0.018762        0.999879        0.999898        1.000019        0.999829        0.999995       -0.018321       -0.018760       -0.018760       -0.018760
0.019067        0.999876        0.999895        1.000019        0.999825        0.999994       -0.018619       -0.019065       -0.019065       -0.019065
0.019377        0.999872        0.999892        1.000020        0.999820        0.999994       -0.018922       -0.019375       -0.019375       -0.019375
0.019692        0.999869        0.999889        1.000020        0.999816        0.999994       -0.019230       -0.019690       -0.019690       -0.019690
0.020012        0.999866        0.999886        1.000021        0.999811        0.999994       -0.019542       -0.020011       -0.020011       -0.020011
0.020338        0.999860        0.999882        1.000022        0.999805        0.999994       -0.019860       -0.020336       -0.020336       -0.020336
0.020669        0.999855        0.999877        1.000022        0.999797        0.999993       -0.020183       -0.020667       -0.020667       -0.020667
0.021005        0.999849        0.999872        1.000023        0.999789        0.999993       -0.020511       -0.021003       -0.021003       -0.021003
0.021347        0.999843        0.999867        1.000024        0.999781        0.999993       -0.020844       -0.021344       -0.021344       -0.021344
0.021694        0.999837        0.999862        1.000025        0.999773        0.999993       -0.021183       -0.021691       -0.021691       -0.021691
0.022047        0.999830        0.999856        1.000026        0.999765        0.999992       -0.021527       -0.022044       -0.022044       -0.022044
0.022405        0.999824        0.999851        1.000027        0.999756        0.999992       -0.021877       -0.022402       -0.022402       -0.022402
0.022770        0.999818        0.999846        1.000028        0.999748        0.999992       -0.022233       -0.022766       -0.022766       -0.022766
0.023140        0.999811        0.999840        1.000029        0.999739        0.999991       -0.022594       -0.023137       -0.023137       -0.023137
0.023516        0.999804        0.999834        1.000030        0.999730        0.999991       -0.022962       -0.023513       -0.023513       -0.023513
