x               rho             P               T               ur              uphi            uz              Br              Bphi            Bz
0.010000        0.999987        0.999988        1.000001        0.999911        1.000000       -0.009985       -0.010000       -0.010000       -0.010000
0.010163        0.999988        0.999989        1.000001        0.999909        1.000000       -0.010148       -0.010162       -0.010162       -0.010162
0.010328        0.999991        0.999992        1.000001        0.999908        1.000000       -0.010313       -0.010328       -0.010328       -0.010328
0.010496        0.999993        0.999994        1.000001        0.999906        1.000000       -0.010481       -0.010496       -0.010496       -0.010496
0.010667        0.999996        0.999997        1.000001        0.999905        1.000000       -0.010651       -0.010666       -0.010666       -0.010666
0.010840        0.999999        1.000000        1.000001        0.999903        1.000000       -0.010824       -0.010840       -0.010840       -0.010840
0.011016        1.000002        1.000003        1.000001        0.999901        1.000000       -0.011000       -0.011016       -0.011016       -0.011016
0.011196        1.000005        1.000006        1.000001        0.999900        1.000000       -0.011179       -0.011195       -0.011195       -0.011195
0.011378        1.000008        1.000009        1.000001        0.999898        1.000000       -0.011361       -0.011377       -0.011377       -0.011377
0.011563        1.000011        1.000012        1.000001        0.999897        1.000000       -0.011546       -0.011562       -0.011562       -0.011562
0.011751        1.000014        1.000015        1.000001        0.999895        1.000000       -0.011733       -0.011750       -0.011750       -0.011750
0.011942        1.000017        1.000019        1.000001        0.999893        1.000000       -0.011924       -0.011942       -0.011942       -0.011942
0.012136        1.000021        1.000022        1.000001        0.999892        1.000000       -0.012118       -0.012136       -0.012136       -0.012136
0.012334        1.000024        1.000025        1.000001        0.999890        1.000000       -0.012315       -0.012333       -0.012333       -0.012333
0.012534        1.000027        1.000028        1.000001        0.999888        1.000000       -0.012516       -0.012534       -0.012534       -0.012534
0.012738        1.000030        1.000032        1.000002        0.999886        1.000000       -0.012719       -0.012738       -0.012738       -0.012738
0.012945        1.000034        1.000035        1.000002        0.999884        1.000000       -0.012926       -0.012945       -0.012945       -0.012945
0.013156        1.000037        1.000039        1.000002        0.999883        1.000000       -0.013136       -0.013155       -0.013155       -0.013155
0.013370        1.000041        1.000042        1.000002        0.999881        1.000000       -0.013350       -0.013369       -0.013369       -0.013369
0.013587        1.000044        1.000046        1.000002        0.999879        1.000000       -0.013567       -0.013587       -0.013587       -0.013587
0.013808        1.000048        1.000050        1.000002        0.999877        1.000000       -0.013787       -0.013808       -0.013808       -0.013808
0.014033        1.000052        1.000053        1.000002        0.999875        1.000000       -0.014012       -0.014032       -0.014032       -0.014032
0.014261        1.000056        1.000057        1.000002        0.999873        1.000000       -0.014240       -0.014261       -0.014261       -0.014261
0.014493        1.000059        1.000061        1.000002        0.999871        1.000000       -0.014471       -0.014493       -0.014493       -0.014493
0.014729        1.000063        1.000065        1.000002        0.999869        1.000000       -0.014706       -0.014728       -0.014728       -0.014728
0.014968        1.000067        1.000069        1.000002        0.999866        1.000000       -0.014946       -0.014968       -0.014968       -0.014968
0.015212        1.000071        1.000073        1.000002        0.999864        1.000000       -0.015189       -0.015211       -0.015211       -0.015211
0.015459        1.000075        1.000077        1.000002        0.999862        1.000000       -0.015436       -0.015459       -0.015459       -0.015459
0.015711        1.000080        1.000082        1.000002        0.999860        1.000000       -0.015687       -0.015710       -0.015710       -0.015710
0.015966        1.000084        1.000086        1.000002        0.999858        1.000000       -0.015942       -0.015966       -0.015966       -0.015966
0.016226        1.000088        1.000090        1.000002        0.999855        1.000000       -0.016201       -0.016225       -0.016225       -0.016225
0.016490        1.000092        1.000095        1.000002        0.999853        1.000000       -0.016465       -0.016489       -0.016489       -0.016489
0.016758        1.000097        1.000099        1.000002        0.999851        1.000001       -0.016732       -0.016757       -0.016757       -0.016757
0.017031        1.000101        1.000104        1.000002        0.999848        1.000001       -0.017004       -0.017030       -0.017030       -0.017030
0.017308        1.000106        1.000108        1.000002        0.999846        1.000001       -0.017281       -0.017307       -0.017307       -0.017307
0.017589        1.000111        1.000113        1.000002        0.999843        1.000001       -0.017562       -0.017588       -0.017588       -0.017588
0.017875        1.000115        1.000118        1.000003        0.999841        1.000001       -0.017848       -0.017875       -0.017875       -0.017875
0.018166        1.000120        1.000123        1.000003        0.999838        1.000001       -0.018138       -0.018165       -0.018165       -0.018165
0.018461        1.000125        1.000128        1.000003        0.999836        1.000001       -0.018433       -0.018461       -0.018461       -0.018461
0.018762        1.000130        1.000133        1.000003        0.999833        1.000001       -0.018733       -0.018761       -0.018761       -0.018761
0.019067        1.000135        1.000138        1.000003        0.999830        1.000001       -0.019037       -0.019066       -0.019066       -0.019066
0.019377        1.000140        1.000143        1.000003        0.999827        1.000001       -0.019347       -0.019376       -0.019376       -0.019376
0.019692        1.000145        1.000148        1.000003        0.999825        1.000001       -0.019662       -0.019691       -0.019691       -0.019691
0.020012        1.000151        1.000154        1.000003        0.999822        1.000001       -0.019981       -0.020012       -0.020012       -0.020012
0.020338        1.000161        1.000164        1.000003        0.999819        1.000001       -0.020306       -0.020337       -0.020337       -0.020337
0.020669        1.000173        1.000176        1.000003        0.999817        1.000001       -0.020637       -0.020668       -0.020668       -0.020668
0.021005        1.000185        1.000188        1.000003        0.999815        1.000001       -0.020972       -0.021004       -0.021004       -0.021004
0.021347        1.000198        1.000201        1.000003        0.999813        1.000002       -0.021313       -0.021346       -0.021346       -0.021346
0.021694        1.000210        1.000214        1.000004        0.999810        1.000002       -0.021660       -0.021693       -0.021693       -0.021693
0.022047        1.000223        1.000227        1.000004        0.999808        1.000002       -0.022012       -0.022046       -0.022046       -0.022046
0.022405        1.000236        1.000240        1.000004        0.999806        1.000002       -0.022370       -0.022405       -0.022405       -0.022405
0.022770        1.000249        1.000254        1.000004        0.999803        1.000002       -0.022734       -0.022769       -0.022769       -0.022769
0.023140        1.000263        1.000267        1.000004        0.999801        1.000003       -0.023103       -0.023140       -0.023140       -0.023140
0.023516        1.000277        1.000281        1.000004        0.999798        1.000003       -0.023479       -0.023516       -0.023516       -0.023516
0.023899        1.000291        1.000295        1.000005        0.999796        1.000003       -0.023861       -0.023899       -0.023899       -0.023899
0.024288        1.000305        1.000310        1.000005        0.999793        1.000003       -0.024249       -0.024287       -0.024287       -0.024287
