xi              mu             p            mu_min          mu_max          p_min        p_max        ep          alpha_m    chi_m      Pm         alpha_t     ddmp       ddmt       ddmv       ddmb       q           alpha_v     delta       ms           msint        Lambda      Lambdaint   Rm          Ga          n         x_h         x_id        x_SM        x_A         x_FM        Omega*      kappa         lambda      E           sigma_SM   sigma_A    g_A          r_A         z_A         r_max       z_t         z_max      b           Br_Bz0_SM   Bphi_Bz0_SM Bz_Bz0_SM
0.184207        0.31450        2.493        0.280621        0.314457        2.199        2.579        0.03        1.0        1.0        1.0        5.0        -2.0       -2.0       -2.0       -2.0        2.16        0.56        0.98        1.398        0.167       82.10       29.24       83.10        1.22         1        2.54        2.75        4.31       28.99        0.00        0.95        0.2619        3.32        3.41        4.3        0.2        0.092        1.88        1.63        1.89        1.71        1.7        0.67        1.13       -0.60        1.09
0.059636        0.38810        3.023        0.378905        0.448188        2.844        3.203        0.03        1.0        1.0        1.0        5.0        -2.0       -2.0       -2.0       -2.0        2.35        0.62        0.98        1.884        0.237       99.78     1902.77      100.78        1.00         1        2.68        2.81        4.14       39.54        0.00        0.93        0.0962        8.22       12.48       13.6        1.7        0.511        2.98        3.53        3.46        6.48        6.7        0.66        1.29       -0.70        1.11
0.059636        0.38210        2.971        0.342112        0.382070        2.640        2.972        0.03        1.0        1.0        1.0        5.0        -2.0       -2.0       -2.0       -2.0        2.33        0.62        0.98        1.836        0.230       98.02     4883.80       99.02        1.02         1        2.68        2.80        4.35       39.48        0.00        0.93        0.0953        8.24       12.54       13.6        1.6        0.492        2.97        3.53        3.43        6.29        6.5        0.67        1.25       -0.69        1.10
0.040949        0.41200        3.232        0.374165        0.414532        3.058        3.407        0.03        1.0        1.0        1.0        5.0        -2.0       -2.0       -2.0       -2.0        2.43        0.64        0.97        2.075        0.266      106.75      -72.10      107.75        0.94         1        2.73        2.83        4.13       39.71        0.00        0.93        0.0686       11.48       18.44       19.9        1.6        0.521        3.51        4.18        4.72       10.31       10.6        0.65        1.36       -0.73        1.11
0.028118        0.43220        3.460        0.393006        0.436266        3.186        3.733        0.03        1.0        1.0        1.0        5.0        -2.0       -2.0       -2.0       -2.0        2.53        0.66        0.97        2.274        0.299      114.32      -36.39      115.32        0.87         1        2.77        2.85        4.14       39.80        0.00        0.92        0.0489       16.17       26.97       28.8        1.8        0.563        4.17        4.98        7.59       23.96       25.9        0.63        1.43       -0.75        1.12
0.023300        0.44530        3.506        0.445327        0.473203        3.263        3.749        0.03        1.0        1.0        1.0        5.0        -2.0       -2.0       -2.0       -2.0        2.53        0.67        0.97        2.340        0.311      115.87      -34.27      116.87        0.86         1        2.79        2.86        4.13       39.48        0.00        0.92        0.0408       19.31       32.69       35.5        1.5        0.538        4.55        5.39        9.86       36.81       41.6        0.63        1.38       -0.76        1.12
0.019307        0.44750        3.712        0.412392        0.451836        3.221        3.782        0.03        1.0        1.0        1.0        5.0        -2.0       -2.0       -2.0       -2.0        2.66        0.67        0.97        2.483        0.335      122.73      -24.96      123.73        0.81         1        2.80        2.87        4.12       37.72        0.00        0.91        0.0349       22.94       39.15       41.8        1.1        0.470        4.95        5.61       13.13       55.30       65.8        0.62        1.51       -0.78        1.13
0.019307        0.44360        3.729        0.418319        0.488696        3.613        3.845        0.03        1.0        1.0        1.0        5.0        -2.0       -2.0       -2.0       -2.0        2.69        0.67        0.97        2.484        0.334      123.30      -23.37      124.30        0.81         1        2.80        2.86        4.12       39.19        0.00        0.91        0.0350       22.92       39.11       41.7        2.0        0.597        4.98        5.85       16.57      109.57      200.8        0.62        1.50       -0.78        1.13
0.015999        0.44830        3.883        0.428870        0.478223        3.609        3.974        0.03        1.0        1.0        1.0        5.0        -2.0       -2.0       -2.0       -2.0        2.78        0.67        0.97        2.600        0.355      128.43      -20.39      129.43        0.78         1        2.81        2.87        4.12       37.29        0.00        0.91        0.0297       27.32       46.98       50.1        1.2        0.498        5.42        6.06       22.56      167.47      373.1        0.60        1.55       -0.79        1.13
0.013257        0.45240        3.968        0.401784        0.458606        3.672        4.265        0.03        1.0        1.0        1.0        5.0        -2.0       -2.0       -2.0       -2.0        2.83        0.67        0.97        2.669        0.368      131.28      -17.88      132.28        0.76         1        2.83        2.88        4.12       40.86        0.00        0.91        0.0249       32.71       56.65       60.4        5.7        0.798        6.01        7.38       76.87     2828.28    28743.2        0.60        1.56       -0.80        1.13
0.013257        0.45240        3.968        0.426365        0.473997        3.708        4.005        0.03        1.0        1.0        1.0        5.0        -2.0       -2.0       -2.0       -2.0        2.83        0.67        0.97        2.669        0.368      131.26      -17.89      132.26        0.76         1        2.83        2.88        4.12       40.08        0.00        0.91        0.0249       32.71       56.65       60.5        4.2        0.755        5.99        7.22       71.03     2263.62    20900.8        0.60        1.56       -0.80        1.13
0.002024       12.81070        0.510       11.135981       12.922390        0.488        0.576        0.03        1.0        1.0        1.0        5.0        -2.0       -2.0       -2.0       -2.0        0.06        3.58        0.87        1.825        1.109       16.00      -28.42       17.00        6.25         0        2.14        2.27        3.62        2.69        0.00        0.87        0.0005      210.61      361.84      389.0      417.1        0.000        1.08        0.09       16.69       84.31       97.7        0.59        1.32       -0.12        1.06
0.001389       12.53160        0.555       11.812427       13.250767        0.512        0.556        0.03        1.0        1.0        1.0        5.0        -2.0       -2.0       -2.0       -2.0        0.06        3.54        0.86        1.963        1.202       17.49      -27.09       18.49        5.72         0        2.12        2.24        3.51        2.22        0.00        0.86        0.0004      304.40      519.57      580.0      717.5        0.000        1.06        0.07       23.44      153.24      185.1        0.57        1.34       -0.12        1.06
