xi              mu             p            mu_min          mu_max          p_min        p_max        ep          alpha_m    chi_m      Pm         alpha_t     ddmp       ddmt       ddmv       ddmb       q           alpha_v     delta       ms           msint        Lambda      Lambdaint   Rm          Ga          n         x_h         x_id        x_SM        x_A         x_FM        Omega*      kappa         lambda      E           sigma_SM   sigma_A    g_A          r_A         z_A         r_max       z_t         z_max      b           Br_Bz0_SM   Bphi_Bz0_SM Bz_Bz0_SM
10.000000        0.14090        1.571        0.140883        0.149698        1.571        1.571        0.01        1.0        1.0        1.0        3.0        -2.0       -2.0       -2.0       -2.0        2.08        0.38        1.00        0.590        0.082      156.10        4.78      157.10        1.92         1        2.20        2.65        3.02        0.00        0.00        0.99       10.8781        1.03       -0.94        0.1        0.0        0.000        0.00        0.00        1.02        0.04        0.0        0.98        1.34       -0.30        1.00
10.000000        0.13090        1.796        0.130870        0.143056        1.796        1.796        0.01        1.0        1.0        1.0        3.0        -2.0       -2.0       -2.0       -2.0        2.47        0.36        1.00        0.650        0.089      178.60        3.29      179.60        1.68         1        2.17        2.62        2.79        0.00        0.00        0.99       12.2125        1.03       -0.95        0.0        0.0        0.000        0.00        0.00        1.02        0.03        0.0        0.96        1.73       -0.27        1.01
10.000000        0.12490        1.796        0.124289        0.125438        1.796        1.796        0.01        1.0        1.0        1.0        3.0        -2.0       -2.0       -2.0       -2.0        2.53        0.35        1.00        0.635        0.087      178.60        3.22      179.60        1.68         1        2.15        2.65        2.78        0.00        0.00        0.99       12.3613        1.03       -0.95        0.0        0.0        0.000        0.00        0.00        1.02        0.03        0.0        0.95        1.77       -0.24        1.00
10.000000        0.12440        1.571        0.118032        0.130822        1.571        1.571        0.01        1.0        1.0        1.0        3.0        -2.0       -2.0       -2.0       -2.0        2.21        0.35        1.00        0.554        0.076      156.10        4.52      157.10        1.92         1        2.15        2.67        3.03        0.00        0.00        0.99       11.2285        1.03       -0.94        0.0        0.0        0.000        0.00        0.00        1.02        0.04        0.0        0.96        1.41       -0.21        0.98
10.000000        0.12170        1.347        0.119020        0.129864        1.347        1.347        0.01        1.0        1.0        1.0        3.0        -2.0       -2.0       -2.0       -2.0        1.92        0.35        1.00        0.470        0.065      133.70        5.81      134.70        2.24         1        2.15        2.62        3.31        0.00        0.00        0.99        9.8657        1.04       -0.93        0.0        0.0        0.000        0.00        0.00        1.02        0.04        0.0        0.98        1.08       -0.20        0.97
10.000000        0.11420        2.020        0.109043        0.119275        2.020        2.020        0.01        1.0        1.0        1.0        3.0        -2.0       -2.0       -2.0       -2.0        2.97        0.34        1.00        0.683        0.090      201.00        1.93      202.00        1.49         1        2.11        2.50        2.60        0.00        0.00        0.99       13.4559        1.02       -0.96        0.0        0.0        0.000        0.00        0.00        1.01        0.01        0.0        0.96        2.23       -0.18        1.02
10.000000        0.13290        1.347        0.132911        0.154452        1.347        1.347        0.01        1.0        1.0        1.0        3.0        -2.0       -2.0       -2.0       -2.0        1.83        0.36        1.00        0.491        0.068      133.70        6.02      134.70        2.24         1        2.19        2.65        3.24        0.00        0.00        0.99        9.6291        1.04       -0.93        0.1        0.0        0.000        0.00        0.00        1.02        0.04        0.0        0.98        1.09       -0.26        0.99
7.906043        0.12560        1.571        0.123841        0.127403        1.571        1.571        0.01        1.0        1.0        1.0        3.0        -2.0       -2.0       -2.0       -2.0        2.20        0.35        1.00        0.557        0.083      156.10        7.39      157.10        1.92         1        2.17        2.62        3.17        0.00        0.00        0.99        9.5951        1.05       -0.90        0.1        0.0        0.000        0.00        0.00        1.03        0.04        0.0        0.99        1.25       -0.32        0.99
7.906043        0.11840        2.020        0.105460        0.118642        2.020        2.020        0.01        1.0        1.0        1.0        3.0        -2.0       -2.0       -2.0       -2.0        2.92        0.34        1.00        0.695        0.101      201.00        4.34      202.00        1.49         1        2.13        2.68        2.76        0.00        0.00        0.99       11.7639        1.04       -0.92        0.1        0.0        0.000        0.00        0.00        1.02        0.03        0.0        0.96        1.96       -0.32        1.00
7.906043        0.11860        1.796        0.105460        0.118642        1.796        1.796        0.01        1.0        1.0        1.0        3.0        -2.0       -2.0       -2.0       -2.0        2.59        0.34        1.00        0.619        0.091      178.60        5.77      179.60        1.68         1        2.14        2.66        3.13        0.00        0.00        0.99       10.8711        1.04       -0.91        0.1        0.0        0.000        0.00        0.00        1.03        0.04        0.0        0.97        1.55       -0.31        0.99
7.906043        0.12190        1.347        0.121897        0.133667        1.347        1.347        0.01        1.0        1.0        1.0        3.0        -2.0       -2.0       -2.0       -2.0        1.91        0.35        1.00        0.470        0.069      133.70        8.78      134.70        2.24         1        2.17        2.62        3.45        0.00        0.00        0.99        8.4079        1.05       -0.90        0.1        0.0        0.000        0.00        0.00        1.03        0.05        0.1        0.99        0.99       -0.31        0.98
