xi              mu             p            mu_min          mu_max          p_min        p_max        ep          alpha_m    chi_m      Pm         alpha_t     ddmp       ddmt       ddmv       ddmb       q           alpha_v     delta       ms           msint        Lambda      Lambdaint   Rm          Ga          n         x_h         x_id        x_SM        x_A         x_FM        Omega*      kappa         lambda      E           sigma_SM   sigma_A    g_A          r_A         z_A         r_max       z_t         z_max      b           Br_Bz0_SM   Bphi_Bz0_SM Bz_Bz0_SM
0.010570        7.18750        1.042        7.089987        7.870132        0.940        1.104        0.01        1.0        1.0        1.0        3.0        -2.0       -2.0       -2.0       -2.0        0.18        2.68        0.96        2.795        1.659      103.25     -103.06      104.25        2.91         0        1.84        2.01        3.22       16.92        1.03        0.96        0.0037       46.05       85.09       88.3       58.8        0.029        1.25        0.21        7.06       21.64       24.3        0.84        1.35       -0.17        1.02
0.010570        0.16050        8.315        0.157518        0.181190        7.743        8.886        0.01        1.0        1.0        1.0        3.0        -2.0       -2.0       -2.0       -2.0       10.29        0.40        0.99        3.331        3.548      830.45      -56.89      831.45        0.36         0        0.63        0.93        0.97       29.37        1.03        0.95        0.0652       47.70       87.87       93.3        2.2        0.639        7.02        2.06     2567.25     3505.27     3505.3        0.92        4.18       -3.07        1.02
0.009146        0.18420        8.312        0.181798        0.191291        8.042        8.583        0.01        1.0        1.0        1.0        3.0        -2.0       -2.0       -2.0       -2.0        9.59        0.43        0.99        3.567        3.735      830.25      -58.18      831.25        0.36         0        0.64        0.94        1.01       30.45        1.03        0.95        0.0517       54.90      101.46      107.6        1.2        0.514        7.50        2.29     2278.29     3096.78     3096.8        0.92        4.06       -2.81        1.02
0.009146        0.17480        8.342        0.170649        0.187213        7.658        9.027        0.01        1.0        1.0        1.0        3.0        -2.0       -2.0       -2.0       -2.0        9.89        0.42        0.99        3.488        3.678      833.25      -58.12      834.25        0.36         0        0.63        0.93        0.99       30.42        1.03        0.95        0.0535       54.92      101.53      107.7        2.0        0.628        7.53        2.29     2846.49     3904.74     3904.7        0.92        4.11       -2.91        1.02
0.009146        0.16060        8.386        0.152898        0.175389        7.569        9.203        0.01        1.0        1.0        1.0        3.0        -2.0       -2.0       -2.0       -2.0       10.37        0.40        0.99        3.361        3.584      837.60      -56.92      838.60        0.36         0        0.63        0.92        0.98       30.61        1.03        0.95        0.0564       54.97      101.65      107.8        5.4        0.805        7.57        2.32     4136.70     5825.45     5825.5        0.92        4.18       -3.07        1.02
0.006848        0.20850        8.363        0.188050        0.215363        7.975        8.750        0.01        1.0        1.0        1.0        3.0        -2.0       -2.0       -2.0       -2.0        9.06        0.46        0.99        3.819        3.937      835.25      -59.34      836.25        0.36         0        0.65        0.94        1.05       32.51        1.03        0.95        0.0357       72.88      135.46      143.3        1.6        0.571        8.67        2.82     3339.35     4617.62     4617.6        0.91        3.95       -2.59        1.02
0.005925        6.47670        1.203        6.043366        6.621203        1.109        1.297        0.01        1.0        1.0        1.0        3.0        -2.0       -2.0       -2.0       -2.0        0.22        2.54        0.96        3.062        1.851      119.30      -92.08      120.30        2.51         0        1.81        1.96        3.19       17.41        1.04        0.95        0.0023       81.19      151.87      157.2      102.8        0.034        1.27        0.22       10.12       40.31       46.7        0.83        1.37       -0.18        1.02
0.005925        0.22100        8.437        0.221012        0.232191        7.899        8.975        0.01        1.0        1.0        1.0        3.0        -2.0       -2.0       -2.0       -2.0        8.87        0.47        0.99        3.966        4.062      842.70      -60.31      843.70        0.36         0        0.65        0.93        1.02       33.53        1.03        0.95        0.0298       84.01      156.42      166.1        1.8        0.609        9.32        3.12     4119.21     5743.94     5743.9        0.91        3.90       -2.49        1.02
0.005925        0.21010        8.424        0.184874        0.217788        8.048        8.800        0.01        1.0        1.0        1.0        3.0        -2.0       -2.0       -2.0       -2.0        9.09        0.46        0.99        3.861        3.980      841.40      -59.47      842.40        0.36         0        0.65        0.93        1.06       33.53        1.03        0.95        0.0308       84.06      156.60      165.6        3.1        0.720        9.35        3.14     5130.34     7220.62     7220.6        0.91        3.95       -2.58        1.02
0.005925        0.20510        8.444        0.196211        0.212032        7.747        9.141        0.01        1.0        1.0        1.0        3.0        -2.0       -2.0       -2.0       -2.0        9.22        0.45        0.99        3.824        3.955      843.40      -59.12      844.40        0.36         0        0.65        0.93        1.05       33.58        1.03        0.95        0.0313       84.09      156.67      165.7        4.1        0.774        9.37        3.15     5719.27     8098.97     8099.0        0.91        3.97       -2.62        1.02
0.005127        6.30510        1.243        6.194353        6.637399        1.119        1.261        0.01        1.0        1.0        1.0        3.0        -2.0       -2.0       -2.0       -2.0        0.24        2.51        0.96        3.122        1.895      123.33      -89.49      124.33        2.43         0        1.81        1.95        3.19       18.17        1.04        0.95        0.0020       93.76      175.76      181.7      115.8        0.036        1.29        0.23       11.63       59.32       71.2        0.83        1.38       -0.19        1.02
0.004436        0.25210        8.393        0.252129        0.304372        7.840        8.947        0.01        1.0        1.0        1.0        3.0        -2.0       -2.0       -2.0       -2.0        8.25        0.50        0.99        4.215        4.238      838.35      -60.92      839.35        0.36         0        0.67        0.94        1.11       35.54        1.03        0.95        0.0205      111.69      208.67      220.5        1.9        0.627       10.75        3.82     5686.34     8021.32     8021.3        0.90        3.79       -2.28        1.02
0.003839        0.27860        8.419        0.278554        0.319982        7.920        8.918        0.01        1.0        1.0        1.0        3.0        -2.0       -2.0       -2.0       -2.0        7.87        0.53        0.99        4.443        4.409      840.90      -61.90      841.90        0.36         0        0.68        0.94        1.09       36.61        1.03        0.95        0.0166      128.73      240.62      255.5        1.3        0.541       11.53        4.22     5682.15     8028.79     8028.8        0.90        3.70       -2.13        1.02
0.003839        0.25290        8.483        0.252855        0.281464        7.906        9.060        0.01        1.0        1.0        1.0        3.0        -2.0       -2.0       -2.0       -2.0        8.33        0.50        0.99        4.266        4.292      847.30      -61.03      848.30        0.35         0        0.67        0.93        1.09       36.53        1.03        0.95        0.0177      128.88      241.09      255.3        4.2        0.780       11.61        4.24     8854.67    12689.75    12689.8        0.90        3.79       -2.28        1.02
0.003839        0.24430        8.570        0.244313        0.261986        7.909        9.231        0.01        1.0        1.0        1.0        3.0        -2.0       -2.0       -2.0       -2.0        8.56        0.49        0.99        4.236        4.287      856.00      -61.26      857.00        0.35         0        0.66        0.92        1.04       36.68        1.03        0.95        0.0181      128.92      241.12      256.2        7.7        0.864       11.65        4.28    10544.43    15338.72    15338.7        0.90        3.82       -2.33        1.02
0.003322        0.26820        8.451        0.268174        0.284127        7.722        9.181        0.01        1.0        1.0        1.0        3.0        -2.0       -2.0       -2.0       -2.0        8.05        0.52        0.99        4.377        4.367      844.15      -61.24      845.15        0.36         0        0.68        0.94        1.14       37.52        1.04        0.95        0.0147      148.68      278.44      294.0        4.6        0.797       12.49        4.69    10634.66    15320.37    15320.4        0.90        3.73       -2.19        1.02
0.002874        0.31200        8.315        0.310371        0.363103        7.952        8.677        0.01        1.0        1.0        1.0        3.0        -2.0       -2.0       -2.0       -2.0        7.33        0.56        0.99        4.644        4.529      830.45      -61.60      831.45        0.36         0        0.71        0.95        1.21       38.59        1.04        0.95        0.0115      171.35      320.98      338.4        1.6        0.590       13.32        5.14     8381.61    12000.30    12000.3        0.89        3.60       -1.97        1.02
0.002487        0.34500        8.323        0.344958        0.401380        8.063        8.583        0.01        1.0        1.0        1.0        3.0        -2.0       -2.0       -2.0       -2.0        6.97        0.59        0.98        4.888        4.701      831.30      -62.68      832.30        0.36         0        0.72        0.95        1.16       39.74        1.03        0.94        0.0093      197.52      369.88      392.8        1.1        0.492       14.28        5.68     8291.38    11924.21    11924.2        0.89        3.51       -1.84        1.02
0.002487        0.33450        8.271        0.319323        0.356710        7.927        8.614        0.01        1.0        1.0        1.0        3.0        -2.0       -2.0       -2.0       -2.0        7.04        0.58        0.99        4.783        4.617      826.05      -62.07      827.05        0.36         0        0.72        0.96        1.24       39.62        1.04        0.94        0.0095      197.64      370.42      390.3        1.5        0.576       14.31        5.67     9553.75    13760.30    13760.3        0.89        3.54       -1.88        1.02
0.002152        0.35010        8.454        0.350062        0.412471        7.839        9.068        0.01        1.0        1.0        1.0        3.0        -2.0       -2.0       -2.0       -2.0        7.02        0.59        0.98        5.002        4.807      844.35      -63.75      845.35        0.36         0        0.71        0.94        1.23       40.52        1.03        0.94        0.0080      227.93      426.78      455.3        1.8        0.619       15.40        6.24    12088.79    17467.91    17467.9        0.89        3.51       -1.82        1.02
0.002152        0.33180        8.342        0.331568        0.364532        8.094        8.590        0.01        1.0        1.0        1.0        3.0        -2.0       -2.0       -2.0       -2.0        7.12        0.58        0.99        4.805        4.647      833.20      -61.98      834.20        0.36         0        0.72        0.95        1.24       40.43        1.04        0.94        0.0083      228.16      427.91      451.1        3.4        0.749       15.45        6.25    15281.10    22162.14    22162.1        0.89        3.55       -1.89        1.02
