xi              mu             p            mu_min         mu_max         p_min        p_max        ep          alpha_m    chi_m      Pm         alpha_t    ddmp       ddmt       ddmv       ddmb       q           alpha_v     delta       ms           msint        Lambda      Lambdaint   Rm          Ga          n         x_h         x_id        x_SM        x_A         x_FM        Omega*       kappa         lambda      E           sigma_SM   sigma_A    g_A          r_A         z_A         r_max       z_t         z_max      b           Br_Bz0_SM   Bphi_Bz0_SM Bz_Bz0_SM
1.590455        0.00370        0.900        0.00353        0.00395        0.900        0.900        0.10        1.0        1.0        1.0       10.0       -2.0       -2.0       -2.0       -2.0        6.55        0.06        0.99        0.055        0.008        8.00        1.17        9.00        3.75         4        3.03        3.17        3.54        0.00        0.00        0.953        6.0450        1.10        0.77        0.2        0.0        0.000        0.00        0.00        1.07        0.39        0.4        1.56        1.67       -0.48        1.52
1.590455        0.00180        0.900        0.00161        0.00189        0.900        0.900        0.10        1.0        1.0        1.0       10.0       -2.0       -2.0       -2.0       -2.0        9.34        0.04        0.99        0.038        0.007        8.00        1.45        9.00        3.75         5        3.09        3.26        3.42        0.00        0.00        0.954        8.9230        1.10        0.42        0.3        0.0        0.000        0.00        0.00        1.07        0.38        0.4        1.48        2.63       -1.06        1.85
1.590455        0.00180        0.800        0.00168        0.00191        0.800        0.800        0.10        1.0        1.0        1.0       10.0       -2.0       -2.0       -2.0       -2.0        8.17        0.04        0.99        0.034        0.006        7.00        1.46        8.00        4.29         5        3.13        3.25        3.53        0.00        0.00        0.959        8.1328        1.11        0.44        0.2        0.0        0.000        0.00        0.00        1.08        0.40        0.4        1.50        2.10       -0.90        1.69
1.590455        0.00100        0.800        0.00102        0.00110        0.800        0.800        0.10        1.0        1.0        1.0       10.0       -2.0       -2.0       -2.0       -2.0       10.81        0.03        0.99        0.026        0.005        7.00        1.73        8.00        4.29         6        3.17        3.32        3.43        0.00        0.00        0.959       10.9057        1.11        0.21        0.3        0.0        0.000        0.00        0.00        1.07        0.38        0.4        1.45        3.00       -1.52        1.99
1.590455        0.00360        0.800        0.00347        0.00403        0.800        0.800        0.10        1.0        1.0        1.0       10.0       -2.0       -2.0       -2.0       -2.0        5.78        0.06        0.99        0.048        0.007        7.00        1.16        8.00        4.29         4        3.04        3.16        3.67        0.00        0.00        0.958        5.5580        1.11        0.78        0.1        0.0        0.000        0.00        0.00        1.07        0.41        0.4        1.56        1.30       -0.41        1.40
1.442888        0.00180        0.900        0.00164        0.00184        0.900        0.900        0.10        1.0        1.0        1.0       10.0       -2.0       -2.0       -2.0       -2.0        9.33        0.04        0.99        0.038        0.007        8.00        1.73        9.00        3.75         5        3.10        3.25        3.44        0.00        0.00        0.953        8.5378        1.14        0.49        0.3        0.0        0.000        0.00        0.00        1.09        0.39        0.4        1.65        2.52       -1.27        1.82
1.442888        0.00060        0.800        0.00057        0.00066        0.800        0.800        0.10        1.0        1.0        1.0       10.0       -2.0       -2.0       -2.0       -2.0       13.65        0.03        0.99        0.020        0.004        7.00        1.96        8.00        4.29         7        3.19        3.36        3.41        0.00        0.00        0.959       13.1448        1.13        0.11        0.4        0.0        0.000        0.00        0.00        1.08        0.38        0.4        1.61        3.88       -2.29        2.29
1.442888        0.00100        0.900        0.00091        0.00103        0.900        0.900        0.10        1.0        1.0        1.0       10.0       -2.0       -2.0       -2.0       -2.0       12.42        0.03        0.99        0.029        0.006        8.00        2.13        9.00        3.75         6        3.12        3.30        3.36        0.00        0.00        0.953       11.4660        1.13        0.24        0.3        0.0        0.000        0.00        0.00        1.08        0.38        0.4        1.63        3.67       -1.79        2.19
1.442888        0.00180        0.800        0.00180        0.00207        0.800        0.800        0.10        1.0        1.0        1.0       10.0       -2.0       -2.0       -2.0       -2.0        8.17        0.04        0.99        0.034        0.006        7.00        1.67        8.00        4.29         5        3.14        3.24        3.54        0.00        0.00        0.958        7.7592        1.15        0.51        0.3        0.0        0.000        0.00        0.00        1.09        0.41        0.4        1.67        2.02       -1.17        1.66
1.442888        0.00180        1.000        0.00160        0.00193        1.000        1.000        0.10        1.0        1.0        1.0       10.0       -2.0       -2.0       -2.0       -2.0       10.54        0.04        0.99        0.042        0.008        9.00        1.62       10.00        3.33         5        3.05        3.25        3.35        0.00        0.00        0.948        9.2599        1.12        0.46        0.3        0.0        0.000        0.00        0.00        1.08        0.38        0.4        1.63        3.11       -1.20        1.99
1.442888        0.00370        0.900        0.00366        0.00434        0.900        0.900        0.10        1.0        1.0        1.0       10.0       -2.0       -2.0       -2.0       -2.0        6.54        0.06        0.99        0.055        0.009        8.00        1.41        9.00        3.75         4        3.04        3.17        3.56        0.00        0.00        0.952        5.8063        1.13        0.84        0.3        0.0        0.000        0.00        0.00        1.09        0.41        0.4        1.73        1.62       -0.70        1.51
1.442888        0.00370        1.100        0.00348        0.00391        1.100        1.100        0.10        1.0        1.0        1.0       10.0       -2.0       -2.0       -2.0       -2.0        8.12        0.06        0.99        0.067        0.010       10.00        1.21       11.00        3.00         4        2.99        3.18        3.39        0.00        0.00        0.942        6.6451        1.10        0.80        0.2        0.0        0.000        0.00        0.00        1.08        0.38        0.4        1.75        2.32       -0.65        1.72
1.309013        0.00180        1.100        0.00183        0.00204        1.100        1.100        0.10        1.0        1.0        1.0       10.0       -2.0       -2.0       -2.0       -2.0       11.59        0.04        0.99        0.047        0.008       10.00        1.74       11.00        3.00         5        3.05        3.24        3.31        0.00        0.00        0.942        9.3159        1.14        0.51        0.4        0.0        0.000        0.00        0.00        1.10        0.38        0.4        2.01        3.25       -1.82        2.04
1.309013        0.00040        0.800        0.00043        0.00048        0.800        0.800        0.10        1.0        1.0        1.0       10.0       -2.0       -2.0       -2.0       -2.0       16.63        0.02        0.99        0.017        0.004        7.00        2.21        8.00        4.29         8        3.21        3.32        3.39        0.00        0.00        0.958       15.0988        1.16        0.04        0.4        0.0        0.000        0.00        0.00        1.10        0.38        0.4        1.94        4.86       -3.00        2.62
1.309013        0.00100        0.900        0.00099        0.00118        0.900        0.900        0.10        1.0        1.0        1.0       10.0       -2.0       -2.0       -2.0       -2.0       12.37        0.03        0.99        0.029        0.006        8.00        2.34        9.00        3.75         6        3.14        3.31        3.39        0.00        0.00        0.952       10.8418        1.17        0.32        0.4        0.0        0.000        0.00        0.00        1.10        0.39        0.4        1.89        3.38       -2.19        2.10
1.309013        0.00100        1.000        0.00096        0.00109        1.000        1.000        0.10        1.0        1.0        1.0       10.0       -2.0       -2.0       -2.0       -2.0       14.04        0.03        0.99        0.032        0.006        9.00        2.11       10.00        3.33         6        3.07        3.27        3.29        0.00        0.00        0.947       11.8090        1.14        0.28        0.4        0.0        0.000        0.00        0.00        1.09        0.37        0.4        1.94        4.35       -2.02        2.39
1.309013        0.00180        0.800        0.00178        0.00199        0.800        0.800        0.10        1.0        1.0        1.0       10.0       -2.0       -2.0       -2.0       -2.0        8.16        0.04        0.99        0.034        0.006        7.00        1.73        8.00        4.29         5        3.14        3.24        3.56        0.00        0.00        0.957        7.3465        1.18        0.57        0.4        0.0        0.000        0.00        0.00        1.11        0.43        0.4        1.96        1.92       -1.38        1.63
1.309013        0.00180        0.900        0.00173        0.00192        0.900        0.900        0.10        1.0        1.0        1.0       10.0       -2.0       -2.0       -2.0       -2.0        9.32        0.04        0.99        0.038        0.007        8.00        1.90        9.00        3.75         5        3.11        3.25        3.47        0.00        0.00        0.952        8.0885        1.17        0.56        0.4        0.0        0.000        0.00        0.00        1.11        0.41        0.4        1.93        2.39       -1.50        1.78
1.309013        0.00180        1.000        0.00163        0.00186        1.000        1.000        0.10        1.0        1.0        1.0       10.0       -2.0       -2.0       -2.0       -2.0       10.51        0.04        0.99        0.042        0.008        9.00        2.00       10.00        3.33         5        3.07        3.25        3.38        0.00        0.00        0.947        8.7896        1.16        0.54        0.3        0.0        0.000        0.00        0.00        1.10        0.39        0.4        1.93        2.94       -1.44        1.94
1.309013        0.00370        0.900        0.00366        0.00413        0.900        0.900        0.10        1.0        1.0        1.0       10.0       -2.0       -2.0       -2.0       -2.0        6.55        0.06        0.99        0.054        0.009        8.00        1.56        9.00        3.75         4        3.04        3.17        3.58        0.00        0.00        0.951        5.5312        1.17        0.91        0.3        0.0        0.000        0.00        0.00        1.11        0.43        0.4        2.03        1.56       -0.88        1.49
1.309013        0.00360        0.900        0.00354        0.00385        0.900        0.900        0.10        1.0        1.0        1.0       10.0       -2.0       -2.0       -2.0       -2.0        6.56        0.06        0.99        0.054        0.009        8.00        1.52        9.00        3.75         4        3.03        3.17        3.60        0.00        0.00        0.951        5.5424        1.17        0.91        0.3        0.0        0.000        0.00        0.00        1.11        0.43        0.4        2.02        1.54       -0.80        1.48
1.309013        0.00370        1.000        0.00366        0.00406        1.000        1.000        0.10        1.0        1.0        1.0       10.0       -2.0       -2.0       -2.0       -2.0        7.33        0.06        0.99        0.061        0.010        9.00        1.53       10.00        3.33         4        3.02        3.17        3.50        0.00        0.00        0.946        5.9627        1.16        0.90        0.3        0.0        0.000        0.00        0.00        1.11        0.41        0.4        2.04        1.88       -0.90        1.59
