xi              mu             p            mu_min          mu_max          p_min        p_max        ep          alpha_m    chi_m       Pm         alpha_t     ddmp       ddmt       ddmv       ddmb       q           alpha_v     delta       ms           msint        Lambda      Lambdaint   Rm          Ga          n         x_h         x_id        x_SM        x_A         x_FM        Omega*      kappa         lambda      E           sigma_SM   sigma_A    g_A          r_A         z_A         r_max       z_t         z_max      b           Br_Bz0_SM   Bphi_Bz0_SM Bz_Bz0_SM
0.049417        0.37840        1.062        0.347661        0.407618        0.993        1.130        0.10        2.0        1.0         1.0        0.0        -2.0       -2.0       -2.0       -2.0        1.50        1.23        0.96        1.306        1.427        9.62      -21.07       10.62        0.78         0        1.16        1.76        1.79        8.39        0.00        0.77        0.1233        9.75       12.65       16.9        0.8        0.356        3.52        2.95        7.40       16.02       16.0        0.57        1.42       -1.12        1.12
0.040949        0.37520        1.090        0.340542        0.379842        1.054        1.126        0.10        2.0        1.0         1.0        0.0        -2.0       -2.0       -2.0       -2.0        1.55        1.23        0.96        1.335        1.466        9.90      -20.01       10.90        0.76         0        1.15        1.74        1.81        9.21        0.00        0.77        0.1040       11.57       15.35       20.5        3.1        0.645        3.87        3.57       18.78      174.54      510.8        0.57        1.43       -1.14        1.12
0.040949        0.36850        1.093        0.365476        0.399422        1.044        1.142        0.10        2.0        1.0         1.0        0.0        -2.0       -2.0       -2.0       -2.0        1.57        1.21        0.96        1.327        1.461        9.93      -19.50       10.93        0.76         0        1.15        1.73        1.80        9.04        0.00        0.77        0.1055       11.58       15.36       20.5        2.8        0.628        3.87        3.50       19.40      180.29      540.3        0.57        1.45       -1.16        1.12
