xi              mu             p            mu_min          mu_max          p_min        p_max        ep          alpha_m    chi_m      Pm         alpha_t     ddmp       ddmt       ddmv       ddmb       q           alpha_v     delta       ms           msint        Lambda      Lambdaint   Rm          Ga          n         x_h         x_id        x_SM        x_A         x_FM        Omega*      kappa         lambda      E           sigma_SM   sigma_A    g_A          r_A         z_A         r_max       z_t         z_max      b           Br_Bz0_SM   Bphi_Bz0_SM Bz_Bz0_SM
0.471487        0.04790        0.464        0.047780        0.053503        0.425        0.470        0.10        2.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        1.63        0.44        0.98        0.203        0.131        3.64        7.06        4.64        2.06         1        2.31        2.85        3.12        5.33        0.00        0.91        2.2558        1.83        0.64        1.6        0.6        0.201        1.42        0.75        1.49        0.93        0.9        0.52        1.18       -1.79        1.27
0.222300        0.05450        0.613        0.054467        0.059217        0.553        0.633        0.10        2.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        2.14        0.47        0.98        0.286        0.190        5.13       13.88        6.13        1.46         1        2.38        2.86        3.12        6.43        0.00        0.88        1.3279        2.86        2.39        4.0        2.0        0.419        1.80        1.16        3.44        6.05        6.0        0.62        1.32       -2.51        1.32
0.152642        0.05470        0.772        0.051218        0.058061        0.709        0.835        0.10        2.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        2.80        0.47        0.97        0.361        0.251        6.72      -90.25        7.72        1.12         1        2.38        2.84        3.02        5.81        0.00        0.84        1.1184        3.77        3.81        5.9        1.6        0.427        2.10        1.22       43.93     1603.36    19982.6        0.61        1.76       -3.15        1.43
0.152642        0.05460        0.798        0.054573        0.056088        0.760        0.836        0.10        2.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        2.91        0.47        0.97        0.373        0.261        6.98      -60.80        7.98        1.07         1        2.37        2.83        2.94        5.35        0.00        0.84        1.1516        3.77        3.78        6.1        0.6        0.244        2.11        1.13       37.23      914.56     9270.6        0.60        1.89       -3.28        1.45
0.126486        0.05470        0.854        0.050946        0.058519        0.812        0.895        0.10        2.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        3.14        0.47        0.97        0.399        0.284        7.54      -17.00        8.54        1.00         1        2.38        2.82        2.96        5.55        0.00        0.83        1.0082        4.36        4.69        7.2        1.7        0.450        2.28        1.27      146.34     7084.64   151447.5        0.60        2.02       -3.47        1.49
0.126486        0.05430        0.860        0.050915        0.056189        0.830        0.890        0.10        2.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        3.18        0.47        0.97        0.401        0.286        7.60      -18.42        8.60        0.99         1        2.37        2.82        2.95        5.44        0.00        0.83        1.0176        4.36        4.68        7.2        1.4        0.416        2.28        1.24      144.92     6672.05   139524.2        0.59        2.06       -3.50        1.50
0.104811        0.05700        0.899        0.057042        0.066191        0.836        0.920        0.10        2.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        3.26        0.48        0.97        0.429        0.309        7.99      -13.48        8.99        0.94         1        2.40        2.82        2.96        6.08        0.00        0.82        0.8565        5.07        5.79        8.9        6.1        0.652        2.48        1.51      385.36    23374.41   637442.4        0.59        2.05       -3.59        1.50
0.104811        0.05390        0.933        0.051222        0.059642        0.881        0.985        0.10        2.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        3.49        0.46        0.97        0.433        0.317        8.33       -9.83        9.33        0.90         1        2.37        2.80        2.91        5.36        0.00        0.81        0.9018        5.06        5.72        8.7        1.8        0.479        2.49        1.33      356.64    15522.39   384632.5        0.58        2.30       -3.76        1.55
0.104811        0.05110        0.962        0.046035        0.053582        0.904        1.020        0.10        2.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        3.71        0.45        0.97        0.435        0.323        8.62       -7.17        9.62        0.87         1        2.35        2.77        2.83        4.93        0.00        0.81        0.9430        5.05        5.66        8.7        0.9        0.337        2.49        1.23      340.56    11840.15   270665.2        0.57        2.55       -3.93        1.60
0.104811        0.05060        0.966        0.049013        0.053728        0.930        1.002        0.10        2.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        3.75        0.45        0.97        0.435        0.324        8.66       -6.62        9.66        0.87         1        2.35        2.77        2.83        4.88        0.00        0.81        0.9494        5.04        5.65        8.7        0.8        0.318        2.49        1.21      339.38    11436.94   258883.2        0.57        2.58       -3.95        1.61
0.086851        0.05300        1.004        0.048099        0.054681        0.923        1.084        0.10        2.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        3.82        0.46        0.97        0.462        0.347        9.04       -6.39       10.04        0.83         1        2.37        2.77        2.85        5.29        0.00        0.80        0.7956        5.90        6.95       10.5        2.7        0.568        2.71        1.44      759.41    28380.58   745890.0        0.57        2.56       -4.02        1.61
0.086851        0.05150        1.016        0.051447        0.057452        0.938        1.095        0.10        2.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        3.93        0.45        0.97        0.461        0.349        9.16       -5.69       10.16        0.82         1        2.36        2.76        2.82        5.07        0.00        0.79        0.8125        5.89        6.91       10.6        1.9        0.505        2.71        1.37      728.36    24055.92   606227.2        0.56        2.68       -4.11        1.63
0.086851        0.05390        0.995        0.052183        0.059858        0.934        1.056        0.10        2.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        3.75        0.46        0.97        0.462        0.345        8.95       -6.63        9.95        0.84         1        2.38        2.78        2.87        5.46        0.00        0.80        0.7851        5.91        6.97       10.6        3.7        0.615        2.71        1.48      788.37    32291.30   871284.4        0.57        2.48       -3.97        1.59
0.071969        0.05290        1.059        0.048711        0.054237        0.998        1.120        0.10        2.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        4.06        0.46        0.97        0.487        0.374        9.59       -5.06       10.59        0.78         1        2.38        2.76        2.84        5.54        0.00        0.79        0.6866        6.92        8.44       12.8       10.5        0.743        2.97        1.64     1638.52    60048.60  1698986.0        0.56        2.71       -4.21        1.64
0.003556        7.84580        0.283        7.748294        9.308269        0.262        0.304        0.10        2.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        0.04        5.60        0.68        1.585        1.376        1.83      -18.17        2.83        4.10         0        2.15        2.71        3.47       33.03        0.00        0.65        0.0022       85.39      109.47      142.1        1.2        0.510       11.41       37.73       13.95       76.65       91.7        0.26        1.13       -0.20        1.18
0.001677        8.01580        0.329        8.010409        8.695444        0.295        0.340        0.10        2.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        0.05        5.66        0.64        1.862        1.574        2.29      -14.78        3.29        3.28         0        2.14        2.67        3.40       33.32        0.00        0.61        0.0011      171.92      208.22      331.0        1.6        0.591       16.70       55.67       32.80      333.65      480.1        0.22        1.21       -0.19        1.18
0.000954        1.47230        1.565        1.428669        1.522863        1.460        1.669        0.10        2.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        0.90        2.43        0.74        3.797        3.323       14.64       -5.35       15.64        0.51         0        1.56        2.26        2.28        7.12        0.00        0.52        0.0024      358.09      371.10      613.0        0.3        0.191       26.05       18.55    20983.85    63436.56    63436.6        0.25        2.24       -0.96        1.23
0.000655        1.63920        1.516        1.587724        1.660308        1.427        1.605        0.10        2.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        0.80        2.56        0.72        3.882        3.343       14.16       -5.41       15.16        0.53         0        1.60        2.34        2.36        7.45        0.00        0.51        0.0015      507.37      520.32      859.3        0.3        0.226       31.16       23.22    33497.08   101700.70   101700.7        0.24        2.17       -0.87        1.22
0.000655        1.51430        1.577        1.379707        1.552439        1.506        1.648        0.10        2.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        0.88        2.46        0.73        3.881        3.385       14.77       -5.32       15.77        0.51         0        1.58        2.30        2.32        7.30        0.00        0.51        0.0016      513.79      524.81      874.1        0.3        0.218       31.59       23.06    40388.74   111560.00   111560.0        0.24        2.22       -0.94        1.23
0.000655        1.37560        1.648        1.359087        1.455336        1.565        1.730        0.10        2.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        0.98        2.35        0.75        3.865        3.424       15.47       -5.24       16.48        0.48         0        1.55        2.25        2.27        7.16        0.00        0.51        0.0017      522.03      531.07      893.3        1.5        0.565       31.78       22.74    58030.09   149524.20   149524.2        0.24        2.29       -1.02        1.23
0.000543        1.78750        1.462        1.739000        1.889482        1.331        1.592        0.10        2.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        0.72        2.67        0.71        3.908        3.323       13.62       -5.48       14.62        0.55         0        1.63        2.40        2.43        7.70        0.00        0.51        0.0012      600.03      613.70     1008.6        0.2        0.144       33.99       26.17    37687.01   119302.30   119302.3        0.23        2.12       -0.81        1.22
0.000543        1.56780        1.567        1.531714        1.663129        1.479        1.654        0.10        2.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        0.85        2.50        0.73        3.923        3.404       14.66       -5.35       15.66        0.51         0        1.59        2.33        2.35        7.42        0.00        0.51        0.0013      613.51      622.78     1039.4        0.7        0.367       34.51       25.62    55451.13   151525.70   151525.7        0.23        2.20       -0.91        1.23
0.000543        1.37070        1.667        1.306382        1.480276        1.586        1.748        0.10        2.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        1.00        2.34        0.74        3.903        3.463       15.67       -5.23       16.67        0.48         0        1.55        2.26        2.26        7.23        0.00        0.51        0.0015      627.32      632.99     1073.2        2.8        0.712       35.06       25.36    88596.78   219383.30   219383.3        0.24        2.29       -1.02        1.23
0.000450        1.42150        1.657        1.315753        1.483819        1.567        1.687        0.10        2.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        0.96        2.38        0.74        3.951        3.486       15.57       -5.26       16.57        0.48         0        1.56        2.29        2.31        7.35        0.00        0.50        0.0012      748.88      750.73     1272.7        3.7        0.765       38.41       28.26   117607.20   287614.20   287614.2        0.24        2.27       -0.99        1.23
0.000212        1.73290        1.558        1.640369        1.826985        1.327        1.562        0.10        2.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        0.77        2.63        0.70        4.103        3.512       14.58       -5.36       15.58        0.51         0        1.64        2.44        2.48        7.91        0.00        0.49        0.0005     1493.41     1466.44     2484.2        3.8        0.768       54.83       43.39   280378.00   675519.30   675519.3        0.21        2.14       -0.83        1.22
