xi              mu             p            mu_min         mu_max         p_min        p_max        ep          alpha_m    chi_m      Pm         alpha_t    ddmp       ddmt       ddmv       ddmb       q           alpha_v     delta       ms           msint        Lambda      Lambdaint   Rm          Ga          n         x_h         x_id        x_SM        x_A         x_FM        Omega*       kappa         lambda      E           sigma_SM   sigma_A    g_A          r_A         z_A         r_max       z_t         z_max      b           Br_Bz0_SM   Bphi_Bz0_SM Bz_Bz0_SM
1.590455        0.00320        0.700        0.00317        0.00362        0.700        0.700        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0        5.29        0.06        0.99        0.039        0.007        6.00        1.25        7.00        5.00         4        3.01        3.15        3.71        0.00        0.00        0.963        5.4917        1.12        0.50        0.2        0.0        0.000        0.00        0.00        1.08        0.43        0.4        1.53        1.08       -0.49        1.33
1.590455        0.00330        0.800        0.00329        0.00362        0.800        0.800        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0        6.06        0.06        0.99        0.046        0.008        7.00        1.38        8.00        4.29         4        3.03        3.17        3.53        0.00        0.00        0.958        6.0654        1.12        0.52        0.3        0.0        0.000        0.00        0.00        1.08        0.41        0.4        1.50        1.52       -0.81        1.48
1.590455        0.00330        0.900        0.00321        0.00352        0.900        0.900        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0        6.95        0.06        0.99        0.051        0.009        8.00        1.45        9.00        3.75         4        2.99        3.17        3.44        0.00        0.00        0.953        6.7133        1.11        0.51        0.2        0.0        0.000        0.00        0.00        1.08        0.39        0.4        1.48        1.92       -0.66        1.60
1.590455        0.00330        1.000        0.00334        0.00344        1.000        1.000        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0        7.73        0.06        0.99        0.058        0.010        9.00        1.43       10.00        3.33         4        2.99        3.18        3.34        0.00        0.00        0.948        7.1807        1.10        0.49        0.3        0.0        0.000        0.00        0.00        1.07        0.38        0.4        1.49        2.23       -0.94        1.70
1.590455        0.00830        0.900        0.00831        0.00866        0.900        0.900        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0        4.35        0.09        0.99        0.082        0.012        8.00        1.03        9.00        3.75         3        2.90        3.07        3.60        0.00        0.00        0.952        3.9679        1.10        0.99        0.2        0.0        0.000        0.00        0.00        1.07        0.41        0.4        1.58        1.11       -0.38        1.34
1.442888        0.00330        0.800        0.00329        0.00340        0.800        0.800        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0        6.05        0.06        0.99        0.046        0.008        7.00        1.56        8.00        4.29         4        3.04        3.16        3.55        0.00        0.00        0.957        5.7771        1.15        0.58        0.4        0.0        0.000        0.00        0.00        1.10        0.42        0.4        1.67        1.45       -0.99        1.46
1.442888        0.00060        0.800        0.00055        0.00062        0.800        0.800        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0       14.09        0.02        0.99        0.020        0.004        7.00        2.43        8.00        4.29         7        3.16        3.34        3.36        0.00        0.00        0.959       13.7288        1.14       -0.03        0.4        0.0        0.000        0.00        0.00        1.09        0.38        0.4        1.59        4.23       -2.36        2.39
1.442888        0.00090        0.900        0.00091        0.00098        0.900        0.900        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0       12.92        0.03        0.99        0.028        0.006        8.00        1.99        9.00        3.75         6        3.07        3.28        3.30        0.00        0.00        0.954       12.1369        1.13        0.08        0.3        0.0        0.000        0.00        0.00        1.09        0.37        0.4        1.58        4.06       -1.90        2.30
1.442888        0.00100        0.800        0.00094        0.00101        0.800        0.800        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0       11.20        0.03        0.99        0.025        0.005        7.00        2.23        8.00        4.29         6        3.15        3.31        3.41        0.00        0.00        0.959       10.9581        1.15        0.12        0.4        0.0        0.000        0.00        0.00        1.09        0.39        0.4        1.57        3.07       -1.97        2.01
1.442888        0.00160        1.000        0.00151        0.00163        1.000        1.000        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0       11.08        0.04        0.99        0.040        0.008        9.00        1.84       10.00        3.33         5        3.00        3.23        3.27        0.00        0.00        0.948       10.0033        1.13        0.25        0.3        0.0        0.000        0.00        0.00        1.09        0.37        0.4        1.61        3.49       -1.42        2.09
1.442888        0.00170        0.800        0.00158        0.00174        0.800        0.800        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0        8.53        0.04        0.99        0.033        0.006        7.00        1.74        8.00        4.29         5        3.10        3.25        3.47        0.00        0.00        0.958        8.2987        1.16        0.31        0.4        0.0        0.000        0.00        0.00        1.10        0.40        0.4        1.61        2.20       -1.41        1.71
1.442888        0.00170        0.900        0.00153        0.00168        0.900        0.900        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0        9.77        0.04        0.99        0.037        0.007        8.00        1.95        9.00        3.75         5        3.06        3.25        3.36        0.00        0.00        0.953        9.1736        1.15        0.29        0.4        0.0        0.000        0.00        0.00        1.10        0.39        0.4        1.58        2.76       -1.55        1.88
1.442888        0.00790        0.900        0.00790        0.00911        0.900        0.900        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0        4.46        0.09        0.99        0.080        0.012        8.00        1.25        9.00        3.75         3        2.85        3.06        3.68        0.00        0.00        0.951        3.9275        1.13        1.03        0.2        0.0        0.000        0.00        0.00        1.09        0.42        0.4        1.74        0.98       -0.31        1.27
1.442888        0.00330        0.900        0.00310        0.00347        0.900        0.900        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0        6.94        0.06        0.99        0.051        0.009        8.00        1.65        9.00        3.75         4        3.00        3.17        3.46        0.00        0.00        0.952        6.3960        1.15        0.57        0.3        0.0        0.000        0.00        0.00        1.10        0.40        0.4        1.64        1.84       -0.93        1.58
1.442888        0.00330        1.000        0.00295        0.00339        1.000        1.000        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0        7.80        0.06        0.99        0.057        0.010        9.00        1.67       10.00        3.33         4        2.97        3.17        3.37        0.00        0.00        0.947        6.9440        1.13        0.56        0.3        0.0        0.000        0.00        0.00        1.09        0.39        0.4        1.64        2.25       -0.91        1.69
1.442888        0.00330        1.100        0.00305        0.00367        1.100        1.100        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0        8.66        0.06        0.99        0.063        0.011       10.00        1.51       11.00        3.00         4        2.94        3.17        3.28        0.00        0.00        0.942        7.4140        1.12        0.53        0.3        0.0        0.000        0.00        0.00        1.09        0.37        0.4        1.65        2.65       -0.99        1.82
1.442888        0.00810        1.000        0.00764        0.00856        1.000        1.000        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0        4.95        0.09        0.99        0.090        0.013        9.00        1.21       10.00        3.33         3        2.85        3.07        3.57        0.00        0.00        0.946        4.1943        1.12        1.03        0.1        0.0        0.000        0.00        0.00        1.09        0.41        0.4        1.74        1.22       -0.27        1.35
1.442888        0.00820        1.000        0.00821        0.00958        1.000        1.000        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0        4.92        0.09        0.99        0.091        0.013        9.00        1.23       10.00        3.33         3        2.87        3.07        3.53        0.00        0.00        0.946        4.1619        1.12        1.04        0.2        0.0        0.000        0.00        0.00        1.09        0.41        0.4        1.75        1.29       -0.40        1.38
1.442888        0.00830        1.100        0.00753        0.00884        1.100        1.100        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0        5.42        0.09        0.99        0.101        0.014       10.00        1.12       11.00        3.00         3        2.86        3.07        3.45        0.00        0.00        0.941        4.4042        1.10        1.03        0.2        0.0        0.000        0.00        0.00        1.08        0.39        0.4        1.78        1.53       -0.37        1.45
1.309013        0.00320        0.800        0.00321        0.00366        0.800        0.800        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0        6.12        0.06        0.99        0.045        0.009        7.00        1.68        8.00        4.29         4        3.01        3.16        3.63        0.00        0.00        0.956        5.5297        1.18        0.63        0.3        0.0        0.000        0.00        0.00        1.11        0.44        0.4        1.95        1.37       -0.89        1.42
1.309013        0.00030        0.700        0.00029        0.00032        0.700        0.700        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0       17.14        0.02        0.99        0.012        0.003        6.00        3.00        7.00        5.00         9        3.29        3.38        3.45        0.00        0.00        0.963       16.3044        1.16       -0.13        0.5        0.0        0.000        0.00        0.00        1.10        0.39        0.4        1.93        4.67       -3.51        2.59
1.309013        0.00060        0.800        0.00055        0.00066        0.800        0.800        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0       14.03        0.02        0.99        0.020        0.004        7.00        2.37        8.00        4.29         7        3.18        3.35        3.40        0.00        0.00        0.958       12.9388        1.18        0.04        0.5        0.0        0.000        0.00        0.00        1.10        0.39        0.4        1.87        3.89       -2.69        2.28
1.309013        0.00100        0.900        0.00086        0.00096        0.900        0.900        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0       12.86        0.03        0.99        0.028        0.006        8.00        2.52        9.00        3.75         6        3.10        3.29        3.34        0.00        0.00        0.953       11.4428        1.17        0.16        0.4        0.0        0.000        0.00        0.00        1.11        0.38        0.4        1.86        3.70       -2.35        2.19
1.309013        0.00160        1.000        0.00158        0.00178        1.000        1.000        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0       11.01        0.04        0.99        0.041        0.008        9.00        2.33       10.00        3.33         5        3.03        3.23        3.30        0.00        0.00        0.947        9.4390        1.17        0.33        0.4        0.0        0.000        0.00        0.00        1.11        0.38        0.4        1.87        3.20       -1.87        2.01
1.309013        0.00170        0.800        0.00154        0.00176        0.800        0.800        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0        8.53        0.04        0.99        0.033        0.007        7.00        1.90        8.00        4.29         5        3.11        3.24        3.50        0.00        0.00        0.957        7.8282        1.19        0.37        0.4        0.0        0.000        0.00        0.00        1.11        0.42        0.4        1.89        2.09       -1.57        1.68
1.309013        0.00170        0.900        0.00160        0.00166        0.900        0.900        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0        9.76        0.04        0.99        0.037        0.007        8.00        2.06        9.00        3.75         5        3.07        3.24        3.40        0.00        0.00        0.952        8.6596        1.18        0.36        0.4        0.0        0.000        0.00        0.00        1.11        0.40        0.4        1.86        2.61       -1.74        1.84
1.309013        0.00320        0.700        0.00318        0.00347        0.700        0.700        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0        5.27        0.06        0.99        0.039        0.008        6.00        1.52        7.00        5.00         4        3.03        3.15        3.73        0.00        0.00        0.961        4.9424        1.18        0.62        0.4        0.0        0.000        0.00        0.00        1.11        0.46        0.5        2.01        1.06       -0.89        1.33
1.309013        0.00330        1.000        0.00303        0.00329        1.000        1.000        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0        7.79        0.06        0.99        0.057        0.010        9.00        1.84       10.00        3.33         4        2.98        3.17        3.40        0.00        0.00        0.947        6.5728        1.17        0.63        0.4        0.0        0.000        0.00        0.00        1.11        0.40        0.4        1.93        2.12       -1.16        1.66
1.309013        0.00330        1.100        0.00286        0.00341        1.100        1.100        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0        8.66        0.06        0.99        0.063        0.011       10.00        1.86       11.00        3.00         4        2.95        3.17        3.32        0.00        0.00        0.942        7.0650        1.16        0.61        0.3        0.0        0.000        0.00        0.00        1.11        0.39        0.4        1.94        2.54       -1.10        1.78
1.309013        0.00330        1.200        0.00294        0.00328        1.200        1.200        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0        9.55        0.06        0.99        0.069        0.012       11.00        1.59       12.00        2.73         4        2.91        3.15        3.24        0.00        0.00        0.937        7.5047        1.13        0.57        0.3        0.0        0.000        0.00        0.00        1.10        0.37        0.4        1.99        3.00       -1.08        1.91
1.309013        0.00340        1.200        0.00336        0.00341        1.200        1.200        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0        9.40        0.06        0.99        0.070        0.012       11.00        1.67       12.00        2.73         4        2.95        3.16        3.26        0.00        0.00        0.937        7.3841        1.13        0.58        0.4        0.0        0.000        0.00        0.00        1.10        0.38        0.4        2.01        2.75       -1.37        1.85
1.309013        0.00830        1.100        0.00808        0.00866        1.100        1.100        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0        5.43        0.09        0.99        0.100        0.015       10.00        1.35       11.00        3.00         3        2.86        3.07        3.48        0.00        0.00        0.940        4.2265        1.14        1.10        0.2        0.0        0.000        0.00        0.00        1.10        0.41        0.4        2.09        1.47       -0.50        1.43
1.309013        0.00840        1.200        0.00817        0.00871        1.200        1.200        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0        5.92        0.09        0.99        0.110        0.016       11.00        1.28       12.00        2.73         3        2.86        3.07        3.41        0.00        0.00        0.935        4.4341        1.13        1.09        0.2        0.0        0.000        0.00        0.00        1.10        0.39        0.4        2.14        1.70       -0.49        1.51
1.309013        0.00330        0.900        0.00309        0.00342        0.900        0.900        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0        6.94        0.06        0.99        0.051        0.010        8.00        1.79        9.00        3.75         4        3.00        3.17        3.50        0.00        0.00        0.952        6.0628        1.18        0.64        0.4        0.0        0.000        0.00        0.00        1.11        0.42        0.4        1.92        1.75       -1.03        1.55
1.187559        0.00320        1.400        0.00306        0.00321        1.400        1.400        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0       11.38        0.06        0.99        0.079        0.014       13.00        1.55       14.00        2.31         4        2.85        3.11        3.13        0.00        0.00        0.926        7.8775        1.13        0.55        0.3        0.0        0.000        0.00        0.00        1.10        0.36        0.4        2.88        3.87       -0.97        2.15
1.187559        0.00330        1.100        0.00312        0.00367        1.100        1.100        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0        8.64        0.06        0.99        0.063        0.012       10.00        2.01       11.00        3.00         4        2.96        3.17        3.36        0.00        0.00        0.941        6.6549        1.20        0.69        0.4        0.0        0.000        0.00        0.00        1.13        0.40        0.4        2.56        2.39       -1.27        1.74
1.187559        0.00060        0.800        0.00058        0.00062        0.800        0.800        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0       13.98        0.02        0.99        0.020        0.005        7.00        2.92        8.00        4.29         7        3.21        3.35        3.43        0.00        0.00        0.957       12.1105        1.21        0.12        0.6        0.0        0.000        0.00        0.00        1.12        0.40        0.4        2.41        3.53       -3.09        2.17
1.187559        0.00100        0.900        0.00084        0.00098        0.900        0.900        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0       12.80        0.03        0.99        0.028        0.006        8.00        2.49        9.00        3.75         6        3.12        3.30        3.37        0.00        0.00        0.952       10.7164        1.21        0.24        0.6        0.0        0.000        0.00        0.00        1.13        0.40        0.4        2.42        3.37       -2.68        2.09
1.187559        0.00160        1.000        0.00160        0.00165        1.000        1.000        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0       10.99        0.04        0.99        0.041        0.008        9.00        2.27       10.00        3.33         5        3.04        3.24        3.34        0.00        0.00        0.947        8.8661        1.21        0.41        0.5        0.0        0.000        0.00        0.00        1.13        0.40        0.4        2.43        3.00       -2.05        1.95
1.187559        0.00160        1.100        0.00137        0.00163        1.100        1.100        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0       12.28        0.04        0.99        0.044        0.009       10.00        2.27       11.00        3.00         5        2.99        3.22        3.26        0.00        0.00        0.942        9.5808        1.19        0.37        0.4        0.0        0.000        0.00        0.00        1.12        0.38        0.4        2.54        3.69       -1.95        2.15
1.187559        0.00170        0.900        0.00148        0.00176        0.900        0.900        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0        9.74        0.04        0.99        0.037        0.008        8.00        2.39        9.00        3.75         5        3.09        3.24        3.43        0.00        0.00        0.952        8.1195        1.22        0.43        0.5        0.0        0.000        0.00        0.00        1.13        0.42        0.4        2.44        2.46       -1.89        1.79
1.187559        0.00310        0.700        0.00306        0.00363        0.700        0.700        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0        5.37        0.06        0.99        0.039        0.008        6.00        1.62        7.00        5.00         4        2.98        3.14        3.88        0.00        0.00        0.961        4.7411        1.21        0.66        0.4        0.0        0.000        0.00        0.00        1.09        0.45        0.5        2.65        0.79       -0.87        1.23
1.187559        0.00330        1.000        0.00307        0.00342        1.000        1.000        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0        7.78        0.06        0.99        0.057        0.011        9.00        2.06       10.00        3.33         4        2.99        3.17        3.45        0.00        0.00        0.946        6.1897        1.21        0.70        0.4        0.0        0.000        0.00        0.00        1.13        0.42        0.4        2.53        2.01       -1.26        1.63
1.187559        0.00330        1.200        0.00307        0.00335        1.200        1.200        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0        9.51        0.06        0.99        0.069        0.013       11.00        1.92       12.00        2.73         4        2.93        3.16        3.27        0.00        0.00        0.936        7.0847        1.18        0.66        0.4        0.0        0.000        0.00        0.00        1.12        0.39        0.4        2.62        2.81       -1.35        1.86
1.187559        0.00330        1.300        0.00302        0.00334        1.300        1.300        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0       10.41        0.06        0.99        0.074        0.013       12.00        1.90       13.00        2.50         4        2.90        3.14        3.20        0.00        0.00        0.931        7.4831        1.16        0.62        0.4        0.0        0.000        0.00        0.00        1.11        0.37        0.4        2.75        3.28       -1.28        1.99
1.187559        0.00810        0.900        0.00809        0.00903        0.900        0.900        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0        4.40        0.09        0.99        0.081        0.013        8.00        1.57        9.00        3.75         3        2.89        3.06        3.68        0.00        0.00        0.949        3.4885        1.20        1.18        0.4        0.0        0.000        0.00        0.00        1.12        0.47        0.5        2.74        0.99       -0.68        1.30
1.187559        0.00820        1.100        0.00815        0.00919        1.100        1.100        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0        5.45        0.09        0.99        0.100        0.016       10.00        1.59       11.00        3.00         3        2.86        3.07        3.55        0.00        0.00        0.939        4.0288        1.18        1.18        0.3        0.0        0.000        0.00        0.00        1.12        0.43        0.4        2.77        1.37       -0.56        1.40
1.187559        0.00840        1.200        0.00776        0.00886        1.200        1.200        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0        5.94        0.09        0.99        0.110        0.017       11.00        1.52       12.00        2.73         3        2.86        3.07        3.44        0.00        0.00        0.934        4.2330        1.17        1.17        0.3        0.0        0.000        0.00        0.00        1.12        0.42        0.4        2.84        1.62       -0.60        1.48
1.187559        0.00850        1.300        0.00767        0.00849        1.300        1.300        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0        6.44        0.09        0.99        0.120        0.018       12.00        1.42       13.00        2.50         3        2.85        3.07        3.37        0.00        0.00        0.929        4.4301        1.15        1.15        0.2        0.0        0.000        0.00        0.00        1.11        0.40        0.4        2.93        1.86       -0.53        1.55
1.187559        0.00850        1.400        0.00762        0.00896        1.400        1.400        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0        6.95        0.09        0.99        0.129        0.019       13.00        1.19       14.00        2.31         3        2.83        3.07        3.32        0.00        0.00        0.924        4.5985        1.13        1.12        0.2        0.0        0.000        0.00        0.00        1.10        0.38        0.4        3.04        2.11       -0.46        1.62
1.187559        0.00860        1.300        0.00860        0.00969        1.300        1.300        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0        6.39        0.09        0.99        0.121        0.018       12.00        1.35       13.00        2.50         3        2.86        3.08        3.37        0.00        0.00        0.929        4.3899        1.15        1.16        0.3        0.0        0.000        0.00        0.00        1.11        0.40        0.4        2.94        1.84       -0.67        1.55
1.187559        0.00860        1.400        0.00818        0.00992        1.400        1.400        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0        6.92        0.09        0.99        0.130        0.019       13.00        1.20       14.00        2.31         3        2.84        3.07        3.31        0.00        0.00        0.924        4.5757        1.13        1.13        0.2        0.0        0.000        0.00        0.00        1.10        0.38        0.4        3.05        2.10       -0.54        1.62
1.077373        0.00160        1.200        0.00153        0.00168        1.200        1.200        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0       13.53        0.04        0.99        0.048        0.010       11.00        2.75       12.00        2.73         5        2.97        3.20        3.21        0.00        0.00        0.936        9.5870        1.21        0.42        0.5        0.0        0.000        0.00        0.00        1.13        0.38        0.4        4.96        4.10       -2.26        2.26
1.077373        0.00330        1.000        0.00325        0.00351        1.000        1.000        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0        7.78        0.06        0.99        0.057        0.011        9.00        2.22       10.00        3.33         4        3.00        3.16        3.48        0.00        0.00        0.945        5.7908        1.25        0.78        0.5        0.0        0.000        0.00        0.00        1.15        0.44        0.4        4.75        1.89       -1.42        1.59
1.077373        0.00320        0.900        0.00318        0.00353        0.900        0.900        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0        6.95        0.06        0.99        0.051        0.010        8.00        2.06        9.00        3.75         4        3.01        3.15        3.58        0.00        0.00        0.950        5.3400        1.25        0.78        0.5        0.0        0.000        0.00        0.00        1.15        0.46        0.5        4.75        1.55       -1.29        1.49
1.077373        0.00320        0.800        0.00320        0.00353        0.800        0.800        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0        6.12        0.06        0.99        0.045        0.009        7.00        1.90        8.00        4.29         4        3.02        3.15        3.67        0.00        0.00        0.955        4.8654        1.25        0.77        0.5        0.0        0.000        0.00        0.00        1.14        0.48        0.5        4.83        1.23       -1.22        1.39
1.077373        0.00170        1.000        0.00153        0.00177        1.000        1.000        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0       10.95        0.04        0.99        0.041        0.009        9.00        2.50       10.00        3.33         5        3.06        3.24        3.38        0.00        0.00        0.946        8.2735        1.25        0.49        0.6        0.0        0.000        0.00        0.00        1.15        0.42        0.4        4.54        2.80       -2.20        1.89
1.077373        0.00330        1.200        0.00312        0.00351        1.200        1.200        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0        9.48        0.06        0.99        0.069        0.013       11.00        2.25       12.00        2.73         4        2.95        3.16        3.32        0.00        0.00        0.935        6.6429        1.23        0.75        0.5        0.0        0.000        0.00        0.00        1.14        0.41        0.4        4.97        2.62       -1.56        1.81
1.077373        0.00160        1.100        0.00146        0.00173        1.100        1.100        0.10        1.0        1.0        1.0        8.0       -2.0       -2.0       -2.0       -2.0       12.21        0.04        0.99        0.045        0.009       10.00        2.68       11.00        3.00         5        3.02        3.23        3.29        0.00        0.00        0.941        8.9399        1.24        0.47        0.6        0.0        0.000        0.00        0.00        1.14        0.40        0.4        4.71        3.34       -2.39        2.05
