xi              mu_min         mu_max         p_min        p_max        ep          alpha_m    chi_m      Pm         alpha_t    ddmp       ddmt       ddmv       ddmb       Iflag     gamma1          gamma2          Hmax        x1          x2          dx1         dx2         mu             p            q            delta        ms           alpha_v      kappa_BP       lambda_BP   Omega_star   E           x_SM        x_A
1.000000        0.00572        0.00661        1.734        1.734        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00587        1.734       10.581        0.992        0.133        0.077        9.70001        1.34        0.911       -0.28        2.26        0.00
1.000000        0.03975        0.04443        1.734        1.734        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.04311        1.734        3.889        0.988        0.360        0.208        4.24889        1.40        0.907       -0.18        1.95        0.00
1.000000        0.05241        0.05985        0.645        0.645        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05241        0.645        1.179        0.991        0.148        0.229        1.39165        1.40        0.964       -0.14        4.28        0.00
1.000000        0.91293        1.08079        1.190        1.190        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        1.05844        1.190        0.489        0.923        1.224        1.029        0.51600        1.34        0.872       -0.33        1.73        0.00
1.000000        0.05163        0.06132        1.462        1.462        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05663        1.462        2.827        0.988        0.348        0.238        3.24787        1.42        0.921       -0.14        2.30        0.00
1.000000        0.05510        0.05776        0.917        0.917        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05510        0.917        1.723        0.990        0.215        0.235        2.00572        1.42        0.949       -0.12        4.06        0.00
0.672336        0.05313        0.05984        1.734        1.734        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05649        1.734        3.388        0.985        0.412        0.238        2.55871        1.64        0.905        0.25        2.33        0.00
0.672336        0.05225        0.05995        1.190        1.190        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05225        1.190        2.354        0.987        0.272        0.229        1.80626        1.64        0.934        0.29        4.24        0.00
0.672336        0.05420        0.06141        0.917        0.917        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05420        0.917        1.734        0.988        0.213        0.233        1.35555        1.63        0.948        0.28        4.30        0.00
0.672336        0.01516        0.01714        2.007        2.007        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.01516        2.007        7.660        0.989        0.247        0.123        4.96027        1.59        0.895        0.14        2.38        0.00
0.672336        0.03908        0.04424        2.007        2.007        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.04424        2.007        4.469        0.986        0.422        0.210        3.22505        1.62        0.892        0.20        2.23        0.00
0.672336        0.05658        0.06159        0.645        0.645        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05658        0.645        1.133        0.989        0.153        0.238        0.91701        1.60        0.962        0.24        4.43        0.00
0.672336        0.05507        0.05852        1.462        1.462        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05852        1.462        2.776        0.986        0.354        0.242        2.13272        1.65        0.919        0.27        3.15        0.00
0.452035        0.05313        0.05984        2.007        2.007        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05701        2.007        3.927        0.983        0.479        0.239        1.94730        1.97        0.889        0.81        2.37        0.00
0.452035        0.01141        0.01212        2.552        2.552        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.01212        2.552       11.002        0.988        0.281        0.110        4.54456        1.85        0.867        0.57        2.14        0.00
0.452035        0.05389        0.05908        1.190        1.190        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05389        1.190        2.315        0.986        0.276        0.232        1.19295        1.97        0.933        0.89        4.44        0.00
0.452035        0.05516        0.06163        0.917        0.917        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05516        0.917        1.717        0.987        0.215        0.235        0.90409        1.95        0.947        0.88        4.45        0.00
0.452035        0.01056        0.01285        2.007        2.007        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.01285        2.007        8.313        0.988        0.228        0.113        3.64063        1.94        0.894        0.77        2.51        0.00
0.452035        0.01163        0.01272        1.734        1.734        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.01272        1.734        7.161        0.988        0.196        0.113        3.18684        1.95        0.908        0.82        2.67        0.00
0.452035        0.05493        0.06123        1.734        1.734        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.06123        1.734        3.248        0.984        0.429        0.247        1.64869        1.98        0.903        0.85        3.02        0.00
0.452035        0.98767        1.07411        1.462        1.462        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        1.05250        1.462        0.599        0.902        1.500        1.026        0.26334        1.81        0.841        0.45        1.83        0.00
0.452035        0.05302        0.05850        1.462        1.462        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05302        1.462        2.915        0.985        0.337        0.230        1.47853        1.98        0.918        0.88        4.37        0.00
0.303920        0.05430        0.06173        1.190        1.190        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05430        1.190        2.305        0.985        0.277        0.233        0.79633        2.45        0.932        1.79        4.60        0.00
0.303920        0.03930        0.04542        2.824        2.824        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.03930        2.824        6.750        0.983        0.560        0.198        2.01926        2.40        0.848        1.47        1.96        0.00
0.303920        0.05430        0.06173        2.279        2.279        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05778        2.279        4.449        0.982        0.548        0.240        1.44747        2.46        0.874        1.64        2.46        0.00
0.303920        0.01155        0.01251        2.007        2.007        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.01251        2.007        8.419        0.988        0.224        0.112        2.48617        2.44        0.894        1.66        2.62        0.00
0.303920        0.05724        0.05889        2.007        2.007        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05889        2.007        3.860        0.982        0.487        0.243        1.28244        2.47        0.889        1.70        3.09        0.00
0.303920        0.05681        0.06217        2.552        2.552        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05681        2.552        5.044        0.981        0.608        0.238        1.59926        2.45        0.860        1.57        2.42        0.00
0.303920        0.05174        0.06145        1.462        1.462        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05174        1.462        2.949        0.985        0.333        0.227        0.99756        2.47        0.918        1.78        4.47        0.00
0.303920        0.95791        1.04861        1.734        1.734        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.95791        1.734        0.745        0.893        1.697        0.979        0.20756        2.24        0.820        1.12        1.75        0.00
0.303920        0.05732        0.05770        1.734        1.734        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05732        1.734        3.356        0.983        0.415        0.239        1.13048        2.47        0.903        1.75        4.66        0.00
0.303920        0.05317        0.06146        0.917        0.917        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05317        0.917        1.747        0.986        0.211        0.231        0.61623        2.42        0.946        1.77        4.61        0.00
0.204336        0.03787        0.04562        3.097        3.097        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.04017        3.097        7.336        0.981        0.621        0.200        1.44593        3.13        0.833        2.64        2.02        0.00
0.204336        0.05664        0.05824        0.645        0.645        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05664        0.645        1.130        0.987        0.154        0.238        0.28192        3.02        0.960        2.95        4.98        0.00
0.204336        0.05676        0.05937        1.734        1.734        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05676        1.734        3.371        0.983        0.413        0.238        0.75891        3.21        0.903        3.07        4.81        0.00
0.204336        0.05416        0.05949        2.007        2.007        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05949        2.007        3.838        0.982        0.490        0.244        0.85359        3.21        0.888        3.01        3.52        0.00
0.204336        0.05712        0.06104        2.279        2.279        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.06104        2.279        4.324        0.981        0.563        0.247        0.94568        3.21        0.873        2.94        3.12        0.00
0.204336        0.05332        0.05748        0.917        0.917        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05332        0.917        1.744        0.986        0.212        0.231        0.41360        3.12        0.946        3.09        4.78        0.00
0.204336        0.05264        0.05758        1.462        1.462        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05264        1.462        2.921        0.984        0.335        0.229        0.66311        3.20        0.917        3.11        4.65        0.00
0.204336        0.05693        0.05923        2.824        2.824        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05693        2.824        5.589        0.979        0.674        0.239        1.15930        3.18        0.845        2.76        2.46        0.00
0.204336        0.91550        1.04504        1.734        1.734        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        1.02885        1.734        0.713        0.885        1.759        1.014        0.13180        2.88        0.812        2.14        1.92        0.00
0.204336        0.05410        0.05806        2.552        2.552        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05806        2.552        4.986        0.980        0.615        0.241        1.06319        3.20        0.859        2.85        2.80        0.00
0.204336        0.05332        0.05748        1.190        1.190        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05332        1.190        2.325        0.985        0.275        0.231        0.53778        3.17        0.931        3.13        4.71        0.00
0.204336        0.01102        0.01273        3.097        3.097        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.01273        3.097       13.097        0.986        0.349        0.113        2.41440        3.03        0.839        2.50        2.39        0.00
0.204336        0.01119        0.01173        3.369        3.369        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.01124        3.369       15.204        0.986        0.357        0.106        2.68567        2.90        0.826        2.24        2.07        0.00
0.137382        0.90954        1.03816        2.007        2.007        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.91155        2.007        0.879        0.880        1.916        0.955        0.10399        3.85        0.796        3.62        1.82        0.00
0.137382        0.05454        0.06038        1.734        1.734        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05454        1.734        3.439        0.983        0.405        0.234        0.51672        4.30        0.903        5.04        4.82        0.00
0.137382        0.05234        0.05838        0.917        0.917        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05234        0.917        1.760        0.986        0.210        0.229        0.28003        4.16        0.945        5.06        4.89        0.00
0.137382        0.05555        0.05746        0.645        0.645        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05555        0.645        1.140        0.986        0.152        0.236        0.19135        4.01        0.959        4.85        5.10        0.00
0.137382        0.03797        0.04334        3.369        3.369        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.04133        3.369        7.878        0.980        0.685        0.203        1.02284        4.21        0.819        4.35        2.08        0.00
0.137382        0.02890        0.03199        3.641        3.641        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.02953        3.641       10.114        0.982        0.626        0.172        1.24463        4.11        0.807        4.12        1.82        0.00
0.137382        0.05234        0.05838        2.279        2.279        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05838        2.279        4.422        0.981        0.551        0.242        0.64597        4.31        0.874        4.86        3.36        0.00
0.137382        0.05691        0.05957        2.007        2.007        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05691        2.007        3.924        0.982        0.479        0.239        0.58240        4.31        0.888        4.96        4.85        0.00
0.137382        0.05352        0.05877        1.190        1.190        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05352        1.190        2.320        0.985        0.275        0.231        0.36031        4.24        0.931        5.11        4.86        0.00
0.137382        0.65685        0.76477        2.279        2.279        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.73104        2.279        1.133        0.889        1.949        0.855        0.13062        3.90        0.792        3.68        1.58        0.00
0.137382        0.05413        0.06133        3.097        3.097        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05413        3.097        6.301        0.978        0.721        0.233        0.85328        4.26        0.831        4.50        2.41        0.00
0.137382        0.05398        0.06212        2.552        2.552        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.06212        2.552        4.816        0.979        0.636        0.249        0.69138        4.30        0.859        4.75        3.14        0.00
0.137382        0.05715        0.05768        1.462        1.462        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05715        1.462        2.802        0.984        0.350        0.239        0.42981        4.28        0.917        5.10        4.95        0.00
0.137382        0.94111        1.08303        1.734        1.734        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        1.08303        1.734        0.690        0.879        1.805        1.041        0.08505        3.82        0.807        3.64        2.91        0.00
0.137382        0.05719        0.05867        2.824        2.824        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05867        2.824        5.502        0.979        0.684        0.242        0.76867        4.29        0.845        4.63        2.89        0.00
0.092367        0.68093        0.74056        2.552        2.552        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.68093        2.552        1.312        0.883        2.106        0.825        0.09696        5.34        0.774        5.81        1.57        0.00
0.092367        0.05366        0.05836        2.279        2.279        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05836        2.279        4.421        0.980        0.551        0.242        0.43314        5.95        0.873        7.72        3.59        0.00
0.092367        0.05203        0.06109        0.917        0.917        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05203        0.917        1.765        0.985        0.209        0.228        0.18868        5.71        0.945        7.99        5.00        0.00
0.092367        0.05657        0.06100        1.190        1.190        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05657        1.190        2.255        0.984        0.283        0.238        0.23656        5.83        0.931        8.07        5.15        0.00
0.092367        0.05203        0.06109        3.369        3.369        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05203        3.369        7.004        0.977        0.768        0.228        0.62012        5.88        0.817        7.04        2.40        0.00
0.092367        0.05689        0.06296        2.552        2.552        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.06296        2.552        4.782        0.979        0.640        0.251        0.46094        5.94        0.858        7.56        3.39        0.00
0.092367        0.38063        0.41613        3.097        3.097        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.41107        3.097        2.128        0.910        1.986        0.641        0.15545        5.54        0.773        6.11        1.24        0.00
0.092367        0.51836        0.54574        2.824        2.824        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.52521        2.824        1.688        0.898        2.047        0.725        0.12387        5.45        0.775        5.99        1.38        0.00
0.092367        0.05382        0.06127        1.462        1.462        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05382        1.462        2.887        0.984        0.339        0.232        0.29552        5.89        0.917        8.05        4.97        0.00
0.092367        0.98162        1.00595        2.007        2.007        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.99379        2.007        0.832        0.870        2.001        0.997        0.06522        5.23        0.786        5.73        1.98        0.00
0.092367        0.05661        0.06189        1.734        1.734        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05661        1.734        3.374        0.982        0.413        0.238        0.34116        5.93        0.902        7.97        5.09        0.00
0.092367        0.04121        0.04505        3.641        3.641        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.04145        3.641        8.512        0.979        0.741        0.204        0.72644        5.82        0.804        6.84        2.18        0.00
0.092367        0.02956        0.03040        3.914        3.914        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.03040        3.914       10.726        0.981        0.682        0.174        0.87568        5.72        0.792        6.58        1.97        0.00
0.092367        0.05689        0.06296        3.097        3.097        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05917        3.097        6.020        0.977        0.753        0.243        0.55030        5.91        0.830        7.22        2.66        0.00
0.092367        0.05467        0.06105        2.824        2.824        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.06105        2.824        5.390        0.978        0.698        0.247        0.50672        5.93        0.844        7.39        3.13        0.00
0.092367        0.05657        0.06100        0.645        0.645        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05657        0.645        1.130        0.986        0.153        0.238        0.12785        5.48        0.959        7.68        5.25        0.00
0.092367        0.05382        0.06127        2.007        2.007        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05382        2.007        4.035        0.982        0.466        0.232        0.39976        5.94        0.888        7.86        4.78        0.00
0.062102        0.05700        0.06007        1.734        1.734        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05700        1.734        3.361        0.982        0.414        0.239        0.22830        8.34        0.902       12.33        5.26        0.00
0.062102        0.05173        0.05899        2.279        2.279        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05331        2.279        4.628        0.981        0.526        0.231        0.30233        8.38        0.874       11.98        4.71        0.00
0.062102        0.02740        0.03070        4.186        4.186        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.03029        4.186       11.504        0.980        0.729        0.174        0.62148        8.11        0.778       10.17        1.94        0.00
0.062102        0.03765        0.04294        3.914        3.914        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.04063        3.914        9.254        0.978        0.789        0.202        0.51858        8.22        0.790       10.49        2.73        0.00
0.062102        0.03951        0.04497        3.641        3.641        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.04497        3.641        8.164        0.978        0.772        0.212        0.47201        8.26        0.804       10.76        2.75        0.00
0.062102        0.05429        0.05811        0.917        0.917        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05429        0.917        1.727        0.985        0.214        0.233        0.12468        8.02        0.945       12.34        5.24        0.00
