xi              mu_min         mu_max         p_min        p_max        ep          alpha_m    chi_m      Pm         alpha_t    ddmp       ddmt       ddmv       ddmb       Iflag     gamma1          gamma2          Hmax        x1          x2          dx1         dx2         mu             p            q            delta        ms           alpha_v      kappa_BP       lambda_BP   Omega_star   E           x_SM        x_A
0.062102        0.05173        0.05899        1.190        1.190        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05173        1.190        2.359        0.984        0.271        0.227        0.16476        8.19        0.931       12.46        5.00        0.00
0.062102        0.05417        0.05931        1.462        1.462        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05417        1.462        2.877        0.983        0.340        0.233        0.19788        8.29        0.917       12.44        5.13        0.00
0.062102        0.35640        0.38978        3.369        3.369        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.37505        3.369        2.429        0.910        2.063        0.612        0.11545        7.80        0.760        9.42        1.23        0.00
0.062102        0.90185        1.02848        2.279        2.279        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.90185        2.279        0.991        0.864        2.164        0.950        0.04980        7.33        0.769        8.82        1.92        0.00
0.062102        0.94942        1.08527        2.007        2.007        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        1.05980        2.007        0.798        0.861        2.066        1.029        0.04163        7.28        0.779        8.85        2.13        0.00
0.062102        0.66767        0.74381        2.552        2.552        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.72477        2.552        1.261        0.876        2.173        0.851        0.06195        7.45        0.768        8.99        1.67        0.00
0.062102        0.05628        0.05821        2.007        2.007        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05628        2.007        3.945        0.981        0.476        0.237        0.26319        8.37        0.888       12.17        5.08        0.00
0.062102        0.05417        0.05863        2.824        2.824        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05863        2.824        5.502        0.978        0.684        0.242        0.34695        8.36        0.844       11.51        3.25        0.00
0.062102        0.05480        0.06191        2.552        2.552        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.06191        2.552        4.822        0.979        0.635        0.249        0.31180        8.38        0.858       11.75        3.50        0.00
0.062102        0.00831        0.00924        4.459        4.459        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00915        4.459       22.444        0.985        0.427        0.096        1.15511        7.37        0.773        8.95        2.01        0.00
0.041753        0.05559        0.06258        2.279        2.279        0.10        1.0        1.0        1.0        0.0       -5.0       -5.0       -5.0       -5.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05559        2.279        4.531        0.980        0.537        0.236        0.19932       12.00        0.874       18.30        4.97        0.00
