x               rho            P              T              ur             uphi           uz             Br             Bphi           Bz             m
0.010000        0.99986        0.99987        1.00001        0.08410        0.98769       -0.00007        0.02670       -0.43995        1.00002        0.99990
0.010163        0.99985        0.99987        1.00001        0.08410        0.98769       -0.00007        0.02714       -0.44711        1.00002        0.99990
0.010328        0.99985        0.99986        1.00001        0.08410        0.98769       -0.00007        0.02758       -0.45438        1.00002        0.99989
0.010496        0.99984        0.99985        1.00002        0.08410        0.98769       -0.00007        0.02803       -0.46177        1.00002        0.99989
0.010667        0.99983        0.99985        1.00002        0.08410        0.98769       -0.00008        0.02848       -0.46928        1.00002        0.99988
0.010840        0.99982        0.99984        1.00002        0.08410        0.98769       -0.00008        0.02895       -0.47691        1.00002        0.99988
0.011016        0.99982        0.99983        1.00002        0.08410        0.98769       -0.00008        0.02942       -0.48467        1.00002        0.99987
0.011196        0.99981        0.99983        1.00002        0.08410        0.98769       -0.00008        0.02990       -0.49255        1.00002        0.99986
0.011378        0.99980        0.99982        1.00002        0.08410        0.98769       -0.00008        0.03038       -0.50056        1.00002        0.99986
0.011563        0.99979        0.99981        1.00002        0.08410        0.98769       -0.00008        0.03088       -0.50870        1.00002        0.99985
0.011751        0.99978        0.99980        1.00002        0.08410        0.98769       -0.00008        0.03138       -0.51697        1.00002        0.99985
0.011942        0.99978        0.99980        1.00002        0.08410        0.98769       -0.00009        0.03189       -0.52538        1.00002        0.99984
0.012136        0.99977        0.99979        1.00002        0.08410        0.98769       -0.00009        0.03241       -0.53393        1.00003        0.99984
0.012334        0.99976        0.99978        1.00002        0.08410        0.98769       -0.00009        0.03294       -0.54261        1.00003        0.99983
0.012534        0.99975        0.99977        1.00002        0.08410        0.98769       -0.00009        0.03347       -0.55144        1.00003        0.99982
0.012738        0.99974        0.99977        1.00002        0.08410        0.98769       -0.00009        0.03402       -0.56041        1.00003        0.99982
0.012945        0.99973        0.99976        1.00003        0.08410        0.98769       -0.00009        0.03457       -0.56952        1.00003        0.99981
0.013156        0.99972        0.99975        1.00003        0.08410        0.98769       -0.00009        0.03513       -0.57878        1.00003        0.99981
0.013370        0.99971        0.99974        1.00003        0.08410        0.98769       -0.00010        0.03571       -0.58820        1.00003        0.99980
