x               rho            P              T              ur             uphi           uz             Br             Bphi           Bz             m
0.010000        0.99952        0.99955        1.00003        0.86732        0.97749       -0.00086        0.05989       -0.20721        1.00004        0.99990
0.010163        0.99951        0.99954        1.00003        0.86732        0.97749       -0.00087        0.06087       -0.21058        1.00004        0.99990
0.010328        0.99949        0.99952        1.00003        0.86734        0.97749       -0.00089        0.06186       -0.21401        1.00004        0.99989
0.010496        0.99946        0.99950        1.00003        0.86736        0.97749       -0.00090        0.06287       -0.21749        1.00004        0.99989
0.010667        0.99944        0.99947        1.00004        0.86737        0.97749       -0.00092        0.06389       -0.22102        1.00004        0.99988
0.010840        0.99941        0.99945        1.00004        0.86739        0.97749       -0.00093        0.06493       -0.22462        1.00005        0.99988
0.011016        0.99939        0.99943        1.00004        0.86741        0.97749       -0.00095        0.06599       -0.22827        1.00005        0.99987
0.011196        0.99936        0.99940        1.00004        0.86743        0.97749       -0.00096        0.06706       -0.23198        1.00005        0.99986
0.011378        0.99934        0.99938        1.00004        0.86745        0.97749       -0.00098        0.06815       -0.23576        1.00005        0.99986
0.011563        0.99931        0.99935        1.00004        0.86746        0.97749       -0.00099        0.06926       -0.23959        1.00005        0.99985
0.011751        0.99928        0.99933        1.00005        0.86748        0.97749       -0.00101        0.07039       -0.24349        1.00006        0.99985
0.011942        0.99926        0.99930        1.00005        0.86750        0.97749       -0.00103        0.07154       -0.24745        1.00006        0.99984
0.012136        0.99923        0.99928        1.00005        0.86752        0.97748       -0.00104        0.07270       -0.25147        1.00006        0.99984
0.012334        0.99920        0.99925        1.00005        0.86754        0.97748       -0.00106        0.07388       -0.25556        1.00006        0.99983
0.012534        0.99917        0.99922        1.00005        0.86756        0.97748       -0.00108        0.07509       -0.25972        1.00007        0.99982
0.012738        0.99914        0.99920        1.00005        0.86758        0.97748       -0.00110        0.07631       -0.26394        1.00007        0.99982
0.012945        0.99911        0.99917        1.00006        0.86760        0.97748       -0.00111        0.07755       -0.26823        1.00007        0.99981
0.013156        0.99908        0.99914        1.00006        0.86762        0.97748       -0.00113        0.07881       -0.27260        1.00007        0.99981
0.013370        0.99905        0.99911        1.00006        0.86764        0.97748       -0.00115        0.08010       -0.27703        1.00007        0.99980
0.013587        0.99902        0.99908        1.00006        0.86766        0.97748       -0.00117        0.08140       -0.28153        1.00008        0.99979
