xi              mu_min         mu_max         p_min        p_max        ep          alpha_m    chi_m      Pm         alpha_t    ddmp       ddmt       ddmv       ddmb       Iflag     gamma1          gamma2          Hmax        x1          x2          dx1         dx2         mu             p            q            delta        ms           alpha_v      kappa_BP       lambda_BP   Omega_star   E           x_SM        x_A
0.169387        0.08227        0.09699        2.185        2.359        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.08653        2.316        3.666        0.973        0.681        0.294        0.51128        3.34        0.867        3.17        3.31        9.20
0.169387        0.00080        0.00091        2.556        2.660        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00089        2.658       42.378        0.988        0.079        0.030        5.06856        3.20        0.865        2.95        3.20        3.79
0.169387        0.00144        0.00153        2.705        3.066        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00146        2.885       35.948        0.988        0.110        0.038        4.20233        3.16        0.854        2.83        3.13        3.79
0.169387        0.00139        0.00162        2.628        2.895        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00145        2.761       34.506        0.988        0.105        0.038        4.09132        3.21        0.860        2.94        3.17        3.88
0.169387        0.09139        0.10680        1.982        2.201        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.09139        2.091        3.208        0.974        0.632        0.302        0.46442        3.37        0.878        3.28        3.70        9.33
0.169387        0.00136        0.00150        2.428        2.824        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00143        2.626       32.929        0.988        0.099        0.038        3.96125        3.25        0.866        3.05        3.21        4.00
0.153670        0.00239        0.00281        2.798        2.836        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00266        2.817       25.994        0.987        0.145        0.052        2.80168        3.50        0.857        3.43        3.23        4.23
0.153670        0.00255        0.00285        2.641        3.003        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00266        2.822       26.035        0.987        0.146        0.052        2.80462        3.50        0.857        3.43        3.21        4.23
0.153670        0.00139        0.00151        2.713        3.008        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00150        2.999       36.953        0.987        0.116        0.039        3.89824        3.38        0.849        3.19        3.15        3.83
0.153670        0.00089        0.00097        2.668        2.907        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00091        2.788       43.996        0.988        0.084        0.030        4.74002        3.42        0.859        3.31        3.20        3.81
0.153670        0.00148        0.00168        2.831        3.164        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00150        2.998       36.954        0.987        0.116        0.039        3.89896        3.38        0.849        3.19        3.31        3.82
0.153670        0.00146        0.00163        2.799        2.985        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00149        2.892       35.762        0.987        0.111        0.039        3.81800        3.43        0.854        3.30        3.18        3.92
0.139412        0.01629        0.01915        2.432        2.894        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.01629        2.461        9.104        0.984        0.314        0.128        0.92829        3.87        0.871        4.12        3.46        7.15
0.139412        0.08698        0.09106        2.222        2.548        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.09014        2.466        3.830        0.972        0.741        0.300        0.43649        3.84        0.858        4.00        3.32        9.02
0.139412        0.01620        0.01806        2.399        2.856        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.01620        2.428        9.001        0.984        0.309        0.127        0.92042        3.88        0.872        4.14        3.47        7.65
0.139412        0.00576        0.00641        2.716        3.000        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00580        2.858       17.851        0.986        0.218        0.076        1.74881        3.81        0.854        3.93        3.30        4.82
0.139412        0.01537        0.01709        2.479        2.831        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.01670        2.655        9.727        0.984        0.343        0.129        0.97482        3.83        0.861        4.00        3.36        6.22
0.139412        0.00142        0.00156        3.148        3.349        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00156        3.248       39.381        0.987        0.128        0.039        3.69011        3.56        0.837        3.43        3.13        3.78
0.139412        0.09318        0.10355        2.326        2.435        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.09318        2.381        3.630        0.972        0.727        0.305        0.42078        3.86        0.862        4.06        3.49        9.10
0.139412        0.00530        0.00579        2.627        2.983        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00577        2.805       17.560        0.986        0.213        0.076        1.72896        3.82        0.856        3.97        3.29        4.93
0.139412        0.00147        0.00156        2.801        3.173        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00152        2.987       36.576        0.987        0.116        0.039        3.52986        3.69        0.849        3.72        3.20        3.98
0.139412        0.00279        0.00302        3.047        3.519        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00282        3.283       29.571        0.987        0.174        0.053        2.76380        3.61        0.835        3.50        3.12        3.98
0.126477        0.08786        0.09466        2.403        2.635        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.09179        2.519        3.877        0.971        0.763        0.303        0.40027        4.14        0.855        4.49        3.35        9.68
0.126477        0.00157        0.00163        3.295        3.663        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00162        3.479       41.438        0.987        0.140        0.040        3.45597        3.74        0.827        3.68        3.12        3.76
0.126477        0.00534        0.00601        2.887        3.161        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00598        3.024       18.641        0.986        0.234        0.077        1.63691        4.07        0.846        4.33        3.27        4.84
0.126477        0.00273        0.00291        2.943        3.324        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00281        3.134       28.216        0.987        0.166        0.053        2.44962        4.00        0.842        4.20        3.26        4.25
0.126477        0.00572        0.00636        2.848        3.231        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00599        3.039       18.722        0.986        0.235        0.077        1.64151        4.07        0.845        4.32        3.26        4.82
0.126477        0.08532        0.09614        2.282        2.617        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.09191        2.533        3.897        0.971        0.768        0.303        0.40172        4.14        0.854        4.48        3.36        9.18
0.126477        0.09633        0.11382        2.176        2.631        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.09633        2.404        3.603        0.971        0.746        0.310        0.38092        4.17        0.861        4.57        3.58        9.42
0.126477        0.00261        0.00314        3.116        3.263        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00283        3.189       28.644        0.987        0.170        0.053        2.47229        3.98        0.840        4.15        3.22        4.20
0.126477        0.00271        0.00295        3.157        3.431        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00283        3.191       28.654        0.987        0.170        0.053        2.47269        3.98        0.839        4.15        3.20        4.22
0.114742        0.00282        0.00299        3.281        3.606        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00296        3.443       30.336        0.987        0.187        0.054        2.32534        4.20        0.828        4.45        3.18        4.16
0.114742        0.01721        0.01974        2.689        3.179        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.01721        2.704        9.765        0.984        0.355        0.131        0.80590        4.47        0.859        5.09        3.45        7.21
0.114742        0.01683        0.01780        2.805        3.258        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.01772        2.918       10.411        0.983        0.388        0.133        0.84280        4.41        0.848        4.90        3.36        6.18
0.104096        0.01626        0.01868        2.977        3.446        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.01841        3.094       10.847        0.983        0.420        0.136        0.78564        4.71        0.840        5.36        3.33        6.05
0.104096        0.00638        0.00688        3.143        3.532        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00638        3.337       19.977        0.986        0.267        0.080        1.41167        4.67        0.832        5.25        3.28        4.88
0.104096        0.00099        0.00111        3.349        3.667        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00104        3.508       52.248        0.987        0.113        0.032        3.63819        4.41        0.826        4.78        3.21        3.83
0.104096        0.08093        0.09595        2.427        2.783        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.09583        2.694        4.061        0.969        0.834        0.310        0.34143        4.80        0.845        5.55        3.33        9.06
0.104096        0.01819        0.02034        2.975        3.388        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.01819        3.001       10.573        0.983        0.405        0.135        0.77267        4.75        0.844        5.46        3.36        6.34
0.104096        0.09564        0.11563        2.531        2.754        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.09564        2.643        3.985        0.970        0.817        0.309        0.33716        4.82        0.848        5.60        3.36       10.25
0.104096        0.00284        0.00317        3.348        3.804        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00305        3.576       31.070        0.987        0.197        0.055        2.14388        4.51        0.822        4.92        3.22        4.19
0.104096        0.00278        0.00313        3.538        3.883        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00310        3.711       31.989        0.987        0.207        0.056        2.17209        4.41        0.816        4.72        3.18        4.08
0.104096        0.00299        0.00324        3.380        3.677        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00303        3.529       30.741        0.987        0.194        0.055        2.13251        4.54        0.824        4.99        3.21        4.25
0.104096        0.00160        0.00180        3.602        3.779        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00171        3.691       42.792        0.987        0.153        0.041        2.91879        4.35        0.818        4.63        3.16        3.88
0.094438        0.00173        0.00197        3.761        4.160        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00178        3.861       44.016        0.987        0.163        0.042        2.69587        4.64        0.810        5.05        3.18        3.89
0.094438        0.00288        0.00329        3.668        4.046        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00321        3.857       32.724        0.986        0.218        0.057        1.99704        4.72        0.810        5.18        3.20        4.12
0.094438        0.01798        0.02033        3.142        3.437        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.01899        3.216       11.110        0.983        0.443        0.138        0.72353        5.06        0.834        5.90        3.34        6.08
0.094438        0.00163        0.00181        3.419        3.781        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00171        3.600       41.721        0.987        0.149        0.041        2.62894        4.86        0.822        5.49        3.54        4.02
0.094438        0.00178        0.00192        3.825        4.108        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00180        3.966       44.949        0.987        0.168        0.042        2.71778        4.52        0.806        4.83        3.14        3.82
0.094438        0.00171        0.00185        3.698        4.368        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00181        4.033       45.556        0.987        0.172        0.043        2.73073        4.44        0.803        4.67        3.13        3.79
0.094438        0.00156        0.00178        3.707        4.037        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00176        3.789       43.390        0.987        0.159        0.042        2.67935        4.71        0.813        5.18        3.21        3.95
0.094438        0.09452        0.10054        2.642        2.888        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.09772        2.765        4.128        0.968        0.864        0.313        0.31365        5.19        0.841        6.17        3.32        9.23
0.094438        0.00317        0.00371        3.723        4.178        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00325        3.950       33.321        0.986        0.225        0.057        2.00815        4.63        0.805        5.00        3.17        4.04
0.085676        0.00678        0.00732        3.615        3.974        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00699        3.795       21.764        0.985        0.317        0.084        1.21571        5.25        0.811        6.03        3.25        4.71
0.085676        0.00104        0.00112        3.582        4.025        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00111        3.804       54.977        0.987        0.126        0.033        3.10871        5.08        0.813        5.80        3.24        3.91
0.085676        0.00176        0.00192        3.966        4.061        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00183        3.990       44.849        0.987        0.171        0.043        2.48051        4.99        0.805        5.57        3.45        3.93
0.085676        0.00187        0.00209        3.994        4.225        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00187        4.109       45.750        0.987        0.178        0.043        2.49522        4.84        0.800        5.30        3.17        3.86
0.085676        0.00600        0.00687        3.454        3.865        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00684        3.659       21.200        0.985        0.303        0.083        1.20342        5.36        0.817        6.26        3.28        4.93
0.085676        0.00649        0.00712        3.508        3.941        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00691        3.724       21.475        0.985        0.310        0.083        1.20994        5.31        0.814        6.15        3.29        4.80
0.085676        0.00309        0.00341        4.022        4.212        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00338        4.117       34.093        0.986        0.239        0.058        1.84089        4.91        0.798        5.40        3.18        4.05
0.085676        0.00640        0.00710        3.525        4.076        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00700        3.800       21.786        0.985        0.318        0.084        1.21601        5.24        0.811        6.02        3.24        4.70
0.077726        0.09836        0.11091        2.779        2.941        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.10125        2.860        4.193        0.967        0.910        0.318        0.26157        6.10        0.836        7.64        3.38       10.78
0.077726        0.00702        0.00767        3.730        4.076        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00721        3.903       22.055        0.985        0.331        0.085        1.11000        5.65        0.806        6.63        3.27        4.80
0.077726        0.00185        0.00203        4.274        4.371        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00194        4.322       47.316        0.987        0.190        0.044        2.31223        5.06        0.791        5.58        3.15        3.83
0.077726        0.02010        0.02084        3.364        3.736        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.02010        3.387       11.385        0.982        0.480        0.142        0.60345        5.89        0.826        7.21        3.36        6.32
0.077726        0.00171        0.00187        3.921        4.241        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00186        4.001       44.661        0.987        0.172        0.043        2.25957        5.51        0.804        6.41        3.24        4.10
0.077726        0.10370        0.12085        2.673        3.077        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.10370        2.875        4.164        0.966        0.926        0.322        0.26040        6.09        0.834        7.62        3.41        9.62
0.077726        0.00181        0.00197        3.891        4.476        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00187        4.037       44.973        0.987        0.174        0.043        2.26721        5.47        0.803        6.33        3.55        4.00
0.077726        0.02040        0.02343        3.320        3.579        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.02040        3.450       11.513        0.982        0.493        0.143        0.60622        5.85        0.823        7.10        3.34        6.07
0.077726        0.01989        0.02071        3.271        3.583        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.01989        3.310       11.178        0.982        0.467        0.141        0.59709        5.95        0.829        7.33        3.41        6.56
