xi              mu_min         mu_max         p_min        p_max        ep          alpha_m    chi_m      Pm         alpha_t    ddmp       ddmt       ddmv       ddmb       Iflag     gamma1          gamma2          Hmax        x1          x2          dx1         dx2         mu             p            q            delta        ms           alpha_v      kappa_BP       lambda_BP   Omega_star   E           x_SM        x_A
0.544935        0.01306        0.01492        1.188        1.424        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.01306        1.306        5.214        0.988        0.149        0.114        2.23321        1.68        0.929        0.39        3.46        5.66
0.369139        0.01360        0.01460        1.482        1.714        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.01363        1.598        6.331        0.987        0.187        0.117        1.80627        2.04        0.914        1.04        3.42        6.18
0.334889        0.01335        0.01401        1.561        1.708        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.01381        1.671        6.594        0.987        0.196        0.118        1.69944        2.16        0.910        1.24        3.44        6.27
0.303817        0.08133        0.08324        1.567        1.861        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.08133        1.788        2.893        0.978        0.510        0.285        0.75330        2.29        0.896        1.42        3.54        8.13
0.303817        0.07584        0.09037        1.800        1.963        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.07749        1.943        3.235        0.977        0.541        0.278        0.81885        2.27        0.888        1.38        3.23        7.67
0.303817        0.01386        0.01499        1.674        1.772        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.01396        1.723        6.775        0.986        0.204        0.118        1.58057        2.29        0.907        1.47        3.48        6.82
0.303817        0.01302        0.01462        1.696        1.957        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.01405        1.761        6.913        0.986        0.209        0.119        1.60621        2.29        0.905        1.46        3.41        6.17
0.226854        0.08567        0.09710        1.719        1.857        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.08567        1.788        2.816        0.977        0.523        0.293        0.55615        2.76        0.895        2.27        3.84        9.54
0.226854        0.00082        0.00087        2.042        2.265        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00083        2.154       35.163        0.988        0.062        0.029        5.84160        2.67        0.889        2.12        3.23        3.83
0.226854        0.00136        0.00143        2.138        2.510        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00136        2.324       29.790        0.988        0.086        0.037        4.86991        2.66        0.880        2.08        3.18        3.86
0.226854        0.08158        0.08880        2.096        2.150        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.08175        2.123        3.451        0.975        0.607        0.286        0.64904        2.73        0.878        2.15        3.29        8.41
0.205805        0.00221        0.00263        1.903        2.173        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00243        2.038       19.395        0.988        0.101        0.049        2.98177        2.93        0.894        2.60        3.36        4.63
0.205805        0.00220        0.00246        2.005        2.257        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00245        2.131       20.262        0.988        0.105        0.049        3.08762        2.92        0.889        2.56        3.32        4.48
0.205805        0.07670        0.08834        2.166        2.229        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.08338        2.197        3.540        0.975        0.635        0.289        0.60207        2.91        0.874        2.46        3.28        8.34
0.205805        0.00134        0.00141        2.374        2.575        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00139        2.474       31.500        0.988        0.092        0.037        4.62289        2.83        0.873        2.34        3.17        3.86
0.186710        0.00137        0.00145        2.476        2.742        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00142        2.609       32.929        0.988        0.098        0.038        4.34758        3.01        0.867        2.64        3.17        3.88
0.186710        0.00136        0.00163        2.532        2.919        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00143        2.725       34.333        0.988        0.103        0.038        4.47279        2.97        0.861        2.54        3.13        3.79
0.186710        0.08790        0.10537        2.064        2.289        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.08790        2.176        3.411        0.974        0.645        0.296        0.53402        3.13        0.874        2.84        3.46        8.66
0.186710        0.08332        0.09362        2.095        2.330        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.08509        2.271        3.625        0.974        0.663        0.292        0.55750        3.11        0.869        2.79        3.29        8.28
0.186710        0.01523        0.01687        2.087        2.262        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.01523        2.131        8.105        0.985        0.263        0.123        1.13206        3.14        0.887        2.92        3.47        6.90
0.186710        0.00224        0.00263        2.374        2.702        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00254        2.538       23.868        0.987        0.128        0.050        3.18309        3.07        0.870        2.74        3.20        4.19
0.186710        0.00139        0.00156        2.528        2.978        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00143        2.753       34.665        0.988        0.104        0.038        4.50127        2.96        0.860        2.52        3.12        3.76
0.169387        0.00228        0.00264        2.454        2.904        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00260        2.679       24.968        0.987        0.137        0.051        2.99276        3.28        0.863        3.07        3.21        4.21
0.169387        0.00083        0.00094        2.514        2.737        0.10        1.0        1.0        1.0        1.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00089        2.626       41.886        0.988        0.078        0.030        5.02773        3.21        0.866        2.98        3.20        3.81
