x               rho            P              T              ur             uphi           uz             Br             Bphi           Bz             m
0.010000        0.99970        0.99972        1.00002        0.20582        0.98661       -0.00019        0.04444       -0.48874        1.00003        0.99990
0.010163        0.99969        0.99971        1.00002        0.20582        0.98661       -0.00020        0.04516       -0.49668        1.00003        0.99990
0.010328        0.99967        0.99970        1.00002        0.20583        0.98661       -0.00020        0.04590       -0.50476        1.00003        0.99989
0.010496        0.99966        0.99968        1.00003        0.20583        0.98661       -0.00020        0.04665       -0.51297        1.00003        0.99989
0.010667        0.99964        0.99967        1.00003        0.20583        0.98661       -0.00021        0.04741       -0.52132        1.00003        0.99988
0.010840        0.99963        0.99966        1.00003        0.20583        0.98661       -0.00021        0.04818       -0.52979        1.00003        0.99988
0.011016        0.99961        0.99964        1.00003        0.20584        0.98661       -0.00021        0.04896       -0.53841        1.00004        0.99987
0.011196        0.99960        0.99963        1.00003        0.20584        0.98661       -0.00022        0.04976       -0.54717        1.00004        0.99986
0.011378        0.99958        0.99961        1.00003        0.20584        0.98661       -0.00022        0.05057       -0.55607        1.00004        0.99986
0.011563        0.99956        0.99959        1.00003        0.20584        0.98661       -0.00022        0.05139       -0.56511        1.00004        0.99985
0.011751        0.99955        0.99958        1.00003        0.20585        0.98661       -0.00023        0.05223       -0.57430        1.00004        0.99985
0.011942        0.99953        0.99956        1.00004        0.20585        0.98661       -0.00023        0.05308       -0.58364        1.00004        0.99984
0.012136        0.99951        0.99955        1.00004        0.20585        0.98661       -0.00023        0.05394       -0.59313        1.00004        0.99984
0.012334        0.99949        0.99953        1.00004        0.20586        0.98661       -0.00024        0.05482       -0.60278        1.00005        0.99983
0.012534        0.99947        0.99951        1.00004        0.20586        0.98661       -0.00024        0.05571       -0.61258        1.00005        0.99982
0.012738        0.99946        0.99950        1.00004        0.20586        0.98661       -0.00025        0.05662       -0.62255        1.00005        0.99982
0.012945        0.99944        0.99948        1.00004        0.20586        0.98661       -0.00025        0.05754       -0.63267        1.00005        0.99981
0.013156        0.99942        0.99946        1.00004        0.20587        0.98661       -0.00025        0.05848       -0.64296        1.00005        0.99981
0.013370        0.99940        0.99944        1.00004        0.20587        0.98661       -0.00026        0.05943       -0.65342        1.00005        0.99980
0.013587        0.99938        0.99943        1.00005        0.20587        0.98661       -0.00026        0.06039       -0.66405        1.00006        0.99979
0.013808        0.99936        0.99941        1.00005        0.20588        0.98661       -0.00027        0.06138       -0.67485        1.00006        0.99979
0.014033        0.99934        0.99939        1.00005        0.20588        0.98661       -0.00027        0.06238       -0.68582        1.00006        0.99978
0.014261        0.99932        0.99937        1.00005        0.20588        0.98661       -0.00027        0.06339       -0.69698        1.00006        0.99977
0.014493        0.99930        0.99935        1.00005        0.20589        0.98661       -0.00028        0.06442       -0.70831        1.00006        0.99977
0.014729        0.99928        0.99933        1.00005        0.20589        0.98661       -0.00028        0.06547       -0.71983        1.00007        0.99976
0.014968        0.99925        0.99931        1.00006        0.20589        0.98661       -0.00029        0.06654       -0.73154        1.00007        0.99975
0.015212        0.99923        0.99929        1.00006        0.20590        0.98661       -0.00029        0.06762       -0.74344        1.00007        0.99974
0.015459        0.99921        0.99927        1.00006        0.20590        0.98661       -0.00030        0.06872       -0.75553        1.00007        0.99974
0.015711        0.99919        0.99925        1.00006        0.20590        0.98661       -0.00030        0.06984       -0.76782        1.00007        0.99973
0.015966        0.99916        0.99923        1.00006        0.20591        0.98661       -0.00031        0.07097       -0.78031        1.00008        0.99972
0.016226        0.99914        0.99920        1.00006        0.20591        0.98661       -0.00031        0.07213       -0.79300        1.00008        0.99971
0.016490        0.99912        0.99918        1.00007        0.20591        0.98661       -0.00032        0.07330       -0.80589        1.00008        0.99971
0.016758        0.99909        0.99916        1.00007        0.20592        0.98661       -0.00032        0.07450       -0.81900        1.00008        0.99970
0.017031        0.99907        0.99914        1.00007        0.20592        0.98661       -0.00033        0.07571       -0.83232        1.00008        0.99969
0.017308        0.99904        0.99911        1.00007        0.20593        0.98661       -0.00033        0.07694       -0.84586        1.00009        0.99968
0.017589        0.99902        0.99909        1.00007        0.20593        0.98661       -0.00034        0.07819       -0.85962        1.00009        0.99967
0.017875        0.99899        0.99907        1.00008        0.20593        0.98661       -0.00034        0.07946       -0.87360        1.00009        0.99966
0.018166        0.99896        0.99904        1.00008        0.20594        0.98661       -0.00035        0.08076       -0.88781        1.00009        0.99965
0.018461        0.99894        0.99902        1.00008        0.20594        0.98661       -0.00036        0.08207       -0.90225        1.00010        0.99965
0.018762        0.99891        0.99899        1.00008        0.20595        0.98661       -0.00036        0.08341       -0.91692        1.00010        0.99964
0.019067        0.99888        0.99897        1.00008        0.20595        0.98661       -0.00037        0.08476       -0.93183        1.00010        0.99963
0.019377        0.99885        0.99894        1.00009        0.20596        0.98661       -0.00037        0.08614       -0.94699        1.00010        0.99962
0.019692        0.99883        0.99891        1.00009        0.20596        0.98661       -0.00038        0.08754       -0.96239        1.00011        0.99961
0.020012        0.99880        0.99889        1.00009        0.20597        0.98661       -0.00039        0.08897       -0.97804        1.00011        0.99960
0.020338        0.99875        0.99885        1.00009        0.20597        0.98661       -0.00039        0.09042       -0.99395        1.00011        0.99958
0.020669        0.99870        0.99880        1.00010        0.20598        0.98661       -0.00040        0.09189       -1.01011        1.00012        0.99957
0.021005        0.99865        0.99875        1.00010        0.20599        0.98661       -0.00041        0.09339       -1.02654        1.00012        0.99955
0.021347        0.99860        0.99871        1.00010        0.20600        0.98661       -0.00041        0.09491       -1.04323        1.00013        0.99953
0.021694        0.99855        0.99866        1.00011        0.20600        0.98661       -0.00042        0.09645       -1.06020        1.00013        0.99952
0.022047        0.99850        0.99861        1.00011        0.20601        0.98660       -0.00043        0.09803       -1.07744        1.00014        0.99950
0.022405        0.99844        0.99856        1.00012        0.20602        0.98660       -0.00043        0.09962       -1.09496        1.00014        0.99948
0.022770        0.99839        0.99851        1.00012        0.20603        0.98660       -0.00044        0.10124       -1.11277        1.00015        0.99946
0.023140        0.99833        0.99846        1.00012        0.20604        0.98660       -0.00045        0.10289       -1.13087        1.00015        0.99944
0.023516        0.99828        0.99840        1.00013        0.20605        0.98660       -0.00045        0.10457       -1.14926        1.00016        0.99942
0.023899        0.99822        0.99835        1.00013        0.20606        0.98660       -0.00046        0.10627       -1.16795        1.00016        0.99941
0.024288        0.99816        0.99830        1.00014        0.20607        0.98660       -0.00047        0.10800       -1.18694        1.00017        0.99939
