x               rho            P              T              ur             uphi           uz             Br             Bphi           Bz             m
0.010000        0.99964        0.99967        1.00003        1.53838        0.95812       -0.00153        0.05961       -0.11346        1.00004        0.99990
0.010163        0.99963        0.99966        1.00003        1.53839        0.95812       -0.00156        0.06058       -0.11530        1.00004        0.99990
0.010328        0.99961        0.99964        1.00003        1.53842        0.95812       -0.00158        0.06157       -0.11718        1.00004        0.99989
0.010496        0.99958        0.99962        1.00003        1.53844        0.95812       -0.00161        0.06257       -0.11908        1.00004        0.99989
0.010667        0.99956        0.99960        1.00004        1.53847        0.95812       -0.00164        0.06359       -0.12102        1.00004        0.99988
0.010840        0.99954        0.99957        1.00004        1.53850        0.95811       -0.00166        0.06462       -0.12299        1.00005        0.99988
0.011016        0.99951        0.99955        1.00004        1.53853        0.95811       -0.00169        0.06567       -0.12499        1.00005        0.99987
0.011196        0.99949        0.99953        1.00004        1.53856        0.95811       -0.00172        0.06674       -0.12702        1.00005        0.99986
0.011378        0.99946        0.99950        1.00004        1.53858        0.95811       -0.00174        0.06783       -0.12908        1.00005        0.99986
0.011563        0.99943        0.99948        1.00004        1.53861        0.95811       -0.00177        0.06893       -0.13118        1.00005        0.99985
0.011751        0.99941        0.99945        1.00004        1.53864        0.95811       -0.00180        0.07006       -0.13332        1.00006        0.99985
0.011942        0.99938        0.99943        1.00005        1.53867        0.95811       -0.00183        0.07120       -0.13548        1.00006        0.99984
0.012136        0.99935        0.99940        1.00005        1.53870        0.95810       -0.00186        0.07236       -0.13769        1.00006        0.99984
0.012334        0.99932        0.99937        1.00005        1.53874        0.95810       -0.00189        0.07353       -0.13993        1.00006        0.99983
0.012534        0.99930        0.99935        1.00005        1.53877        0.95810       -0.00192        0.07473       -0.14220        1.00007        0.99982
0.012738        0.99927        0.99932        1.00005        1.53880        0.95810       -0.00195        0.07595       -0.14451        1.00007        0.99982
0.012945        0.99924        0.99929        1.00006        1.53883        0.95810       -0.00199        0.07718       -0.14686        1.00007        0.99981
0.013156        0.99921        0.99927        1.00006        1.53887        0.95810       -0.00202        0.07844       -0.14925        1.00007        0.99981
0.013370        0.99918        0.99924        1.00006        1.53890        0.95810       -0.00205        0.07972       -0.15168        1.00007        0.99980
0.013587        0.99915        0.99921        1.00006        1.53893        0.95809       -0.00208        0.08101       -0.15415        1.00008        0.99979
0.013808        0.99911        0.99918        1.00006        1.53897        0.95809       -0.00212        0.08233       -0.15665        1.00008        0.99979
0.014033        0.99908        0.99915        1.00007        1.53900        0.95809       -0.00215        0.08367       -0.15920        1.00008        0.99978
0.014261        0.99905        0.99912        1.00007        1.53904        0.95809       -0.00219        0.08503       -0.16179        1.00008        0.99977
0.014493        0.99902        0.99909        1.00007        1.53908        0.95809       -0.00222        0.08642       -0.16442        1.00009        0.99977
0.014729        0.99898        0.99906        1.00007        1.53911        0.95809       -0.00226        0.08782       -0.16710        1.00009        0.99976
0.014968        0.99895        0.99902        1.00007        1.53915        0.95809       -0.00230        0.08925       -0.16981        1.00009        0.99975
0.015212        0.99892        0.99899        1.00008        1.53919        0.95808       -0.00233        0.09070       -0.17257        1.00010        0.99974
0.015459        0.99888        0.99896        1.00008        1.53923        0.95808       -0.00237        0.09218       -0.17538        1.00010        0.99974
0.015711        0.99884        0.99893        1.00008        1.53927        0.95808       -0.00241        0.09368       -0.17823        1.00010        0.99973
0.015966        0.99881        0.99889        1.00008        1.53931        0.95808       -0.00245        0.09521       -0.18113        1.00010        0.99972
0.016226        0.99877        0.99886        1.00009        1.53935        0.95808       -0.00249        0.09675       -0.18408        1.00011        0.99971
0.016490        0.99873        0.99882        1.00009        1.53939        0.95807       -0.00253        0.09833       -0.18707        1.00011        0.99971
0.016758        0.99870        0.99879        1.00009        1.53944        0.95807       -0.00257        0.09993       -0.19011        1.00011        0.99970
0.017031        0.99866        0.99875        1.00009        1.53948        0.95807       -0.00261        0.10156       -0.19321        1.00012        0.99969
0.017308        0.99862        0.99871        1.00009        1.53952        0.95807       -0.00266        0.10321       -0.19635        1.00012        0.99968
0.017589        0.99858        0.99868        1.00010        1.53957        0.95807       -0.00270        0.10489       -0.19954        1.00012        0.99967
0.017875        0.99854        0.99864        1.00010        1.53961        0.95806       -0.00274        0.10659       -0.20279        1.00013        0.99966
0.018166        0.99850        0.99860        1.00010        1.53966        0.95806       -0.00279        0.10833       -0.20608        1.00013        0.99965
0.018461        0.99845        0.99856        1.00011        1.53970        0.95806       -0.00283        0.11009       -0.20944        1.00013        0.99965
0.018762        0.99841        0.99852        1.00011        1.53975        0.95806       -0.00288        0.11188       -0.21284        1.00014        0.99964
0.019067        0.99837        0.99848        1.00011        1.53980        0.95806       -0.00293        0.11370       -0.21630        1.00014        0.99963
0.019377        0.99832        0.99844        1.00011        1.53985        0.95805       -0.00297        0.11555       -0.21982        1.00014        0.99962
0.019692        0.99828        0.99840        1.00012        1.53990        0.95805       -0.00302        0.11743       -0.22340        1.00015        0.99961
0.020012        0.99823        0.99835        1.00012        1.53995        0.95805       -0.00307        0.11935       -0.22703        1.00015        0.99960
0.020338        0.99817        0.99829        1.00012        1.54003        0.95805       -0.00312        0.12129       -0.23072        1.00015        0.99958
