x               rho            P              T              ur             uphi           uz             Br             Bphi           Bz             m
0.010000        0.99983        0.99984        1.00002        1.15895        0.95985       -0.00111        0.03315       -0.04752        1.00002        0.99990
0.010163        0.99982        0.99984        1.00002        1.15895        0.95985       -0.00113        0.03369       -0.04830        1.00002        0.99990
0.010328        0.99981        0.99983        1.00002        1.15896        0.95985       -0.00115        0.03424       -0.04908        1.00002        0.99989
0.010496        0.99980        0.99982        1.00002        1.15896        0.95985       -0.00117        0.03480       -0.04988        1.00002        0.99989
0.010667        0.99979        0.99981        1.00002        1.15897        0.95985       -0.00119        0.03536       -0.05069        1.00002        0.99988
0.010840        0.99978        0.99981        1.00002        1.15897        0.95985       -0.00121        0.03594       -0.05152        1.00003        0.99988
0.011016        0.99978        0.99980        1.00002        1.15897        0.95985       -0.00123        0.03652       -0.05235        1.00003        0.99987
0.011196        0.99977        0.99979        1.00002        1.15898        0.95984       -0.00125        0.03712       -0.05321        1.00003        0.99986
0.011378        0.99976        0.99978        1.00002        1.15898        0.95984       -0.00127        0.03772       -0.05407        1.00003        0.99986
0.011563        0.99975        0.99977        1.00002        1.15899        0.95984       -0.00129        0.03833       -0.05495        1.00003        0.99985
0.011751        0.99974        0.99976        1.00003        1.15899        0.95984       -0.00131        0.03896       -0.05584        1.00003        0.99985
0.011942        0.99973        0.99975        1.00003        1.15900        0.95984       -0.00133        0.03959       -0.05675        1.00003        0.99984
0.012136        0.99972        0.99974        1.00003        1.15900        0.95984       -0.00135        0.04024       -0.05768        1.00003        0.99984
0.012334        0.99971        0.99974        1.00003        1.15901        0.95984       -0.00137        0.04089       -0.05861        1.00003        0.99983
0.012534        0.99970        0.99973        1.00003        1.15901        0.95984       -0.00140        0.04156       -0.05957        1.00004        0.99982
0.012738        0.99969        0.99972        1.00003        1.15902        0.95984       -0.00142        0.04223       -0.06054        1.00004        0.99982
0.012945        0.99968        0.99971        1.00003        1.15902        0.95984       -0.00144        0.04292       -0.06152        1.00004        0.99981
0.013156        0.99966        0.99970        1.00003        1.15903        0.95984       -0.00146        0.04362       -0.06252        1.00004        0.99981
0.013370        0.99965        0.99969        1.00003        1.15903        0.95984       -0.00149        0.04433       -0.06354        1.00004        0.99980
0.013587        0.99964        0.99968        1.00003        1.15904        0.95984       -0.00151        0.04505       -0.06457        1.00004        0.99979
0.013808        0.99963        0.99967        1.00004        1.15904        0.95984       -0.00154        0.04578       -0.06562        1.00004        0.99979
0.014033        0.99962        0.99965        1.00004        1.15905        0.95984       -0.00156        0.04653       -0.06669        1.00004        0.99978
0.014261        0.99961        0.99964        1.00004        1.15906        0.95984       -0.00159        0.04728       -0.06777        1.00005        0.99977
0.014493        0.99959        0.99963        1.00004        1.15906        0.95984       -0.00161        0.04805       -0.06887        1.00005        0.99977
0.014729        0.99958        0.99962        1.00004        1.15907        0.95984       -0.00164        0.04883       -0.06999        1.00005        0.99976
0.014968        0.99957        0.99961        1.00004        1.15907        0.95984       -0.00167        0.04963       -0.07113        1.00005        0.99975
0.015212        0.99956        0.99960        1.00004        1.15908        0.95984       -0.00169        0.05044       -0.07229        1.00005        0.99974
0.015459        0.99954        0.99959        1.00004        1.15908        0.95984       -0.00172        0.05126       -0.07347        1.00005        0.99974
0.015711        0.99953        0.99958        1.00005        1.15909        0.95983       -0.00175        0.05209       -0.07466        1.00006        0.99973
0.015966        0.99952        0.99956        1.00005        1.15910        0.95983       -0.00178        0.05294       -0.07587        1.00006        0.99972
0.016226        0.99950        0.99955        1.00005        1.15910        0.95983       -0.00181        0.05380       -0.07711        1.00006        0.99971
0.016490        0.99949        0.99954        1.00005        1.15911        0.95983       -0.00184        0.05467       -0.07836        1.00006        0.99971
0.016758        0.99948        0.99953        1.00005        1.15912        0.95983       -0.00187        0.05556       -0.07964        1.00006        0.99970
0.017031        0.99946        0.99951        1.00005        1.15912        0.95983       -0.00190        0.05647       -0.08093        1.00006        0.99969
0.017308        0.99945        0.99950        1.00005        1.15913        0.95983       -0.00193        0.05739       -0.08225        1.00006        0.99968
0.017589        0.99943        0.99949        1.00005        1.15914        0.95983       -0.00196        0.05832       -0.08359        1.00007        0.99967
0.017875        0.99942        0.99947        1.00006        1.15914        0.95983       -0.00199        0.05927       -0.08495        1.00007        0.99966
0.018166        0.99940        0.99946        1.00006        1.15915        0.95983       -0.00202        0.06023       -0.08633        1.00007        0.99965
0.018461        0.99939        0.99945        1.00006        1.15916        0.95983       -0.00206        0.06121       -0.08773        1.00007        0.99965
0.018762        0.99937        0.99943        1.00006        1.15917        0.95983       -0.00209        0.06221       -0.08916        1.00007        0.99964
0.019067        0.99936        0.99942        1.00006        1.15917        0.95983       -0.00212        0.06322       -0.09061        1.00008        0.99963
0.019377        0.99934        0.99940        1.00006        1.15918        0.95983       -0.00216        0.06425       -0.09208        1.00008        0.99962
0.019692        0.99932        0.99939        1.00006        1.15919        0.95983       -0.00219        0.06529       -0.09358        1.00008        0.99961
0.020012        0.99931        0.99937        1.00007        1.15920        0.95982       -0.00223        0.06636       -0.09510        1.00008        0.99960
0.020338        0.99928        0.99935        1.00007        1.15921        0.95982       -0.00226        0.06744       -0.09665        1.00008        0.99958
0.020669        0.99925        0.99932        1.00007        1.15922        0.95982       -0.00230        0.06853       -0.09822        1.00009        0.99957
0.021005        0.99922        0.99930        1.00007        1.15924        0.95982       -0.00234        0.06965       -0.09982        1.00009        0.99955
0.021347        0.99919        0.99927        1.00008        1.15925        0.95982       -0.00238        0.07078       -0.10144        1.00009        0.99953
0.021694        0.99916        0.99924        1.00008        1.15927        0.95982       -0.00242        0.07193       -0.10309        1.00010        0.99952
0.022047        0.99913        0.99922        1.00008        1.15928        0.95982       -0.00246        0.07311       -0.10476        1.00010        0.99950
0.022405        0.99910        0.99919        1.00009        1.15929        0.95982       -0.00250        0.07430       -0.10647        1.00011        0.99948
0.022770        0.99907        0.99916        1.00009        1.15931        0.95981       -0.00254        0.07550       -0.10820        1.00011        0.99946
0.023140        0.99904        0.99913        1.00009        1.15933        0.95981       -0.00258        0.07673       -0.10996        1.00011        0.99944
0.023516        0.99900        0.99910        1.00010        1.15934        0.95981       -0.00262        0.07798       -0.11175        1.00012        0.99942
0.023899        0.99897        0.99907        1.00010        1.15936        0.95981       -0.00266        0.07925       -0.11356        1.00012        0.99941
0.024288        0.99894        0.99904        1.00010        1.15937        0.95981       -0.00271        0.08054       -0.11541        1.00013        0.99939
0.024683        0.99890        0.99901        1.00011        1.15939        0.95981       -0.00275        0.08185       -0.11729        1.00013        0.99937
0.025084        0.99887        0.99898        1.00011        1.15941        0.95981       -0.00279        0.08319       -0.11919        1.00013        0.99935
0.025492        0.99883        0.99895        1.00011        1.15942        0.95980       -0.00284        0.08454       -0.12113        1.00014        0.99933
0.025907        0.99880        0.99891        1.00012        1.15944        0.95980       -0.00289        0.08591       -0.12310        1.00014        0.99930
0.026328        0.99876        0.99888        1.00012        1.15946        0.95980       -0.00293        0.08731       -0.12510        1.00015        0.99928
0.026756        0.99872        0.99885        1.00012        1.15947        0.95980       -0.00298        0.08873       -0.12714        1.00015        0.99926
0.027192        0.99869        0.99881        1.00013        1.15949        0.95980       -0.00303        0.09018       -0.12920        1.00016        0.99924
