xi              mu             p            mu_min         mu_max         p_min        p_max        ep          alpha_m    chi_m      Pm         alpha_t    ddmp       ddmt       ddmv       ddmb       q           alpha_v     delta       ms           msint        Lambda      Lambdaint   Rm          Ga          n         x_h         x_id        x_SM        x_A         x_FM        Omega*       kappa         lambda      E           sigma_SM   sigma_A    g_A          r_A         z_A         r_max       z_t         z_max      b           Br_Bz0_SM   Bphi_Bz0_SM Bz_Bz0_SM
0.494374        0.00980        1.342        0.00977        0.01068        1.237        1.357        0.10        1.0        1.0        1.0       10.0       -2.0       -2.0       -2.0       -2.0        6.15        0.10        0.98        0.133        0.021       12.42        2.53       13.42        2.42         3        2.92        3.05        4.03        6.07        1.10        0.919        2.1134        1.63        2.51        1.1        0.3        0.126        1.33        0.81        1.34        0.85        0.9        0.24        0.93       -1.22        1.27
0.085676        0.00040        3.775        0.00034        0.00039        3.642        3.908        0.10        1.0        1.0        1.0       10.0       -2.0       -2.0       -2.0       -2.0       94.37        0.02        0.99        0.072        0.019       36.75       -3.19       37.75        0.82        10        3.26        3.34        3.37        3.74        1.12        0.813        5.2289        4.62        5.78        8.5        0.8        0.300        2.36        0.88    17304.04    27623.53    27623.5        0.30       13.63      -19.73        5.50
0.063972        0.00060        4.614        0.00057        0.00066        4.281        4.946        0.10        1.0        1.0        1.0       10.0       -2.0       -2.0       -2.0       -2.0       91.36        0.02        0.98        0.112        0.030       45.13       -7.37       46.13        0.66         9        3.27        3.35        3.41        3.80        1.16        0.777        3.6380        5.38        6.99        9.8        0.6        0.243        2.61        0.99     9835.73    14948.05    14948.0        0.24       13.37      -16.57        5.42
0.058037        0.00090        4.987        0.00077        0.00088        4.686        5.287        0.10        1.0        1.0        1.0       10.0       -2.0       -2.0       -2.0       -2.0       81.08        0.03        0.98        0.148        0.039       48.87       -3.10       49.87        0.61         8        3.25        3.34        3.38        3.82        1.18        0.762        2.9314        5.64        7.54       10.3        0.3        0.159        2.70        1.03     6180.31     9742.93     9742.9        0.21       12.47      -14.17        5.09
0.058037        0.00060        4.577        0.00053        0.00061        4.335        4.820        0.10        1.0        1.0        1.0       10.0       -2.0       -2.0       -2.0       -2.0       90.40        0.02        0.98        0.112        0.030       44.77      -11.82       45.77        0.67         9        3.32        3.41        3.45        3.94        1.16        0.778        3.3032        6.14        8.19       11.8        1.3        0.421        2.79        1.10    16327.84    23291.99    23292.0        0.26       11.97      -17.69        5.02
0.058037        0.00030        4.154        0.00031        0.00035        3.949        4.358        0.10        1.0        1.0        1.0       10.0       -2.0       -2.0       -2.0       -2.0      112.93        0.02        0.99        0.073        0.020       40.53       -2.72       41.53        0.74        11        3.36        3.44        3.47        3.92        1.14        0.797        4.2746        6.45        8.57       12.8        4.8        0.652        2.82        1.10    47193.12    58488.56    58488.6        0.30       14.06      -24.23        5.77
0.058037        0.00020        3.885        0.00019        0.00020        3.646        4.123        0.10        1.0        1.0        1.0       10.0       -2.0       -2.0       -2.0       -2.0      135.35        0.01        0.99        0.054        0.015       37.84       -2.34       38.84        0.79        13        3.38        3.44        3.47        3.86        1.12        0.809        5.2534        6.50        8.62       13.1        7.1        0.693        2.79        1.08    86831.97    98329.91    98329.9        0.32       16.96      -30.04        6.79
0.052652        0.00130        5.337        0.00130        0.00150        4.887        5.787        0.10        1.0        1.0        1.0       10.0       -2.0       -2.0       -2.0       -2.0       71.20        0.04        0.98        0.193        0.053       52.37       -4.08       53.37        0.57         7        3.16        3.26        3.31        3.75        1.19        0.749        2.4118        5.91        8.19       10.6        0.0        0.026        2.81        1.05     3900.38     6181.04     6181.0        0.19       12.43      -12.33        4.96
0.052652        0.00090        5.016        0.00083        0.00094        4.566        5.465        0.10        1.0        1.0        1.0       10.0       -2.0       -2.0       -2.0       -2.0       81.27        0.03        0.98        0.149        0.040       49.16       -3.31       50.16        0.61         8        3.28        3.37        3.42        3.91        1.18        0.760        2.7052        6.40        8.70       12.1        0.7        0.298        2.89        1.13    10303.82    15069.50    15069.5        0.24       11.73      -15.25        4.88
0.052652        0.00060        4.897        0.00059        0.00062        4.676        5.118        0.10        1.0        1.0        1.0       10.0       -2.0       -2.0       -2.0       -2.0       95.55        0.02        0.98        0.121        0.034       47.97       -5.46       48.97        0.63         9        3.27        3.35        3.39        3.82        1.17        0.766        3.2316        6.45        8.62       12.4        0.4        0.213        2.91        1.11    16939.64    22295.93    22295.9        0.24       13.81      -18.39        5.56
