xi              mu             p            mu_min         mu_max         p_min        p_max        ep          alpha_m    chi_m      Pm         alpha_t    ddmp       ddmt       ddmv       ddmb       q           alpha_v     delta       ms           msint        Lambda      Lambdaint   Rm          Ga          n         x_h         x_id        x_SM        x_A         x_FM        Omega*       kappa         lambda      E           sigma_SM   sigma_A    g_A          r_A         z_A         r_max       z_t         z_max      b           Br_Bz0_SM   Bphi_Bz0_SM Bz_Bz0_SM
0.226854        0.00090        2.260        0.00077        0.00088        2.090        2.430        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0       36.16        0.03        0.99        0.067        0.019       21.60       33.16       22.60        1.39         6        3.01        3.20        3.21        3.74        1.08        0.883        5.9076        2.64        2.25        3.9        0.1        0.040        1.72        0.64    16471.77  1771575.00 13557450.0        0.48        5.82      -10.14        2.80
0.205805        0.11670        2.225        0.11350        0.13403        2.081        2.273        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0        3.00        0.34        0.97        0.760        0.190       21.25       14.01       22.25        1.41         1        2.27        2.66        3.40        8.70        1.15        0.864        0.5061        2.80        4.19        3.3        0.4        0.172        1.80        1.56        1.82        1.73        1.7        0.46        1.11       -0.88        1.26
0.205805        0.11670        2.231        0.11462        0.11882        2.173        2.403        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0        3.01        0.34        0.97        0.762        0.190       21.30       14.18       22.30        1.41         1        2.27        2.66        3.42        8.64        1.15        0.864        0.5070        2.79        4.19        3.2        0.3        0.153        1.79        1.55        1.82        1.70        1.7        0.46        1.10       -0.88        1.26
0.205805        0.00150        2.444        0.00145        0.00151        2.259        2.628        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0       30.30        0.04        0.99        0.093        0.026       23.43        8.18       24.43        1.28         5        2.96        3.16        3.21        3.88        1.09        0.874        4.4360        2.83        2.60        4.3        0.3        0.116        1.79        0.69     5037.03   448996.50  4456310.0        0.49        4.80       -8.44        2.47
0.205805        0.00090        2.386        0.00084        0.00090        2.175        2.457        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0       37.91        0.03        0.99        0.071        0.020       22.86       13.98       23.86        1.31         6        3.01        3.20        3.21        3.75        1.08        0.877        5.5762        2.81        2.53        4.3        0.3        0.136        1.78        0.67    18500.99  1355710.00  9791377.0        0.48        5.98      -10.53        2.85
0.205805        0.01740        2.086        0.01741        0.01872        2.009        2.317        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0        7.40        0.13        0.98        0.275        0.070       19.86        5.96       20.86        1.51         2        2.62        2.89        3.49        6.87        1.11        0.887        1.1184        2.89        3.29        3.9        1.2        0.345        1.80        1.24        2.65        3.31        3.3        0.55        1.34       -2.13        1.38
0.186710        0.12420        1.961        0.12417        0.14242        1.807        2.114        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0        2.55        0.35        0.97        0.691        0.174       18.61        9.50       19.61        1.61         1        2.33        2.69        3.61        9.96        1.08        0.877        0.4113        3.05        4.65        4.2        0.3        0.128        1.86        1.85        1.87        2.01        2.0        0.52        0.84       -0.85        1.21
0.186710        0.00150        2.658        0.00147        0.00156        2.603        2.712        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0       32.61        0.04        0.99        0.103        0.029       25.57        9.88       26.57        1.17         5        2.95        3.15        3.19        3.84        1.09        0.864        4.2567        2.99        2.85        4.7        0.2        0.112        1.85        0.71     5378.16   326560.30  2986667.0        0.46        5.28       -8.80        2.61
0.186710        0.00150        2.742        0.00148        0.00160        2.576        2.907        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0       33.57        0.04        0.99        0.106        0.030       26.41      440.53       27.41        1.14         5        2.94        3.14        3.16        3.77        1.10        0.860        4.3401        2.96        2.79        4.6        0.2        0.109        1.84        0.70     5069.76   300583.40  2692720.0        0.44        5.65       -8.84        2.71
0.169387        0.12150        2.333        0.11222        0.12215        2.130        2.400        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0        3.09        0.35        0.96        0.813        0.205       22.32       16.14       23.32        1.34         1        2.29        2.66        3.46        9.67        1.16        0.857        0.4280        3.20        4.94        4.0        1.2        0.344        1.94        1.87        2.01        2.42        2.5        0.47        1.11       -0.92        1.27
0.169387        0.12180        2.349        0.11371        0.12523        2.189        2.509        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0        3.10        0.35        0.96        0.820        0.206       22.49       16.37       23.49        1.33         1        2.29        2.66        3.44        9.07        1.16        0.856        0.4298        3.20        4.93        4.0        0.4        0.179        1.92        1.75        1.97        2.01        2.0        0.46        1.13       -0.93        1.27
0.169387        0.00090        2.747        0.00089        0.00095        2.466        2.841        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0       42.76        0.03        0.99        0.084        0.024       26.47       22.83       27.47        1.13         6        3.00        3.18        3.19        3.72        1.09        0.860        5.0415        3.15        3.08        5.1        0.2        0.115        1.91        0.71    14317.81   440340.00  2845952.0        0.45        6.80      -11.32        3.09
0.169387        0.00280        2.654        0.00240        0.00287        2.595        2.831        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0       23.89        0.05        0.99        0.140        0.039       25.54        7.73       26.54        1.17         4        2.92        3.11        3.25        4.27        1.10        0.864        2.8457        3.26        3.42        5.2        0.3        0.133        1.93        0.83     1382.94    82816.51  1167755.0        0.50        3.64       -6.67        2.11
0.169387        0.00150        2.884        0.00152        0.00167        2.759        3.009        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0       34.93        0.04        0.99        0.113        0.032       27.84       10.60       28.84        1.08         5        2.94        3.14        3.16        3.80        1.10        0.854        4.0599        3.15        3.10        5.0        0.2        0.100        1.91        0.73     5115.06   216431.30  1843088.0        0.44        5.79       -9.07        2.75
0.169387        0.00150        2.786        0.00152        0.00162        2.739        2.926        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0       33.85        0.04        0.99        0.109        0.031       26.86       14.59       27.86        1.12         5        2.96        3.15        3.21        3.87        1.10        0.858        3.9782        3.19        3.18        5.1        0.3        0.128        1.92        0.74     5684.82   249820.90  2175823.0        0.46        5.37       -9.04        2.64
0.169387        0.01820        2.279        0.01823        0.02002        2.159        2.398        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0        7.93        0.14        0.98        0.308        0.078       21.79        6.87       22.79        1.38         2        2.65        2.90        3.49        6.92        1.11        0.878        0.9731        3.31        4.02        4.8        1.2        0.358        1.93        1.34        3.79        6.63        6.6        0.54        1.42       -2.27        1.40
0.153670        0.00160        2.939        0.00156        0.00164        2.825        3.280        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0       35.29        0.04        0.99        0.117        0.033       28.39     -595.99       29.39        1.06         5        2.97        3.15        3.21        3.89        1.11        0.851        3.7252        3.40        3.52        5.6        0.2        0.100        1.99        0.77     5421.79   165462.50  1385034.0        0.45        5.54       -9.27        2.69
0.139412        0.00170        3.314        0.00153        0.00177        3.150        3.478        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0       38.89        0.04        0.99        0.135        0.038       32.14      -27.10       33.14        0.93         5        2.94        3.12        3.14        3.76        1.12        0.834        3.5942        3.51        3.64        5.8        0.2        0.104        2.04        0.77     4002.14    81690.25   641524.5        0.39        6.64       -9.36        3.00
0.139412        0.00100        3.065        0.00088        0.00100        2.884        3.066        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0       46.54        0.03        0.99        0.096        0.028       29.65       41.97       30.65        1.01         6        3.01        3.18        3.20        3.75        1.11        0.846        4.4252        3.58        3.75        6.1        0.4        0.180        2.05        0.77    10086.34   104912.60   535344.8        0.42        7.26      -11.88        3.24
0.139412        0.00300        3.143        0.00272        0.00309        2.993        3.293        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0       27.41        0.05        0.99        0.172        0.048       30.43       11.43       31.43        0.99         4        2.91        3.10        3.22        4.13        1.12        0.841        2.5817        3.65        4.01        6.0        0.2        0.113        2.07        0.86     1662.36    54978.21   675415.8        0.44        4.43       -7.08        2.33
0.126477        0.00310        3.260        0.00308        0.00312        3.150        3.590        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0       28.07        0.06        0.99        0.181        0.051       31.60        7.59       32.60        0.95         4        2.92        3.11        3.22        4.20        1.12        0.836        2.3842        3.92        4.44        6.7        0.2        0.093        2.16        0.91     1825.21    47064.07   564726.6        0.44        4.43       -7.21        2.34
0.126477        0.00170        3.535        0.00159        0.00177        3.282        3.619        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0       40.72        0.04        0.99        0.147        0.042       34.35      -15.68       35.35        0.87         5        2.94        3.12        3.14        3.74        1.12        0.824        3.3535        3.69        3.91        6.2        0.2        0.098        2.10        0.79     3240.12    43220.95   322261.6        0.36        7.06       -9.37        3.12
0.126477        0.00170        3.499        0.00159        0.00184        3.421        3.525        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0       40.38        0.04        0.99        0.145        0.041       33.99       18.50       34.99        0.88         5        2.94        3.12        3.15        3.76        1.13        0.825        3.3409        3.72        3.96        6.2        0.2        0.108        2.11        0.79     3452.84    45849.84   339882.7        0.37        6.92       -9.42        3.08
0.126477        0.00310        3.305        0.00284        0.00336        2.992        3.617        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0       28.39        0.06        0.99        0.184        0.052       32.05       15.90       33.05        0.94         4        2.92        3.10        3.22        4.16        1.12        0.834        2.3995        3.90        4.40        6.6        0.2        0.120        2.15        0.90     1787.35    45878.47   546683.1        0.43        4.57       -7.20        2.38
0.126477        0.12990        2.525        0.12228        0.13176        2.497        2.553        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0        3.23        0.36        0.96        0.910        0.231       24.25       25.13       25.25        1.24         1        2.33        2.67        3.49        9.92        1.16        0.845        0.3333        3.96        6.31        5.5        0.9        0.312        2.16        2.14        2.34        2.94        3.0        0.46        1.16       -0.98        1.29
0.126477        0.00100        3.271        0.00098        0.00115        3.046        3.496        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0       48.86        0.03        0.99        0.105        0.030       31.71    -4911.90       32.71        0.95         6        3.01        3.18        3.19        3.74        1.11        0.836        4.1527        3.80        4.07        6.5        0.2        0.110        2.13        0.80     6818.62    29181.04    29181.0        0.40        7.70      -12.05        3.37
0.126477        0.13010        2.536        0.12456        0.13634        2.413        2.659        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0        3.24        0.36        0.96        0.915        0.232       24.36       25.79       25.36        1.23         1        2.33        2.67        3.49        9.73        1.17        0.845        0.3341        3.95        6.31        5.4        0.6        0.258        2.15        2.10        2.31        2.76        2.8        0.46        1.17       -0.98        1.29
0.126477        0.00100        3.349        0.00098        0.00109        3.261        3.361        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0       49.83        0.03        0.99        0.108        0.031       32.48       -9.20       33.48        0.92         6        3.00        3.16        3.17        3.69        1.11        0.833        4.1980        3.74        3.96        6.4        0.2        0.099        2.11        0.78     6199.26    27022.58    27022.6        0.38        8.13      -11.97        3.49
0.114742        0.00110        3.601        0.00099        0.00115        3.465        3.736        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0       52.51        0.03        0.99        0.118        0.034       35.01      -22.59       36.01        0.86         6        2.99        3.15        3.16        3.66        1.13        0.821        3.9333        3.92        4.21        6.7        0.1        0.072        2.18        0.80     4580.77    14669.07    14669.1        0.35        8.83      -11.92        3.69
0.114742        0.00170        3.425        0.00159        0.00178        3.390        3.666        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0       39.39        0.04        0.99        0.143        0.041       33.24       50.31       34.24        0.90         5        2.99        3.16        3.22        3.96        1.12        0.829        3.0084        4.13        4.66        7.2        0.1        0.075        2.23        0.88     3886.61    23900.98    23901.0        0.41        6.04       -9.77        2.85
0.114742        0.13190        2.549        0.11558        0.13192        2.482        2.786        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0        3.23        0.36        0.96        0.926        0.236       24.48       26.27       25.48        1.23         1        2.34        2.68        3.69       10.34        1.17        0.844        0.3035        4.28        6.86        6.0        1.1        0.371        2.25        2.33        2.52        3.53        3.5        0.47        1.13       -0.99        1.28
0.114742        0.13340        2.571        0.13340        0.15143        2.452        2.689        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0        3.24        0.37        0.96        0.939        0.239       24.70       30.54       25.70        1.21         1        2.35        2.68        3.47       10.14        1.15        0.842        0.3042        4.27        6.86        6.3        0.9        0.323        2.24        2.28        2.48        3.29        3.3        0.46        1.18       -1.00        1.29
0.114742        0.00180        3.509        0.00164        0.00186        3.358        3.960        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0       40.16        0.04        0.99        0.147        0.042       34.09      -34.98       35.09        0.88         5        2.98        3.15        3.20        3.89        1.13        0.825        3.0384        4.08        4.55        7.1        0.3        0.149        2.21        0.86     3749.98    25479.84    26158.8        0.39        6.38       -9.69        2.95
0.114742        0.00180        3.777        0.00171        0.00188        3.730        3.824        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0       42.61        0.04        0.99        0.161        0.046       36.77       11.80       37.77        0.82         5        2.93        3.11        3.13        3.72        1.13        0.813        3.1178        3.86        4.14        6.5        0.2        0.093        2.16        0.80     2435.96    19994.63   123987.2        0.33        7.59       -9.24        3.27
0.114742        0.00110        3.422        0.00105        0.00113        3.348        3.642        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0       50.35        0.03        0.99        0.111        0.032       33.22       20.16       34.22        0.90         6        3.02        3.19        3.20        3.77        1.12        0.829        3.8504        4.06        4.48        7.1        0.4        0.187        2.20        0.83     6260.73    19892.03    19892.0        0.39        7.79      -12.24        3.40
0.114742        0.00110        3.528        0.00107        0.00115        3.294        3.763        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0       51.63        0.03        0.99        0.116        0.034       34.28       -5.64       35.28        0.88         6        3.01        3.17        3.18        3.71        1.12        0.825        3.9013        3.98        4.32        6.9        0.4        0.188        2.18        0.81     5559.47    18101.87    18101.9        0.36        8.40      -12.06        3.58
0.104096        0.00110        3.754        0.00103        0.00114        3.325        3.756        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0       53.84        0.03        0.99        0.126        0.037       36.54       -5.32       37.54        0.82         6        3.01        3.16        3.17        3.69        1.13        0.815        3.6311        4.19        4.62        7.3        0.1        0.063        2.27        0.84     4256.77    11225.80    11225.8        0.34        8.88      -12.02        3.72
0.104096        0.00180        3.731        0.00170        0.00185        3.426        4.035        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0       41.84        0.04        0.99        0.160        0.046       36.30     -203.94       37.30        0.83         5        2.98        3.15        3.21        3.87        1.14        0.815        2.8242        4.30        4.88        7.5        0.0        0.020        2.30        0.89     2679.35     9937.02     9937.0        0.36        6.76       -9.67        3.06
0.104096        0.00180        3.742        0.00159        0.00187        3.602        3.881        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0       41.93        0.04        0.99        0.160        0.046       36.41      -35.43       37.41        0.82         5        2.98        3.14        3.19        3.87        1.13        0.815        2.8264        4.30        4.86        7.5        0.1        0.066        2.29        0.89     2742.14    10414.33    10414.3        0.36        6.80       -9.66        3.07
0.104096        0.02160        2.998        0.02160        0.02354        2.944        3.161        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0        9.67        0.15        0.98        0.441        0.113       28.98        6.84       29.98        1.04         2        2.70        2.93        3.43        6.51        1.13        0.842        0.6910        4.65        6.28        7.8        0.6        0.271        2.33        1.52       19.38      196.07      884.9        0.48        1.83       -2.59        1.53
0.094438        0.00050        3.267        0.00045        0.00051        3.187        3.346        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0       70.26        0.02        0.99        0.073        0.022       31.66      -23.07       32.66        0.95         8        3.16        3.29        3.31        3.88        1.10        0.837        4.5591        4.85        5.77        9.2        2.6        0.532        2.39        0.93    22251.16    39621.03    39621.0        0.43        9.02      -18.24        3.90
0.094438        0.00120        3.913        0.00116        0.00127        3.760        4.066        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0       55.18        0.03        0.99        0.133        0.039       38.13       -7.96       39.13        0.79         6        3.02        3.17        3.19        3.72        1.14        0.808        3.3507        4.47        5.05        7.9        0.4        0.171        2.34        0.87     4435.60    10440.46    10440.5        0.33        8.98      -12.08        3.76
0.094438        0.00190        3.819        0.00167        0.00192        3.511        4.126        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0       42.32        0.04        0.99        0.165        0.048       37.19       37.33       38.19        0.81         5        3.00        3.16        3.34        3.91        1.14        0.811        2.5893        4.67        5.45        8.3        0.2        0.118        2.38        0.93     2612.01     7694.28     7694.3        0.37        6.58       -9.83        3.02
0.094438        0.00190        3.946        0.00175        0.00201        3.770        4.004        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0       43.34        0.04        0.99        0.173        0.050       38.45       12.38       39.45        0.78         5        2.98        3.15        3.20        3.87        1.14        0.806        2.6130        4.54        5.22        8.0        0.2        0.109        2.37        0.92     2474.16     7707.93     7707.9        0.34        7.11       -9.59        3.17
0.094438        0.02190        3.015        0.02191        0.02644        2.998        3.272        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0        9.65        0.15        0.98        0.446        0.114       29.15        7.49       30.15        1.03         2        2.72        2.93        3.47        6.92        1.13        0.841        0.6267        5.05        6.95        8.7        1.4        0.436        2.44        1.69       40.69      998.58    10009.6        0.48        1.77       -2.60        1.51
0.094438        0.02220        3.076        0.02218        0.02583        2.972        3.387        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0        9.79        0.15        0.98        0.458        0.117       29.76        7.63       30.76        1.01         2        2.72        2.93        3.45        6.64        1.13        0.838        0.6321        5.02        6.89        8.6        0.8        0.325        2.43        1.61       31.86      547.56     4195.8        0.47        1.83       -2.61        1.53
0.094438        0.00190        3.992        0.00184        0.00200        3.702        4.281        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0       43.71        0.04        0.99        0.175        0.051       38.91      -14.32       39.91        0.77         5        2.98        3.14        3.18        3.84        1.14        0.804        2.6205        4.49        5.13        7.9        0.2        0.126        2.35        0.90     2325.34     7406.86     7406.9        0.33        7.30       -9.49        3.22
0.094438        0.00190        4.061        0.00189        0.00205        4.011        4.212        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0       44.30        0.04        0.99        0.179        0.052       39.61        8.24       40.61        0.76         5        2.96        3.13        3.17        3.79        1.15        0.801        2.6317        4.41        4.98        7.6        0.3        0.146        2.33        0.88     2096.85     6975.06     6975.1        0.31        7.64       -9.30        3.31
0.085676        0.14150        2.751        0.13665        0.15474        2.665        2.779        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0        3.37        0.38        0.96        1.034        0.267       26.50       56.71       27.50        1.13         1        2.38        2.69        3.62       11.04        1.18        0.831        0.2347        5.37        8.77        8.1        1.8        0.483        2.54        2.81        3.24        6.08        6.2        0.46        1.20       -1.04        1.30
0.085676        0.00200        4.269        0.00202        0.00224        4.229        4.552        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0       45.61        0.05        0.99        0.192        0.056       41.69      -14.75       42.69        0.72         5        2.97        3.13        3.17        3.78        1.15        0.792        2.4240        4.61        5.27        8.0        0.3        0.133        2.39        0.90     1758.11     5096.00     5096.0        0.29        8.02       -9.08        3.43
0.085676        0.00200        4.208        0.00198        0.00222        3.996        4.421        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0       45.15        0.04        0.99        0.189        0.055       41.09      -15.71       42.09        0.73         5        2.98        3.14        3.20        3.82        1.15        0.795        2.4189        4.71        5.43        8.2        0.1        0.073        2.42        0.93     1899.11     5204.98     5205.0        0.30        7.71       -9.30        3.34
0.085676        0.00200        4.176        0.00197        0.00224        3.833        4.518        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0       44.87        0.04        0.99        0.187        0.055       40.76        9.16       41.76        0.74         5        2.98        3.14        3.19        3.85        1.15        0.796        2.4136        4.76        5.51        8.4        0.2        0.099        2.43        0.94     2089.88     5716.97     5717.0        0.31        7.55       -9.40        3.30
0.085676        0.00190        3.958        0.00174        0.00196        3.715        4.200        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0       43.16        0.04        0.99        0.174        0.051       38.58      -23.78       39.58        0.78         5        3.02        3.17        3.24        4.01        1.14        0.805        2.3807        5.01        5.98        9.1        0.4        0.194        2.49        1.00     3210.49     8614.20     8614.2        0.36        6.62       -9.91        3.04
0.085676        0.00110        3.667        0.00107        0.00116        3.437        3.898        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0       52.19        0.03        0.99        0.124        0.037       35.67       -8.73       36.67        0.84         6        3.10        3.23        3.30        4.04        1.12        0.819        2.9745        5.19        6.29        9.9        1.7        0.473        2.51        1.01     8631.46    18647.81    18647.8        0.40        7.00      -12.95        3.21
0.077726        0.00130        4.391        0.00126        0.00147        4.106        4.676        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0       59.54        0.04        0.99        0.156        0.047       42.91       28.91       43.91        0.70         6        3.00        3.15        3.16        3.66        1.15        0.788        2.9038        4.85        5.55        8.6        0.3        0.146        2.46        0.90     3277.16     6618.10     6618.1        0.27       10.32      -11.63        4.15
0.077726        0.02370        3.295        0.02368        0.02504        3.128        3.462        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0       10.17        0.15        0.98        0.507        0.130       31.95        6.50       32.95        0.94         2        2.74        2.95        3.47        6.77        1.13        0.827        0.5318        5.82        8.19       10.4        1.1        0.390        2.63        1.78       67.96     1819.42    24993.1        0.45        1.92       -2.63        1.56
0.077726        0.00380        4.227        0.00367        0.00380        4.200        4.306        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0       33.01        0.06        0.99        0.260        0.075       41.27       12.40       42.27        0.73         4        2.96        3.12        3.24        4.19        1.16        0.793        1.6001        5.28        6.46        9.5        0.3        0.162        2.56        1.07     1294.34     5175.52     5175.5        0.33        5.53       -7.11        2.68
0.077726        0.14530        2.852        0.13719        0.15149        2.723        2.981        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0        3.44        0.38        0.95        1.087        0.282       27.52      659.76       28.52        1.09         1        2.40        2.69        3.57       10.41        1.18        0.824        0.2164        5.79        9.49        8.9        0.7        0.316        2.63        2.74        3.28        5.10        5.1        0.44        1.25       -1.05        1.32
