xi              mu             p            mu_min          mu_max          p_min        p_max        ep          alpha_m    chi_m      Pm         alpha_t     ddmp       ddmt       ddmv       ddmb       q           alpha_v     delta       ms           msint        Lambda      Lambdaint   Rm          Ga          n         x_h         x_id        x_SM        x_A         x_FM        Omega*      kappa         lambda      E           sigma_SM   sigma_A    g_A          r_A         z_A         r_max       z_t         z_max      b           Br_Bz0_SM   Bphi_Bz0_SM Bz_Bz0_SM
10.000000        4.08390        0.551        3.857248        4.310621        0.551        0.551        0.01        1.0        1.0        1.0        1.0        -2.0       -2.0       -2.0       -2.0        0.13        2.02        0.99        1.114        0.665       54.10       15.64       55.10        5.55         0        1.34        2.69        2.85        0.00        0.00        0.99        2.3637        1.04       -0.92        0.0        0.0        0.000        0.00        0.00        1.03        0.04        0.0        0.91        0.78       -0.04        0.93
10.000000        0.06360        1.469        0.057416        0.066880        1.469        1.469        0.01        1.0        1.0        1.0        1.0        -2.0       -2.0       -2.0       -2.0        2.89        0.25        1.00        0.371        0.094      145.90       11.87      146.90        2.06         1        2.01        2.62        2.69        0.00        0.00        0.99       19.4148        1.04       -0.92        0.1        0.0        0.000        0.00        0.00        1.02        0.04        0.0        0.94        1.60       -0.62        0.99
10.000000        0.06330        1.102        0.063263        0.075098        1.102        1.102        0.01        1.0        1.0        1.0        1.0        -2.0       -2.0       -2.0       -2.0        2.17        0.25        1.00        0.277        0.069      109.20       14.66      110.20        2.75         1        2.02        2.67        3.24        0.00        0.00        0.99       14.7164        1.04       -0.91        0.1        0.0        0.000        0.00        0.00        1.02        0.04        0.0        0.96        0.94       -0.46        0.97
10.000000        3.64870        0.551        3.446198        3.851257        0.551        0.551        0.01        1.0        1.0        1.0        1.0        -2.0       -2.0       -2.0       -2.0        0.14        1.91        0.99        1.053        0.623       54.10       15.62       55.10        5.55         0        1.34        2.83        3.52        0.00        0.00        0.99        2.4840        1.04       -0.92        0.0        0.0        0.000        0.00        0.00        1.03        0.04        0.0        0.89        0.66       -0.02        0.90
10.000000        0.06470        1.286        0.064002        0.075591        1.286        1.286        0.01        1.0        1.0        1.0        1.0        -2.0       -2.0       -2.0       -2.0        2.51        0.25        1.00        0.327        0.083      127.60       13.66      128.60        2.35         1        2.03        2.71        2.94        0.00        0.00        0.99       17.0700        1.04       -0.91        0.1        0.0        0.000        0.00        0.00        1.02        0.04        0.0        0.94        1.24       -0.52        0.98
7.906043        4.24170        0.551        4.045733        4.437736        0.551        0.551        0.01        1.0        1.0        1.0        1.0        -2.0       -2.0       -2.0       -2.0        0.13        2.06        0.99        1.135        0.670       54.10       18.63       55.10        5.55         0        1.38        2.64        2.89        0.00        0.00        0.99        1.8376        1.05       -0.90        0.1        0.0        0.000        0.00        0.00        1.03        0.05        0.0        0.93        0.79       -0.06        0.95
7.906043        3.53490        0.735        3.403626        3.783351        0.735        0.735        0.01        1.0        1.0        1.0        1.0        -2.0       -2.0       -2.0       -2.0        0.19        1.88        0.99        1.382        0.865       72.50       19.18       73.50        4.14         0        1.27        2.51        2.54        0.00        0.00        0.98        2.4222        1.05       -0.90        0.1        0.0        0.000        0.00        0.00        1.03        0.04        0.0        0.92        0.94       -0.07        0.94
7.906043        0.06800        1.286        0.067957        0.074189        1.286        1.286        0.01        1.0        1.0        1.0        1.0        -2.0       -2.0       -2.0       -2.0        2.45        0.26        1.00        0.335        0.087      127.60       18.34      128.60        2.35         1        2.06        2.61        3.04        0.00        0.00        0.99       13.6905        1.06       -0.89        0.1        0.0        0.000        0.00        0.00        1.03        0.05        0.1        0.98        1.11       -0.66        0.99
7.906043        0.06580        1.469        0.060714        0.066281        1.469        1.469        0.01        1.0        1.0        1.0        1.0        -2.0       -2.0       -2.0       -2.0        2.84        0.26        1.00        0.377        0.099      145.90       16.64      146.90        2.06         1        2.04        2.67        2.88        0.00        0.00        0.99       15.6905        1.06       -0.89        0.1        0.0        0.000        0.00        0.00        1.03        0.04        0.0        0.96        1.37       -0.69        0.99
7.906043        0.06570        1.469        0.064071        0.071409        1.469        1.469        0.01        1.0        1.0        1.0        1.0        -2.0       -2.0       -2.0       -2.0        2.85        0.26        1.00        0.376        0.099      145.90       16.64      146.90        2.06         1        2.04        2.66        2.89        0.00        0.00        0.99       15.6962        1.06       -0.89        0.1        0.0        0.000        0.00        0.00        1.03        0.04        0.0        0.96        1.37       -0.68        0.99
