xi              mu             p            mu_min          mu_max          p_min        p_max        ep          alpha_m    chi_m      Pm         alpha_t     ddmp       ddmt       ddmv       ddmb       q           alpha_v     delta       ms           msint        Lambda      Lambdaint   Rm          Ga          n         x_h         x_id        x_SM        x_A         x_FM        Omega*      kappa         lambda      E           sigma_SM   sigma_A    g_A          r_A         z_A         r_max       z_t         z_max      b           Br_Bz0_SM   Bphi_Bz0_SM Bz_Bz0_SM
0.013895        0.13920        7.575        0.135903        0.142541        7.409        7.740        0.01        1.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0       10.08        0.37        0.99        2.826        3.067      756.45      -63.03      757.45        0.40         0        0.61        0.93        0.96       30.57        1.03        0.96        0.0846       36.60       67.11       71.1        2.3        0.644        6.13        1.87     1647.52     2525.36     2525.4        0.93        3.90       -3.03        1.02
0.012068        4.36690        1.539        4.253583        4.858056        1.320        1.554        0.01        1.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        0.35        2.09        0.96        3.217        2.031      152.94     -118.55      153.94        1.96         0        1.62        1.83        2.98       13.47        1.03        0.96        0.0053       40.66       74.95       77.7       58.0        0.028        1.20        0.16        6.70       19.34       21.7        0.85        1.35       -0.21        1.01
0.010481        0.14810        7.675        0.143652        0.157915        7.189        8.162        0.01        1.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        9.90        0.38        0.99        2.954        3.186      766.55      -63.32      767.55        0.39         0        0.62        0.92        0.98       33.51        1.03        0.96        0.0614       48.17       89.15       94.2        9.2        0.864        7.09        2.38     3435.62     5700.07     5700.1        0.93        3.85       -2.92        1.02
0.009103        4.17310        1.642        3.985995        4.485067        1.595        1.657        0.01        1.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        0.39        2.04        0.96        3.353        2.139      163.15     -112.98      164.15        1.84         0        1.60        1.80        2.93       13.84        1.03        0.96        0.0042       53.56       99.52      103.1       76.0        0.031        1.21        0.17        8.09       26.92       30.7        0.85        1.37       -0.22        1.01
0.009103        0.17150        7.652        0.170568        0.185278        7.543        7.761        0.01        1.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        9.16        0.41        0.99        3.169        3.356      764.20      -65.18      765.20        0.39         0        0.63        0.92        1.02       34.47        1.03        0.95        0.0484       55.24      102.59      108.2        3.4        0.735        7.56        2.61     2811.76     4536.05     4536.0        0.93        3.72       -2.65        1.02
0.007906        0.20300        7.590        0.199331        0.222559        7.185        7.996        0.01        1.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        8.34        0.45        0.99        3.420        3.543      758.05      -67.60      759.05        0.40         0        0.64        0.94        1.06       35.85        1.03        0.95        0.0376       63.36      117.99      124.3        1.4        0.549        8.05        2.89     2134.55     3415.12     3415.1        0.92        3.56       -2.36        1.02
0.007906        0.18770        7.690        0.187664        0.209536        7.427        7.952        0.01        1.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        8.79        0.43        0.99        3.331        3.491      767.95      -66.95      768.95        0.39         0        0.63        0.92        1.04       35.75        1.03        0.95        0.0396       63.39      118.06      124.9        3.1        0.715        8.10        2.90     3033.26     4935.55     4935.6        0.92        3.64       -2.49        1.01
0.007906        0.17770        7.691        0.173402        0.181958        7.527        7.855        0.01        1.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        9.04        0.42        0.99        3.242        3.421      768.10      -65.86      769.10        0.39         0        0.63        0.92        1.03       35.88        1.03        0.95        0.0411       63.42      118.17      124.5        6.3        0.830        8.13        2.92     3943.71     6576.29     6576.3        0.92        3.69       -2.58        1.02
0.006866        3.86640        1.781        3.812728        4.242218        1.687        1.875        0.01        1.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        0.43        1.97        0.96        3.502        2.259      177.10     -105.80      178.10        1.69         0        1.58        1.76        2.94       13.58        1.04        0.96        0.0034       70.69      132.18      136.4      101.5        0.033        1.21        0.16       10.27       40.11       46.2        0.85        1.38       -0.24        1.01
0.006866        0.21280        7.611        0.200509        0.237982        7.165        8.057        0.01        1.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        8.17        0.46        0.99        3.511        3.616      760.10      -67.72      761.10        0.39         0        0.65        0.94        1.08       37.08        1.03        0.95        0.0316       72.76      135.86      143.0        1.9        0.613        8.64        3.21     2764.50     4506.69     4506.7        0.92        3.52       -2.29        1.02
0.005964        0.23240        7.575        0.208595        0.232436        7.047        8.103        0.01        1.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        7.77        0.48        0.99        3.652        3.716      756.50      -68.66      757.50        0.40         0        0.66        0.94        1.24       38.42        1.03        0.95        0.0259       83.54      156.34      163.9        1.6        0.580        9.26        3.56     2956.57     4871.55     4871.6        0.92        3.45       -2.15        1.02
0.005964        3.71080        1.860        3.608772        4.016801        1.779        1.941        0.01        1.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        0.46        1.93        0.96        3.583        2.327      185.00     -103.25      186.00        1.62         0        1.56        1.74        2.95       12.82        1.04        0.95        0.0030       81.24      152.26      156.8      119.5        0.032        1.20        0.15       11.41       43.84       49.6        0.85        1.39       -0.25        1.01
0.005179        0.24660        7.574        0.243566        0.246631        7.231        7.917        0.01        1.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        7.54        0.50        0.99        3.761        3.797      756.40      -69.07      757.40        0.40         0        0.67        0.94        1.26       39.69        1.03        0.95        0.0216       95.98      179.95      188.5        1.8        0.607        9.94        3.94     3582.83     5989.53     5989.5        0.91        3.39       -2.07        1.02
0.004498        3.81380        1.961        3.813797        4.452166        1.707        1.978        0.01        1.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        0.48        1.95        0.96        3.830        2.517      195.11     -104.80      196.11        1.54         0        1.53        1.70        2.79       13.50        1.03        0.95        0.0023      107.04      200.79      210.8      154.8        0.033        1.21        0.16       15.20       74.00       87.4        0.84        1.41       -0.24        1.01
0.004498        0.26580        7.559        0.262064        0.291661        6.897        8.221        0.01        1.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        7.24        0.52        0.99        3.897        3.893      754.90      -69.82      755.90        0.40         0        0.68        0.94        1.17       41.04        1.03        0.95        0.0178      110.27      207.03      217.4        1.7        0.601       10.65        4.37     4065.04     6890.94     6890.9        0.91        3.33       -1.96        1.01
0.003907        3.37160        2.077        3.360008        4.102302        1.884        2.105        0.01        1.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        0.54        1.84        0.96        3.814        2.519      206.74      -96.60      207.74        1.45         0        1.53        1.69        2.89       11.95        1.04        0.95        0.0022      123.42      232.43      239.6      186.9        0.032        1.19        0.14       20.81      125.34      160.4        0.85        1.42       -0.27        1.01
0.003907        0.26600        7.615        0.258719        0.283120        7.055        8.174        0.01        1.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        7.29        0.52        0.99        3.927        3.925      760.45      -69.86      761.45        0.39         0        0.68        0.94        1.18       42.17        1.03        0.95        0.0155      126.80      238.41      250.2        3.7        0.760       11.48        4.84     6469.71    11236.89    11236.9        0.91        3.33       -1.96        1.02
0.003907        0.25140        7.665        0.224790        0.251413        7.162        8.168        0.01        1.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        7.55        0.50        0.99        3.843        3.874      765.50      -69.50      766.50        0.39         0        0.67        0.93        1.29       42.34        1.03        0.95        0.0161      126.85      238.57      249.7       10.3        0.891       11.54        4.89     8731.78    15664.72    15664.7        0.91        3.38       -2.04        1.02
0.003393        3.23390        2.171        3.141291        3.437558        1.907        2.209        0.01        1.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        0.58        1.80        0.96        3.905        2.597      216.12      -94.77      217.12        1.39         0        1.51        1.67        2.86       10.92        1.04        0.95        0.0020      141.96      267.63      275.9      221.6        0.030        1.17        0.13       25.45      161.62      214.1        0.85        1.44       -0.28        1.01
0.002560        0.33570        7.511        0.335668        0.344996        6.944        8.079        0.01        1.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        6.39        0.58        0.99        4.352        4.207      750.15      -72.53      751.15        0.40         0        0.71        0.95        1.27       46.24        1.03        0.95        0.0086      192.32      362.32      381.6        2.6        0.696       14.13        6.53     8707.91    15626.31    15626.3        0.90        3.13       -1.66        1.01
