xi              mu             p            mu_min          mu_max          p_min        p_max        ep          alpha_m    chi_m      Pm         alpha_t     ddmp       ddmt       ddmv       ddmb       q           alpha_v     delta       ms           msint        Lambda      Lambdaint   Rm          Ga          n         x_h         x_id        x_SM        x_A         x_FM        Omega*      kappa         lambda      E           sigma_SM   sigma_A    g_A          r_A         z_A         r_max       z_t         z_max      b           Br_Bz0_SM   Bphi_Bz0_SM Bz_Bz0_SM
0.754312        4.69480        0.245        4.253279        4.996879        0.245        0.245        0.10        2.0        1.0        1.0        3.0        -2.0       -2.0       -2.0       -2.0        0.06        4.33        0.87        1.062        0.787        1.45        5.57        2.45        5.17         0        1.80        2.87        2.91        0.00        0.00        0.84        0.4065        1.35       -0.29        0.3        0.0        0.000        0.00        0.00        1.27        0.45        0.5       -0.66        0.83       -0.07        1.07
0.372759        5.20450        0.245        5.145902        5.614502        0.245        0.245        0.10        2.0        1.0        1.0        3.0        -2.0       -2.0       -2.0       -2.0        0.05        4.56        0.84        1.118        0.860        1.45        8.62        2.45        5.17         0        1.87        2.77        2.94        0.00        0.00        0.81        0.2007        1.78        0.40        1.2        0.0        0.000        0.00        0.00        1.48        0.77        0.8        0.18        0.91       -0.13        1.11
0.294705        5.16590        0.245        4.780663        5.220930        0.245        0.245        0.10        2.0        1.0        1.0        3.0        -2.0       -2.0       -2.0       -2.0        0.05        4.55        0.83        1.114        0.861        1.45        9.61        2.45        5.17         0        1.89        2.99        3.15        0.00        0.00        0.81        0.1602        2.02        0.79        1.4        0.0        0.000        0.00        0.00        1.58        0.99        1.0        0.25        0.85       -0.14        1.10
0.294705        4.46660        0.327        4.199651        4.911612        0.327        0.327        0.10        2.0        1.0        1.0        3.0        -2.0       -2.0       -2.0       -2.0        0.09        4.23        0.83        1.382        1.048        2.27       19.32        3.27        3.30         0        1.81        2.71        2.79        0.00        0.00        0.79        0.1978        2.04        0.77        1.6        0.0        0.000        0.00        0.00        1.61        0.84        0.8        0.24        1.05       -0.18        1.13
0.232995        5.56420        0.245        5.507331        6.417403        0.245        0.245        0.10        2.0        1.0        1.0        3.0        -2.0       -2.0       -2.0       -2.0        0.05        4.72        0.82        1.156        0.895        1.45       10.97        2.45        5.17         0        1.92        2.85        3.05        0.00        0.00        0.80        0.1237        2.30        1.21        2.1        0.0        0.000        0.00        0.00        1.70        1.20        1.2        0.27        0.91       -0.15        1.12
0.232995        5.37470        0.245        5.101774        5.647627        0.245        0.245        0.10        2.0        1.0        1.0        3.0        -2.0       -2.0       -2.0       -2.0        0.05        4.64        0.83        1.136        0.879        1.45       10.84        2.45        5.17         0        1.92        2.94        3.17        0.00        0.00        0.80        0.1254        2.31        1.24        1.9        0.0        0.000        0.00        0.00        1.70        1.25        1.3        0.28        0.87       -0.15        1.11
0.232995        4.64600        0.327        4.229063        5.062856        0.327        0.327        0.10        2.0        1.0        1.0        3.0        -2.0       -2.0       -2.0       -2.0        0.09        4.31        0.82        1.410        1.067        2.27       23.79        3.27        3.30         0        1.84        2.72        2.83        0.00        0.00        0.78        0.1542        2.34        1.22        2.1        0.0        0.000        0.00        0.00        1.73        1.02        1.0        0.27        1.05       -0.19        1.13
0.232995        3.92370        0.408        3.731177        4.205055        0.408        0.408        0.10        2.0        1.0        1.0        3.0        -2.0       -2.0       -2.0       -2.0        0.13        3.96        0.82        1.616        1.221        3.08      113.71        4.08        2.44         0        1.77        2.58        2.64        0.00        0.00        0.77        0.1857        2.37        1.23        2.2        0.0        0.000        0.00        0.00        1.76        0.92        0.9        0.28        1.17       -0.23        1.14
0.232995        3.92190        0.408        3.529623        3.958776        0.408        0.408        0.10        2.0        1.0        1.0        3.0        -2.0       -2.0       -2.0       -2.0        0.13        3.96        0.82        1.616        1.221        3.08      113.68        4.08        2.44         0        1.77        2.59        2.65        0.00        0.00        0.77        0.1857        2.37        1.23        2.2        0.0        0.000        0.00        0.00        1.76        0.92        0.9        0.28        1.17       -0.23        1.14
0.184207        4.91810        0.327        4.820069        5.212066        0.327        0.327        0.10        2.0        1.0        1.0        3.0        -2.0       -2.0       -2.0       -2.0        0.08        4.44        0.81        1.450        1.098        2.27       29.38        3.27        3.30         0        1.86        2.65        2.83        0.00        0.00        0.77        0.1193        2.70        1.76        2.9        0.0        0.000        0.00        0.00        1.87        1.25        1.3        0.29        1.06       -0.20        1.14
0.184207        4.10510        0.408        4.067608        4.367913        0.408        0.408        0.10        2.0        1.0        1.0        3.0        -2.0       -2.0       -2.0       -2.0        0.12        4.05        0.81        1.653        1.247        3.08      494.91        4.08        2.44         0        1.79        2.56        2.67        0.00        0.00        0.76        0.1439        2.75        1.78        2.9        0.0        0.000        0.00        0.00        1.90        1.12        1.1        0.30        1.18       -0.24        1.15
0.184207        0.04500        0.571        0.045043        0.054778        0.571        0.571        0.10        2.0        1.0        1.0        3.0        -2.0       -2.0       -2.0       -2.0        2.17        0.42        0.98        0.242        0.171        4.71       11.45        5.71        1.59         1        2.37        2.85        3.27        0.00        0.00        0.89        1.0853        3.26        3.13        4.8        0.0        0.000        0.00        0.00        1.37        0.82        0.8        0.65        1.07       -2.48        1.26
0.184207        5.79200        0.245        5.503105        6.080848        0.245        0.245        0.10        2.0        1.0        1.0        3.0        -2.0       -2.0       -2.0       -2.0        0.05        4.81        0.81        1.179        0.916        1.45       12.22        2.45        5.17         0        1.94        2.85        3.11        0.00        0.00        0.79        0.0967        2.66        1.76        2.8        0.0        0.000        0.00        0.00        1.84        1.56        1.6        0.30        0.91       -0.15        1.13
0.184207        5.86220        0.163        5.805553        5.918768        0.163        0.163        0.10        2.0        1.0        1.0        3.0        -2.0       -2.0       -2.0       -2.0        0.02        4.84        0.84        0.789        0.660        0.63        5.85        1.63       11.90         0        2.03        2.98        3.90        0.00        0.00        0.83        0.0787        2.65        1.87        2.3        0.0        0.000        0.00        0.00        1.46        1.14        1.1        0.33        0.62       -0.12        1.08
0.145635        5.96010        0.163        5.569238        6.090415        0.163        0.163        0.10        2.0        1.0        1.0        3.0        -2.0       -2.0       -2.0       -2.0        0.02        4.88        0.84        0.796        0.668        0.63        6.20        1.63       11.90         0        2.05        2.91        4.16        0.00        0.00        0.83        0.0622        3.11        2.63        2.8        0.0        0.000        0.00        0.00        1.47        1.20        1.2        0.35        0.57       -0.12        1.06
0.145635        5.87940        0.245        5.796088        6.462393        0.245        0.245        0.10        2.0        1.0        1.0        3.0        -2.0       -2.0       -2.0       -2.0        0.05        4.85        0.81        1.188        0.923        1.45       13.41        2.45        5.17         0        1.96        2.82        3.21        0.00        0.00        0.79        0.0762        3.13        2.49        3.5        0.0        0.000        0.00        0.00        1.99        2.50        2.5        0.31        0.89       -0.16        1.13
0.145635        5.05910        0.327        5.005488        5.434415        0.327        0.327        0.10        2.0        1.0        1.0        3.0        -2.0       -2.0       -2.0       -2.0        0.08        4.50        0.80        1.471        1.114        2.27       36.16        3.27        3.30         0        1.88        2.71        2.90        0.00        0.00        0.76        0.0933        3.18        2.47        3.7        0.0        0.000        0.00        0.00        2.04        1.58        1.6        0.31        1.05       -0.20        1.14
0.145635        4.95580        0.327        4.157615        5.069775        0.327        0.327        0.10        2.0        1.0        1.0        3.0        -2.0       -2.0       -2.0       -2.0        0.08        4.45        0.80        1.456        1.101        2.27       35.87        3.27        3.30         0        1.88        2.78        2.98        0.00        0.00        0.77        0.0941        3.19        2.50        3.5        0.0        0.000        0.00        0.00        2.04        1.60        1.6        0.31        1.02       -0.20        1.14
0.145635        4.40680        0.408        4.406823        4.784284        0.408        0.408        0.10        2.0        1.0        1.0        3.0        -2.0       -2.0       -2.0       -2.0        0.12        4.20        0.80        1.713        1.291        3.08     -270.78        4.08        2.44         0        1.81        2.46        2.67        0.00        0.00        0.75        0.1102        3.21        2.43        4.0        0.0        0.000        0.00        0.00        2.07        1.37        1.4        0.30        1.19       -0.24        1.15
0.145635        4.25980        0.408        3.684167        4.298184        0.408        0.408        0.10        2.0        1.0        1.0        3.0        -2.0       -2.0       -2.0       -2.0        0.12        4.13        0.80        1.684        1.268        3.08     -271.39        4.08        2.44         0        1.81        2.61        2.73        0.00        0.00        0.75        0.1120        3.23        2.49        3.7        0.0        0.000        0.00        0.00        2.07        1.38        1.4        0.31        1.16       -0.24        1.15
0.145635        3.61300        0.490        3.351252        3.816572        0.490        0.490        0.10        2.0        1.0        1.0        3.0        -2.0       -2.0       -2.0       -2.0        0.17        3.80        0.80        1.863        1.409        3.90      -36.11        4.90        1.92         0        1.75        2.50        2.58        0.00        0.00        0.74        0.1318        3.28        2.50        3.8        0.0        0.000        0.00        0.00        2.10        1.26        1.3        0.31        1.28       -0.29        1.16
0.115140        4.59150        0.408        4.591517        4.725195        0.408        0.408        0.10        2.0        1.0        1.0        3.0        -2.0       -2.0       -2.0       -2.0        0.11        4.29        0.79        1.749        1.315        3.08     -118.03        4.08        2.44         0        1.83        2.48        2.72        0.00        0.00        0.74        0.0855        3.80        3.27        5.1        0.0        0.000        0.00        0.00        2.27        1.69        1.7        0.31        1.18       -0.24        1.16
0.115140        2.75160        0.653        2.612177        2.984090        0.653        0.653        0.10        2.0        1.0        1.0        3.0        -2.0       -2.0       -2.0       -2.0        0.27        3.32        0.81        2.166        1.679        5.53      -15.22        6.53        1.36         0        1.66        2.33        2.38        0.00        0.00        0.72        0.1358        4.00        3.44        5.1        0.0        0.000        0.00        0.00        2.36        1.32        1.3        0.33        1.47       -0.41        1.17
0.115140        3.22880        0.571        2.917004        3.370574        0.571        0.571        0.10        2.0        1.0        1.0        3.0        -2.0       -2.0       -2.0       -2.0        0.21        3.59        0.80        2.052        1.566        4.71      -19.99        5.71        1.59         0        1.71        2.38        2.49        0.00        0.00        0.72        0.1180        3.94        3.39        5.1        0.0        0.000        0.00        0.00        2.33        1.41        1.4        0.32        1.37       -0.35        1.17
0.115140        3.76000        0.490        3.397945        3.771671        0.490        0.490        0.10        2.0        1.0        1.0        3.0        -2.0       -2.0       -2.0       -2.0        0.16        3.88        0.80        1.900        1.433        3.90      -31.21        4.90        1.92         0        1.77        2.53        2.64        0.00        0.00        0.73        0.1022        3.89        3.37        4.9        0.0        0.000        0.00        0.00        2.30        1.53        1.5        0.32        1.26       -0.29        1.16
0.115140        3.86900        0.490        3.869000        4.308085        0.490        0.490        0.10        2.0        1.0        1.0        3.0        -2.0       -2.0       -2.0       -2.0        0.16        3.93        0.79        1.928        1.454        3.90      -31.45        4.90        1.92         0        1.77        2.38        2.57        0.00        0.00        0.73        0.1008        3.86        3.31        5.2        0.0        0.000        0.00        0.00        2.30        1.52        1.5        0.31        1.28       -0.29        1.16
0.115140        5.43220        0.327        5.432232        6.397715        0.327        0.327        0.10        2.0        1.0        1.0        3.0        -2.0       -2.0       -2.0       -2.0        0.08        4.66        0.79        1.524        1.154        2.27       45.64        3.27        3.30         0        1.90        2.62        2.91        0.00        0.00        0.75        0.0716        3.74        3.26        5.0        0.0        0.000        0.00        0.00        2.23        1.98        2.0        0.31        1.06       -0.20        1.15
