xi              mu             p            mu_min          mu_max          p_min        p_max        ep          alpha_m    chi_m      Pm         alpha_t     ddmp       ddmt       ddmv       ddmb       q           alpha_v     delta       ms           msint        Lambda      Lambdaint   Rm          Ga          n         x_h         x_id        x_SM        x_A         x_FM        Omega*      kappa         lambda      E           sigma_SM   sigma_A    g_A          r_A         z_A         r_max       z_t         z_max      b           Br_Bz0_SM   Bphi_Bz0_SM Bz_Bz0_SM
6.250552        0.16730        2.204        0.152076        0.167341        2.204        2.204        0.01        1.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        2.68        0.41        1.00        0.902        0.098      219.40        3.48      220.40        1.37         1        2.22        2.61        3.05        0.00        0.00        0.99        7.6193        1.04       -0.91        0.1        0.0        0.000        0.00        0.00        1.03        0.04        0.0        1.00        1.86       -0.23        1.00
6.250552        0.17790        1.714        0.165432        0.190343        1.714        1.714        0.01        1.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        2.02        0.42        1.00        0.723        0.081      170.40        6.18      171.40        1.76         1        2.25        2.66        3.35        0.00        0.00        0.99        6.3150        1.06       -0.89        0.1        0.0        0.000        0.00        0.00        1.03        0.05        0.1        1.01        1.23       -0.27        0.99
6.250552        0.17910        1.959        0.168197        0.182708        1.959        1.959        0.01        1.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        2.30        0.42        1.00        0.829        0.092      194.90        4.83      195.90        1.54         1        2.25        2.64        3.18        0.00        0.00        0.99        6.9709        1.05       -0.90        0.1        0.0        0.000        0.00        0.00        1.03        0.04        0.0        1.00        1.50       -0.24        1.00
6.250552        0.18010        2.204        0.168762        0.191505        2.204        2.204        0.01        1.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        2.58        0.42        1.00        0.935        0.103      219.40        3.54      220.40        1.37         1        2.24        2.63        2.93        0.00        0.00        0.99        7.4746        1.04       -0.91        0.1        0.0        0.000        0.00        0.00        1.03        0.04        0.0        1.00        1.84       -0.26        1.01
6.250552        0.16050        2.449        0.145111        0.162741        2.449        2.449        0.01        1.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        3.04        0.40        1.00        0.981        0.104      243.90        2.30      244.90        1.23         1        2.20        2.63        2.76        0.00        0.00        0.99        8.0465        1.03       -0.93        0.0        0.0        0.000        0.00        0.00        1.02        0.03        0.0        0.99        2.27       -0.19        1.02
6.250552        0.19200        2.204        0.191950        0.217421        2.204        2.204        0.01        1.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        2.50        0.44        1.00        0.966        0.106      219.40        3.60      220.40        1.37         1        2.27        2.64        2.95        0.00        0.00        0.99        7.3641        1.04       -0.91        0.1        0.0        0.000        0.00        0.00        1.03        0.04        0.0        1.00        1.79       -0.29        1.02
6.250552        0.19710        1.714        0.197143        0.211317        1.714        1.714        0.01        1.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        1.92        0.44        1.00        0.761        0.086      170.40        6.35      171.40        1.76         1        2.29        2.68        3.34        0.00        0.00        0.99        6.1686        1.06       -0.89        0.1        0.0        0.000        0.00        0.00        1.03        0.05        0.1        1.01        1.19       -0.31        1.00
6.250552        0.20020        1.959        0.200220        0.207939        1.959        1.959        0.01        1.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        2.17        0.45        1.00        0.877        0.099      194.90        4.97      195.90        1.54         1        2.29        2.67        3.13        0.00        0.00        0.99        6.7981        1.05       -0.90        0.1        0.0        0.000        0.00        0.00        1.03        0.04        0.0        1.01        1.45       -0.31        1.01
6.250552        0.21320        1.959        0.213198        0.245302        1.959        1.959        0.01        1.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        2.11        0.46        1.00        0.905        0.102      194.90        5.08      195.90        1.54         1        2.32        2.69        3.18        0.00        0.00        0.99        6.7162        1.05       -0.90        0.1        0.0        0.000        0.00        0.00        1.03        0.05        0.0        1.01        1.40       -0.32        1.01
6.250552        0.21520        2.204        0.215179        0.239013        2.204        2.204        0.01        1.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        2.36        0.46        1.00        1.022        0.114      219.40        3.73      220.40        1.37         1        2.31        2.68        3.02        0.00        0.00        0.99        7.1962        1.04       -0.91        0.1        0.0        0.000        0.00        0.00        1.03        0.04        0.0        1.01        1.67       -0.31        1.02
6.250552       18.72530        0.245       17.595168       19.855428        0.245        0.245        0.01        1.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        0.03        4.33        0.98        1.060        0.479       23.50       18.43       24.50       12.77         0        1.95        2.70        3.22        0.00        0.00        0.98        0.8163        1.06       -0.88        0.1        0.0        0.000        0.00        0.00        1.04        0.05        0.1        0.97        1.01       -0.03        0.96
6.250552       10.62050        0.490        9.334799       10.880011        0.490        0.490        0.01        1.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        0.07        3.26        0.98        1.597        0.832       48.00       18.47       49.00        6.25         0        1.71        2.67        2.70        0.00        0.00        0.97        1.5505        1.06       -0.89        0.1        0.0        0.000        0.00        0.00        1.04        0.04        0.0        0.94        1.33       -0.05        0.95
6.250552       17.73240        0.245       15.934201       18.331858        0.245        0.245        0.01        1.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        0.03        4.21        0.98        1.032        0.461       23.50       18.37       24.50       12.77         0        1.95        2.99        3.35        0.00        0.00        0.98        0.8306        1.06       -0.88        0.1        0.0        0.000        0.00        0.00        1.04        0.05        0.1        0.95        0.99       -0.03        0.96
4.941713        0.14020        2.939        0.134599        0.145764        2.939        2.939        0.01        1.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        3.90        0.37        1.00        1.100        0.120      292.90        2.13      293.90        1.02         1        2.15        2.51        2.58        0.00        0.00        0.98        7.6534        1.04       -0.92        0.1        0.0        0.000        0.00        0.00        1.03        0.03        0.0        1.01        2.89       -0.26        1.04
4.941713        0.16150        2.694        0.155069        0.167871        2.694        2.694        0.01        1.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        3.33        0.40        1.00        1.083        0.122      268.40        3.35      269.40        1.12         1        2.20        2.59        2.73        0.00        0.00        0.98        7.2402        1.05       -0.89        0.1        0.0        0.000        0.00        0.00        1.03        0.04        0.0        1.01        2.41       -0.32        1.03
4.941713        0.16170        2.449        0.150535        0.161702        2.449        2.449        0.01        1.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        3.03        0.40        1.00        0.985        0.113      243.90        4.65      244.90        1.23         1        2.21        2.59        3.02        0.00        0.00        0.99        6.9884        1.06       -0.87        0.1        0.0        0.000        0.00        0.00        1.04        0.04        0.0        1.01        2.04       -0.35        1.02
4.941713        0.17390        1.714        0.167270        0.177939        1.714        1.714        0.01        1.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        2.04        0.42        1.00        0.715        0.085      170.40        9.11      171.40        1.76         1        2.26        2.65        3.54        0.00        0.00        0.99        5.3421        1.08       -0.84        0.1        0.0        0.000        0.00        0.00        1.04        0.07        0.1        1.02        1.11       -0.32        0.99
4.941713        0.17540        2.694        0.175043        0.186077        2.694        2.694        0.01        1.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        3.20        0.42        1.00        1.128        0.128      268.40        3.40      269.40        1.12         1        2.23        2.58        2.75        0.00        0.00        0.98        7.0684        1.05       -0.89        0.1        0.0        0.000        0.00        0.00        1.03        0.04        0.0        1.02        2.32       -0.35        1.03
4.941713        0.17710        2.449        0.173460        0.187849        2.449        2.449        0.01        1.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        2.89        0.42        1.00        1.030        0.119      243.90        4.72      244.90        1.23         1        2.24        2.61        2.89        0.00        0.00        0.99        6.8118        1.06       -0.88        0.1        0.0        0.000        0.00        0.00        1.04        0.04        0.0        1.01        2.00       -0.36        1.02
4.941713        0.17790        2.204        0.167270        0.177939        2.204        2.204        0.01        1.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        2.60        0.42        1.00        0.930        0.109      219.40        6.14      220.40        1.37         1        2.25        2.63        3.21        0.00        0.00        0.99        6.4169        1.07       -0.86        0.1        0.0        0.000        0.00        0.00        1.04        0.05        0.0        1.01        1.66       -0.35        1.01
4.941713        0.18080        1.959        0.171763        0.180843        1.959        1.959        0.01        1.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        2.29        0.43        1.00        0.833        0.099      194.90        7.63      195.90        1.54         1        2.26        2.65        3.42        0.00        0.00        0.99        5.8879        1.08       -0.85        0.1        0.0        0.000        0.00        0.00        1.04        0.05        0.1        1.02        1.36       -0.33        1.00
4.941713        0.18380        1.959        0.183381        0.207456        1.959        1.959        0.01        1.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        2.27        0.43        1.00        0.840        0.100      194.90        7.67      195.90        1.54         1        2.27        2.65        3.26        0.00        0.00        0.99        5.8648        1.08       -0.85        0.1        0.0        0.000        0.00        0.00        1.04        0.05        0.1        1.02        1.38       -0.36        1.00
4.941713        0.18580        2.204        0.184937        0.212146        2.204        2.204        0.01        1.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        2.54        0.43        1.00        0.950        0.112      219.40        6.17      220.40        1.37         1        2.26        2.64        3.06        0.00        0.00        0.99        6.3477        1.07       -0.86        0.1        0.0        0.000        0.00        0.00        1.04        0.05        0.0        1.02        1.67       -0.37        1.01
4.941713        0.18810        1.714        0.188136        0.203609        1.714        1.714        0.01        1.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        1.96        0.43        1.00        0.743        0.089      170.40        9.24      171.40        1.76         1        2.29        2.67        3.46        0.00        0.00        0.99        5.2398        1.08       -0.84        0.1        0.0        0.000        0.00        0.00        1.04        0.06        0.1        1.02        1.13       -0.36        1.00
4.941713        0.19410        2.449        0.194093        0.216603        2.449        2.449        0.01        1.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        2.76        0.44        1.00        1.079        0.125      243.90        4.83      244.90        1.23         1        2.28        2.64        2.92        0.00        0.00        0.99        6.6575        1.06       -0.88        0.1        0.0        0.000        0.00        0.00        1.04        0.04        0.0        1.02        1.92       -0.39        1.02
4.941713        0.20940        1.959        0.209368        0.242109        1.959        1.959        0.01        1.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        2.13        0.46        1.00        0.896        0.108      194.90        7.88      195.90        1.54         1        2.32        2.69        3.28        0.00        0.00        0.99        5.6988        1.08       -0.85        0.1        0.0        0.000        0.00        0.00        1.04        0.05        0.1        1.02        1.30       -0.40        1.01
4.941713       10.52410        0.490        9.736567       10.576554        0.490        0.490        0.01        1.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        0.07        3.24        0.98        1.590        0.836       48.00       23.81       49.00        6.25         0        1.73        2.66        2.72        0.00        0.00        0.97        1.2371        1.08       -0.85        0.1        0.0        0.000        0.00        0.00        1.05        0.05        0.0        0.96        1.34       -0.07        0.96
4.941713       17.49910        0.245       16.683202       18.315084        0.245        0.245        0.01        1.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        0.03        4.18        0.98        1.025        0.471       23.50       22.42       24.50       12.77         0        1.97        2.96        3.36        0.00        0.00        0.98        0.6739        1.08       -0.84        0.1        0.0        0.000        0.00        0.00        1.05        0.06        0.1        0.97        1.01       -0.04        0.97
3.906940        0.18720        2.449        0.184573        0.205306        2.449        2.449        0.01        1.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        2.81        0.43        1.00        1.059        0.130      243.90        7.79      244.90        1.23         1        2.27        2.63        3.03        0.00        0.00        0.99        5.6584        1.09       -0.81        0.2        0.0        0.000        0.00        0.00        1.05        0.05        0.1        1.03        1.81       -0.46        1.02
3.906940        0.13950        3.184        0.126165        0.140337        3.184        3.184        0.01        1.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        4.24        0.37        1.00        1.189        0.136      317.40        3.21      318.40        0.95         1        2.15        2.52        2.57        0.00        0.00        0.98        6.7323        1.07       -0.87        0.1        0.0        0.000        0.00        0.00        1.04        0.04        0.0        1.04        3.01       -0.38        1.04
3.906940        0.16060        2.939        0.142026        0.166817        2.939        2.939        0.01        1.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        3.65        0.40        1.00        1.178        0.139      292.90        4.62      293.90        1.02         1        2.20        2.56        2.73        0.00        0.00        0.98        6.3775        1.08       -0.85        0.1        0.0        0.000        0.00        0.00        1.05        0.04        0.0        1.03        2.54       -0.42        1.03
3.906940        0.16990        1.714        0.168619        0.189722        1.714        1.714        0.01        1.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        2.06        0.41        1.00        0.707        0.088      170.40       12.44      171.40        1.76         1        2.26        2.65        3.82        0.00        0.00        0.99        4.4406        1.11       -0.79        0.2        0.0        0.000        0.00        0.00        1.05        0.08        0.1        1.03        0.98       -0.37        0.99
3.906940        0.17460        2.939        0.174612        0.193729        2.939        2.939        0.01        1.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        3.50        0.42        1.00        1.228        0.145      292.90        4.69      293.90        1.02         1        2.24        2.57        2.74        0.00        0.00        0.98        6.2172        1.08       -0.85        0.1        0.0        0.000        0.00        0.00        1.05        0.04        0.0        1.03        2.45       -0.45        1.04
3.906940        0.18240        1.714        0.182412        0.215708        1.714        1.714        0.01        1.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        1.99        0.43        1.00        0.732        0.091      170.40       12.56      171.40        1.76         1        2.29        2.67        3.60        0.00        0.00        0.99        4.3599        1.11       -0.79        0.2        0.0        0.000        0.00        0.00        1.06        0.09        0.1        1.03        1.06       -0.41        1.00
3.906940        0.18370        1.959        0.165263        0.190908        1.959        1.959        0.01        1.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        2.27        0.43        1.00        0.840        0.104      194.90       10.98      195.90        1.54         1        2.28        2.66        3.43        0.00        0.00        0.99        4.8637        1.10       -0.79        0.2        0.0        0.000        0.00        0.00        1.06        0.07        0.1        1.03        1.26       -0.42        1.00
3.906940        0.18590        2.449        0.168944        0.193573        2.449        2.449        0.01        1.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        2.82        0.43        1.00        1.056        0.129      243.90        7.80      244.90        1.23         1        2.27        2.63        3.04        0.00        0.00        0.99        5.6683        1.09       -0.81        0.2        0.0        0.000        0.00        0.00        1.05        0.05        0.1        1.03        1.81       -0.45        1.02
3.906940        0.17710        2.694        0.161229        0.189373        2.694        2.694        0.01        1.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        3.18        0.42        1.00        1.134        0.136      268.40        6.21      269.40        1.12         1        2.25        2.60        2.88        0.00        0.00        0.98        6.0247        1.09       -0.83        0.2        0.0        0.000        0.00        0.00        1.05        0.05        0.0        1.03        2.14       -0.45        1.02
3.906940        0.18840        2.204        0.162241        0.192118        2.204        2.204        0.01        1.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        2.52        0.43        1.00        0.957        0.118      219.40        9.40      220.40        1.37         1        2.28        2.65        3.22        0.00        0.00        0.99        5.2796        1.10       -0.80        0.2        0.0        0.000        0.00        0.00        1.06        0.06        0.1        1.03        1.52       -0.44        1.01
3.906940        0.20750        2.694        0.207487        0.250292        2.694        2.694        0.01        1.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        2.94        0.46        1.00        1.227        0.150      268.40        6.37      269.40        1.12         1        2.31        2.64        2.93        0.00        0.00        0.98        5.7891        1.09       -0.83        0.2        0.0        0.000        0.00        0.00        1.05        0.05        0.0        1.04        1.98       -0.49        1.03
3.906940       10.50220        0.490        9.351251       10.578922        0.490        0.490        0.01        1.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        0.07        3.24        0.97        1.588        0.836       48.00       30.28       49.00        6.25         0        1.76        2.68        2.76        0.00        0.00        0.97        0.9826        1.10       -0.80        0.2        0.0        0.000        0.00        0.00        1.06        0.06        0.1        0.98        1.34       -0.08        0.98
3.906940        0.21700        2.449        0.216967        0.237522        2.449        2.449        0.01        1.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        2.61        0.47        1.00        1.141        0.142      243.90        7.99      244.90        1.23         1        2.33        2.68        3.08        0.00        0.00        0.99        5.4711        1.09       -0.82        0.2        0.0        0.000        0.00        0.00        1.05        0.05        0.1        1.03        1.67       -0.50        1.02
3.906940        0.20950        2.204        0.209537        0.233075        2.204        2.204        0.01        1.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        2.39        0.46        1.00        1.009        0.126      219.40        9.62      220.40        1.37         1        2.33        2.68        3.21        0.00        0.00        0.99        5.1541        1.10       -0.80        0.2        0.0        0.000        0.00        0.00        1.06        0.06        0.1        1.03        1.45       -0.48        1.02
3.906940        0.19040        1.959        0.190355        0.215779        1.959        1.959        0.01        1.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        2.23        0.44        1.00        0.855        0.106      194.90       11.09      195.90        1.54         1        2.30        2.67        3.37        0.00        0.00        0.99        4.8220        1.10       -0.79        0.2        0.0        0.000        0.00        0.00        1.06        0.07        0.1        1.03        1.27       -0.44        1.01
3.906940       16.95000        0.245       16.513544       17.386537        0.245        0.245        0.01        1.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        0.03        4.12        0.98        1.009        0.471       23.50       27.09       24.50       12.77         0        1.99        2.92        3.46        0.00        0.00        0.98        0.5474        1.11       -0.79        0.2        0.0        0.000        0.00        0.00        1.06        0.07        0.1        0.99        1.01       -0.04        0.98
3.906940        0.19110        2.694        0.191117        0.209224        2.694        2.694        0.01        1.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        3.06        0.44        1.00        1.178        0.143      268.40        6.24      269.40        1.12         1        2.27        2.62        2.88        0.00        0.00        0.98        5.9040        1.09       -0.83        0.2        0.0        0.000        0.00        0.00        1.05        0.05        0.0        1.03        2.07       -0.48        1.03
3.906940        0.19110        2.204        0.191117        0.209224        2.204        2.204        0.01        1.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        2.50        0.44        1.00        0.964        0.119      219.40        9.45      220.40        1.37         1        2.29        2.65        3.19        0.00        0.00        0.99        5.2612        1.10       -0.80        0.2        0.0        0.000        0.00        0.00        1.06        0.06        0.1        1.03        1.52       -0.46        1.01
3.088844        0.18780        2.694        0.174326        0.187782        2.694        2.694        0.01        1.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        3.09        0.43        1.00        1.167        0.147      268.40        9.84      269.40        1.12         1        2.28        2.62        3.09        0.00        0.00        0.98        4.9439        1.12       -0.76        0.2        0.0        0.000        0.00        0.00        1.07        0.06        0.1        1.05        1.94       -0.54        1.02
3.088844        0.11590        3.673        0.109875        0.131188        3.673        3.673        0.01        1.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        5.37        0.34        1.00        1.250        0.146      366.30        3.09      367.30        0.82         1        2.09        2.39        2.43        0.00        0.00        0.98        6.1249        1.08       -0.84        0.1        0.0        0.000        0.00        0.00        1.05        0.03        0.0        1.08        3.68       -0.45        1.05
3.088844        0.14870        3.429        0.145492        0.158177        3.429        3.429        0.01        1.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        4.42        0.39        1.00        1.322        0.158      341.90        4.61      342.90        0.88         1        2.18        2.48        2.58        0.00        0.00        0.98        5.6636        1.10       -0.81        0.2        0.0        0.000        0.00        0.00        1.06        0.04        0.0        1.07        3.04       -0.51        1.05
3.088844        0.15830        3.184        0.149448        0.158281        3.184        3.184        0.01        1.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        3.98        0.40        1.00        1.267        0.155      317.40        6.23      318.40        0.95         1        2.20        2.53        2.76        0.00        0.00        0.98        5.5323        1.11       -0.79        0.2        0.0        0.000        0.00        0.00        1.06        0.05        0.0        1.06        2.67       -0.53        1.04
3.088844        0.16950        1.714        0.169473        0.186644        1.714        1.714        0.01        1.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        2.07        0.41        1.00        0.706        0.090      170.40       16.42      171.40        1.76         1        2.28        2.65        3.91        0.00        0.00        0.99        3.6275        1.14       -0.72        0.2        0.0        0.000        0.00        0.00        1.04        0.08        0.1        1.04        0.95       -0.43        1.00
3.088844        0.17390        3.184        0.173924        0.189109        3.184        3.184        0.01        1.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        3.79        0.42        1.00        1.328        0.163      317.40        6.31      318.40        0.95         1        2.24        2.56        2.72        0.00        0.00        0.98        5.3690        1.11       -0.79        0.2        0.0        0.000        0.00        0.00        1.06        0.05        0.0        1.06        2.58       -0.55        1.04
3.088844        0.17950        2.939        0.168347        0.186147        2.939        2.939        0.01        1.0        1.0        1.0        4.0        -2.0       -2.0       -2.0       -2.0        3.45        0.42        1.00        1.245        0.155      292.90        8.08      293.90        1.02         1        2.26        2.59        2.85        0.00        0.00        0.98        5.2066        1.12       -0.77        0.2        0.0        0.000        0.00        0.00        1.07        0.05        0.1        1.05        2.27       -0.55        1.03
