xi              mu             p            mu_min          mu_max          p_min        p_max        ep          alpha_m    chi_m      Pm         alpha_t     ddmp       ddmt       ddmv       ddmb       q           alpha_v     delta       ms           msint        Lambda      Lambdaint   Rm          Ga          n         x_h         x_id        x_SM        x_A         x_FM        Omega*      kappa         lambda      E           sigma_SM   sigma_A    g_A          r_A         z_A         r_max       z_t         z_max      b           Br_Bz0_SM   Bphi_Bz0_SM Bz_Bz0_SM
0.104811        1.62630        0.763        1.626322        1.860435        0.732        0.793        0.10        2.0        1.0        1.0        1.0        -2.0       -2.0       -2.0       -2.0        0.47        2.55        0.90        1.945        1.576        6.62      195.46        7.62        1.13         0        1.46        2.15        2.37       13.22        0.00        0.78        0.1169        4.62        4.73        6.6        0.3        0.156        2.45        3.24        2.49        3.52        3.7        0.44        1.05       -0.43        1.10
0.104811        1.56990        0.766        1.508363        1.705370        0.741        0.840        0.10        2.0        1.0        1.0        1.0        -2.0       -2.0       -2.0       -2.0        0.48        2.51        0.90        1.919        1.562        6.66      328.74        7.66        1.13         0        1.46        2.29        2.43       12.82        0.00        0.78        0.1196        4.64        4.78        6.3        0.3        0.135        2.45        3.15        2.48        3.34        3.5        0.45        1.04       -0.44        1.10
0.104811        1.56950        0.767        1.539356        1.731970        0.720        0.782        0.10        2.0        1.0        1.0        1.0        -2.0       -2.0       -2.0       -2.0        0.48        2.51        0.90        1.921        1.563        6.67      347.01        7.67        1.13         0        1.46        2.26        2.41       12.75        0.00        0.78        0.1197        4.64        4.77        6.4        0.2        0.117        2.45        3.13        2.48        3.30        3.4        0.45        1.04       -0.44        1.10
0.104811        1.56660        0.767        1.505793        1.627385        0.699        0.807        0.10        2.0        1.0        1.0        1.0        -2.0       -2.0       -2.0       -2.0        0.48        2.50        0.90        1.919        1.562        6.67      356.19        7.67        1.13         0        1.46        2.29        2.42       12.75        0.00        0.78        0.1198        4.64        4.78        6.3        0.2        0.119        2.45        3.13        2.48        3.30        3.4        0.45        1.04       -0.44        1.10
0.071969        1.53870        0.825        1.448449        1.710865        0.762        0.846        0.10        2.0        1.0        1.0        1.0        -2.0       -2.0       -2.0       -2.0        0.52        2.48        0.89        2.047        1.683        7.25      -95.28        8.25        1.03         0        1.46        2.04        2.41       13.76        0.00        0.76        0.0863        6.34        7.25        9.5        0.5        0.229        2.89        3.97        2.93        4.47        4.7        0.45        1.08       -0.47        1.10
0.040949        1.42810        0.927        1.387579        1.549755        0.866        0.987        0.10        2.0        1.0        1.0        1.0        -2.0       -2.0       -2.0       -2.0        0.61        2.39        0.89        2.214        1.869        8.27      -34.31        9.27        0.91         0        1.44        1.99        2.38       14.23        0.00        0.74        0.0542       10.48       13.13       17.1        0.7        0.342        3.75        5.33        4.10        7.75        8.0        0.45        1.15       -0.53        1.11
0.033932        1.36370        0.967        1.325803        1.447149        0.924        1.010        0.10        2.0        1.0        1.0        1.0        -2.0       -2.0       -2.0       -2.0        0.66        2.34        0.89        2.258        1.930        8.67      -27.88        9.67        0.87         0        1.43        2.02        2.36       13.89        0.00        0.73        0.0471       12.49       15.94       20.6        0.7        0.335        4.10        5.69        4.75        9.44        9.7        0.44        1.18       -0.56        1.11
0.019307        1.10150        1.115        1.042655        1.192275        1.080        1.151        0.10        2.0        1.0        1.0        1.0        -2.0       -2.0       -2.0       -2.0        0.86        2.10        0.89        2.342        2.109       10.15      -17.36       11.15        0.74         0        1.38        2.20        2.27       12.49        0.00        0.71        0.0324       21.57       28.33       37.2        1.2        0.474        5.47        6.83       13.65       61.41       76.5        0.44        1.32       -0.71        1.12
0.015999        1.04660        1.156        0.977627        1.058108        1.114        1.198        0.10        2.0        1.0        1.0        1.0        -2.0       -2.0       -2.0       -2.0        0.92        2.05        0.89        2.365        2.158       10.56      -15.98       11.56        0.71         0        1.37        2.19        2.25       12.75        0.00        0.70        0.0281       25.92       34.18       45.2        2.9        0.678        6.05        7.73       37.10      620.97     2543.6        0.44        1.35       -0.74        1.12
0.015999        0.92650        1.197        0.849042        0.986229        1.128        1.266        0.10        2.0        1.0        1.0        1.0        -2.0       -2.0       -2.0       -2.0        1.03        1.93        0.90        2.304        2.155       10.97      -14.45       11.97        0.68         0        1.34        2.12        2.17       11.30        0.00        0.70        0.0308       26.21       34.48       46.2        1.6        0.559        6.07        6.87       49.24      870.84     4685.3        0.45        1.42       -0.82        1.13
0.015999        0.67640        1.285        0.607146        0.677185        1.211        1.358        0.10        2.0        1.0        1.0        1.0        -2.0       -2.0       -2.0       -2.0        1.32        1.64        0.92        2.113        2.099       11.85      -11.84       12.85        0.63         0        1.27        1.94        1.99        9.32        0.00        0.70        0.0384       26.91       35.30       48.7        1.8        0.589        6.17        5.76      177.32     5805.67   106937.1        0.47        1.60       -1.05        1.14
0.013257        0.73780        1.287        0.668962        0.775429        1.202        1.371        0.10        2.0        1.0        1.0        1.0        -2.0       -2.0       -2.0       -2.0        1.26        1.72        0.91        2.210        2.165       11.87      -12.19       12.87        0.63         0        1.29        2.01        2.05       10.58        0.00        0.69        0.0302       32.01       42.12       57.8        8.1        0.836        6.80        7.20      332.14    17490.83   499385.0        0.46        1.55       -0.99        1.14
