xi              mu_min         mu_max         p_min        p_max        ep          alpha_m    chi_m      Pm         alpha_t    ddmp       ddmt       ddmv       ddmb       Iflag     gamma1          gamma2          Hmax        x1          x2          dx1         dx2         mu             p            q            delta        ms           alpha_v      kappa_BP       lambda_BP   Omega_star   E           x_SM        x_A
1.000000        0.00307        0.00342        3.097        3.097        0.10        1.0        1.0        1.0        0.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00307        3.097       26.826        0.992        0.172        0.055            nan         nan          nan         nan        0.75        0.00
1.000000        0.00018        0.00021        3.097        3.097        0.10        1.0        1.0        1.0        0.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00018        3.097      110.847        0.992        0.042        0.013            nan         nan          nan         nan        0.76        0.00
1.000000        0.00413        0.00458        0.645        0.645        0.10        1.0        1.0        1.0        0.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00413        0.645        4.208        0.992        0.041        0.064        3.53378        1.31        0.965       -0.27        3.94        0.00
1.000000        0.01128        0.01283        0.917        0.917        0.10        1.0        1.0        1.0        0.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.01128        0.917        3.815        0.992        0.097        0.106        3.06763        1.34        0.951       -0.22        3.47        0.00
1.000000        0.00779        0.00864        2.824        2.824        0.10        1.0        1.0        1.0        0.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00856        2.824       14.590        0.991        0.261        0.093        3.30103        4.21        4.433      699.40        1.25        1.27
1.000000        0.01995        0.02344        2.824        2.824        0.10        1.0        1.0        1.0        0.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.01995        2.824        9.539        0.989        0.399        0.141            nan         nan          nan         nan        0.83        0.00
1.000000        0.01596        0.01610        2.824        2.824        0.10        1.0        1.0        1.0        0.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.01596        2.824       10.672        0.990        0.357        0.126            nan         nan          nan         nan        0.84        0.00
1.000000        0.10419        0.11855        2.279        2.279        0.10        1.0        1.0        1.0        0.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.10419        2.279        3.305        0.979        0.736        0.323            nan         nan          nan         nan        0.97        0.00
1.000000        0.00013        0.00015        3.097        3.097        0.10        1.0        1.0        1.0        0.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00013        3.097      130.435        0.992        0.035        0.011            nan         nan          nan         nan        0.76        0.00
1.000000        0.01115        0.01179        1.190        1.190        0.10        1.0        1.0        1.0        0.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.01115        1.190        5.119        0.992        0.126        0.106        3.94323        1.34        0.938       -0.23        3.04        0.00
