xi              mu             p            mu_min         mu_max         p_min        p_max        ep          alpha_m    chi_m      Pm         alpha_t    ddmp       ddmt       ddmv       ddmb       q           alpha_v     delta       ms           msint        Lambda      Lambdaint   Rm          Ga          n         x_h         x_id        x_SM        x_A         x_FM        Omega*       kappa         lambda      E           sigma_SM   sigma_A    g_A          r_A         z_A         r_max       z_t         z_max      b           Br_Bz0_SM   Bphi_Bz0_SM Bz_Bz0_SM
1.442888        0.00700        1.100        0.00704        0.00734        1.100        1.100        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0        5.91        0.08        0.99        0.092        0.016       10.00        1.55       11.00        3.00         3        2.81        3.07        3.30        0.00        0.00        0.942        5.1479        1.13        0.65        0.3        0.0        0.000        0.00        0.00        1.09        0.38        0.4        1.64        1.82       -0.68        1.53
1.442888        0.00700        1.200        0.00600        0.00699        1.200        1.200        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0        6.54        0.08        0.99        0.100        0.017       11.00        1.49       12.00        2.73         3        2.78        3.06        3.23        0.00        0.00        0.937        5.4971        1.11        0.61        0.2        0.0        0.000        0.00        0.00        1.09        0.36        0.4        1.65        2.14       -0.50        1.62
1.309013        0.00290        0.900        0.00263        0.00300        0.900        0.900        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0        7.36        0.05        0.99        0.049        0.010        8.00        2.19        9.00        3.75         4        2.97        3.16        3.41        0.00        0.00        0.952        6.6249        1.19        0.37        0.4        0.0        0.000        0.00        0.00        1.12        0.41        0.4        1.83        1.96       -1.27        1.61
1.309013        0.00030        0.700        0.00027        0.00030        0.700        0.700        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0       17.51        0.02        0.99        0.012        0.003        6.00        2.43        7.00        5.00         9        3.26        3.35        3.43        0.00        0.00        0.964       16.7505        1.17       -0.23        0.5        0.0        0.000        0.00        0.00        1.10        0.39        0.4        1.92        4.97       -3.57        2.68
1.309013        0.00040        0.700        0.00037        0.00042        0.700        0.700        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0       14.82        0.02        0.99        0.014        0.003        6.00        2.75        7.00        5.00         8        3.26        3.40        3.45        0.00        0.00        0.963       14.2912        1.18       -0.15        0.5        0.0        0.000        0.00        0.00        1.10        0.40        0.4        1.86        3.79       -3.33        2.28
1.309013        0.00060        0.800        0.00052        0.00059        0.800        0.800        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0       14.46        0.02        0.99        0.019        0.004        7.00        2.59        8.00        4.29         7        3.15        3.34        3.35        0.00        0.00        0.958       13.4706        1.18       -0.09        0.5        0.0        0.000        0.00        0.00        1.11        0.39        0.4        1.81        4.14       -2.91        2.35
1.309013        0.00150        0.800        0.00140        0.00163        0.800        0.800        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0        8.90        0.04        0.99        0.031        0.007        7.00        2.13        8.00        4.29         5        3.08        3.24        3.44        0.00        0.00        0.958        8.3343        1.20        0.17        0.5        0.0        0.000        0.00        0.00        1.12        0.41        0.4        1.82        2.27       -1.78        1.73
1.309013        0.00150        0.900        0.00136        0.00161        0.900        0.900        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0       10.22        0.04        0.99        0.035        0.008        8.00        2.27        9.00        3.75         5        3.03        3.24        3.33        0.00        0.00        0.953        9.2602        1.19        0.15        0.5        0.0        0.000        0.00        0.00        1.12        0.39        0.4        1.78        2.86       -1.98        1.90
1.309013        0.00150        1.000        0.00136        0.00151        1.000        1.000        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0       11.58        0.04        0.99        0.039        0.008        9.00        2.72       10.00        3.33         5        2.98        3.20        3.23        0.00        0.00        0.948       10.1466        1.17        0.12        0.4        0.0        0.000        0.00        0.00        1.11        0.38        0.4        1.83        3.58       -2.04        2.11
1.309013        0.00280        0.700        0.00284        0.00317        0.700        0.700        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0        5.58        0.05        0.99        0.037        0.008        6.00        1.68        7.00        5.00         4        2.99        3.14        3.66        0.00        0.00        0.962        5.3546        1.19        0.35        0.4        0.0        0.000        0.00        0.00        1.11        0.46        0.5        1.93        1.15       -0.97        1.36
1.309013        0.00280        1.200        0.00268        0.00305        1.200        1.200        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0       10.27        0.05        0.99        0.064        0.013       11.00        1.92       12.00        2.73         4        2.84        3.12        3.13        0.00        0.00        0.937        8.3801        1.15        0.28        0.3        0.0        0.000        0.00        0.00        1.10        0.36        0.4        1.90        3.52       -1.23        2.04
1.309013        0.00290        0.800        0.00293        0.00342        0.800        0.800        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0        6.41        0.05        0.99        0.043        0.009        7.00        1.96        8.00        4.29         4        3.01        3.16        3.50        0.00        0.00        0.957        5.9518        1.20        0.38        0.5        0.0        0.000        0.00        0.00        1.12        0.43        0.4        1.87        1.52       -1.31        1.48
1.309013        0.00090        0.800        0.00090        0.00100        0.800        0.800        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0       11.57        0.03        0.99        0.024        0.005        7.00        2.36        8.00        4.29         6        3.13        3.30        3.39        0.00        0.00        0.958       10.8422        1.19        0.02        0.5        0.0        0.000        0.00        0.00        1.11        0.40        0.4        1.79        3.05       -2.47        1.99
1.309013        0.00290        1.000        0.00271        0.00315        1.000        1.000        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0        8.29        0.05        0.99        0.054        0.011        9.00        2.12       10.00        3.33         4        2.93        3.16        3.30        0.00        0.00        0.947        7.2345        1.18        0.36        0.4        0.0        0.000        0.00        0.00        1.12        0.40        0.4        1.82        2.39       -1.40        1.73
1.309013        0.00660        0.800        0.00656        0.00737        0.800        0.800        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0        4.28        0.08        0.99        0.065        0.012        7.00        1.66        8.00        4.29         3        2.81        3.04        3.71        0.00        0.00        0.956        3.8953        1.19        0.70        0.3        0.0        0.000        0.00        0.00        1.09        0.43        0.4        1.94        0.86       -0.60        1.24
1.309013        0.00680        0.900        0.00681        0.00770        0.900        0.900        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0        4.80        0.08        0.99        0.074        0.014        8.00        1.78        9.00        3.75         3        2.83        3.05        3.54        0.00        0.00        0.951        4.2266        1.19        0.72        0.3        0.0        0.000        0.00        0.00        1.12        0.44        0.4        1.92        1.18       -0.69        1.34
1.309013        0.00690        1.000        0.00675        0.00764        1.000        1.000        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0        5.37        0.08        0.99        0.083        0.015        9.00        1.83       10.00        3.33         3        2.82        3.06        3.44        0.00        0.00        0.946        4.5824        1.18        0.72        0.3        0.0        0.000        0.00        0.00        1.12        0.42        0.4        1.91        1.43       -0.66        1.41
1.309013        0.00700        1.100        0.00650        0.00745        1.100        1.100        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0        5.93        0.08        0.99        0.092        0.016       10.00        1.81       11.00        3.00         3        2.81        3.06        3.34        0.00        0.00        0.941        4.9031        1.17        0.72        0.3        0.0        0.000        0.00        0.00        1.11        0.40        0.4        1.93        1.74       -0.74        1.51
1.309013        0.00730        1.300        0.00726        0.00814        1.300        1.300        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0        6.97        0.09        0.99        0.111        0.019       12.00        1.62       13.00        2.50         3        2.81        3.06        3.20        0.00        0.00        0.931        5.3833        1.13        0.68        0.4        0.0        0.000        0.00        0.00        1.10        0.37        0.4        2.03        2.19       -0.91        1.65
1.309013        0.00700        1.200        0.00658        0.00771        1.200        1.200        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0        6.51        0.08        0.99        0.100        0.017       11.00        1.71       12.00        2.73         3        2.79        3.06        3.26        0.00        0.00        0.936        5.2098        1.15        0.69        0.3        0.0        0.000        0.00        0.00        1.11        0.39        0.4        1.95        2.03       -0.74        1.59
1.309013        0.00700        1.300        0.00638        0.00754        1.300        1.300        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0        7.09        0.08        0.99        0.109        0.019       12.00        1.54       13.00        2.50         3        2.77        3.05        3.19        0.00        0.00        0.931        5.4771        1.13        0.67        0.3        0.0        0.000        0.00        0.00        1.10        0.37        0.4        2.00        2.34       -0.75        1.68
1.309013        0.00720        1.400        0.00717        0.00836        1.400        1.400        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0        7.60        0.08        0.99        0.119        0.020       13.00        1.37       14.00        2.31         3        2.77        3.04        3.13        0.00        0.00        0.926        5.6532        1.11        0.63        0.3        0.0        0.000        0.00        0.00        1.09        0.36        0.4        2.09        2.57       -0.77        1.75
1.309013        0.00290        1.100        0.00253        0.00288        1.100        1.100        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0        9.25        0.05        0.99        0.059        0.012       10.00        2.11       11.00        3.00         4        2.89        3.15        3.22        0.00        0.00        0.942        7.8203        1.17        0.32        0.4        0.0        0.000        0.00        0.00        1.11        0.38        0.4        1.86        2.90       -1.40        1.88
1.187559        0.00290        0.700        0.00285        0.00330        0.700        0.700        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0        5.57        0.05        0.99        0.037        0.008        6.00        1.83        7.00        5.00         4        3.01        3.14        3.68        0.00        0.00        0.961        5.0041        1.22        0.42        0.5        0.0        0.000        0.00        0.00        1.13        0.47        0.5        2.54        1.10       -1.14        1.35
1.187559        0.00290        1.200        0.00273        0.00291        1.200        1.200        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0       10.18        0.05        0.99        0.064        0.013       11.00        2.32       12.00        2.73         4        2.87        3.13        3.17        0.00        0.00        0.937        7.8506        1.19        0.37        0.4        0.0        0.000        0.00        0.00        1.12        0.38        0.4        2.52        3.21       -1.64        1.96
1.187559        0.00290        1.100        0.00268        0.00315        1.100        1.100        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0        9.21        0.05        0.99        0.059        0.012       10.00        2.35       11.00        3.00         4        2.91        3.15        3.26        0.00        0.00        0.942        7.3236        1.21        0.41        0.5        0.0        0.000        0.00        0.00        1.13        0.40        0.4        2.41        2.69       -1.64        1.82
1.187559        0.00290        1.000        0.00272        0.00317        1.000        1.000        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0        8.27        0.05        0.99        0.054        0.011        9.00        2.46       10.00        3.33         4        2.95        3.16        3.35        0.00        0.00        0.947        6.7733        1.22        0.43        0.5        0.0        0.000        0.00        0.00        1.13        0.41        0.4        2.39        2.25       -1.53        1.69
1.187559        0.00290        0.900        0.00263        0.00304        0.900        0.900        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0        7.36        0.05        0.99        0.049        0.010        8.00        2.17        9.00        3.75         4        2.97        3.16        3.47        0.00        0.00        0.952        6.2026        1.23        0.44        0.5        0.0        0.000        0.00        0.00        1.13        0.43        0.4        2.39        1.84       -1.35        1.57
1.187559        0.00290        0.800        0.00288        0.00340        0.800        0.800        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0        6.46        0.05        0.99        0.043        0.009        7.00        2.04        8.00        4.29         4        2.99        3.15        3.56        0.00        0.00        0.957        5.6179        1.23        0.43        0.5        0.0        0.000        0.00        0.00        1.13        0.45        0.5        2.44        1.46       -1.24        1.45
1.187559        0.00150        0.800        0.00136        0.00158        0.800        0.800        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0        8.90        0.04        0.99        0.031        0.007        7.00        2.21        8.00        4.29         5        3.09        3.23        3.48        0.00        0.00        0.957        7.7903        1.23        0.23        0.5        0.0        0.000        0.00        0.00        1.13        0.43        0.4        2.38        2.13       -1.90        1.69
1.187559        0.00280        0.700        0.00276        0.00292        0.700        0.700        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0        5.66        0.05        0.99        0.037        0.008        6.00        1.81        7.00        5.00         4        2.96        3.13        3.82        0.00        0.00        0.962        5.0874        1.22        0.40        0.4        0.0        0.000        0.00        0.00        1.10        0.45        0.5        2.53        0.83       -0.93        1.24
1.187559        0.00150        1.000        0.00145        0.00156        1.000        1.000        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0       11.52        0.04        0.99        0.039        0.009        9.00        2.68       10.00        3.33         5        3.00        3.22        3.27        0.00        0.00        0.947        9.4874        1.21        0.20        0.5        0.0        0.000        0.00        0.00        1.13        0.39        0.4        2.39        3.28       -2.32        2.03
1.187559        0.00150        0.900        0.00130        0.00150        0.900        0.900        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0       10.24        0.04        0.99        0.035        0.008        8.00        2.75        9.00        3.75         5        3.04        3.23        3.45        0.00        0.00        0.952        8.6997        1.23        0.22        0.5        0.0        0.000        0.00        0.00        1.13        0.41        0.4        2.33        2.54       -1.95        1.80
1.187559        0.00670        0.800        0.00671        0.00712        0.800        0.800        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0        4.23        0.08        0.99        0.066        0.013        7.00        1.76        8.00        4.29         3        2.84        3.04        3.69        0.00        0.00        0.955        3.6128        1.22        0.78        0.4        0.0        0.000        0.00        0.00        1.13        0.49        0.5        2.58        0.89       -0.78        1.26
1.187559        0.00090        0.900        0.00083        0.00098        0.900        0.900        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0       13.29        0.03        0.99        0.027        0.006        8.00        3.16        9.00        3.75         6        3.09        3.29        3.32        0.00        0.00        0.953       11.2709        1.22        0.07        0.6        0.0        0.000        0.00        0.00        1.12        0.39        0.4        2.36        3.64       -2.88        2.17
1.187559        0.00060        0.800        0.00056        0.00059        0.800        0.800        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0       14.39        0.02        0.99        0.019        0.005        7.00        2.95        8.00        4.29         7        3.18        3.35        3.40        0.00        0.00        0.958       12.5849        1.22       -0.01        0.6        0.0        0.000        0.00        0.00        1.12        0.40        0.4        2.38        3.70       -3.33        2.22
1.187559        0.00660        0.900        0.00657        0.00722        0.900        0.900        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0        4.87        0.08        0.99        0.073        0.014        8.00        1.90        9.00        3.75         3        2.80        3.04        3.76        0.00        0.00        0.950        4.0298        1.22        0.78        0.3        0.0        0.000        0.00        0.00        1.11        0.46        0.5        2.51        0.83       -0.57        1.21
1.187559        0.00300        1.000        0.00295        0.00335        1.000        1.000        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0        8.21        0.05        0.99        0.054        0.011        9.00        2.49       10.00        3.33         4        2.97        3.16        3.33        0.00        0.00        0.947        6.7254        1.22        0.43        0.6        0.0        0.000        0.00        0.00        1.14        0.41        0.4        2.40        2.11       -1.76        1.66
1.187559        0.00690        1.000        0.00663        0.00710        1.000        1.000        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0        5.38        0.08        0.99        0.083        0.015        9.00        1.97       10.00        3.33         3        2.82        3.06        3.50        0.00        0.00        0.945        4.3118        1.22        0.79        0.4        0.0        0.000        0.00        0.00        1.13        0.44        0.4        2.51        1.35       -0.78        1.39
1.187559        0.00740        1.500        0.00744        0.00783        1.500        1.500        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0        8.03        0.09        0.99        0.129        0.022       14.00        1.42       15.00        2.14         3        2.79        3.04        3.15        0.00        0.00        0.920        5.4766        1.13        0.70        0.4        0.0        0.000        0.00        0.00        1.10        0.37        0.4        2.95        2.56       -1.00        1.75
1.187559        0.00690        1.500        0.00649        0.00699        1.500        1.500        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0        8.32        0.08        0.99        0.125        0.021       14.00        1.41       15.00        2.14         3        2.72        3.03        3.09        0.00        0.00        0.920        5.6909        1.13        0.67        0.2        0.0        0.000        0.00        0.00        1.10        0.35        0.4        2.88        2.93       -0.65        1.83
