xi              mu             p            mu_min         mu_max         p_min        p_max        ep          alpha_m    chi_m      Pm         alpha_t    ddmp       ddmt       ddmv       ddmb       q           alpha_v     delta       ms           msint        Lambda      Lambdaint   Rm          Ga          n         x_h         x_id        x_SM        x_A         x_FM        Omega*       kappa         lambda      E           sigma_SM   sigma_A    g_A          r_A         z_A         r_max       z_t         z_max      b           Br_Bz0_SM   Bphi_Bz0_SM Bz_Bz0_SM
1.753114        0.00500        0.700        0.00501        0.00559        0.700        0.700        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0        4.22        0.07        1.00        0.050        0.011        6.00        1.66        7.00        5.00         3        2.78        3.05        3.41        0.00        0.00        0.966        5.1049        1.13       -0.20        0.3        0.0        0.000        0.00        0.00        1.08        0.40        0.4        1.29        1.15       -0.70        1.34
1.753114        0.00080        0.600        0.00081        0.00090        0.600        0.600        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0        8.75        0.03        1.00        0.017        0.004        5.00        1.57        6.00        6.00         6        3.18        3.31        3.47        0.00        0.00        0.971       10.7289        1.12       -0.45        0.4        0.0        0.000        0.00        0.00        1.07        0.39        0.4        1.33        2.18       -1.74        1.73
1.753114        0.00080        0.700        0.00072        0.00082        0.700        0.700        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0       10.64        0.03        1.00        0.020        0.005        6.00        2.21        7.00        5.00         6        3.09        3.28        3.32        0.00        0.00        0.966       12.5969        1.11       -0.47        0.3        0.0        0.000        0.00        0.00        1.07        0.37        0.4        1.28        3.28       -1.87        2.06
1.753114        0.00130        0.500        0.00126        0.00150        0.500        0.500        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0        5.61        0.04        1.00        0.018        0.004        4.00        1.10        5.00        7.50         5        3.08        3.21        3.83        0.00        0.00        0.976        7.0952        1.11       -0.44        0.1        0.0        0.000        0.00        0.00        1.06        0.43        0.4        1.44        0.84       -0.49        1.25
1.753114        0.00130        0.600        0.00129        0.00148        0.600        0.600        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0        6.91        0.04        1.00        0.022        0.005        5.00        1.57        6.00        6.00         5        3.09        3.24        3.51        0.00        0.00        0.971        8.5132        1.12       -0.40        0.3        0.0        0.000        0.00        0.00        1.07        0.40        0.4        1.33        1.76       -1.07        1.57
1.753114        0.00230        0.600        0.00229        0.00252        0.600        0.600        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0        5.19        0.05        1.00        0.029        0.006        5.00        1.48        6.00        6.00         4        2.95        3.15        3.59        0.00        0.00        0.971        6.4162        1.12       -0.34        0.2        0.0        0.000        0.00        0.00        1.08        0.41        0.4        1.34        1.16       -0.60        1.35
1.753114        0.00230        0.700        0.00221        0.00243        0.700        0.700        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0        6.19        0.05        1.00        0.034        0.008        6.00        1.81        7.00        5.00         4        2.93        3.16        3.39        0.00        0.00        0.966        7.4729        1.13       -0.32        0.2        0.0        0.000        0.00        0.00        1.08        0.39        0.4        1.27        1.76       -0.88        1.54
1.753114        0.00230        0.800        0.00216        0.00233        0.800        0.800        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0        7.25        0.05        1.00        0.038        0.009        7.00        1.98        8.00        4.29         4        2.88        3.15        3.23        0.00        0.00        0.961        8.5199        1.13       -0.33        0.3        0.0        0.000        0.00        0.00        1.08        0.37        0.4        1.23        2.34       -1.18        1.71
1.753114        0.00480        1.000        0.00464        0.00492        1.000        1.000        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0        6.45        0.07        1.00        0.069        0.015        9.00        2.17       10.00        3.33         3        2.67        3.02        3.04        0.00        0.00        0.951        7.2314        1.11       -0.25        0.2        0.0        0.000        0.00        0.00        1.08        0.34        0.3        1.20        2.47       -0.72        1.68
1.753114        0.00490        0.900        0.00439        0.00516        0.900        0.900        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0        5.67        0.07        1.00        0.063        0.014        8.00        2.02        9.00        3.75         3        2.71        3.04        3.15        0.00        0.00        0.956        6.5493        1.13       -0.21        0.2        0.0        0.000        0.00        0.00        1.09        0.36        0.4        1.21        1.96       -0.78        1.55
1.753114        0.00510        0.800        0.00510        0.00583        0.800        0.800        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0        4.88        0.07        1.00        0.057        0.013        7.00        1.94        8.00        4.29         3        2.78        3.06        3.26        0.00        0.00        0.961        5.7773        1.13       -0.20        0.3        0.0        0.000        0.00        0.00        1.09        0.38        0.4        1.25        1.46       -0.92        1.43
1.753114        0.00500        0.900        0.00503        0.00592        0.900        0.900        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0        5.61        0.07        1.00        0.064        0.014        8.00        2.14        9.00        3.75         3        2.74        3.04        3.14        0.00        0.00        0.956        6.4861        1.13       -0.21        0.3        0.0        0.000        0.00        0.00        1.08        0.36        0.4        1.22        1.88       -1.00        1.54
1.753114        0.01410        0.800        0.01408        0.01538        0.800        0.800        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0        2.93        0.12        0.99        0.095        0.020        7.00        1.72        8.00        4.29         2        2.49        2.88        3.41        0.00        0.00        0.960        3.4685        1.13        0.03        0.2        0.0        0.000        0.00        0.00        1.09        0.40        0.4        1.27        0.85       -0.33        1.20
1.753114        0.01420        0.900        0.01352        0.01485        0.900        0.900        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0        3.34        0.12        0.99        0.107        0.022        8.00        1.85        9.00        3.75         2        2.48        2.88        3.27        0.00        0.00        0.955        3.8664        1.13        0.03        0.1        0.0        0.000        0.00        0.00        1.09        0.38        0.4        1.24        1.06       -0.29        1.25
1.753114        0.01430        1.000        0.01417        0.01558        1.000        1.000        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0        3.74        0.12        0.99        0.120        0.025        9.00        1.85       10.00        3.33         2        2.47        2.88        3.13        0.00        0.00        0.950        4.2220        1.12        0.02        0.2        0.0        0.000        0.00        0.00        1.09        0.36        0.4        1.23        1.36       -0.32        1.34
1.753114        0.01430        1.100        0.01333        0.01446        1.100        1.100        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0        4.16        0.12        0.99        0.132        0.027       10.00        1.83       11.00        3.00         2        2.46        2.88        3.00        0.00        0.00        0.945        4.5654        1.11       -0.00        0.2        0.0        0.000        0.00        0.00        1.08        0.34        0.3        1.22        1.68       -0.35        1.42
1.753114        0.01440        1.100        0.01410        0.01512        1.100        1.100        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0        4.15        0.12        0.99        0.132        0.027       10.00        1.81       11.00        3.00         2        2.46        2.88        3.00        0.00        0.00        0.945        4.5596        1.11       -0.00        0.2        0.0        0.000        0.00        0.00        1.08        0.34        0.3        1.22        1.68       -0.38        1.42
1.753114        0.01450        0.800        0.01448        0.01633        0.800        0.800        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0        2.89        0.12        0.99        0.096        0.020        7.00        1.70        8.00        4.29         2        2.51        2.89        3.36        0.00        0.00        0.960        3.4193        1.13        0.04        0.2        0.0        0.000        0.00        0.00        1.09        0.40        0.4        1.27        0.89       -0.40        1.23
1.753114        0.01470        1.000        0.01473        0.01699        1.000        1.000        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0        3.69        0.12        0.99        0.121        0.025        9.00        1.90       10.00        3.33         2        2.50        2.89        3.09        0.00        0.00        0.950        4.1656        1.12        0.03        0.2        0.0        0.000        0.00        0.00        1.09        0.36        0.4        1.24        1.39       -0.48        1.36
1.753114        0.01520        1.100        0.01522        0.01719        1.100        1.100        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0        4.03        0.12        0.99        0.136        0.028       10.00        1.82       11.00        3.00         2        2.51        2.88        3.00        0.00        0.00        0.945        4.4261        1.11        0.02        0.3        0.0        0.000        0.00        0.00        1.08        0.35        0.3        1.26        1.56       -0.60        1.42
1.590455        0.00230        0.700        0.00233        0.00266        0.700        0.700        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0        6.18        0.05        0.99        0.034        0.008        6.00        1.93        7.00        5.00         4        2.94        3.16        3.40        0.00        0.00        0.965        7.0497        1.16       -0.27        0.3        0.0        0.000        0.00        0.00        1.09        0.40        0.4        1.36        1.66       -1.13        1.51
1.590455        0.00500        0.800        0.00501        0.00516        0.800        0.800        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0        4.92        0.07        0.99        0.057        0.013        7.00        2.13        8.00        4.29         3        2.77        3.05        3.30        0.00        0.00        0.960        5.4940        1.16       -0.15        0.4        0.0        0.000        0.00        0.00        1.10        0.40        0.4        1.33        1.43       -0.92        1.42
1.590455        0.00490        1.000        0.00453        0.00504        1.000        1.000        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0        6.41        0.07        0.99        0.070        0.016        9.00        2.43       10.00        3.33         3        2.69        3.02        3.07        0.00        0.00        0.950        6.8061        1.15       -0.18        0.3        0.0        0.000        0.00        0.00        1.10        0.36        0.4        1.30        2.29       -1.01        1.64
1.590455        0.00490        0.900        0.00470        0.00547        0.900        0.900        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0        5.66        0.07        0.99        0.063        0.014        8.00        2.21        9.00        3.75         3        2.72        3.05        3.20        0.00        0.00        0.955        6.1751        1.16       -0.16        0.3        0.0        0.000        0.00        0.00        1.10        0.38        0.4        1.29        1.84       -0.89        1.52
1.590455        0.00230        0.800        0.00205        0.00245        0.800        0.800        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0        7.24        0.05        0.99        0.038        0.009        7.00        2.32        8.00        4.29         4        2.90        3.16        3.27        0.00        0.00        0.960        8.0432        1.15       -0.28        0.3        0.0        0.000        0.00        0.00        1.10        0.38        0.4        1.31        2.21       -1.29        1.67
1.590455        0.00080        0.700        0.00072        0.00080        0.700        0.700        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0       10.61        0.03        1.00        0.020        0.005        6.00        2.11        7.00        5.00         6        3.10        3.30        3.35        0.00        0.00        0.965       11.9354        1.14       -0.41        0.4        0.0        0.000        0.00        0.00        1.08        0.38        0.4        1.37        3.06       -2.10        1.99
1.590455        0.00230        0.600        0.00218        0.00233        0.600        0.600        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0        5.24        0.05        0.99        0.028        0.007        5.00        1.52        6.00        6.00         4        2.92        3.14        3.77        0.00        0.00        0.970        6.1249        1.15       -0.29        0.2        0.0        0.000        0.00        0.00        1.08        0.42        0.4        1.44        0.78       -0.52        1.20
1.590455        0.00130        0.800        0.00121        0.00130        0.800        0.800        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0        9.79        0.04        1.00        0.028        0.007        7.00        2.33        8.00        4.29         5        2.97        3.22        3.24        0.00        0.00        0.960       10.7593        1.14       -0.37        0.3        0.0        0.000        0.00        0.00        1.09        0.37        0.4        1.32        3.14       -1.74        1.97
1.590455        0.00130        0.600        0.00125        0.00143        0.600        0.600        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0        6.91        0.04        1.00        0.022        0.005        5.00        1.63        6.00        6.00         5        3.09        3.23        3.53        0.00        0.00        0.970        8.0683        1.15       -0.36        0.3        0.0        0.000        0.00        0.00        1.09        0.41        0.4        1.44        1.67       -1.21        1.54
1.590455        0.00120        0.500        0.00124        0.00127        0.500        0.500        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0        5.65        0.04        1.00        0.018        0.004        4.00        1.20        5.00        7.50         5        3.06        3.20        3.91        0.00        0.00        0.975        6.7976        1.13       -0.40        0.2        0.0        0.000        0.00        0.00        1.07        0.44        0.4        1.55        0.69       -0.69        1.20
1.590455        0.01400        0.900        0.01364        0.01501        0.900        0.900        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0        3.36        0.12        0.99        0.106        0.023        8.00        2.02        9.00        3.75         2        2.47        2.87        3.37        0.00        0.00        0.954        3.6734        1.16        0.08        0.2        0.0        0.000        0.00        0.00        1.10        0.40        0.4        1.33        0.92       -0.32        1.21
1.590455        0.00510        0.900        0.00506        0.00563        0.900        0.900        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0        5.59        0.07        0.99        0.064        0.015        8.00        2.25        9.00        3.75         3        2.75        3.05        3.17        0.00        0.00        0.955        6.1028        1.16       -0.15        0.4        0.0        0.000        0.00        0.00        1.10        0.38        0.4        1.30        1.74       -1.15        1.50
1.590455        0.00230        0.900        0.00212        0.00239        0.900        0.900        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0        8.36        0.05        0.99        0.043        0.010        8.00        2.48        9.00        3.75         4        2.84        3.14        3.15        0.00        0.00        0.955        9.0130        1.14       -0.30        0.3        0.0        0.000        0.00        0.00        1.09        0.36        0.4        1.29        2.87       -1.34        1.85
1.590455        0.01430        1.200        0.01235        0.01438        1.200        1.200        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0        4.58        0.12        0.99        0.143        0.030       11.00        1.94       12.00        2.73         2        2.44        2.86        2.95        0.00        0.00        0.939        4.6337        1.13        0.03        0.2        0.0        0.000        0.00        0.00        1.09        0.34        0.3        1.34        1.88       -0.48        1.48
1.590455        0.01460        0.800        0.01463        0.01735        0.800        0.800        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0        2.88        0.12        0.99        0.097        0.021        7.00        1.88        8.00        4.29         2        2.53        2.89        3.42        0.00        0.00        0.959        3.2088        1.16        0.10        0.3        0.0        0.000        0.00        0.00        1.10        0.43        0.4        1.37        0.84       -0.50        1.22
1.590455        0.09130        1.200        0.09127        0.10127        1.200        1.200        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0        1.80        0.30        0.99        0.363        0.075       11.00        2.14       12.00        2.73         1        2.11        2.68        2.85        0.00        0.00        0.933        2.0208        1.11        0.83        0.2        0.0        0.000        0.00        0.00        1.09        0.33        0.3        1.37        1.21       -0.19        1.26
1.590455        0.09000        1.100        0.08218        0.09772        1.100        1.100        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0        1.65        0.30        0.99        0.330        0.069       10.00        2.22       11.00        3.00         1        2.11        2.76        2.98        0.00        0.00        0.938        1.8911        1.13        0.84        0.2        0.0        0.000        0.00        0.00        1.10        0.35        0.4        1.33        1.02       -0.17        1.21
1.590455        0.08930        1.100        0.08817        0.10667        1.100        1.100        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0        1.65        0.30        0.99        0.329        0.068       10.00        2.18       11.00        3.00         1        2.10        2.76        2.99        0.00        0.00        0.938        1.8945        1.13        0.84        0.2        0.0        0.000        0.00        0.00        1.10        0.35        0.4        1.33        1.02       -0.16        1.21
1.590455        0.01480        0.900        0.01483        0.01688        0.900        0.900        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0        3.26        0.12        0.99        0.110        0.024        8.00        2.07        9.00        3.75         2        2.53        2.90        3.26        0.00        0.00        0.954        3.5651        1.16        0.10        0.3        0.0        0.000        0.00        0.00        1.10        0.40        0.4        1.34        1.06       -0.56        1.28
1.590455        0.01440        0.800        0.01435        0.01530        0.800        0.800        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0        2.90        0.12        0.99        0.096        0.021        7.00        1.87        8.00        4.29         2        2.51        2.88        3.43        0.00        0.00        0.959        3.2405        1.16        0.09        0.3        0.0        0.000        0.00        0.00        1.10        0.43        0.4        1.37        0.84       -0.46        1.21
1.590455        0.01450        1.100        0.01446        0.01660        1.100        1.100        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0        4.13        0.12        0.99        0.132        0.028       10.00        2.08       11.00        3.00         2        2.47        2.88        3.04        0.00        0.00        0.944        4.3012        1.14        0.07        0.3        0.0        0.000        0.00        0.00        1.10        0.36        0.4        1.32        1.59       -0.53        1.40
1.590455        0.09220        1.000        0.09219        0.09841        1.000        1.000        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0        1.46        0.30        0.99        0.304        0.063        9.00        2.19       10.00        3.33         1        2.12        2.72        3.14        0.00        0.00        0.943        1.7315        1.14        0.87        0.2        0.0        0.000        0.00        0.00        1.10        0.38        0.4        1.35        0.84       -0.20        1.17
1.590455        0.01440        1.100        0.01438        0.01627        1.100        1.100        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0        4.13        0.12        0.99        0.132        0.028       10.00        2.11       11.00        3.00         2        2.47        2.88        3.04        0.00        0.00        0.944        4.3069        1.14        0.07        0.2        0.0        0.000        0.00        0.00        1.10        0.36        0.4        1.32        1.59       -0.51        1.40
1.590455        0.01440        1.000        0.01438        0.01593        1.000        1.000        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0        3.72        0.12        0.99        0.120        0.026        9.00        2.08       10.00        3.33         2        2.48        2.89        3.16        0.00        0.00        0.949        3.9762        1.15        0.08        0.2        0.0        0.000        0.00        0.00        1.10        0.38        0.4        1.32        1.31       -0.48        1.33
1.590455        0.01440        1.200        0.01392        0.01573        1.200        1.200        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0        4.56        0.12        0.99        0.144        0.030       11.00        1.98       12.00        2.73         2        2.45        2.86        2.94        0.00        0.00        0.939        4.6143        1.13        0.04        0.2        0.0        0.000        0.00        0.00        1.10        0.34        0.3        1.35        1.88       -0.54        1.48
1.442888        0.00230        0.900        0.00209        0.00237        0.900        0.900        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0        8.31        0.05        0.99        0.043        0.010        8.00        2.61        9.00        3.75         4        2.86        3.14        3.19        0.00        0.00        0.954        8.4420        1.18       -0.24        0.4        0.0        0.000        0.00        0.00        1.11        0.38        0.4        1.44        2.63       -1.63        1.78
1.442888        0.01420        1.300        0.01237        0.01464        1.300        1.300        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0        4.99        0.12        0.99        0.155        0.034       12.00        2.10       13.00        2.50         2        2.43        2.84        2.90        0.00        0.00        0.933        4.6398        1.15        0.07        0.3        0.0        0.000        0.00        0.00        1.11        0.34        0.3        1.52        2.07       -0.62        1.52
1.442888        0.01410        0.800        0.01405        0.01621        0.800        0.800        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0        2.93        0.12        0.99        0.095        0.021        7.00        2.03        8.00        4.29         2        2.50        2.87        3.52        0.00        0.00        0.958        3.0714        1.19        0.14        0.3        0.0        0.000        0.00        0.00        1.10        0.44        0.4        1.51        0.77       -0.50        1.19
1.442888        0.00500        1.000        0.00503        0.00518        1.000        1.000        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0        6.30        0.07        0.99        0.071        0.017        9.00        2.59       10.00        3.33         3        2.73        3.02        3.12        0.00        0.00        0.949        6.3010        1.18       -0.11        0.5        0.0        0.000        0.00        0.00        1.11        0.38        0.4        1.44        1.99       -1.38        1.57
1.442888        0.00500        0.900        0.00479        0.00516        0.900        0.900        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0        5.65        0.07        0.99        0.063        0.015        8.00        2.52        9.00        3.75         3        2.74        3.04        3.24        0.00        0.00        0.954        5.7827        1.19       -0.10        0.4        0.0        0.000        0.00        0.00        1.12        0.40        0.4        1.44        1.73       -1.02        1.49
1.442888        0.00490        0.700        0.00494        0.00558        0.700        0.700        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0        4.24        0.07        0.99        0.049        0.012        6.00        1.90        7.00        5.00         3        2.78        3.04        3.49        0.00        0.00        0.964        4.5482        1.19       -0.11        0.4        0.0        0.000        0.00        0.00        1.11        0.45        0.4        1.53        1.01       -0.86        1.30
1.442888        0.00230        0.600        0.00230        0.00256        0.600        0.600        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0        5.18        0.05        0.99        0.029        0.007        5.00        1.63        6.00        6.00         4        2.96        3.14        3.61        0.00        0.00        0.969        5.7009        1.17       -0.24        0.4        0.0        0.000        0.00        0.00        1.10        0.44        0.4        1.61        1.10       -1.02        1.34
1.442888        0.00230        0.800        0.00219        0.00231        0.800        0.800        0.10        1.0        1.0        1.0        2.0       -2.0       -2.0       -2.0       -2.0        7.24        0.05        0.99        0.038        0.009        7.00        2.27        8.00        4.29         4        2.90        3.15        3.36        0.00        0.00        0.959        7.5520        1.18       -0.22        0.4        0.0        0.000        0.00        0.00        1.11        0.40        0.4        1.45        1.99       -1.30        1.60
