xi              mu             p            mu_min         mu_max         p_min        p_max        ep          alpha_m    chi_m      Pm         alpha_t    ddmp       ddmt       ddmv       ddmb       q           alpha_v     delta       ms           msint        Lambda      Lambdaint   Rm          Ga          n         x_h         x_id        x_SM        x_A         x_FM        Omega*       kappa         lambda      E           sigma_SM   sigma_A    g_A          r_A         z_A         r_max       z_t         z_max      b           Br_Bz0_SM   Bphi_Bz0_SM Bz_Bz0_SM
0.010058        0.40580        3.578        0.38799        0.46262        3.330        3.825        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.35        0.64        0.86        2.279        0.449       34.77      -44.08       35.77        0.86         1        2.83        2.90        4.21       17.73        1.30        0.711        0.0222       29.10       47.81       49.8        4.8        0.771        6.41       11.37       35.28      819.28     3109.5        0.23        1.26       -0.66        1.35
0.010058        0.39670        3.340        0.33823        0.39666        3.167        3.459        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.24        0.63        0.87        2.104        0.405       32.40     -127.23       33.40        0.93         1        2.82        2.89        4.70       17.41        1.29        0.730        0.0215       30.59       50.28       51.6        2.5        0.659        6.45       11.23       35.11      693.52     2471.9        0.26        1.08       -0.67        1.30
0.010058        0.38590        3.198        0.35747        0.38587        3.075        3.321        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.19        0.62        0.88        1.987        0.378       30.98      110.29       31.98        0.97         1        2.80        2.88        5.05       17.21        1.29        0.743        0.0212       31.51       51.88       52.8        1.3        0.520        6.46       11.13       30.19      436.55     1233.8        0.28        0.98       -0.68        1.27
0.009125        0.41090        3.639        0.38530        0.45966        3.464        3.813        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.37        0.64        0.86        2.332        0.464       35.38      -37.49       36.38        0.85         1        2.84        2.91        4.20       16.36        1.30        0.706        0.0203       31.65       51.36       54.6        1.4        0.526        6.64       10.88       29.48      378.12     1007.6        0.23        1.29       -0.66        1.36
0.009125        0.41080        3.626        0.36623        0.41878        3.491        3.761        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.36        0.64        0.86        2.324        0.462       35.26      -38.40       36.26        0.85         1        2.84        2.91        4.21       16.86        1.30        0.707        0.0202       31.73       51.49       54.7        2.2        0.634        6.67       11.25       36.17      666.79     2345.6        0.23        1.28       -0.66        1.36
0.009125        0.39580        3.302        0.33555        0.39582        3.214        3.408        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.22        0.63        0.87        2.077        0.399       32.02     -211.06       33.02        0.94         1        2.82        2.89        4.92       16.79        1.29        0.733        0.0194       33.95       55.26       57.2        1.1        0.467        6.74       11.32       33.84      498.88     1501.9        0.27        1.03       -0.68        1.28
0.009125        0.37260        3.059        0.37221        0.42203        2.981        3.138        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.14        0.61        0.88        1.868        0.350       29.59      185.52       30.59        1.01         1        2.80        2.87        5.50       17.88        1.28        0.755        0.0189       35.67       58.44       60.2        1.3        0.514        6.82       12.19       43.97      960.11     3967.9        0.30        0.86       -0.69        1.23
0.009125        0.37000        3.069        0.35763        0.39688        2.836        3.301        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.16        0.61        0.89        1.867        0.349       29.68      131.22       30.68        1.01         1        2.79        2.86        5.47       18.68        1.28        0.755        0.0189       35.61       58.34       60.1        2.9        0.692        6.85       12.80       61.10     2207.05    14272.4        0.30        0.86       -0.69        1.23
0.008278        0.37150        3.091        0.32557        0.37282        3.032        3.267        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.17        0.61        0.88        1.884        0.353       29.91     -603.68       30.91        1.00         1        2.80        2.86        5.59       18.84        1.29        0.753        0.0172       39.04       63.43       65.5        3.0        0.702        7.18       13.54       82.60     3729.73    31983.5        0.30        0.84       -0.69        1.22
0.008278        0.41270        3.688        0.36259        0.42042        3.528        3.742        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.39        0.64        0.85        2.370        0.473       35.88      -27.19       36.88        0.84         1        2.85        2.91        4.22       16.61        1.30        0.702        0.0185       34.50       55.30       59.8        1.8        0.588        6.97       11.58       42.62      853.75     3389.2        0.22        1.28       -0.66        1.36
0.008278        0.41250        3.676        0.38959        0.45205        3.511        3.841        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.38        0.64        0.86        2.361        0.471       35.76      -27.41       36.76        0.84         1        2.85        2.91        4.24       17.79        1.30        0.703        0.0185       34.59       55.44       59.6        5.5        0.795        7.03       12.52       61.05     2319.59    14860.0        0.23        1.27       -0.66        1.36
0.008278        0.37180        3.094        0.35945        0.41050        2.959        3.229        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.17        0.61        0.88        1.887        0.353       29.94     -593.77       30.94        1.00         1        2.80        2.86        5.56       19.22        1.29        0.753        0.0172       39.01       63.39       65.6        4.5        0.770        7.20       13.85       92.22     4879.08    47798.9        0.30        0.84       -0.69        1.23
0.008278        0.41420        3.634        0.41416        0.44553        3.440        3.698        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.35        0.64        0.86        2.338        0.466       35.34      -33.23       36.34        0.85         1        2.85        2.91        4.23       17.51        1.28        0.705        0.0183       34.91       55.96       62.0        3.9        0.745        7.03       12.33       58.96     1976.93    12093.3        0.23        1.25       -0.66        1.35
0.007510        0.41700        3.730        0.40659        0.44700        3.446        3.824        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.39        0.65        0.85        2.408        0.484       36.30      -24.72       37.30        0.83         1        2.86        2.92        4.24       16.78        1.30        0.698        0.0168       37.70       59.70       65.5        2.2        0.633        7.31       12.28       60.81     1739.74    10096.9        0.22        1.29       -0.66        1.36
0.007510        0.41370        3.752        0.39112        0.41429        3.650        4.060        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.42        0.64        0.85        2.414        0.486       36.52      -26.32       37.52        0.82         1        2.85        2.91        4.24       17.33        1.31        0.697        0.0169       37.51       59.38       64.8        3.7        0.737        7.33       12.71       71.77     2691.95    19514.2        0.22        1.29       -0.66        1.36
0.007510        0.37150        3.097        0.35834        0.37589        3.062        3.622        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.17        0.61        0.88        1.888        0.353       29.97     -368.04       30.97        1.00         1        2.80        2.86        5.70       17.99        1.29        0.753        0.0157       42.93       69.27       72.4        1.1        0.480        7.48       13.46       75.23     2510.23    17186.4        0.30        0.82       -0.70        1.22
0.006813        0.37880        3.151        0.35978        0.39382        3.017        3.285        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.18        0.62        0.88        1.939        0.365       30.51      -68.15       31.51        0.98         1        2.82        2.87        5.69       19.43        1.30        0.747        0.0143       46.76       74.77       78.5        5.2        0.796        7.91       15.39      164.67    11703.55   183291.9        0.29        0.83       -0.69        1.22
0.006813        0.37720        3.130        0.34617        0.37832        3.030        3.430        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.17        0.61        0.88        1.922        0.361       30.30     -163.49       31.30        0.99         1        2.81        2.87        5.78       18.51        1.30        0.749        0.0143       46.96       75.16       78.7        1.8        0.595        7.87       14.57      121.38     6067.72    67841.0        0.29        0.82       -0.70        1.22
0.006813        0.37200        3.115        0.32927        0.37382        3.096        3.706        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.18        0.61        0.88        1.900        0.355       30.15      -79.07       31.15        1.00         1        2.81        2.86        5.83       18.00        1.29        0.751        0.0142       47.11       75.48       79.1        0.9        0.440        7.83       14.10       94.90     3603.57    29993.7        0.30        0.80       -0.70        1.21
0.005608        0.37910        3.185        0.33553        0.39086        3.041        3.618        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.20        0.62        0.88        1.961        0.369       30.85      -51.52       31.85        0.97         1        2.82        2.87        5.92       18.43        1.30        0.745        0.0118       56.33       88.88       94.5        1.4        0.548        8.62       15.90      197.25    11676.21   187335.6        0.29        0.79       -0.70        1.21
0.005608        0.38010        3.200        0.33088        0.38781        3.094        3.519        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.21        0.62        0.88        1.973        0.372       31.00      -50.36       32.00        0.97         1        2.82        2.87        5.84       19.03        1.30        0.744        0.0119       56.16       88.53       94.5        3.0        0.709        8.66       16.49      248.10    18025.36   361365.6        0.29        0.80       -0.70        1.21
0.005087        0.37990        3.218        0.32940        0.38915        3.125        3.498        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.22        0.62        0.88        1.984        0.373       31.18      -32.70       32.18        0.96         1        2.83        2.87        5.99       18.52        1.31        0.742        0.0108       61.65       96.59      103.4        1.5        0.559        9.04       16.74      263.09    17280.61   340039.4        0.28        0.78       -0.70        1.20
0.004615        0.41860        4.084        0.41227        0.42923        3.845        4.323        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.58        0.65        0.84        2.642        0.550       39.84      -12.81       40.84        0.75         1        2.89        2.93        4.27       17.06        1.34        0.672        0.0108       57.15       85.16       99.2        4.0        0.760        9.20       15.71      261.28    17324.02   346031.2        0.19        1.33       -0.65        1.37
0.003799        0.38730        3.352        0.37539        0.42150        3.083        3.621        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.28        0.62        0.87        2.086        0.396       32.52      -19.37       33.52        0.92         1        2.85        2.88        6.05       19.47        1.32        0.732        0.0082       80.19      122.81      134.8        4.6        0.790       10.46       20.37      753.38    72582.48  2744787.0        0.27        0.77       -0.69        1.20
0.003799        0.38690        3.346        0.35390        0.38753        3.285        3.530        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.28        0.62        0.87        2.082        0.395       32.46      -19.45       33.46        0.92         1        2.85        2.88        6.14       19.60        1.32        0.732        0.0082       80.29      123.01      134.0        4.7        0.792       10.46       20.51      758.81    73964.85  2801223.0        0.27        0.76       -0.69        1.20
0.003446        0.38650        3.377        0.33257        0.38658        3.357        3.982        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.30        0.62        0.87        2.099        0.398       32.77      -17.94       33.77        0.92         1        2.85        2.88        6.32       18.87        1.33        0.730        0.0075       87.92      133.91      145.7        1.6        0.582       10.89       20.56      748.76    62628.12  2242084.0        0.26        0.74       -0.69        1.19
0.003446        0.38550        3.358        0.38541        0.43921        3.144        3.571        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.29        0.62        0.87        2.085        0.395       32.58      -18.23       33.58        0.92         1        2.85        2.88        6.36       19.04        1.33        0.732        0.0074       88.27      134.63      146.6        1.8        0.608       10.91       20.77      783.71    67483.74  2483774.0        0.27        0.74       -0.70        1.19
0.003446        0.38460        3.341        0.37968        0.41215        3.150        3.531        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.28        0.62        0.87        2.072        0.392       32.41      -18.51       33.41        0.93         1        2.85        2.88        6.43       18.59        1.33        0.733        0.0074       88.57      135.26      147.0        0.9        0.451       10.88       20.22      654.92    50243.12  1633773.0        0.27        0.73       -0.70        1.18
0.003446        0.38200        3.389        0.37685        0.42207        3.266        3.511        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.32        0.62        0.87        2.094        0.396       32.88      -17.66       33.88        0.91         1        2.84        2.87        6.23       18.96        1.32        0.730        0.0075       87.71      133.60      146.8        2.0        0.631       10.89       20.65      791.60    68245.84  2551219.0        0.26        0.74       -0.69        1.19
0.003126        8.94450        0.295        8.79322        9.09572        0.285        0.305        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        0.02        2.99        0.64        0.882        0.758        1.95      -18.50        2.95       15.38         0        2.14        2.71        3.57       49.99        1.36        0.633        0.0009       91.61      127.58      154.1        0.3        0.205       12.13       60.69       12.36       65.28       73.1        0.22        1.11       -0.09        1.17
0.003126        0.38810        3.458        0.36868        0.39861        3.397        3.518        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.34        0.62        0.87        2.154        0.411       33.58      -16.00       34.58        0.89         1        2.85        2.88        6.17       19.85        1.33        0.724        0.0068       95.27      143.73      159.4        7.5        0.856       11.48       22.81     1300.42   140788.70  6900828.0        0.26        0.75       -0.69        1.19
0.002836        0.38290        3.514        0.32707        0.38504        3.466        3.850        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.40        0.62        0.87        2.174        0.414       34.14      -13.30       35.14        0.88         1        2.85        2.87        6.35       19.56        1.34        0.721        0.0063      103.71      155.49      172.2        3.9        0.767       11.95       23.39     1468.69   148325.40  7501075.0        0.25        0.73       -0.69        1.18
0.002573        0.38600        3.516        0.38381        0.42882        3.441        3.591        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.39        0.62        0.87        2.185        0.416       34.16      -12.86       35.16        0.88         1        2.86        2.88        6.47       18.73        1.34        0.721        0.0057      114.24      170.53      190.4        1.3        0.525       12.48       23.37     1439.87   126667.00  6007361.0        0.25        0.72       -0.69        1.18
0.002334        0.38170        3.613        0.36613        0.39786        3.412        3.813        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.46        0.62        0.87        2.232        0.427       35.12      -11.71       36.12        0.85         1        2.85        2.87        6.51       19.17        1.35        0.715        0.0052      123.32      182.43      204.7        2.1        0.645       13.05       25.02     2015.52   193918.40 10806050.0        0.24        0.71       -0.69        1.17
0.002118        0.38670        3.684        0.34207        0.38669        3.566        4.040        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.49        0.62        0.86        2.291        0.442       35.84      -11.00       36.84        0.84         1        2.86        2.88        6.56       19.54        1.36        0.709        0.0048      133.82      196.08      220.0        3.4        0.746       13.68       26.75     2783.89   288704.40 18528890.0        0.23        0.71       -0.69        1.17
0.002118        0.38130        3.681        0.35694        0.38356        3.649        4.163        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.51        0.62        0.86        2.273        0.436       35.81      -10.99       36.81        0.84         1        2.85        2.87        6.56       19.10        1.35        0.710        0.0048      133.86      196.45      221.9        1.9        0.623       13.63       26.03     2434.49   234313.00 13965750.0        0.23        0.71       -0.69        1.17
0.002118        0.38120        3.679        0.36039        0.38170        3.635        4.338        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.51        0.62        0.86        2.272        0.436       35.79      -10.99       36.79        0.84         1        2.85        2.87        6.69       19.33        1.36        0.711        0.0048      133.94      196.61      219.5        2.0        0.631       13.64       26.36     2463.43   239946.80 14437410.0        0.23        0.70       -0.69        1.16
0.002118        0.38600        3.658        0.38463        0.46692        3.362        3.954        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.47        0.62        0.86        2.273        0.437       35.58      -11.14       36.58        0.84         1        2.86        2.88        6.53       19.20        1.35        0.711        0.0048      134.57      197.59      223.5        2.4        0.670       13.67       26.26     2599.84   255568.70 15814400.0        0.23        0.71       -0.69        1.17
0.001921        0.39790        3.880        0.38900        0.42360        3.779        3.887        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.56        0.63        0.85        2.448        0.485       37.80       -9.90       38.80        0.79         1        2.88        2.90        6.16       17.84        1.37        0.692        0.0044      141.80      203.51      234.2        1.2        0.509       14.18       25.30     2442.31   210783.20 12172020.0        0.21        0.79       -0.67        1.20
0.001921        0.38610        3.760        0.37186        0.40750        3.520        3.999        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.53        0.62        0.86        2.336        0.453       36.59      -10.36       37.59        0.82         1        2.86        2.88        6.46       19.48        1.36        0.704        0.0044      145.16      210.90      241.5        4.2        0.780       14.32       27.91     3554.04   376933.40 26428030.0        0.22        0.72       -0.68        1.17
0.001921        0.38480        3.699        0.38480        0.41112        3.502        3.896        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.50        0.62        0.86        2.295        0.442       35.99      -10.62       36.99        0.83         1        2.86        2.88        6.66       18.77        1.35        0.708        0.0044      147.03      214.66      244.0        1.1        0.497       14.27       26.79     2736.76   250854.90 15290060.0        0.23        0.70       -0.69        1.16
0.001743        0.38480        3.806        0.37948        0.39640        3.615        3.996        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.57        0.62        0.86        2.361        0.458       37.05       -9.92       38.05        0.81         1        2.86        2.88        6.60       19.07        1.36        0.701        0.0040      158.38      228.73      262.8        2.0        0.631       14.94       28.49     3786.11   371000.30 26086100.0        0.22        0.71       -0.68        1.17
0.001581        0.37850        3.886        0.35693        0.41463        3.785        3.987        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.64        0.62        0.86        2.391        0.464       37.86       -8.96       38.86        0.79         1        2.86        2.87        6.81       19.13        1.37        0.697        0.0037      171.40      245.78      281.9        1.5        0.561       15.56       29.77     4319.20   419873.40 30405040.0        0.21        0.69       -0.68        1.15
0.001581        0.38390        3.899        0.37219        0.39683        3.681        4.116        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.63        0.62        0.86        2.415        0.472       37.98       -8.92       38.98        0.79         1        2.87        2.88        6.64       19.56        1.37        0.695        0.0037      171.13      244.76      282.5        3.8        0.768       15.64       30.60     5323.18   568956.20 45682590.0        0.21        0.71       -0.68        1.16
0.001581        0.37930        3.966        0.33414        0.38027        3.864        4.273        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.69        0.62        0.86        2.443        0.478       38.66       -8.78       39.66        0.78         1        2.86        2.87        6.52       19.91        1.37        0.691        0.0037      168.55      240.14      279.1        8.6        0.876       15.62       31.13     5742.88   659452.10 55493430.0        0.21        0.72       -0.67        1.16
0.001581        0.37900        3.925        0.35200        0.38060        3.775        4.375        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.66        0.62        0.86        2.416        0.471       38.25       -8.87       39.25        0.78         1        2.86        2.87        6.63       19.18        1.37        0.694        0.0037      170.01      243.01      281.3        2.3        0.669       15.54       29.83     4684.69   471252.00 35759380.0        0.21        0.70       -0.68        1.16
0.001581        0.38840        4.228        0.35308        0.42445        3.955        4.323        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.80        0.62        0.84        2.635        0.536       41.28       -8.21       42.28        0.73         1        2.88        2.89        5.90       18.32        1.39        0.671        0.0038      160.34      223.24      265.2        4.3        0.788       15.43       28.27     4434.56   439967.00 33066460.0        0.19        0.84       -0.66        1.20
0.001435        8.97940        0.317        8.76318        9.19556        0.282        0.328        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        0.02        3.00        0.62        0.948        0.800        2.17      -16.28        3.17       13.86         0        2.17        2.70        3.66       51.34        1.39        0.615        0.0004      194.42      251.44      325.3        0.4        0.240       17.69       90.84       18.18      110.40      123.1        0.21        1.11       -0.09        1.17
0.001435        0.38230        3.956        0.38233        0.39553        3.841        4.070        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.67        0.62        0.86        2.446        0.479       38.55       -8.62       39.55        0.78         1        2.87        2.88        6.71       19.04        1.37        0.691        0.0034      186.19      264.53      308.0        1.7        0.603       16.30       31.04     5552.68   545432.60 43437360.0        0.21        0.70       -0.67        1.16
0.001301        0.37580        4.060        0.35406        0.42045        3.799        4.321        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.76        0.61        0.85        2.489        0.490       39.60       -8.29       40.60        0.76         1        2.86        2.87        6.86       19.02        1.39        0.686        0.0031      200.57      282.45      329.6        1.4        0.549       16.95       32.26     6326.75   614625.30 50671340.0        0.20        0.69       -0.67        1.15
0.001301        0.37070        4.066        0.32810        0.37380        3.806        4.326        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.79        0.61        0.86        2.476        0.486       39.66       -8.31       40.66        0.76         1        2.85        2.86        7.12       19.05        1.40        0.687        0.0031      200.07      282.08      323.9        0.8        0.404       16.89       32.16     5485.68   514628.00 39645800.0        0.20        0.67       -0.67        1.14
0.001181        0.37390        4.140        0.37216        0.40548        3.901        4.379        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.82        0.61        0.85        2.532        0.502       40.40       -8.05       41.40        0.74         1        2.86        2.87        6.89       18.85        1.39        0.681        0.0028      217.13      303.23      357.3        1.0        0.476       17.70       33.36     7222.09   684189.10 58399900.0        0.19        0.69       -0.67        1.15
0.001071        0.37170        4.248        0.36341        0.39238        4.099        4.398        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.89        0.61        0.85        2.590        0.519       41.48       -7.81       42.48        0.72         1        2.86        2.87        7.04       19.17        1.41        0.674        0.0026      234.07      323.45      379.9        1.3        0.531       18.48       35.45     9180.44   907174.50 83640060.0        0.18        0.69       -0.66        1.14
0.001071        0.36630        4.330        0.33382        0.36887        4.317        5.132        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.97        0.61        0.85        2.620        0.528       42.30       -7.79       43.30        0.71         1        2.85        2.86        5.34       19.56        1.41        0.670        0.0026      229.85      316.10      374.5        3.0        0.726       18.43       36.07    10429.73  1107033.00 108920000.0        0.18        0.70       -0.66        1.15
0.000972        0.36910        4.349        0.35019        0.37786        4.288        4.409        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        2.96        0.61        0.85        2.642        0.534       42.48       -7.63       43.48        0.71         1        2.86        2.87        6.89       18.39        1.40        0.668        0.0024      252.44      345.43      415.3        0.7        0.385       19.23       35.37     9648.96   882262.90 80880930.0        0.18        0.70       -0.66        1.15
0.000972        0.36330        4.446        0.33277        0.38307        4.296        4.896        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        3.05        0.60        0.85        2.680        0.546       43.46       -7.62       44.46        0.69         1        2.85        2.86        6.76       18.80        1.41        0.663        0.0024      247.32      336.37      407.2        1.5        0.573       19.17       36.04    10732.49  1050436.00 101378200.0        0.17        0.72       -0.65        1.15
0.000972        0.36360        4.429        0.33748        0.36854        4.365        4.620        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        3.04        0.60        0.85        2.670        0.543       43.29       -7.63       44.29        0.69         1        2.85        2.86        6.81       18.69        1.41        0.664        0.0024      248.05      337.83      407.8        1.3        0.525       19.15       35.80    10339.16   986384.50 94409630.0        0.17        0.71       -0.66        1.15
0.000800        0.35930        4.893        0.32916        0.36982        4.804        5.022        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        3.34        0.60        0.83        2.933        0.636       47.93       -7.10       48.93        0.63         1        2.87        2.88        6.20       17.55        1.44        0.634        0.0021      278.78      363.57      456.9        2.0        0.642       20.83       36.55    15848.72  1448984.00 158481300.0        0.15        0.84       -0.65        1.19
0.000800        0.35670        4.657        0.35356        0.40929        4.557        4.690        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        3.22        0.60        0.84        2.781        0.579       45.57       -7.38       46.57        0.66         1        2.85        2.86        6.84       18.45        1.42        0.651        0.0021      288.14      384.09      472.7        1.0        0.481       20.84       38.46    14529.35  1367259.00 142610700.0        0.16        0.73       -0.65        1.15
0.000726        0.35630        5.073        0.33512        0.36872        4.658        5.488        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0        3.46        0.60        0.83        3.028        0.674       49.73       -6.85       50.73        0.60         1        2.88        2.89        5.96       17.65        1.44        0.623        0.0020      299.68      384.05      493.4        7.4        0.864       21.90       38.67    24713.19  2430313.00 310909600.0        0.14        0.90       -0.65        1.21
0.000542        0.02850        8.102        0.02828        0.03151        7.794        8.103        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0       22.81        0.17        0.96        1.367        0.652       80.02       -1.97       81.02        0.37         2        2.74        2.83        3.00        4.51        1.38        0.597        0.0248      157.67      193.00      304.7        1.9        0.601       16.02        7.22   114409.30   133013.80   133013.8        0.16        6.91       -4.21        2.86
0.000249        0.02660        8.087        0.02656        0.02963        7.231        8.087        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0       23.61        0.16        0.96        1.318        0.654       79.87       -1.92       80.87        0.38         2        2.70        2.79        2.95        4.44        1.37        0.600        0.0310      137.54      169.48      270.9        2.9        0.706       15.03        6.67   114621.20   131344.60   131344.6        0.17        7.06       -4.58        2.87
0.000226        0.02810        8.094        0.02808        0.02880        7.686        8.096        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0       22.95        0.17        0.96        1.357        0.653       79.94       -1.97       80.94        0.38         2        2.73        2.82        3.01        4.49        1.38        0.598        0.0262      152.30      186.77      295.3        2.2        0.638       15.72        7.07   113327.80   131372.70   131372.7        0.16        6.94       -4.29        2.86
0.000205        0.02860        8.036        0.02861        0.03387        7.176        8.036        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0       22.57        0.17        0.96        1.359        0.633       79.36       -1.99       80.36        0.38         2        2.73        2.82        3.00        4.44        1.37        0.600        0.0291      129.69      160.28      251.1        0.3        0.213       14.70        6.53    63267.64    75297.28    75297.3        0.16        6.92       -4.05        2.85
0.000047        0.02770        7.893        0.02770        0.03045        7.528        7.945        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0       22.55        0.17        0.96        1.314        0.592       77.93       -2.11       78.93        0.38         2        2.67        2.78        2.94        4.28        1.37        0.608        0.0433       83.36      105.61      158.5        0.3        0.164       11.59        4.96    21585.10    27430.56    27430.6        0.15        7.02       -3.85        2.84
0.000039        0.02850        8.028        0.02794        0.02898        7.336        8.719        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0       22.61        0.17        0.96        1.354        0.634       79.28       -2.00       80.28        0.38         2        2.72        2.82        2.99        4.44        1.38        0.601        0.0300      128.10      158.49      246.8        0.4        0.240       14.62        6.48    65986.00    78238.01    78238.0        0.16        6.93       -4.14        2.85
0.000026        0.03030        7.875        0.02870        0.03334        7.415        8.336        0.10        1.0        1.0        1.0        4.0       -2.0       -2.0       -2.0       -2.0       21.47        0.17        0.96        1.371        0.590       77.75       -2.17       78.75        0.39         2        2.72        2.82        2.99        4.40        1.36        0.607        0.0368       91.24      115.11      175.7        0.3        0.188       12.09        5.32    21719.24    28442.98    28443.0        0.15        6.80       -3.58        2.82
