xi              mu             p            mu_min         mu_max         p_min        p_max        ep          alpha_m    chi_m      Pm         alpha_t    ddmp       ddmt       ddmv       ddmb       q           alpha_v     delta       ms           msint        Lambda      Lambdaint   Rm          Ga          n         x_h         x_id        x_SM        x_A         x_FM        Omega*       kappa         lambda      E           sigma_SM   sigma_A    g_A          r_A         z_A         r_max       z_t         z_max      b           Br_Bz0_SM   Bphi_Bz0_SM Bz_Bz0_SM
0.070515        0.46760        2.347        0.40795        0.46757        2.210        2.495        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0        1.43        0.68        0.87        1.605        0.231       22.47        4.92       23.47        1.34         1        2.68        2.85        4.26       15.95        1.26        0.771        0.1107        4.74       13.23        6.1        0.3        0.135        2.49        3.97        2.52        4.26        4.5        0.22        0.98       -0.41        1.25
0.070515        0.00100        4.454        0.00096        0.00104        4.113        4.795        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0       66.79        0.03        0.99        0.143        0.039       43.54       -5.51       44.54        0.69         7        3.19        3.30        3.35        3.87        1.14        0.784        2.9301        5.27        6.68        9.8        0.5        0.237        2.57        1.00     5458.74     9960.36     9960.4        0.27        9.86      -13.05        4.18
0.070515        0.40700        2.089        0.36470        0.40704        1.977        2.099        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0        1.38        0.64        0.89        1.332        0.189       19.89        5.43       20.89        1.51         1        2.64        2.82        5.86       18.00        1.26        0.800        0.1050        5.12       12.94        6.4        0.4        0.200        2.54        4.58        2.59        4.96        5.4        0.28        0.72       -0.43        1.16
0.070515        0.00070        4.335        0.00068        0.00072        4.144        4.527        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0       79.61        0.03        0.99        0.114        0.032       42.35      -23.50       43.35        0.71         8        3.19        3.30        3.33        3.78        1.15        0.789        3.5535        5.31        6.63        9.9        0.5        0.218        2.59        0.98     9567.51    15199.56    15199.6        0.28       11.74      -15.95        4.80
0.063972        0.00030        3.862        0.00026        0.00030        3.609        4.114        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0      112.89        0.02        0.99        0.063        0.019       37.62       -2.24       38.62        0.80        11        3.30        3.37        3.40        3.83        1.13        0.811        4.8249        6.14        7.90       12.2        3.7        0.620        2.74        1.05    54040.46    66050.30    66050.3        0.33       14.59      -25.78        5.87
0.063972        0.47890        2.373        0.46255        0.52793        2.272        2.380        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0        1.42        0.69        0.86        1.642        0.238       22.73        5.24       23.73        1.32         1        2.70        2.86        4.18       16.84        1.25        0.767        0.1013        5.13       13.99        7.0        0.5        0.236        2.60        4.38        2.66        4.82        5.2        0.22        1.00       -0.42        1.25
0.063972        0.00170        4.851        0.00161        0.00177        4.649        5.458        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0       56.21        0.04        0.98        0.202        0.054       47.51     -263.38       48.51        0.63         6        3.15        3.26        3.33        3.92        1.17        0.767        2.1802        5.32        6.89        9.5        0.3        0.149        2.61        1.02     2127.81     4524.27     4524.3        0.23        9.15       -9.80        3.92
0.058037        0.00070        4.772        0.00068        0.00075        4.615        4.929        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0       86.10        0.03        0.99        0.128        0.039       46.72       -2.82       47.72        0.64         8        3.15        3.24        3.27        3.69        1.17        0.773        3.2361        6.02        7.65       11.3        0.6        0.261        2.77        1.02    12082.91    16761.21    16761.2        0.25       13.69      -16.92        5.36
0.058037        0.00100        4.967        0.00098        0.00118        4.728        5.206        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0       74.52        0.03        0.99        0.160        0.049       48.67       -5.81       49.67        0.62         7        3.07        3.19        3.20        3.63        1.17        0.765        2.8067        5.76        7.36       10.6        0.1        0.084        2.74        0.99     5637.04     8514.55     8514.5        0.22       13.16      -13.92        5.09
0.058037        0.43080        2.161        0.41526        0.43080        2.034        2.365        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0        1.38        0.66        0.88        1.419        0.204       20.61        5.70       21.61        1.46         1        2.67        2.84        5.52       18.04        1.26        0.791        0.0883        5.99       14.59        7.9        0.4        0.194        2.76        4.98        2.80        5.27        5.9        0.27        0.75       -0.44        1.18
0.058037        0.43080        2.161        0.40831        0.43081        1.934        2.306        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0        1.38        0.66        0.88        1.419        0.204       20.61        5.69       21.61        1.46         1        2.67        2.84        5.52       18.03        1.26        0.791        0.0883        5.99       14.59        7.9        0.4        0.194        2.76        4.98        2.80        5.27        5.8        0.27        0.75       -0.44        1.18
0.052652        0.00170        5.178        0.00161        0.00192        4.889        5.467        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0       60.82        0.04        0.98        0.213        0.063       50.78       -3.74       51.78        0.59         6        3.07        3.18        3.22        3.75        1.19        0.756        2.0641        6.15        8.13       11.2        0.4        0.174        2.82        1.06     3366.40     5642.97     5643.0        0.21       11.04      -11.07        4.43
0.052652        0.00030        4.252        0.00028        0.00031        3.909        4.366        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0      119.93        0.02        0.99        0.073        0.022       41.52       -2.48       42.52        0.72        11        3.31        3.38        3.41        3.87        1.14        0.794        4.1970        7.08        9.25       14.2       10.6        0.752        2.98        1.15    68147.14    77953.18    77953.2        0.31       15.43      -26.52        6.16
0.052652        0.47890        2.344        0.45959        0.47889        2.085        2.508        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0        1.40        0.69        0.87        1.622        0.237       22.44        5.63       23.44        1.34         1        2.71        2.86        4.61       17.68        1.27        0.769        0.0834        6.20       15.58        8.5        0.7        0.296        2.86        5.07        2.93        5.46        6.4        0.24        0.91       -0.44        1.23
0.047767        0.51120        2.465        0.48256        0.52074        2.393        2.536        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0        1.41        0.71        0.85        1.762        0.261       23.64        5.73       24.64        1.27         1        2.74        2.88        4.24       17.20        1.26        0.753        0.0776        6.52       16.58        9.4        0.4        0.204        2.95        5.07        2.99        5.58        6.1        0.22        1.02       -0.44        1.26
0.047767        0.00030        4.485        0.00028        0.00032        4.360        4.610        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0      124.82        0.02        0.99        0.078        0.025       43.85       -3.07       44.85        0.68        11        3.29        3.36        3.39        3.82        1.15        0.785        3.9936        7.58        9.96       15.3       11.7        0.764        3.09        1.18    78800.47    86176.11    86176.1        0.29       16.59      -27.35        6.51
0.047767        0.00180        5.064        0.00167        0.00182        4.682        5.446        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0       57.85        0.04        0.98        0.214        0.061       49.64       27.66       50.64        0.60         6        3.20        3.31        3.39        4.12        1.16        0.759        1.7613        7.38       10.01       14.6        1.3        0.442        3.09        1.27     7131.55    11705.83    11705.8        0.26        8.47      -11.72        3.75
0.047767        0.00050        4.770        0.00050        0.00055        4.405        5.135        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0      101.43        0.02        0.99        0.108        0.035       46.70       -2.69       47.70        0.64         9        3.21        3.29        3.32        3.80        1.17        0.773        3.2610        7.61       10.01       15.1        4.5        0.671        3.13        1.19    45114.57    52456.92    52456.9        0.29       14.36      -22.44        5.65
0.047767        0.51140        2.466        0.47343        0.51838        2.271        2.494        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0        1.41        0.72        0.85        1.764        0.261       23.66        5.73       24.66        1.27         1        2.74        2.88        4.24       17.03        1.26        0.753        0.0776        6.52       16.58        9.4        0.3        0.162        2.94        5.01        2.97        5.42        5.8        0.22        1.02       -0.44        1.26
0.043335        0.52340        2.503        0.49863        0.54517        2.473        2.954        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0        1.41        0.72        0.85        1.811        0.270       24.03        6.19       25.03        1.25         1        2.76        2.89        4.27       17.71        1.27        0.748        0.0711        7.06       17.57       10.2        0.6        0.274        3.08        5.46        3.15        6.31        6.9        0.22        1.03       -0.44        1.27
0.043335        0.52210        2.493        0.45432        0.53038        2.272        2.525        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0        1.41        0.72        0.85        1.802        0.269       23.93        5.76       24.93        1.25         1        2.75        2.89        4.27       18.15        1.27        0.749        0.0710        7.08       17.57       10.3        0.8        0.352        3.10        5.63        3.18        6.09        7.6        0.22        1.02       -0.44        1.27
0.043335        0.50200        2.405        0.42078        0.50202        2.218        2.527        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0        1.40        0.71        0.86        1.704        0.252       23.05        6.02       24.05        1.30         1        2.74        2.88        4.61       17.65        1.27        0.759        0.0698        7.29       17.55       10.3        0.4        0.205        3.10        5.47        3.14        6.16        6.6        0.24        0.93       -0.45        1.24
0.043335        0.00330        5.447        0.00294        0.00329        5.076        5.817        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0       45.83        0.06        0.98        0.312        0.086       53.47        7.18       54.47        0.56         5        3.14        3.25        3.35        4.12        1.20        0.742        1.2274        7.21       10.05       13.5        0.2        0.115        3.09        1.27     1785.00     3486.16     3486.2        0.21        8.01       -7.96        3.55
0.039314        0.46300        2.244        0.42351        0.46301        2.095        2.307        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0        1.37        0.68        0.87        1.527        0.223       21.44        6.48       22.44        1.40         1        2.72        2.86        5.51       20.12        1.28        0.779        0.0614        8.40       18.71       11.9        1.1        0.415        3.31        6.66        3.43        8.97        9.9        0.27        0.75       -0.47        1.18
0.035666        0.53940        2.493        0.53944        0.58599        2.374        2.611        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0        1.38        0.73        0.85        1.831        0.278       23.93        6.23       24.93        1.25         1        2.78        2.90        4.30       18.94        1.25        0.745        0.0587        8.52       19.87       13.3        1.0        0.404        3.40        6.45        3.54        8.62        9.5        0.23        1.00       -0.46        1.26
0.035666        0.47060        2.267        0.41674        0.47062        2.151        2.357        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0        1.37        0.69        0.87        1.555        0.228       21.67        6.65       22.67        1.38         1        2.73        2.86        5.51       19.69        1.28        0.776        0.0561        9.14       19.95       13.1        0.6        0.311        3.43        6.76        3.58        8.51        9.3        0.27        0.75       -0.47        1.18
0.035666        0.53890        2.480        0.53893        0.61420        2.345        2.614        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0        1.37        0.73        0.85        1.820        0.276       23.80        6.70       24.80        1.26         1        2.79        2.90        4.31       18.32        1.24        0.746        0.0586        8.55       19.90       13.5        0.6        0.284        3.38        6.20        3.49        7.59        8.2        0.23        0.99       -0.46        1.26
0.035666        0.51900        2.443        0.46062        0.51904        2.293        2.516        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0        1.39        0.72        0.85        1.760        0.263       23.43        6.73       24.43        1.28         1        2.77        2.89        4.69       18.23        1.28        0.753        0.0581        8.66       19.83       12.6        0.4        0.238        3.38        6.17        3.47        7.34        7.9        0.24        0.92       -0.46        1.24
0.032357        0.54830        2.562        0.52758        0.54828        2.524        2.796        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0        1.40        0.74        0.84        1.897        0.289       24.62        6.67       25.62        1.22         1        2.79        2.90        4.45       18.00        1.29        0.738        0.0540        9.13       21.00       13.6        0.3        0.197        3.50        6.30        3.58        7.41        7.9        0.22        1.01       -0.46        1.27
0.024160        0.58570        2.664        0.54610        0.62530        2.322        2.669        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0        1.39        0.77        0.83        2.038        0.319       25.64        7.93       26.64        1.17         1        2.84        2.93        4.37       19.03        1.29        0.722        0.0413       11.69       25.26       18.3        0.7        0.338        4.01        7.64        4.31       10.60       11.4        0.21        1.06       -0.46        1.28
0.024160        0.58230        2.669        0.54779        0.59382        2.577        2.946        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0        1.39        0.76        0.83        2.037        0.317       25.69        8.34       26.69        1.17         1        2.84        2.92        4.45       18.72        1.30        0.722        0.0413       11.67       25.20       17.9        0.5        0.265        4.00        7.48        4.23        9.79       10.5        0.21        1.05       -0.46        1.28
0.021919        0.57040        2.430        0.57038        0.61378        2.341        2.519        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0        1.30        0.76        0.84        1.835        0.286       23.30        7.64       24.30        1.29         1        2.85        2.92        4.53       21.06        1.22        0.744        0.0360       13.86       27.96       24.1        1.8        0.559        4.33        9.15        5.11       18.05       20.4        0.25        0.87       -0.48        1.23
0.019885        0.60680        2.748        0.53311        0.64544        2.544        2.871        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0        1.39        0.78        0.82        2.141        0.340       26.48        9.44       27.48        1.13         1        2.87        2.94        4.41       19.23        1.31        0.710        0.0346       13.73       28.51       21.6        0.7        0.334        4.37        8.41        4.82       12.48       13.4        0.20        1.08       -0.46        1.29
0.019885        0.51910        2.394        0.49453        0.51915        2.295        2.461        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0        1.36        0.72        0.85        1.725        0.260       22.94        8.30       23.94        1.31         1        2.80        2.89        5.59       20.76        1.30        0.756        0.0324       15.43       29.99       23.4        0.7        0.348        4.49        9.32        5.13       15.18       16.4        0.26        0.75       -0.49        1.19
0.019885        0.60390        2.722        0.58435        0.66251        2.369        2.745        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0        1.38        0.78        0.82        2.115        0.336       26.21        8.43       27.21        1.14         1        2.86        2.94        4.43       19.92        1.30        0.713        0.0344       13.86       28.62       21.9        1.2        0.460        4.41        8.79        5.04       14.87       16.4        0.20        1.07       -0.47        1.29
0.018040        0.61700        2.775        0.60742        0.64560        2.627        2.923        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0        1.39        0.79        0.81        2.180        0.349       26.75        9.58       27.75        1.12         1        2.88        2.95        4.44       19.43        1.32        0.706        0.0316       14.97       30.40       23.6        0.7        0.353        4.58        8.90        5.16       13.90       15.0        0.19        1.09       -0.46        1.29
0.016366        0.48500        2.297        0.46067        0.48748        2.250        2.628        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0        1.36        0.70        0.86        1.600        0.236       21.97        9.55       22.97        1.37         1        2.79        2.87        6.68       23.72        1.31        0.770        0.0261       19.18       35.54       28.9        1.2        0.484        4.97       11.80        6.43       26.45       30.2        0.28        0.62       -0.50        1.14
0.014848        0.52730        2.432        0.49831        0.52735        2.270        2.547        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0        1.37        0.73        0.85        1.766        0.266       23.32        9.70       24.32        1.29         1        2.82        2.89        5.82       23.42        1.31        0.752        0.0244       20.28       37.34       31.0        2.8        0.664        5.22       12.24        7.36       38.92       47.4        0.26        0.71       -0.50        1.17
0.011086        0.59430        2.668        0.50475        0.59429        2.345        2.739        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0        1.37        0.77        0.82        2.057        0.322       25.68       13.74       26.68        1.17         1        2.89        2.93        5.25       20.80        1.33        0.719        0.0191       25.07       44.58       39.5        0.8        0.398        5.85       12.18        8.22       31.60       34.9        0.22        0.84       -0.49        1.22
0.010058        0.52760        2.471        0.46991        0.52760        2.368        2.823        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0        1.39        0.73        0.85        1.795        0.269       23.71       12.94       24.71        1.27         1        2.84        2.89        6.38       23.63        1.33        0.749        0.0167       29.40       51.00       45.0        1.5        0.551        6.24       14.75       11.07       68.05       87.3        0.25        0.64       -0.50        1.14
0.009125        0.53780        2.500        0.47860        0.53782        2.341        2.616        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0        1.38        0.73        0.85        1.833        0.276       24.00       15.17       25.00        1.25         1        2.86        2.90        6.36       23.23        1.33        0.744        0.0152       32.08       54.94       49.3        1.2        0.495        6.52       15.15       11.95       73.06       92.2        0.25        0.64       -0.50        1.15
0.009125        0.51130        2.444        0.49917        0.51126        2.420        2.653        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0        1.40        0.72        0.85        1.747        0.259       23.44       13.70       24.44        1.28         1        2.83        2.88        6.95       24.03        1.34        0.754        0.0151       32.65       55.93       49.5        0.9        0.417        6.52       15.66       11.29       64.15       77.4        0.26        0.58       -0.51        1.12
0.008278        0.61050        2.774        0.53357        0.61048        2.588        3.029        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0        1.40        0.78        0.82        2.167        0.343       26.74       18.37       27.74        1.12         1        2.91        2.94        5.31       23.16        1.34        0.707        0.0146       32.32       54.86       51.2        3.8        0.737        6.78       15.74       14.92      141.35      219.9        0.20        0.83       -0.49        1.21
0.006181        0.55860        2.655        0.50839        0.55864        2.567        2.957        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0        1.43        0.75        0.83        1.985        0.301       25.55       22.84       26.55        1.17         1        2.88        2.91        6.38       24.49        1.35        0.728        0.0106       44.94       73.39       69.3        2.8        0.690        7.85       19.23       29.38      537.07     1315.0        0.23        0.63       -0.50        1.14
0.005608        0.60740        2.861        0.58772        0.60738        2.656        2.924        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0        1.44        0.78        0.81        2.230        0.351       27.61       34.79       28.61        1.09         1        2.92        2.94        5.68       22.05        1.36        0.701        0.0100       46.19       74.20       72.7        1.2        0.492        8.05       17.75       22.37      213.17      356.0        0.20        0.76       -0.49        1.18
0.005608        0.55790        2.679        0.52277        0.55787        2.641        2.863        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0        1.44        0.75        0.83        2.001        0.303       25.79       25.39       26.79        1.16         1        2.88        2.91        6.51       24.20        1.36        0.726        0.0097       49.13       79.38       75.5        1.9        0.615        8.18       19.82       32.37      582.25     1463.1        0.22        0.62       -0.50        1.13
0.004187        0.59580        2.966        0.55393        0.59585        2.778        3.001        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0        1.50        0.77        0.81        2.290        0.356       28.66      143.01       29.66        1.05         1        2.92        2.93        5.99       24.39        1.38        0.695        0.0076       59.55       92.46       92.7        4.0        0.760        9.26       22.62       63.96     2533.22    12555.2        0.19        0.69       -0.48        1.16
0.002836        0.52960        2.881        0.46393        0.53630        2.693        3.069        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0        1.59        0.73        0.83        2.097        0.307       27.81     -201.64       28.81        1.08         1        2.88        2.89        8.06       26.50        1.40        0.717        0.0051       90.53      138.08      135.8        0.9        0.445       11.11       29.44      128.68     6964.30    56165.8        0.20        0.48       -0.49        1.07
0.002836        0.56720        3.069        0.49239        0.56720        2.791        3.076        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0        1.60        0.75        0.81        2.312        0.351       29.69     -148.56       30.69        1.01         1        2.90        2.91        6.82       25.48        1.41        0.693        0.0052       84.46      126.74      127.9        2.6        0.688       11.00       28.04      144.41     9421.17    93776.2        0.18        0.58       -0.47        1.11
0.002573        0.54560        3.098        0.53554        0.54561        2.886        3.268        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0        1.66        0.74        0.82        2.288        0.341       29.98     -124.86       30.98        1.00         1        2.88        2.89        7.38       26.77        1.42        0.696        0.0048       92.01      137.49      136.9        2.6        0.688       11.45       30.67      177.38    13509.17   158319.4        0.17        0.52       -0.47        1.08
0.002118        0.59150        3.443        0.58128        0.59149        3.430        3.712        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0        1.71        0.77        0.79        2.648        0.419       33.43     -105.40       34.43        0.90         1        2.92        2.93        6.25       25.37        1.44        0.656        0.0041       97.94      140.49      149.7        3.3        0.737       12.19       30.94      185.00    13567.60   158808.3        0.14        0.66       -0.44        1.13
0.001921        0.54740        3.332        0.49377        0.54738        3.253        3.455        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0        1.76        0.74        0.81        2.465        0.370       32.32     -110.49       33.32        0.93         1        2.88        2.89        7.44       28.39        1.45        0.677        0.0037      112.07      162.21      165.3        5.1        0.810       12.88       36.59      307.43    33332.83   602743.0        0.15        0.51       -0.45        1.07
0.001743        0.52830        3.248        0.51309        0.57061        3.149        3.347        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0        1.77        0.73        0.82        2.361        0.347       31.48      -74.43       32.48        0.95         1        2.87        2.88        8.57       28.96        1.45        0.689        0.0033      127.73      185.61      186.9        1.5        0.569       13.50       39.12      331.34    31982.26   557189.4        0.16        0.45       -0.46        1.04
0.001435        0.58900        4.135        0.57403        0.59393        4.085        4.154        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0        1.98        0.77        0.75        3.173        0.545       40.35       43.48       41.35        0.74         1        2.95        2.95        5.60       24.85        1.49        0.600        0.0031      110.64      148.65      170.3        1.6        0.582       13.48       33.51      116.40     4954.68    29861.5        0.09        0.80       -0.37        1.16
0.001181        0.51380        3.646        0.49440        0.52034        3.485        3.806        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0        1.99        0.72        0.80        2.613        0.387       35.45       89.82       36.45        0.85         1        2.86        2.86        8.86       31.76        1.49        0.662        0.0023      157.43      219.48      227.0        2.0        0.635       15.32       48.66      415.41    47207.85   908972.1        0.12        0.43       -0.40        1.02
0.000800        0.53620        4.376        0.53202        0.55425        4.205        4.377        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0        2.22        0.73        0.76        3.204        0.533       42.76        9.75       43.76        0.70         1        2.90        2.90        5.60       28.29        1.39        0.598        0.0018      169.07      217.86      299.8        1.8        0.619       16.70       47.27      236.52    17188.47   181324.2        0.07        0.58       -0.32        1.07
0.000016        0.54290        4.231        0.53312        0.58041        4.121        4.233        0.10        1.0        1.0        1.0        6.0       -2.0       -2.0       -2.0       -2.0        2.15        0.74        0.77        3.118        0.512       41.31       14.41       42.31        0.73         1        2.90        2.90        5.62       26.54        1.38        0.607        0.0019      165.70      216.19      295.8        1.0        0.469       16.34       43.36      216.18    12947.03   121576.2        0.08        0.57       -0.34        1.07
