xi              mu             p            mu_min          mu_max          p_min        p_max        ep          alpha_m    chi_m      Pm         alpha_t     ddmp       ddmt       ddmv       ddmb       q           alpha_v     delta       ms           msint        Lambda      Lambdaint   Rm          Ga          n         x_h         x_id        x_SM        x_A         x_FM        Omega*      kappa         lambda      E           sigma_SM   sigma_A    g_A          r_A         z_A         r_max       z_t         z_max      b           Br_Bz0_SM   Bphi_Bz0_SM Bz_Bz0_SM
0.004292        5.24060        0.528        5.240565        5.659593        0.508        0.548        0.10        2.0        1.0        1.0        3.0        -2.0       -2.0       -2.0       -2.0        0.13        4.58        0.71        2.417        1.788        4.28      -16.40        5.28        1.75         0        1.97        2.53        3.15       26.28        0.00        0.64        0.0033       74.08       93.34      130.6        1.0        0.460       10.64       27.98       15.11       76.54       90.1        0.27        1.18       -0.26        1.16
0.003556        5.23540        0.543        5.235405        6.028796        0.529        0.557        0.10        2.0        1.0        1.0        3.0        -2.0       -2.0       -2.0       -2.0        0.14        4.58        0.70        2.485        1.839        4.43      -15.67        5.43        1.69         0        1.97        2.53        3.15       26.48        0.00        0.64        0.0028       88.55      110.57      159.5        1.3        0.520       11.72       31.07       19.68      125.08      158.7        0.26        1.19       -0.26        1.16
0.002442        5.13060        0.559        5.052211        5.679240        0.524        0.571        0.10        2.0        1.0        1.0        3.0        -2.0       -2.0       -2.0       -2.0        0.14        4.53        0.70        2.533        1.875        4.59      -14.73        5.59        1.63         0        1.98        2.53        3.24       27.63        0.00        0.63        0.0019      128.46      160.41      217.2        3.9        0.770       14.28       39.53       53.63     1213.55     3109.1        0.26        1.17       -0.27        1.16
0.002442        1.13710        1.565        1.037043        1.250937        1.505        1.624        0.10        2.0        1.0        1.0        3.0        -2.0       -2.0       -2.0       -2.0        1.12        2.13        0.81        3.337        3.037       14.64       -6.27       15.64        0.51         0        1.46        2.14        2.14        7.55        0.00        0.57        0.0064      152.63      172.18      270.9        0.7        0.369       16.24       12.27     8749.61    99605.14  7255267.0        0.31        2.09       -1.06        1.20
0.002024        5.00410        0.584        4.468970        5.325158        0.567        0.601        0.10        2.0        1.0        1.0        3.0        -2.0       -2.0       -2.0       -2.0        0.15        4.47        0.69        2.613        1.935        4.84      -13.76        5.84        1.55         0        1.98        2.53        3.22       24.73        0.00        0.63        0.0017      154.13      190.78      261.9        1.1        0.502       15.55       38.46       62.28     1062.93     2612.1        0.26        1.19       -0.28        1.16
0.001389        5.00640        0.632        5.006352        5.803890        0.603        0.661        0.10        2.0        1.0        1.0        3.0        -2.0       -2.0       -2.0       -2.0        0.16        4.47        0.67        2.828        2.104        5.32      -12.78        6.32        1.41         0        1.96        2.53        3.14       24.38        0.00        0.60        0.0012      217.55      258.69      415.0        1.3        0.540       18.88       46.04      202.13     9888.25    75821.2        0.24        1.25       -0.27        1.16
0.001389        1.45220        1.481        1.302355        1.508310        1.434        1.620        0.10        2.0        1.0        1.0        3.0        -2.0       -2.0       -2.0       -2.0        0.89        2.41        0.78        3.568        3.116       13.80       -6.55       14.80        0.54         0        1.53        2.30        2.33        8.41        0.00        0.56        0.0031      255.66      284.25      442.7        0.4        0.280       21.24       17.87    15812.53   244193.80 22090830.0        0.28        1.95       -0.87        1.19
0.001389        1.20130        1.593        1.071359        1.240594        1.446        1.740        0.10        2.0        1.0        1.0        3.0        -2.0       -2.0       -2.0       -2.0        1.09        2.19        0.80        3.492        3.156       14.93       -6.27       15.93        0.50         0        1.48        2.20        2.22        8.08        0.00        0.56        0.0035      262.77      290.67      461.2        3.6        0.760       21.65       17.50    30113.99   210750.40   210750.4        0.29        2.06       -1.02        1.20
0.001151        4.88820        0.623        4.575005        5.201347        0.578        0.668        0.10        2.0        1.0        1.0        3.0        -2.0       -2.0       -2.0       -2.0        0.16        4.42        0.68        2.755        2.046        5.23      -12.64        6.23        1.43         0        1.98        2.53        3.27       24.67        0.00        0.61        0.0010      267.43      324.71      447.4        3.1        0.731       20.85       51.46      538.81    49023.58   934636.9        0.25        1.20       -0.28        1.16
0.001151        1.62760        1.423        1.549896        1.641976        1.328        1.517        0.10        2.0        1.0        1.0        3.0        -2.0       -2.0       -2.0       -2.0        0.79        2.55        0.76        3.630        3.108       13.22       -6.71       14.22        0.57         0        1.57        2.38        2.39        8.83        0.00        0.56        0.0024      302.06      334.94      518.7        0.4        0.256       23.09       20.40    17937.78   348183.30 33432190.0        0.27        1.88       -0.79        1.19
