xi              mu_min         mu_max         p_min        p_max        ep          alpha_m    chi_m      Pm         alpha_t    ddmp       ddmt       ddmv       ddmb       Iflag     gamma1          gamma2          Hmax        x1          x2          dx1         dx2         mu             p            q            delta        ms           alpha_v      kappa_BP       lambda_BP   Omega_star   E           x_SM        x_A
0.018874        0.05576        0.06101        3.641        3.641        0.10        1.0        1.0        1.0        0.0       -0.1       -0.1       -0.1       -0.1         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05838        3.641        7.142        0.975        0.880        0.242        0.03699        1.57        0.812        0.12        4.56        0.00
0.012690        0.05443        0.05903        3.369        3.369        0.10        1.0        1.0        1.0        0.0       -0.1       -0.1       -0.1       -0.1         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05443        3.369        6.842        0.977        0.786        0.233        0.02560        8.76        0.826       12.01        4.93        0.00
0.012690        0.03834        0.04433        2.824        2.824        0.10        1.0        1.0        1.0        0.0       -0.1       -0.1       -0.1       -0.1         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.03834        2.824        6.825        0.981        0.553        0.196        0.02992       18.00        0.854       28.24        5.27        0.00
0.012690        0.05442        0.06175        3.641        3.641        0.10        1.0        1.0        1.0        0.0       -0.1       -0.1       -0.1       -0.1         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05808        3.641        7.161        0.975        0.878        0.241        0.02514        3.07        0.812        2.56        4.57        0.00
0.008532        0.99041        1.00570        2.552        2.552        0.10        1.0        1.0        1.0        0.0       -0.1       -0.1       -0.1       -0.1         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.99041        2.552        1.023        0.831        2.540        0.995        0.00744       46.11        0.729       64.87        2.31        0.00
0.008532        0.05447        0.05984        3.369        3.369        0.10        1.0        1.0        1.0        0.0       -0.1       -0.1       -0.1       -0.1         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05448        3.369        6.839        0.977        0.786        0.233        0.01730       13.38        0.826       19.63        4.98        0.00
0.008532        0.03994        0.04495        2.824        2.824        0.10        1.0        1.0        1.0        0.0       -0.1       -0.1       -0.1       -0.1         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.03994        2.824        6.685        0.981        0.564        0.200        0.01974       26.44        0.853       42.64        5.60        0.00
0.005736        0.05392        0.06143        3.369        3.369        0.10        1.0        1.0        1.0        0.0       -0.1       -0.1       -0.1       -0.1         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05627        3.369        6.726        0.976        0.799        0.237        0.01148       19.74        0.825       30.14        5.14        0.00
0.005736        0.04119        0.04386        2.824        2.824        0.10        1.0        1.0        1.0        0.0       -0.1       -0.1       -0.1       -0.1         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.04119        2.824        6.581        0.981        0.573        0.203        0.01308       38.98        0.853       64.02        5.93        0.00
0.003857        0.04072        0.04419        2.824        2.824        0.10        1.0        1.0        1.0        0.0       -0.1       -0.1       -0.1       -0.1         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.04199        2.824        6.517        0.981        0.579        0.205        0.00872       57.65        0.853       95.85        6.00        0.00
0.003857        0.91544        1.04222        2.824        2.824        0.10        1.0        1.0        1.0        0.0       -0.1       -0.1       -0.1       -0.1         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.93129        2.824        1.159        0.822        2.725        0.965        0.00360      100.02        0.710      139.69        2.33        0.00
0.003857        0.51264        0.55489        3.914        3.914        0.10        1.0        1.0        1.0        0.0       -0.1       -0.1       -0.1       -0.1         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.51330        3.914        2.282        0.857        2.804        0.716        0.00628      105.07        0.694      143.60        1.67        0.00
