xi              mu             p            mu_min          mu_max          p_min        p_max        ep          alpha_m    chi_m      Pm         alpha_t     ddmp       ddmt       ddmv       ddmb       q           alpha_v     delta       ms           msint        Lambda      Lambdaint   Rm          Ga          n         x_h         x_id        x_SM        x_A         x_FM        Omega*      kappa         lambda      E           sigma_SM   sigma_A    g_A          r_A         z_A         r_max       z_t         z_max      b           Br_Bz0_SM   Bphi_Bz0_SM Bz_Bz0_SM
0.471487        0.05990        0.463        0.059869        0.067708        0.436        0.489        0.10        2.0        1.0        1.0        5.0        -2.0       -2.0       -2.0       -2.0        1.45        0.49        0.98        0.226        0.136        3.62        6.43        4.62        2.07         1        2.35        2.87        3.15        5.38        0.00        0.90        2.1070        1.82        0.62        1.7        0.4        0.144        1.41        0.76        1.46        0.88        0.9        0.50        1.15       -1.70        1.27
0.184207        0.06860        0.715        0.068554        0.069952        0.694        0.736        0.10        2.0        1.0        1.0        5.0        -2.0       -2.0       -2.0       -2.0        2.28        0.52        0.97        0.374        0.235        6.15       26.52        7.15        1.22         1        2.41        2.87        3.11        5.91        0.00        0.85        1.1763        3.26        2.98        4.8        0.9        0.315        1.95        1.15        6.04       17.03       17.8        0.60        1.57       -2.70        1.38
0.152642        0.07040        0.774        0.068835        0.071821        0.717        0.831        0.10        2.0        1.0        1.0        5.0        -2.0       -2.0       -2.0       -2.0        2.46        0.53        0.97        0.411        0.261        6.74       75.11        7.74        1.11         1        2.42        2.86        3.17        6.07        0.00        0.84        1.0323        3.74        3.74        5.7        1.5        0.408        2.10        1.28       21.67      402.22     2554.5        0.59        1.66       -2.87        1.41
0.126486        0.07430        0.820        0.074258        0.082857        0.770        0.870        0.10        2.0        1.0        1.0        5.0        -2.0       -2.0       -2.0       -2.0        2.56        0.55        0.97        0.447        0.285        7.20      -98.90        8.20        1.04         1        2.45        2.87        3.11        6.77        0.00        0.83        0.8789        4.33        4.65        7.2        5.7        0.619        2.28        1.55       83.31     4910.29    91512.7        0.59        1.70       -3.00        1.42
0.126486        0.07160        0.857        0.068639        0.071690        0.855        0.862        0.10        2.0        1.0        1.0        5.0        -2.0       -2.0       -2.0       -2.0        2.74        0.54        0.97        0.459        0.297        7.57      -27.62        8.57        0.99         1        2.43        2.85        3.06        5.87        0.00        0.82        0.9233        4.33        4.60        7.0        1.5        0.427        2.28        1.34       77.95     3105.48    51172.2        0.58        1.89       -3.14        1.46
0.126486        0.06980        0.885        0.063991        0.076215        0.828        0.941        0.10        2.0        1.0        1.0        5.0        -2.0       -2.0       -2.0       -2.0        2.88        0.53        0.97        0.467        0.306        7.84      -21.26        8.85        0.96         1        2.41        2.84        3.00        5.44        0.00        0.82        0.9567        4.32        4.56        7.1        0.7        0.296        2.29        1.25       74.92     2402.88    36756.7        0.57        2.06       -3.25        1.50
0.104811        0.07450        0.906        0.065486        0.076240        0.857        0.956        0.10        2.0        1.0        1.0        5.0        -2.0       -2.0       -2.0       -2.0        2.86        0.55        0.97        0.495        0.323        8.06      -16.61        9.06        0.93         1        2.45        2.85        3.08        6.35        0.00        0.81        0.7882        5.03        5.67        8.5        5.3        0.635        2.48        1.58      231.97    13557.12   343642.3        0.57        1.94       -3.26        1.48
0.104811        0.07310        0.926        0.064975        0.073573        0.899        0.952        0.10        2.0        1.0        1.0        5.0        -2.0       -2.0       -2.0       -2.0        2.95        0.54        0.97        0.501        0.329        8.26      -13.45        9.26        0.91         1        2.44        2.84        3.03        5.91        0.00        0.81        0.8066        5.02        5.64        8.5        2.5        0.536        2.48        1.47      216.19    10389.17   246957.0        0.57        2.05       -3.33        1.50
0.104811        0.07220        0.938        0.071024        0.083757        0.877        0.998        0.10        2.0        1.0        1.0        5.0        -2.0       -2.0       -2.0       -2.0        3.02        0.54        0.97        0.504        0.333        8.38      -12.70        9.38        0.90         1        2.43        2.83        3.00        5.70        0.00        0.81        0.8188        5.02        5.61        8.6        1.9        0.483        2.48        1.42      211.29     9208.94   213275.0        0.56        2.13       -3.38        1.52
0.104811        0.06970        0.964        0.068323        0.075442        0.917        1.010        0.10        2.0        1.0        1.0        5.0        -2.0       -2.0       -2.0       -2.0        3.17        0.53        0.97        0.509        0.340        8.63       -8.80        9.63        0.87         1        2.42        2.82        2.95        5.30        0.00        0.80        0.8473        5.01        5.56        8.6        0.9        0.336        2.49        1.32      193.71     6823.29   143973.8        0.55        2.31       -3.50        1.56
