xi              mu             p            mu_min          mu_max          p_min        p_max        ep          alpha_m    chi_m      Pm         alpha_t     ddmp       ddmt       ddmv       ddmb       q           alpha_v     delta       ms           msint        Lambda      Lambdaint   Rm          Ga          n         x_h         x_id        x_SM        x_A         x_FM        Omega*      kappa         lambda      E           sigma_SM   sigma_A    g_A          r_A         z_A         r_max       z_t         z_max      b           Br_Bz0_SM   Bphi_Bz0_SM Bz_Bz0_SM
0.013257        0.17090        4.660        0.170917        0.194854        4.330        4.990        0.03        1.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        5.52        0.41        0.99        1.927        0.567      154.33       -9.91      155.33        0.65         1        2.64        2.75        3.43       22.72        0.00        0.92        0.0451       35.26       61.83       68.2        3.6        0.730        6.17        4.21     1028.98    29989.84  1837770.0        0.72        2.23       -1.57        1.18
0.010985        0.16240        4.879        0.162442        0.179909        4.536        5.222        0.03        1.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        5.93        0.40        0.99        1.966        0.593      161.63       -8.79      162.63        0.62         1        2.63        2.74        3.38       21.05        0.00        0.91        0.0389       42.22       74.33       81.4        2.3        0.646        6.75        4.26     1331.43    25886.63  1627143.0        0.71        2.41       -1.63        1.19
0.009103        0.14810        5.212        0.139853        0.150707        4.925        5.500        0.03        1.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        6.64        0.38        0.99        2.006        0.631      172.75       -7.70      173.75        0.58         1        2.60        2.70        3.30       18.71        0.00        0.91        0.0346       50.51       89.00       97.2        1.1        0.471        7.37        4.14     1259.60     5871.90     5871.9        0.70        2.68       -1.74        1.21
0.006251        0.13170        5.650        0.130191        0.143673        5.485        5.814        0.03        1.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        7.63        0.36        0.99        2.050        0.688      187.32       -6.76      188.32        0.53         1        2.57        2.67        3.20       17.16        0.00        0.90        0.0260       72.81      128.68      141.2        1.6        0.575        8.90        4.58     2715.16     7011.43     7011.4        0.69        3.03       -1.90        1.23
0.006251        0.12830        5.707        0.119919        0.130212        5.384        6.029        0.03        1.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        7.81        0.36        0.99        2.044        0.691      189.22       -6.62      190.22        0.53         1        2.56        2.66        3.16       16.66        0.00        0.90        0.0264       72.74      128.45      141.0        1.1        0.492        8.89        4.45     2460.08     5856.40     5856.4        0.68        3.10       -1.93        1.24
0.005179        0.11540        5.994        0.113191        0.129827        5.738        6.250        0.03        1.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        8.66        0.34        0.99        2.036        0.720      198.80       -6.17      199.80        0.50         1        2.52        2.62        3.07       15.55        0.00        0.90        0.0236       87.35      154.18      169.9        1.3        0.532        9.78        4.56     3849.52     7598.97     7599.0        0.68        3.37       -2.07        1.25
0.004292        0.10700        6.224        0.107020        0.117776        5.825        6.624        0.03        1.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        9.35        0.33        0.99        2.036        0.750      206.48       -5.86      207.48        0.48         1        2.50        2.60        3.00       15.06        0.00        0.90        0.0207      105.08      185.41      206.6        2.5        0.684       10.77        4.86     6764.48    12143.91    12143.9        0.67        3.57       -2.19        1.26
0.004292        0.09930        6.333        0.091044        0.106739        5.828        6.838        0.03        1.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        9.88        0.32        0.99        1.995        0.746      210.10       -5.70      211.10        0.48         1        2.46        2.56        2.96       14.19        0.00        0.89        0.0215      104.83      184.75      204.2        1.5        0.568       10.75        4.57     6301.79    10332.80    10332.8        0.66        3.74       -2.27        1.27
0.004292        0.10910        6.209        0.109085        0.114788        5.814        6.605        0.03        1.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        9.23        0.33        0.99        2.051        0.754      205.98       -5.92      206.98        0.49         1        2.51        2.61        3.02       15.31        0.00        0.90        0.0205      105.17      185.57      207.6        3.0        0.717       10.79        4.96     7003.81    12916.35    12916.4        0.67        3.52       -2.17        1.26
0.004292        0.11920        5.997        0.115395        0.132208        5.587        6.407        0.03        1.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        8.52        0.35        0.99        2.071        0.735      198.90       -6.18      199.90        0.50         1        2.55        2.64        3.13       16.96        0.00        0.90        0.0193      105.40      186.53      205.3       12.7        0.906       10.83        5.51     8842.33    20252.52    20252.5        0.68        3.28       -2.06        1.25
0.003556        0.09870        6.410        0.094375        0.104223        6.159        6.662        0.03        1.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0       10.03        0.31        0.99        2.014        0.765      212.68       -5.62      213.68        0.47         1        2.47        2.57        2.97       14.67        0.00        0.89        0.0180      126.44      223.10      246.9        6.3        0.838       11.86        5.22    11949.86    19902.91    19902.9        0.67        3.76       -2.31        1.28
0.002947        4.05620        1.686        4.056176        4.477896        1.563        1.704        0.03        1.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        0.36        2.01        0.88        3.396        2.215       55.21      -38.83       56.21        1.81         0        1.57        1.78        2.82       91.30        0.00        0.86        0.0014      147.54      251.13      290.4        1.4        0.555       13.04       35.73       20.68      129.82      163.9        0.60        1.37       -0.21        1.04
0.001389        3.62300        1.914        3.622984        3.987081        1.747        1.938        0.03        1.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        0.44        1.90        0.88        3.643        2.413       62.80      -35.12       63.80        1.59         0        1.55        1.74        2.79       82.27        0.00        0.86        0.0007      311.44      530.17      610.9        1.6        0.586       18.92       46.72      125.52     4041.92    18065.9        0.59        1.41       -0.23        1.04
0.000791        0.58170        6.299        0.570706        0.659080        6.001        6.597        0.03        1.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        3.84        0.76        0.93        4.804        4.197      208.97      -24.90      209.97        0.48         0        0.86        1.57        1.69       19.22        0.00        0.85        0.0019      560.59      946.61     1074.4        0.6        0.345       25.46       14.68    21114.42    41992.35    41992.3        0.67        2.66       -1.07        1.04
0.000543        0.67910        6.044        0.629778        0.702626        5.569        6.520        0.03        1.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        3.38        0.82        0.93        4.981        4.243      200.48      -25.03      201.48        0.50         0        0.91        1.67        1.68       20.67        0.00        0.84        0.0011      834.71     1405.15     1597.9        0.7        0.375       31.14       19.31    35047.33    72717.86    72717.9        0.65        2.54       -0.94        1.04
0.000543        0.64820        6.156        0.632383        0.699999        5.841        6.471        0.03        1.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        3.54        0.81        0.93        4.956        4.255      204.20      -24.86      205.20        0.49         0        0.90        1.63        1.75       20.40        0.00        0.84        0.0011      836.72     1408.91     1597.8        0.9        0.435       31.24       19.12    39920.06    80414.88    80414.9        0.66        2.57       -0.98        1.04
0.000543        0.55670        6.518        0.546288        0.582459        6.354        6.682        0.03        1.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        4.07        0.75        0.94        4.863        4.288      216.27      -24.79      217.27        0.46         0        0.85        1.57        1.63       19.74        0.00        0.84        0.0013      843.61     1421.38     1618.0        6.3        0.846       31.51       18.67    72846.14   139094.80   139094.8        0.67        2.69       -1.11        1.04
0.000450        0.66980        6.124        0.667551        0.703099        5.443        6.351        0.03        1.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        3.45        0.82        0.93        5.012        4.281      203.13      -24.91      204.13        0.49         0        0.91        1.67        1.86       20.88        0.00        0.84        0.0009     1011.37     1700.85     1928.6        1.4        0.552       34.42       21.56    58343.89   117433.40   117433.4        0.65        2.55       -0.95        1.04
0.000450        0.72150        5.939        0.704626        0.829205        5.467        6.412        0.03        1.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        3.21        0.85        0.92        5.045        4.255      196.98      -25.10      197.98        0.51         0        0.93        1.68        1.72       21.32        0.00        0.84        0.0009     1004.03     1687.92     1920.4        0.8        0.405       34.20       21.87    45624.58    95957.31    95957.3        0.65        2.49       -0.90        1.04
0.000256        0.83340        5.687        0.833360        0.918627        5.260        6.113        0.03        1.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        2.84        0.91        0.92        5.191        4.278      188.55      -25.27      189.55        0.53         0        0.98        1.67        1.81       22.95        0.00        0.84        0.0005     1566.18     2622.86     3025.7        1.0        0.467       42.90       29.54    86147.99   187581.30   187581.3        0.63        2.39       -0.80        1.04
0.000212        0.88450        5.512        0.883135        0.968920        5.184        5.720        0.03        1.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        2.66        0.94        0.91        5.184        4.227      182.74      -24.93      183.74        0.55         0        1.02        1.67        2.07       23.69        0.00        0.84        0.0004     1871.30     3135.52     3534.2        1.2        0.514       46.90       33.34   112555.60   250081.30   250081.3        0.63        2.34       -0.76        1.04
0.000212        0.83850        5.693        0.784995        0.922055        5.267        5.706        0.03        1.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        2.83        0.92        0.92        5.213        4.293      188.77      -25.10      189.77        0.53         0        0.99        1.67        1.80       23.26        0.00        0.84        0.0004     1867.89     3126.12     3580.6        2.1        0.646       46.92       32.75   133559.00   286567.10   286567.1        0.63        2.38       -0.79        1.04
0.000212        0.82150        5.737        0.804049        0.873991        5.226        5.900        0.03        1.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        2.89        0.91        0.92        5.200        4.296      190.23      -25.14      191.23        0.53         0        0.98        1.57        1.89       23.08        0.00        0.84        0.0004     1849.67     3096.98     3508.1        2.2        0.668       46.75       32.37   137544.40   291309.20   291309.2        0.63        2.39       -0.81        1.04
0.000212        0.77190        5.913        0.769502        0.808406        5.421        5.946        0.03        1.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        3.08        0.88        0.92        5.195        4.339      196.11      -25.03      197.11        0.51         0        0.96        1.67        1.77       22.73        0.00        0.84        0.0004     1860.85     3115.12     3560.8        5.9        0.841       46.98       32.05   177185.20   365368.80   365368.8        0.64        2.44       -0.85        1.04
0.000176        0.99090        5.255        0.990863        1.117746        4.791        5.719        0.03        1.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        2.38        1.00        0.91        5.231        4.189      174.17      -25.36      175.17        0.57         0        1.05        1.64        1.89       24.81        0.00        0.84        0.0003     2080.25     3478.76     3989.9        0.7        0.383       49.42       36.78   105321.70   250924.60   250924.6        0.62        2.26       -0.69        1.04
0.000146        1.04000        5.190        1.040026        1.116667        4.863        5.667        0.03        1.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        2.29        1.02        0.90        5.292        4.210      171.99      -25.40      172.99        0.58         0        1.07        1.65        1.95       25.48        0.00        0.83        0.0003     2443.13     4075.25     4746.0        0.9        0.448       53.63       40.99   138022.50   334318.40   334318.4        0.61        2.23       -0.66        1.04
0.000121        1.16170        4.973        1.161676        1.206687        4.544        5.396        0.03        1.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        2.06        1.08        0.90        5.360        4.195      164.78      -25.87      165.78        0.61         0        1.10        1.63        2.00       26.88        0.00        0.83        0.0002     2935.11     4877.63     5776.9        0.8        0.406       58.86       47.47   161366.80   419312.70   419312.7        0.60        2.16       -0.60        1.04
0.000121        0.97150        5.433        0.971371        1.144904        4.797        5.524        0.03        1.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        2.49        0.99        0.91        5.355        4.312      180.10      -25.38      181.10        0.56         0        1.04        1.65        1.79       25.14        0.00        0.83        0.0002     2988.28     4975.71     5818.9        3.9        0.778       59.67       45.01   278482.30   623408.00   623408.0        0.61        2.28       -0.70        1.04
