xi              mu_min         mu_max         p_min        p_max        ep          alpha_m    chi_m      Pm         alpha_t    ddmp       ddmt       ddmv       ddmb       Iflag     gamma1          gamma2          Hmax        x1          x2          dx1         dx2         mu             p            q            delta        ms           alpha_v      kappa_BP       lambda_BP   Omega_star   E           x_SM        x_A
1.000000        0.07093        0.08580        0.917        0.917        0.10        1.0        1.0        1.0        0.0       -4.0       -4.0       -4.0       -4.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.07093        0.917        1.517        0.989        0.244        0.266        1.74409        1.41        0.949       -0.13        3.42        0.00
1.000000        0.05579        0.06165        1.462        1.462        0.10        1.0        1.0        1.0        0.0       -4.0       -4.0       -4.0       -4.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05579        1.462        2.849        0.988        0.345        0.236        3.09098        1.41        0.921       -0.15        2.37        0.00
1.000000        0.01594        0.01754        1.462        1.462        0.10        1.0        1.0        1.0        0.0       -4.0       -4.0       -4.0       -4.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.01594        1.462        5.346        0.991        0.185        0.126        4.98542        1.38        0.924       -0.20        2.68        0.00
1.000000        0.05421        0.06215        0.917        0.917        0.10        1.0        1.0        1.0        0.0       -4.0       -4.0       -4.0       -4.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05421        0.917        1.737        0.990        0.214        0.233        1.91798        1.41        0.949       -0.13        4.13        0.00
1.000000        0.00608        0.00639        1.462        1.462        0.10        1.0        1.0        1.0        0.0       -4.0       -4.0       -4.0       -4.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00628        1.462        8.522        0.992        0.116        0.079        7.66426        1.37        0.925       -0.22        2.61        0.00
0.672336        0.05597        0.06247        1.462        1.462        0.10        1.0        1.0        1.0        0.0       -4.0       -4.0       -4.0       -4.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05993        1.462        2.743        0.986        0.358        0.245        2.01251        1.63        0.919        0.26        2.69        0.00
0.672336        0.05604        0.05987        1.734        1.734        0.10        1.0        1.0        1.0        0.0       -4.0       -4.0       -4.0       -4.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05604        1.734        3.401        0.985        0.410        0.237        2.43473        1.62        0.905        0.23        2.40        0.00
0.672336        0.07224        0.08521        1.190        1.190        0.10        1.0        1.0        1.0        0.0       -4.0       -4.0       -4.0       -4.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.07224        1.190        2.000        0.986        0.320        0.269        1.52541        1.63        0.932        0.27        3.33        0.00
0.672336        0.03892        0.04568        2.007        2.007        0.10        1.0        1.0        1.0        0.0       -4.0       -4.0       -4.0       -4.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.04483        2.007        4.439        0.986        0.425        0.212        3.00991        1.60        0.892        0.17        2.10        0.00
0.672336        0.01556        0.01708        1.462        1.462        0.10        1.0        1.0        1.0        0.0       -4.0       -4.0       -4.0       -4.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.01558        1.462        5.398        0.990        0.183        0.125        3.43767        1.61        0.922        0.22        2.99        0.00
0.672336        0.01556        0.01708        1.734        1.734        0.10        1.0        1.0        1.0        0.0       -4.0       -4.0       -4.0       -4.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.01556        1.734        6.480        0.989        0.216        0.125        4.04277        1.60        0.909        0.18        2.64        0.00
0.672336        0.05571        0.06066        1.190        1.190        0.10        1.0        1.0        1.0        0.0       -4.0       -4.0       -4.0       -4.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05571        1.190        2.280        0.987        0.281        0.236        1.67724        1.63        0.934        0.27        4.40        0.00
0.672336        0.05394        0.06207        0.917        0.917        0.10        1.0        1.0        1.0        0.0       -4.0       -4.0       -4.0       -4.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05394        0.917        1.738        0.988        0.213        0.232        1.29549        1.62        0.948        0.26        4.43        0.00
0.672336        0.00595        0.00642        2.007        2.007        0.10        1.0        1.0        1.0        0.0       -4.0       -4.0       -4.0       -4.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00595        2.007       12.240        0.990        0.155        0.077        7.16088        1.54        0.896        0.08        2.49        0.00
0.452035        0.05335        0.05931        1.734        1.734        0.10        1.0        1.0        1.0        0.0       -4.0       -4.0       -4.0       -4.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05931        1.734        3.301        0.984        0.422        0.244        1.59245        1.96        0.904        0.83        3.20        0.00
0.452035        0.07263        0.08342        1.190        1.190        0.10        1.0        1.0        1.0        0.0       -4.0       -4.0       -4.0       -4.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.07263        1.190        1.992        0.985        0.321        0.269        1.01786        1.96        0.931        0.87        3.59        0.00
0.452035        0.05698        0.06119        1.462        1.462        0.10        1.0        1.0        1.0        0.0       -4.0       -4.0       -4.0       -4.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05698        1.462        2.811        0.985        0.349        0.239        1.36908        1.96        0.918        0.86        4.92        0.00
0.452035        0.05561        0.06202        0.917        0.917        0.10        1.0        1.0        1.0        0.0       -4.0       -4.0       -4.0       -4.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05561        0.917        1.710        0.987        0.216        0.236        0.86239        1.93        0.947        0.85        4.58        0.00
0.452035        0.05628        0.06260        1.190        1.190        0.10        1.0        1.0        1.0        0.0       -4.0       -4.0       -4.0       -4.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05628        1.190        2.265        0.986        0.282        0.237        1.11923        1.95        0.932        0.87        4.54        0.00
0.452035        0.01450        0.01683        1.190        1.190        0.10        1.0        1.0        1.0        0.0       -4.0       -4.0       -4.0       -4.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.01450        1.190        4.475        0.989        0.143        0.120        1.95959        1.93        0.935        0.84        4.03        0.00
0.452035        0.05259        0.06202        2.007        2.007        0.10        1.0        1.0        1.0        0.0       -4.0       -4.0       -4.0       -4.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05605        2.007        3.961        0.983        0.475        0.237        1.86299        1.95        0.890        0.78        2.44        0.00
0.452035        0.01096        0.01274        2.552        2.552        0.10        1.0        1.0        1.0        0.0       -4.0       -4.0       -4.0       -4.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.01224        2.552       10.948        0.988        0.282        0.111        4.23924        1.81        0.867        0.52        2.23        0.00
0.452035        0.01453        0.01747        2.007        2.007        0.10        1.0        1.0        1.0        0.0       -4.0       -4.0       -4.0       -4.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.01572        2.007        7.512        0.988        0.252        0.125        3.12312        1.92        0.894        0.73        2.68        0.00
0.452035        0.01538        0.01671        2.279        2.279        0.10        1.0        1.0        1.0        0.0       -4.0       -4.0       -4.0       -4.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.01538        2.279        8.677        0.988        0.283        0.124        3.51581        1.88        0.881        0.65        2.58        0.00
0.452035        0.01547        0.01629        1.734        1.734        0.10        1.0        1.0        1.0        0.0       -4.0       -4.0       -4.0       -4.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.01561        1.734        6.463        0.988        0.217        0.125        2.73765        1.93        0.908        0.79        3.03        0.00
0.452035        0.07329        0.08148        1.462        1.462        0.10        1.0        1.0        1.0        0.0       -4.0       -4.0       -4.0       -4.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.07329        1.462        2.475        0.984        0.396        0.271        1.24550        1.96        0.917        0.86        3.32        0.00
0.303920        0.05240        0.05903        1.190        1.190        0.10        1.0        1.0        1.0        0.0       -4.0       -4.0       -4.0       -4.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05240        1.190        2.347        0.986        0.272        0.229        0.77062        2.43        0.932        1.75        4.83        0.00
0.303920        0.01464        0.01740        1.462        1.462        0.10        1.0        1.0        1.0        0.0       -4.0       -4.0       -4.0       -4.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.01464        1.462        5.560        0.988        0.177        0.121        1.61107        2.42        0.921        1.71        4.10        0.00
0.303920        0.01464        0.01740        2.552        2.552        0.10        1.0        1.0        1.0        0.0       -4.0       -4.0       -4.0       -4.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.01533        2.552        9.770        0.987        0.316        0.124        2.63566        2.35        0.867        1.44        2.55        0.00
0.303920        0.05165        0.05996        1.734        1.734        0.10        1.0        1.0        1.0        0.0       -4.0       -4.0       -4.0       -4.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05165        1.734        3.537        0.984        0.394        0.227        1.12132        2.45        0.904        1.71        4.72        0.00
0.303920        0.05469        0.06272        1.462        1.462        0.10        1.0        1.0        1.0        0.0       -4.0       -4.0       -4.0       -4.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05469        1.462        2.867        0.985        0.342        0.234        0.92994        2.44        0.918        1.74        4.95        0.00
0.303920        0.05595        0.06106        0.917        0.917        0.10        1.0        1.0        1.0        0.0       -4.0       -4.0       -4.0       -4.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05595        0.917        1.703        0.986        0.217        0.237        0.57882        2.39        0.946        1.72        4.80        0.00
0.303920        0.05210        0.05848        2.552        2.552        0.10        1.0        1.0        1.0        0.0       -4.0       -4.0       -4.0       -4.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05210        2.552        5.271        0.981        0.583        0.228        1.57380        2.41        0.861        1.52        2.32        0.00
0.303920        0.90040        1.00456        1.734        1.734        0.10        1.0        1.0        1.0        0.0       -4.0       -4.0       -4.0       -4.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.90854        1.734        0.770        0.898        1.653        0.953        0.22369        2.26        0.824        1.16        1.72        0.00
0.303920        0.07095        0.07916        2.007        2.007        0.10        1.0        1.0        1.0        0.0       -4.0       -4.0       -4.0       -4.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.07095        2.007        3.512        0.981        0.535        0.266        1.13647        2.45        0.887        1.66        3.04        0.00
0.303920        0.07514        0.07887        1.462        1.462        0.10        1.0        1.0        1.0        0.0       -4.0       -4.0       -4.0       -4.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.07514        1.462        2.442        0.983        0.401        0.274        0.82414        2.45        0.916        1.75        3.57        0.00
0.303920        0.05561        0.06202        2.007        2.007        0.10        1.0        1.0        1.0        0.0       -4.0       -4.0       -4.0       -4.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.06199        2.007        3.761        0.982        0.500        0.249        1.19886        2.45        0.888        1.66        2.73        0.00
0.303920        0.05661        0.05948        2.279        2.279        0.10        1.0        1.0        1.0        0.0       -4.0       -4.0       -4.0       -4.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05751        2.279        4.459        0.982        0.547        0.240        1.38110        2.43        0.875        1.60        2.49        0.00
0.204336        0.07490        0.08125        1.462        1.462        0.10        1.0        1.0        1.0        0.0       -4.0       -4.0       -4.0       -4.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.07490        1.462        2.445        0.982        0.400        0.274        0.55229        3.17        0.916        3.07        3.71        0.00
0.204336        0.05563        0.06081        2.824        2.824        0.10        1.0        1.0        1.0        0.0       -4.0       -4.0       -4.0       -4.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05563        2.824        5.655        0.979        0.666        0.236        1.11495        3.13        0.846        2.69        2.44        0.00
