x               rho            P              T            ur           uphi        uz         Br           Bphi        Bz
0.010000        0.99957        0.99958        1.000        1.000        1.00       -0.0       -0.010       -0.01       -0.0
0.010163        0.99955        0.99957        1.000        1.000        1.00       -0.0       -0.010       -0.01       -0.0
0.010328        0.99952        0.99954        1.000        1.000        1.00       -0.0       -0.010       -0.01       -0.0
0.010496        0.99949        0.99951        1.000        1.000        1.00       -0.0       -0.010       -0.01       -0.0
0.010667        0.99946        0.99948        1.000        1.000        1.00       -0.0       -0.011       -0.01       -0.0
0.010840        0.99942        0.99944        1.000        1.000        1.00       -0.0       -0.011       -0.01       -0.0
0.011016        0.99939        0.99941        1.000        1.000        1.00       -0.0       -0.011       -0.01       -0.0
0.011196        0.99936        0.99938        1.000        1.000        1.00       -0.0       -0.011       -0.01       -0.0
0.011378        0.99932        0.99935        1.000        1.000        1.00       -0.0       -0.011       -0.01       -0.0
0.011563        0.99929        0.99931        1.000        1.000        1.00       -0.0       -0.012       -0.01       -0.0
0.011751        0.99925        0.99928        1.000        1.000        1.00       -0.0       -0.012       -0.01       -0.0
0.011942        0.99921        0.99924        1.000        1.000        1.00       -0.0       -0.012       -0.01       -0.0
0.012136        0.99918        0.99921        1.000        1.000        1.00       -0.0       -0.012       -0.01       -0.0
0.012334        0.99914        0.99917        1.000        1.000        1.00       -0.0       -0.012       -0.01       -0.0
0.012534        0.99910        0.99913        1.000        1.000        1.00       -0.0       -0.013       -0.01       -0.0
0.012738        0.99906        0.99910        1.000        1.000        1.00       -0.0       -0.013       -0.01       -0.0
0.012945        0.99902        0.99906        1.000        1.000        1.00       -0.0       -0.013       -0.01       -0.0
0.013156        0.99898        0.99902        1.000        1.000        1.00       -0.0       -0.013       -0.01       -0.0
0.013370        0.99894        0.99898        1.000        1.000        1.00       -0.0       -0.013       -0.01       -0.0
0.013587        0.99890        0.99894        1.000        1.000        1.00       -0.0       -0.014       -0.01       -0.0
0.013808        0.99886        0.99890        1.000        1.000        1.00       -0.0       -0.014       -0.01       -0.0
0.014033        0.99882        0.99886        1.000        1.000        1.00       -0.0       -0.014       -0.01       -0.0
0.014261        0.99878        0.99882        1.000        1.000        1.00       -0.0       -0.014       -0.01       -0.0
0.014493        0.99873        0.99877        1.000        1.000        1.00       -0.0       -0.014       -0.01       -0.0
0.014729        0.99869        0.99873        1.000        1.000        1.00       -0.0       -0.015       -0.01       -0.0
0.014968        0.99864        0.99869        1.000        1.000        1.00       -0.0       -0.015       -0.01       -0.0
0.015212        0.99860        0.99864        1.000        1.000        1.00       -0.0       -0.015       -0.02       -0.0
0.015459        0.99855        0.99860        1.000        1.000        1.00       -0.0       -0.015       -0.02       -0.0
0.015711        0.99850        0.99855        1.000        1.000        1.00       -0.0       -0.016       -0.02       -0.0
0.015966        0.99845        0.99850        1.000        1.000        1.00       -0.0       -0.016       -0.02       -0.0
0.016226        0.99840        0.99846        1.000        1.000        1.00       -0.0       -0.016       -0.02       -0.0
0.016490        0.99835        0.99841        1.000        1.000        1.00       -0.0       -0.016       -0.02       -0.0
0.016758        0.99830        0.99836        1.000        1.000        1.00       -0.0       -0.017       -0.02       -0.0
0.017031        0.99825        0.99831        1.000        1.000        1.00       -0.0       -0.017       -0.02       -0.0
0.017308        0.99820        0.99826        1.000        1.000        1.00       -0.0       -0.017       -0.02       -0.0
0.017589        0.99815        0.99820        1.000        1.000        1.00       -0.0       -0.018       -0.02       -0.0
0.017875        0.99809        0.99815        1.000        1.000        1.00       -0.0       -0.018       -0.02       -0.0
0.018166        0.99804        0.99810        1.000        1.000        1.00       -0.0       -0.018       -0.02       -0.0
0.018461        0.99798        0.99804        1.000        1.000        1.00       -0.0       -0.018       -0.02       -0.0
0.018762        0.99793        0.99799        1.000        1.000        1.00       -0.0       -0.019       -0.02       -0.0
0.019067        0.99787        0.99793        1.000        1.000        1.00       -0.0       -0.019       -0.02       -0.0
0.019377        0.99781        0.99788        1.000        1.000        1.00       -0.0       -0.019       -0.02       -0.0
0.019692        0.99775        0.99782        1.000        1.000        1.00       -0.0       -0.020       -0.02       -0.0
0.020012        0.99769        0.99776        1.000        1.000        1.00       -0.0       -0.020       -0.02       -0.0
0.020338        0.99760        0.99767        1.000        1.000        1.00       -0.0       -0.020       -0.02       -0.0
0.020669        0.99749        0.99757        1.000        1.000        1.00       -0.0       -0.021       -0.02       -0.0
0.021005        0.99738        0.99746        1.000        1.000        1.00       -0.0       -0.021       -0.02       -0.0
0.021347        0.99728        0.99736        1.000        1.000        1.00       -0.0       -0.021       -0.02       -0.0
0.021694        0.99717        0.99725        1.000        1.000        1.00       -0.0       -0.022       -0.02       -0.0
0.022047        0.99705        0.99714        1.000        1.000        1.00       -0.0       -0.022       -0.02       -0.0
0.022405        0.99694        0.99703        1.000        1.000        1.00       -0.0       -0.022       -0.02       -0.0
0.022770        0.99682        0.99692        1.000        1.000        1.00       -0.0       -0.023       -0.02       -0.0
0.023140        0.99671        0.99680        1.000        1.000        1.00       -0.0       -0.023       -0.02       -0.0
0.023516        0.99659        0.99669        1.000        1.000        1.00       -0.0       -0.023       -0.02       -0.0
0.023899        0.99646        0.99657        1.000        1.000        1.00       -0.0       -0.024       -0.02       -0.0
0.024288        0.99634        0.99645        1.000        1.000        1.00       -0.0       -0.024       -0.02       -0.0
0.024683        0.99622        0.99633        1.000        1.000        1.00       -0.0       -0.025       -0.02       -0.0
0.025084        0.99609        0.99620        1.000        1.000        1.00       -0.0       -0.025       -0.03       -0.0
0.025492        0.99596        0.99608        1.000        1.000        1.00       -0.0       -0.025       -0.03       -0.0
0.025907        0.99583        0.99595        1.000        1.000        1.00       -0.0       -0.026       -0.03       -0.0
0.026328        0.99569        0.99582        1.000        1.000        1.00       -0.0       -0.026       -0.03       -0.0
0.026756        0.99556        0.99569        1.000        1.000        1.00       -0.0       -0.027       -0.03       -0.0
0.027192        0.99542        0.99555        1.000        1.000        1.00       -0.0       -0.027       -0.03       -0.0
0.027634        0.99528        0.99541        1.000        1.000        1.00       -0.0       -0.028       -0.03       -0.0
0.028083        0.99513        0.99528        1.000        1.000        1.00       -0.0       -0.028       -0.03       -0.0
0.028540        0.99499        0.99513        1.000        1.000        1.00       -0.0       -0.028       -0.03       -0.0
