xi              mu             p            mu_min         mu_max         p_min        p_max        ep          alpha_m    chi_m      Pm         alpha_t    ddmp       ddmt       ddmv       ddmb       q           alpha_v     delta       ms           msint        Lambda      Lambdaint   Rm          Ga          n         x_h         x_id        x_SM        x_A         x_FM        Omega*       kappa         lambda      E           sigma_SM   sigma_A    g_A          r_A         z_A         r_max       z_t         z_max      b           Br_Bz0_SM   Bphi_Bz0_SM Bz_Bz0_SM
0.070515        0.00040        3.913        0.00036        0.00038        3.752        4.074        0.10        1.0        1.0        1.0        9.0       -2.0       -2.0       -2.0       -2.0       97.03        0.02        0.99        0.076        0.021       38.13       -2.63       39.13        0.79        10        3.31        3.38        3.42        3.88        1.13        0.807        4.4608        5.58        7.24       10.8        1.8        0.480        2.62        1.01    27779.35    38832.23    38832.2        0.32       12.53      -21.27        5.19
0.070515        0.00030        3.592        0.00026        0.00029        3.399        3.785        0.10        1.0        1.0        1.0        9.0       -2.0       -2.0       -2.0       -2.0      104.57        0.02        0.99        0.059        0.016       34.92       -5.65       35.92        0.86        11        3.34        3.42        3.46        3.97        1.12        0.821        4.9464        5.83        7.66       11.5        9.2        0.717        2.66        1.06    52765.73    69843.78    69843.8        0.37       12.47      -24.80        5.23
0.063972        0.00040        4.301        0.00039        0.00041        4.033        4.568        0.10        1.0        1.0        1.0        9.0       -2.0       -2.0       -2.0       -2.0      102.80        0.02        0.99        0.087        0.024       42.01       -2.69       43.01        0.71        10        3.29        3.36        3.40        3.80        1.14        0.791        4.2108        5.69        7.33       10.9        1.1        0.381        2.66        1.01    22005.22    29813.05    29813.0        0.27       14.29      -20.58        5.75
0.058037        0.00080        4.983        0.00078        0.00090        4.956        5.010        0.10        1.0        1.0        1.0        9.0       -2.0       -2.0       -2.0       -2.0       83.66        0.03        0.98        0.143        0.040       48.83       -3.84       49.83        0.61         8        3.19        3.29        3.31        3.73        1.17        0.763        3.0807        5.65        7.42       10.4        0.3        0.156        2.71        1.01     7006.15    10547.50    10547.5        0.22       13.55      -14.93        5.37
0.052652        0.00120        5.278        0.00118        0.00128        4.646        5.489        0.10        1.0        1.0        1.0        9.0       -2.0       -2.0       -2.0       -2.0       74.04        0.03        0.98        0.182        0.054       51.78       -4.22       52.78        0.58         7        3.09        3.19        3.22        3.65        1.19        0.752        2.5779        6.04        8.22       11.0        0.3        0.143        2.81        1.03     5550.24     8237.22     8237.2        0.20       13.54      -13.56        5.23
0.052652        0.00040        4.625        0.00038        0.00044        3.990        4.836        0.10        1.0        1.0        1.0        9.0       -2.0       -2.0       -2.0       -2.0      107.70        0.02        0.99        0.096        0.028       45.24       -3.92       46.24        0.66        10        3.30        3.38        3.41        3.84        1.16        0.778        3.6737        6.69        8.83       13.1        1.8        0.498        2.91        1.12    32148.28    39609.55    39609.6        0.27       14.66      -21.78        5.89
0.047767        0.77880        1.628        0.70296        0.77880        1.551        1.695        0.10        1.0        1.0        1.0        9.0       -2.0       -2.0       -2.0       -2.0        0.69        0.88        0.80        1.437        0.219       15.28        4.79       16.28        1.96         1        2.86        2.97        4.91       19.69        1.30        0.741        0.0665        6.36       19.02        8.4        0.4        0.218        2.95        5.81        3.01        6.32        6.9        0.21        0.84       -0.36        1.21
0.047767        0.00120        5.306        0.00115        0.00127        5.133        5.480        0.10        1.0        1.0        1.0        9.0       -2.0       -2.0       -2.0       -2.0       74.06        0.03        0.98        0.183        0.055       52.06       -5.96       53.06        0.58         7        3.13        3.24        3.27        3.75        1.19        0.751        2.3800        7.05        9.73       13.5        0.1        0.086        3.08        1.16    10398.48    14054.18    14054.2        0.24       12.43      -15.05        4.93
0.043335        0.71150        1.541        0.66567        0.71153        1.396        1.559        0.10        1.0        1.0        1.0        9.0       -2.0       -2.0       -2.0       -2.0        0.70        0.84        0.82        1.300        0.195       14.41        5.07       15.41        2.08         1        2.83        2.95        5.73       21.04        1.31        0.760        0.0587        7.25       19.59        9.5        0.4        0.214        3.11        6.54        3.16        6.97        7.8        0.23        0.68       -0.37        1.15
0.035666        0.00020        4.180        0.00018        0.00020        3.976        4.384        0.10        1.0        1.0        1.0        9.0       -2.0       -2.0       -2.0       -2.0      142.71        0.01        0.99        0.059        0.018       40.80       -3.85       41.80        0.74        13        3.51        3.51        3.62        3.95        1.13        0.797        3.4569       10.69       15.12       23.3        6.2        0.747        3.66        1.45   241571.20   228166.60   228166.6        0.36       13.20      -34.75        5.69
0.032357        0.89250        1.742        0.82415        0.94560        1.569        1.802        0.10        1.0        1.0        1.0        9.0       -2.0       -2.0       -2.0       -2.0        0.67        0.94        0.77        1.646        0.266       16.42        5.55       17.42        1.83         1        2.94        3.01        4.57       20.34        1.31        0.709        0.0476        8.65       23.79       12.8        0.5        0.276        3.51        7.14        3.58        8.18        9.1        0.19        0.98       -0.38        1.25
0.032357        0.79290        1.617        0.69200        0.79291        1.597        1.734        0.10        1.0        1.0        1.0        9.0       -2.0       -2.0       -2.0       -2.0        0.68        0.89        0.80        1.440        0.224       15.17        5.54       16.17        1.98         1        2.89        2.98        5.29       21.43        1.32        0.739        0.0456        9.21       23.35       12.9        0.6        0.307        3.55        7.60        3.63        9.02       10.2        0.22        0.76       -0.39        1.19
0.026631        0.81640        1.513        0.81637        0.96626        1.431        1.595        0.10        1.0        1.0        1.0        9.0       -2.0       -2.0       -2.0       -2.0        0.63        0.90        0.80        1.367        0.224       14.13        5.89       15.13        2.12         1        2.94        2.99        4.79       21.90        1.22        0.745        0.0372       11.54       26.71       19.5        0.6        0.317        3.93        8.62        4.11       10.99       12.2        0.24        0.72       -0.41        1.18
0.024160        0.73810        1.559        0.62886        0.73810        1.535        1.761        0.10        1.0        1.0        1.0        9.0       -2.0       -2.0       -2.0       -2.0        0.69        0.86        0.81        1.339        0.205       14.59        6.41       15.59        2.06         1        2.88        2.96        6.31       24.88        1.33        0.753        0.0334       12.51       27.78       17.6        1.3        0.471        4.11       10.23        4.34       14.91       17.1        0.24        0.61       -0.40        1.13
0.021919        0.80390        1.626        0.74108        0.80395        1.615        1.753        0.10        1.0        1.0        1.0        9.0       -2.0       -2.0       -2.0       -2.0        0.68        0.90        0.80        1.458        0.229       15.26        6.71       16.26        1.97         1        2.92        2.98        5.66       22.73        1.33        0.736        0.0312       13.33       29.52       19.3        0.6        0.321        4.25        9.65        4.48       12.79       14.1        0.23        0.70       -0.40        1.16
0.014848        0.82080        1.506        0.82079        0.96352        1.430        1.583        0.10        1.0        1.0        1.0        9.0       -2.0       -2.0       -2.0       -2.0        0.62        0.91        0.80        1.365        0.225       14.06        7.08       15.06        2.13         1        2.97        2.99        5.07       23.31        1.22        0.744        0.0209       20.35       39.83       36.2        0.6        0.341        5.19       12.10        5.96       19.79       21.9        0.25        0.62       -0.42        1.15
0.014848        0.79400        1.626        0.73495        0.79400        1.494        1.649        0.10        1.0        1.0        1.0        9.0       -2.0       -2.0       -2.0       -2.0        0.68        0.89        0.80        1.449        0.226       15.26        7.79       16.26        1.97         1        2.93        2.98        6.27       24.89        1.35        0.737        0.0212       19.48       38.53       28.4        0.9        0.420        5.12       12.76        5.90       21.56       24.3        0.23        0.61       -0.41        1.13
0.011086        0.91360        1.764        0.86013        0.91356        1.651        1.858        0.10        1.0        1.0        1.0        9.0       -2.0       -2.0       -2.0       -2.0        0.67        0.96        0.77        1.686        0.276       16.64        9.69       17.64        1.80         1        3.00        3.02        5.56       23.53        1.36        0.702        0.0167       24.27       46.02       36.8        0.8        0.406        5.84       13.75        7.16       26.68       29.8        0.20        0.74       -0.41        1.18
0.010058        0.88620        1.751        0.79068        0.88617        1.686        1.868        0.10        1.0        1.0        1.0        9.0       -2.0       -2.0       -2.0       -2.0        0.68        0.94        0.77        1.649        0.265       16.51       10.32       17.51        1.82         1        2.99        3.01        5.83       23.93        1.37        0.708        0.0150       26.91       49.65       40.5        0.7        0.375        6.11       14.63        7.65       29.32       32.8        0.21        0.68       -0.41        1.16
0.008278        0.73510        1.677        0.72022        0.75759        1.629        1.758        0.10        1.0        1.0        1.0        9.0       -2.0       -2.0       -2.0       -2.0        0.74        0.86        0.81        1.438        0.211       15.77       11.54       16.77        1.90         1        2.92        2.95        8.33       31.86        1.39        0.743        0.0118       34.01       59.91       48.0        2.3        0.638        6.78       21.61       10.71       84.38      110.6        0.23        0.43       -0.42        1.05
0.006813        0.82950        1.774        0.76102        0.82949        1.702        1.811        0.10        1.0        1.0        1.0        9.0       -2.0       -2.0       -2.0       -2.0        0.72        0.91        0.78        1.615        0.247       16.74       13.43       17.74        1.79         1        2.97        2.99        6.79       27.51        1.39        0.716        0.0101       39.33       67.29       57.5        1.7        0.583        7.39       20.33       12.84       92.44      121.7        0.21        0.54       -0.42        1.10
0.005608        0.82230        1.849        0.71757        0.82232        1.818        1.972        0.10        1.0        1.0        1.0        9.0       -2.0       -2.0       -2.0       -2.0        0.75        0.91        0.78        1.677        0.251       17.49       18.05       18.49        1.71         1        2.97        2.98        7.05       29.76        1.41        0.710        0.0084       46.12       76.77       66.7        3.6        0.740        8.09       24.11       17.89      219.81      353.1        0.20        0.50       -0.41        1.08
0.005608        0.75130        1.806        0.63058        0.75156        1.662        1.944        0.10        1.0        1.0        1.0        9.0       -2.0       -2.0       -2.0       -2.0        0.78        0.87        0.80        1.566        0.224       17.06       16.02       18.06        1.76         1        2.93        2.95        9.02       34.52        1.43        0.728        0.0082       47.28       78.97       64.9        3.2        0.715        8.08       27.93       17.76      243.08      392.0        0.21        0.38       -0.41        1.02
0.004615        0.88800        1.946        0.79797        0.88800        1.934        2.230        0.10        1.0        1.0        1.0        9.0       -2.0       -2.0       -2.0       -2.0        0.74        0.94        0.76        1.833        0.283       18.46       28.91       19.46        1.63         1        3.01        3.01        6.49       27.17        1.42        0.688        0.0071       53.18       85.88       78.7        1.8        0.600        8.76       23.81       20.45      209.76      330.5        0.18        0.57       -0.40        1.11
0.004187        0.87700        2.005        0.73851        0.87701        1.945        2.024        0.10        1.0        1.0        1.0        9.0       -2.0       -2.0       -2.0       -2.0        0.77        0.94        0.76        1.878        0.284       19.05       33.48       20.05        1.57         1        3.00        3.00        6.64       26.86        1.43        0.684        0.0065       56.89       90.74       83.4        1.0        0.468        9.04       24.28       18.81      150.85      209.6        0.17        0.55       -0.40        1.09
0.004187        0.76100        1.925        0.65979        0.76100        1.916        2.037        0.10        1.0        1.0        1.0        9.0       -2.0       -2.0       -2.0       -2.0        0.82        0.87        0.79        1.680        0.236       18.25       23.83       19.25        1.64         1        2.94        2.95        9.34       35.68        1.46        0.715        0.0063       59.73       96.25       81.2        3.2        0.719        9.15       32.69       26.42      523.08     1042.7        0.19        0.35       -0.40        1.00
0.003126        0.83220        2.020        0.83224        0.97594        1.933        2.108        0.10        1.0        1.0        1.0        9.0       -2.0       -2.0       -2.0       -2.0        0.80        0.91        0.76        1.843        0.269       19.20       37.86       20.20        1.56         1        2.98        2.98        5.88       27.19        1.31        0.692        0.0048       75.69      117.04      130.3        1.5        0.557       10.38       28.24       36.01      588.32     1275.6        0.17        0.50       -0.39        1.08
0.002118        0.86020        2.426        0.80571        0.86024        2.104        2.513        0.10        1.0        1.0        1.0        9.0       -2.0       -2.0       -2.0       -2.0        0.92        0.93        0.73        2.250        0.324       23.26       33.29       24.26        1.29         1        2.98        2.98        7.19       30.24        1.50        0.645        0.0035       87.13      127.86      122.1        0.9        0.426       11.49       34.76       26.25      261.29      383.4        0.11        0.46       -0.33        1.03
