xi              mu             p            mu_min          mu_max          p_min        p_max        ep          alpha_m    chi_m      Pm         alpha_t     ddmp       ddmt       ddmv       ddmb       q           alpha_v     delta       ms           msint        Lambda      Lambdaint   Rm          Ga          n         x_h         x_id        x_SM        x_A         x_FM        Omega*      kappa         lambda      E           sigma_SM   sigma_A    g_A          r_A         z_A         r_max       z_t         z_max      b           Br_Bz0_SM   Bphi_Bz0_SM Bz_Bz0_SM
0.006251        0.26360        5.170        0.255381        0.295839        4.890        5.450        0.03        1.0        1.0        1.0        0.0        -2.0       -2.0       -2.0       -2.0        4.89        0.51        0.98        2.654        2.638      171.33      -37.89      172.33        0.58         0        0.67        1.05        1.24       21.56        0.00        0.90        0.0171       77.80      137.41      151.7        3.6        0.748        9.25        5.98     2934.79    52905.36  4029330.0        0.81        2.30       -1.34        1.03
0.005179        0.38030        4.801        0.380277        0.437700        4.494        5.109        0.03        1.0        1.0        1.0        0.0        -2.0       -2.0       -2.0       -2.0        3.75        0.62        0.97        2.961        2.782      159.05      -44.76      160.05        0.63         0        0.71        1.03        1.35       27.28        0.00        0.90        0.0104       92.83      164.23      184.1        1.9        0.617       10.07        8.24     1673.11    54013.32  3169759.0        0.79        1.98       -0.97        1.03
0.005179        0.33170        4.915        0.289005        0.331739        4.634        5.197        0.03        1.0        1.0        1.0        0.0        -2.0       -2.0       -2.0       -2.0        4.12        0.58        0.97        2.831        2.715      162.85      -41.08      163.85        0.61         0        0.71        1.03        1.41       25.14        0.00        0.90        0.0117       93.20      165.12      180.4        3.0        0.716       10.11        7.63     2715.69    76962.62  5677208.0        0.80        2.09       -1.10        1.03
0.005179        0.33190        4.973        0.331929        0.364605        4.585        5.361        0.03        1.0        1.0        1.0        0.0        -2.0       -2.0       -2.0       -2.0        4.17        0.58        0.97        2.865        2.751      164.77      -41.61      165.77        0.61         0        0.70        1.02        1.30       25.12        0.00        0.90        0.0117       93.15      164.82      184.2        2.9        0.713       10.12        7.63     2706.29    76323.14  5601872.0        0.80        2.10       -1.10        1.03
0.005179        0.35000        4.925        0.350046        0.389820        4.689        5.161        0.03        1.0        1.0        1.0        0.0        -2.0       -2.0       -2.0       -2.0        4.02        0.59        0.97        2.914        2.775      163.17      -42.99      164.17        0.61         0        0.70        1.02        1.31       25.86        0.00        0.90        0.0112       93.02      164.51      184.6        2.4        0.669       10.09        7.83     2233.93    66393.87  4450820.0        0.79        2.05       -1.05        1.03
0.005179        0.55930        4.237        0.559254        0.608849        3.897        4.576        0.03        1.0        1.0        1.0        0.0        -2.0       -2.0       -2.0       -2.0        2.70        0.75        0.96        3.168        2.792      140.22      -54.83      141.22        0.71         0        0.77        1.10        1.56       39.85        0.00        0.90        0.0074       91.89      162.55      183.0        5.7        0.823       10.10       12.09      697.12    41736.22  1638615.0        0.77        1.66       -0.68        1.02
0.005179        0.46240        4.486        0.462370        0.492619        4.184        4.787        0.03        1.0        1.0        1.0        0.0        -2.0       -2.0       -2.0       -2.0        3.16        0.68        0.97        3.050        2.772      148.52      -48.65      149.52        0.67         0        0.75        1.07        1.46       31.89        0.00        0.90        0.0088       92.41      163.63      182.7        1.8        0.606       10.04        9.61      930.55    37570.74  1643226.0        0.78        1.81       -0.81        1.03
0.005179        0.47700        4.414        0.476999        0.544127        4.166        4.661        0.03        1.0        1.0        1.0        0.0        -2.0       -2.0       -2.0       -2.0        3.06        0.69        0.96        3.048        2.754      146.12      -49.18      147.12        0.68         0        0.76        1.09        1.49       32.87        0.00        0.90        0.0085       92.36      163.65      181.9        1.9        0.625       10.04        9.90      865.91    36533.46  1548803.0        0.78        1.78       -0.79        1.03
0.005179        0.48810        4.310        0.439489        0.508588        4.116        4.505        0.03        1.0        1.0        1.0        0.0        -2.0       -2.0       -2.0       -2.0        2.96        0.70        0.96        3.011        2.706      142.68      -49.53      143.68        0.70         0        0.77        1.10        1.60       33.86        0.00        0.90        0.0083       92.37      163.96      178.1        2.3        0.659       10.04       10.20      844.19    37709.17  1587996.0        0.78        1.75       -0.78        1.03
0.005179        0.49760        4.277        0.485725        0.527781        3.887        4.667        0.03        1.0        1.0        1.0        0.0        -2.0       -2.0       -2.0       -2.0        2.90        0.71        0.96        3.017        2.701      141.57      -49.62      142.57        0.71         0        0.78        1.11        1.61       34.55        0.00        0.90        0.0082       92.33      163.91      177.7        2.4        0.674       10.04       10.42      809.70    37408.04  1539813.0        0.78        1.74       -0.76        1.03
0.004292        0.43450        4.557        0.418094        0.499070        4.313        4.801        0.03        1.0        1.0        1.0        0.0        -2.0       -2.0       -2.0       -2.0        3.32        0.66        0.97        3.004        2.757      150.90      -46.50      151.90        0.66         0        0.75        1.07        1.53       32.04        0.00        0.90        0.0077      111.50      198.09      215.7        6.7        0.846       11.12       10.69     2654.43   132091.00  9646988.0        0.79        1.85       -0.86        1.03
0.004292        0.39060        4.827        0.390635        0.453362        4.540        5.114        0.03        1.0        1.0        1.0        0.0        -2.0       -2.0       -2.0       -2.0        3.71        0.63        0.97        3.017        2.825      159.90      -44.84      160.90        0.63         0        0.72        1.03        1.37       29.28        0.00        0.90        0.0085      111.68      197.85      222.1        6.6        0.844       11.14        9.79     3570.48   151747.40 12497810.0        0.79        1.96       -0.95        1.03
0.004292        0.38100        4.883        0.380994        0.452482        4.540        5.227        0.03        1.0        1.0        1.0        0.0        -2.0       -2.0       -2.0       -2.0        3.81        0.62        0.97        3.014        2.836      161.78      -44.68      162.78        0.62         0        0.71        1.02        1.35       28.78        0.00        0.90        0.0086      111.73      197.84      222.8        7.2        0.854       11.15        9.63     3882.65   161705.30 13688410.0        0.79        1.98       -0.97        1.03
