xi              mu             p            mu_min          mu_max          p_min        p_max        ep          alpha_m    chi_m      Pm         alpha_t     ddmp       ddmt       ddmv       ddmb       q           alpha_v     delta       ms           msint        Lambda      Lambdaint   Rm          Ga          n         x_h         x_id        x_SM        x_A         x_FM        Omega*      kappa         lambda      E           sigma_SM   sigma_A    g_A          r_A         z_A         r_max       z_t         z_max      b           Br_Bz0_SM   Bphi_Bz0_SM Bz_Bz0_SM
0.002947        2.14140        1.097        1.899755        2.166410        1.085        1.109        0.10        2.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        0.53        2.93        0.78        3.211        2.582        9.97      -11.25       10.97        0.75         0        1.63        2.40        2.65       14.54        0.00        0.63        0.0041      120.10      148.28      207.6        1.0        0.463       13.71       19.95      603.60    33410.16   878097.6        0.31        1.38       -0.53        1.14
0.002947        2.29370        1.053        2.192792        2.333190        1.026        1.080        0.10        2.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        0.49        3.03        0.78        3.190        2.531        9.53      -11.78       10.53        0.79         0        1.66        2.42        2.71       15.79        0.00        0.63        0.0039      119.17      147.76      204.5        1.6        0.586       13.66       21.57      520.20    31718.55   770706.7        0.31        1.34       -0.49        1.14
0.002947        2.41300        1.041        2.412954        2.727364        0.971        1.112        0.10        2.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        0.47        3.11        0.77        3.236        2.551        9.41      -12.22       10.41        0.80         0        1.66        2.41        2.65       16.63        0.00        0.62        0.0037      117.77      144.82      218.9        2.0        0.629       13.65       22.71      444.51    27733.34   608583.0        0.30        1.35       -0.47        1.14
0.002947        2.42280        1.016        2.124579        2.422791        1.004        1.027        0.10        2.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        0.46        3.11        0.78        3.161        2.482        9.15      -12.33       10.15        0.82         0        1.68        2.37        2.89       17.39        0.00        0.63        0.0037      118.28      147.32      198.1        3.9        0.767       13.65       23.76      518.09    38276.02   970650.3        0.31        1.30       -0.47        1.14
0.002442        1.96270        1.167        1.824777        2.057109        1.099        1.235        0.10        2.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        0.60        2.80        0.79        3.270        2.677       10.67      -10.47       11.67        0.70         0        1.61        2.39        2.60       13.79        0.00        0.62        0.0036      145.77      178.20      253.4        1.8        0.605       15.25       21.03     1732.55   111071.40  5266546.0        0.31        1.43       -0.57        1.15
0.002442        1.88130        1.193        1.677651        1.960966        1.107        1.278        0.10        2.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        0.63        2.74        0.79        3.271        2.700       10.93      -10.26       11.93        0.69         0        1.59        2.41        2.59       13.30        0.00        0.62        0.0038      146.57      178.87      251.0        1.7        0.598       15.30       20.36     2030.66   125856.90  6448224.0        0.32        1.45       -0.59        1.15
0.002442        1.72050        1.247        1.693071        1.887887        1.221        1.273        0.10        2.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        0.70        2.62        0.80        3.271        2.748       11.47       -9.78       12.47        0.65         0        1.56        2.41        2.50       12.46        0.00        0.61        0.0040      148.20      180.08      259.0        1.8        0.615       15.43       19.24     2902.81   171658.70 10287170.0        0.32        1.51       -0.64        1.15
0.002442        1.58560        1.294        1.467450        1.631899        1.232        1.356        0.10        2.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        0.77        2.52        0.81        3.259        2.782       11.94       -9.44       12.94        0.63         0        1.53        2.40        2.46       11.87        0.00        0.61        0.0043      149.77      181.45      259.6        2.4        0.673       15.56       18.47     4132.18   235135.20 16456710.0        0.33        1.55       -0.69        1.15
0.002442        1.56620        1.301        1.548875        1.667261        1.258        1.344        0.10        2.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        0.78        2.50        0.81        3.256        2.786       12.01       -9.36       13.01        0.62         0        1.53        2.41        2.46       11.79        0.00        0.61        0.0043      150.01      181.65      260.1        2.5        0.686       15.58       18.37     4369.81   249550.90 17762960.0        0.33        1.56       -0.70        1.15
0.002024        2.09140        1.141        2.032834        2.267130        1.042        1.240        0.10        2.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        0.56        2.89        0.78        3.300        2.672       10.41      -10.81       11.41        0.72         0        1.63        2.40        2.68       15.33        0.00        0.62        0.0029      173.58      211.82      296.8        8.2        0.871       16.78       25.76     3035.67   258063.30 16017460.0        0.31        1.39       -0.54        1.14
0.002024        1.98670        1.174        1.889670        2.089963        1.109        1.240        0.10        2.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        0.60        2.82        0.79        3.311        2.708       10.74      -10.48       11.74        0.70         0        1.61        2.40        2.62       14.49        0.00        0.61        0.0030      174.65      212.45      303.3        5.6        0.827       16.84       24.41     3506.75   273282.00 17838340.0        0.31        1.43       -0.57        1.15
0.002024        1.66560        1.282        1.442366        1.676540        1.238        1.326        0.10        2.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        0.73        2.58        0.80        3.309        2.801       11.82       -9.56       12.82        0.63         0        1.55        2.41        2.50       12.68        0.00        0.61        0.0034      178.76      215.75      309.5        7.0        0.855       17.11       21.71     6913.23   466434.40 39806290.0        0.32        1.52       -0.66        1.15
0.002024        1.66100        1.284        1.614311        1.807064        1.258        1.310        0.10        2.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        0.74        2.58        0.80        3.310        2.803       11.84       -9.54       12.84        0.63         0        1.55        2.42        2.50       12.66        0.00        0.61        0.0034      178.81      215.74      312.6        7.2        0.858       17.13       21.70     6998.73   470728.80 40427810.0        0.32        1.53       -0.66        1.15
