xi              mu             p            mu_min          mu_max          p_min        p_max        ep          alpha_m    chi_m      Pm         alpha_t     ddmp       ddmt       ddmv       ddmb       q           alpha_v     delta       ms           msint        Lambda      Lambdaint   Rm          Ga          n         x_h         x_id        x_SM        x_A         x_FM        Omega*      kappa         lambda      E           sigma_SM   sigma_A    g_A          r_A         z_A         r_max       z_t         z_max      b           Br_Bz0_SM   Bphi_Bz0_SM Bz_Bz0_SM
0.033932        3.21020        0.651        3.134618        3.437134        0.640        0.662        0.10        2.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        0.25        3.58        0.81        2.333        1.706        5.51      -38.55        6.51        1.36         0        1.73        2.20        2.85       18.92        0.00        0.72        0.0305       11.27       13.85       17.5        0.2        0.148        3.96        7.49        3.98        8.14        8.5        0.36        1.08       -0.33        1.13
0.028118        3.20370        0.667        2.915353        3.376783        0.636        0.762        0.10        2.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        0.25        3.58        0.80        2.390        1.749        5.67      -32.84        6.67        1.32         0        1.74        2.20        2.88       20.38        0.00        0.71        0.0256       13.39       16.73       20.9        0.9        0.392        4.37        8.92        4.52       11.50       13.0        0.35        1.08       -0.33        1.13
0.013257        3.06940        0.755        3.027619        3.409836        0.719        0.790        0.10        2.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        0.29        3.50        0.79        2.644        1.963        6.54      -20.94        7.54        1.15         0        1.74        2.35        2.87       21.05        0.00        0.68        0.0130       27.16       34.92       44.7        1.5        0.543        6.30       13.28        7.83       28.55       32.4        0.34        1.14       -0.36        1.13
0.007543        2.91990        0.829        2.829331        3.356331        0.744        0.857        0.10        2.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        0.33        3.42        0.78        2.832        2.133        7.29      -16.93        8.29        1.03         0        1.73        2.38        2.86       21.11        0.00        0.66        0.0079       46.78       60.00       78.8        3.0        0.705        8.40       17.76       17.89      140.72      210.4        0.33        1.19       -0.39        1.13
0.007543        2.88600        0.838        2.873748        3.266597        0.808        0.867        0.10        2.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        0.34        3.40        0.78        2.846        2.149        7.38      -16.69        8.38        1.02         0        1.72        2.37        2.83       19.99        0.00        0.66        0.0080       46.81       59.94       79.9        1.6        0.564        8.36       16.72       16.04       92.66      119.5        0.33        1.20       -0.39        1.13
0.007543        2.86370        0.841        2.576520        3.060186        0.809        0.872        0.10        2.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        0.34        3.38        0.78        2.845        2.150        7.41      -16.51        8.40        1.01         0        1.72        2.39        2.84       19.55        0.00        0.66        0.0080       46.87       60.05       78.7        1.2        0.504        8.34       16.32       15.37       79.57       97.3        0.33        1.20       -0.39        1.13
0.006251        2.84830        0.859        2.738115        3.009342        0.780        0.937        0.10        2.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        0.35        3.38        0.78        2.898        2.197        7.58      -15.91        8.59        0.99         0        1.72        2.39        2.84       20.54        0.00        0.66        0.0067       56.19       71.78       95.2        3.0        0.710        9.24       19.00       27.77      326.83      648.4        0.32        1.20       -0.40        1.13
0.006251        0.96180        1.434        0.914235        0.980967        1.420        1.447        0.10        2.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        1.18        1.96        0.87        2.812        2.628       13.34       -8.17       14.34        0.56         0        1.38        2.07        2.10        8.41        0.00        0.63        0.0152       63.66       78.14      114.5        0.7        0.377        9.96        8.37     1343.75    40987.34  1856964.0        0.38        1.83       -1.03        1.17
0.005179        1.01080        1.436        0.993682        1.049007        1.340        1.532        0.10        2.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        1.14        2.01        0.86        2.887        2.678       13.36       -8.26       14.36        0.56         0        1.39        2.11        2.14        8.79        0.00        0.63        0.0123       76.02       92.99      136.3        1.1        0.475       10.94        9.63     2092.69    71588.21  3904702.0        0.37        1.80       -1.00        1.17
0.005179        0.96080        1.456        0.923861        1.089895        1.354        1.557        0.10        2.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        1.19        1.96        0.86        2.853        2.671       13.55       -8.12       14.55        0.55         0        1.38        2.08        2.12        8.68        0.00        0.63        0.0127       76.46       93.50      137.5        1.5        0.555       11.00        9.54     2631.30    90632.10  5425412.0        0.37        1.83       -1.04        1.17
0.005179        2.70970        0.916        2.709664        3.052396        0.847        0.985        0.10        2.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        0.38        3.29        0.77        3.016        2.315        8.16      -14.42        9.16        0.92         0        1.70        2.39        2.73       18.30        0.00        0.65        0.0059       67.44       85.03      121.4        1.1        0.490       10.12       18.53       37.57      423.85      925.6        0.32        1.27       -0.42        1.14
0.005179        1.02740        1.429        0.976378        1.088248        1.369        1.490        0.10        2.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        1.12        2.03        0.86        2.898        2.678       13.29       -8.27       14.29        0.56         0        1.40        2.12        2.15        8.84        0.00        0.63        0.0121       75.87       92.83      135.9        1.0        0.465       10.92        9.65     1968.06    67812.68  3604942.0        0.37        1.79       -0.98        1.17
0.005179        2.79930        0.897        2.799285        3.061637        0.838        0.957        0.10        2.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        0.37        3.35        0.77        3.003        2.293        7.97      -14.95        8.97        0.94         0        1.71        2.38        2.76       19.94        0.00        0.65        0.0057       67.20       84.82      121.5        2.8        0.700       10.17       20.30       46.95      897.80     2763.5        0.31        1.25       -0.40        1.14
0.004292        2.59910        0.945        2.376223        2.640378        0.904        0.986        0.10        2.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        0.41        3.22        0.78        3.047        2.355        8.45      -13.56        9.45        0.89         0        1.70        2.40        2.78       17.87        0.00        0.64        0.0050       81.55      102.81      139.9        1.5        0.563       11.17       19.96       88.83     2465.96    13406.9        0.32        1.27       -0.44        1.14
0.004292        1.21720        1.377        1.096174        1.240996        1.300        1.453        0.10        2.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        0.97        2.21        0.84        3.037        2.720       12.77       -8.67       13.77        0.59         0        1.45        2.23        2.26        9.63        0.00        0.62        0.0090       89.30      109.05      157.9        0.7        0.386       11.87       11.44     1744.53    66073.99  3287504.0        0.35        1.70       -0.86        1.16
0.004292        1.05240        1.441        0.980347        1.053787        1.380        1.501        0.10        2.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        1.12        2.05        0.85        2.955        2.723       13.40       -8.26       14.40        0.56         0        1.41        2.15        2.16        9.19        0.00        0.62        0.0099       90.86      110.71      162.7        2.0        0.627       12.03       11.05     3484.49   133891.50  8992982.0        0.36        1.78       -0.97        1.17
0.003556        2.38910        1.009        2.035379        2.389145        0.947        1.070        0.10        2.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        0.46        3.09        0.78        3.118        2.450        9.09      -12.40       10.09        0.83         0        1.67        2.40        2.96       16.47        0.00        0.64        0.0045       98.95      123.83      165.4        1.4        0.548       12.36       20.38      234.07    11155.37   151867.9        0.32        1.31       -0.48        1.14
0.003556        1.11100        1.438        1.087308        1.180434        1.384        1.491        0.10        2.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        1.07        2.11        0.85        3.030        2.767       13.38       -8.38       14.38        0.56         0        1.42        2.19        2.22        9.66        0.00        0.62        0.0080      108.47      131.62      193.1        3.5        0.748       13.22       12.78     5411.96   234528.30 18473700.0        0.36        1.75       -0.93        1.16
0.003556        1.40570        1.325        1.299912        1.517379        1.248        1.401        0.10        2.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        0.85        2.37        0.82        3.141        2.739       12.24       -9.10       13.24        0.61         0        1.49        2.33        2.37       10.53        0.00        0.62        0.0067      105.39      128.53      184.3        0.7        0.373       12.93       13.61     1742.43    74937.98  3634631.0        0.34        1.62       -0.76        1.16
0.003556        1.06560        1.456        0.953150        1.114359        1.379        1.532        0.10        2.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        1.12        2.06        0.85        3.005        2.766       13.55       -8.26       14.55        0.55         0        1.41        2.17        2.20        9.59        0.00        0.62        0.0082      109.01      132.20      194.7        5.9        0.827       13.27       12.73     6705.73   294608.70 25208620.0        0.36        1.78       -0.96        1.16
0.003556        2.44100        0.998        2.309877        2.645510        0.928        1.069        0.10        2.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        0.45        3.12        0.78        3.120        2.443        8.98      -12.57        9.98        0.83         0        1.68        2.41        2.75       16.64        0.00        0.64        0.0044       98.49      123.18      168.1        1.3        0.533       12.33       20.54      205.67     9196.56   110222.9        0.31        1.30       -0.47        1.14
0.003556        2.59180        0.961        2.272708        2.624795        0.937        0.984        0.10        2.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        0.41        3.22        0.77        3.093        2.395        8.61      -13.30        9.61        0.87         0        1.70        2.39        2.80       18.79        0.00        0.64        0.0042       97.89      122.89      167.6        4.5        0.788       12.38       23.29      230.34    14607.52   209399.2        0.31        1.27       -0.44        1.14
0.003556        2.49670        0.995        2.496715        2.676671        0.970        1.020        0.10        2.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        0.44        3.16        0.77        3.144        2.456        8.95      -12.78        9.95        0.84         0        1.68        2.39        2.70       17.09        0.00        0.63        0.0043       98.03      122.05      176.8        1.5        0.569       12.34       21.10      197.35     9012.92   105013.8        0.31        1.32       -0.45        1.14
0.002947        1.86400        1.178        1.695513        1.864049        1.092        1.264        0.10        2.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        0.63        2.73        0.80        3.217        2.655       10.78      -10.29       11.78        0.70         0        1.59        2.41        2.92       13.17        0.00        0.62        0.0045      122.31      150.30      207.6        1.0        0.473       13.89       18.29     1104.57    61192.21  2347177.0        0.32        1.46       -0.60        1.15
0.002947        1.28260        1.389        1.193153        1.404982        1.349        1.430        0.10        2.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        0.95        2.27        0.83        3.147        2.797       12.89       -8.69       13.89        0.58         0        1.47        2.29        2.32       10.45        0.00        0.61        0.0060      128.03      154.97      225.4        3.3        0.735       14.37       15.03     5509.59   268551.80 21221160.0        0.34        1.67       -0.83        1.16
0.002947        1.35710        1.361        1.313418        1.480392        1.287        1.435        0.10        2.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        0.89        2.33        0.83        3.171        2.788       12.61       -8.91       13.61        0.59         0        1.48        2.33        2.34       10.67        0.00        0.61        0.0058      127.13      154.10      223.1        2.1        0.642       14.31       15.28     4177.75   203522.20 14390430.0        0.34        1.64       -0.79        1.16
0.002947        1.35840        1.361        1.181541        1.365370        1.307        1.414        0.10        2.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        0.89        2.33        0.83        3.171        2.788       12.61       -8.92       13.61        0.60         0        1.48        2.32        2.35       10.68        0.00        0.61        0.0057      127.13      154.10      222.8        2.1        0.647       14.30       15.28     4182.56   203905.60 14489030.0        0.34        1.64       -0.79        1.16
0.002947        1.75500        1.219        1.680393        1.813076        1.197        1.240        0.10        2.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        0.68        2.65        0.80        3.228        2.699       11.19      -10.00       12.19        0.67         0        1.56        2.41        2.51       12.27        0.00        0.62        0.0048      123.10      150.53      213.6        0.8        0.417       13.95       17.12     1316.85    67322.10  2806357.0        0.32        1.49       -0.63        1.15
0.002947        1.81540        1.198        1.805265        2.130385        1.107        1.290        0.10        2.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        0.65        2.69        0.80        3.230        2.682       10.98      -10.19       11.98        0.68         0        1.57        2.41        2.53       12.57        0.00        0.62        0.0046      122.58      150.11      212.9        0.8        0.399       13.91       17.49     1130.09    58076.77  2223495.0        0.32        1.48       -0.61        1.15
0.002947        1.71240        1.233        1.453895        1.722874        1.169        1.297        0.10        2.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        0.70        2.62        0.80        3.227        2.709       11.33       -9.83       12.33        0.66         0        1.56        2.41        2.49       12.07        0.00        0.62        0.0048      123.48      150.84      214.8        0.9        0.431       13.98       16.88     1471.07    75476.40  3314839.0        0.33        1.51       -0.64        1.15
0.002947        2.02030        1.133        1.990575        2.201875        1.067        1.199        0.10        2.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        0.57        2.84        0.79        3.221        2.619       10.33      -10.83       11.33        0.73         0        1.61        2.41        2.61       13.73        0.00        0.62        0.0043      120.99      148.95      208.0        0.9        0.430       13.77       18.91      747.89    40272.81  1211424.0        0.32        1.41       -0.56        1.15
0.002947        2.13720        1.105        2.137205        2.345496        1.051        1.160        0.10        2.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        0.54        2.92        0.78        3.232        2.602       10.05      -11.17       11.05        0.75         0        1.63        2.35        2.60       14.44        0.00        0.62        0.0041      119.84      147.40      215.7        0.9        0.433       13.72       19.82      588.47    31692.13   814411.6        0.31        1.40       -0.52        1.14
