xi              mu             p            mu_min          mu_max          p_min        p_max        ep          alpha_m    chi_m      Pm         alpha_t     ddmp       ddmt       ddmv       ddmb       q           alpha_v     delta       ms           msint        Lambda      Lambdaint   Rm          Ga          n         x_h         x_id        x_SM        x_A         x_FM        Omega*      kappa         lambda      E           sigma_SM   sigma_A    g_A          r_A         z_A         r_max       z_t         z_max      b           Br_Bz0_SM   Bphi_Bz0_SM Bz_Bz0_SM
0.954095        2.89440        0.327        2.885078        3.484013        0.327        0.327        0.10        2.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        0.12        3.40        0.91        1.113        0.785        2.27        4.71        3.27        3.30         0        1.63        2.88        2.97        0.00        0.00        0.87        0.5860        1.30       -0.35        0.2        0.0        0.000        0.00        0.00        1.22        0.43        0.4       -5.72        0.62       -0.06        1.00
0.954095        2.86850        0.327        2.648637        3.088373        0.327        0.327        0.10        2.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        0.12        3.39        0.91        1.108        0.781        2.27        4.71        3.27        3.30         0        1.63        2.92        3.01        0.00        0.00        0.87        0.5880        1.30       -0.35        0.2        0.0        0.000        0.00        0.00        1.22        0.43        0.4       -5.67        0.60       -0.06        0.99
0.754312        3.11250        0.327        2.977578        3.247473        0.327        0.327        0.10        2.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        0.12        3.53        0.90        1.154        0.811        2.27        5.22        3.27        3.30         0        1.67        2.74        2.88        0.00        0.00        0.86        0.4536        1.39       -0.21        0.4        0.0        0.000        0.00        0.00        1.27        0.51        0.5       -0.50        0.70       -0.10        1.04
0.596362        3.20570        0.327        3.163896        3.247454        0.327        0.327        0.10        2.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        0.11        3.58        0.90        1.171        0.822        2.27        5.73        3.27        3.30         0        1.70        2.83        2.99        0.00        0.00        0.85        0.3564        1.51       -0.01        0.6        0.0        0.000        0.00        0.00        1.33        0.65        0.7       -0.01        0.69       -0.12        1.04
0.471487        3.52460        0.327        3.524377        3.771283        0.327        0.327        0.10        2.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        0.11        3.75        0.88        1.228        0.859        2.27        6.29        3.27        3.30         0        1.73        2.75        2.98        0.00        0.00        0.84        0.2724        1.65        0.22        0.9        0.0        0.000        0.00        0.00        1.40        0.79        0.8        0.16        0.73       -0.14        1.06
0.471487        3.30010        0.327        3.144059        3.456203        0.327        0.327        0.10        2.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        0.11        3.63        0.89        1.188        0.831        2.27        6.22        3.27        3.30         0        1.73        2.91        3.14        0.00        0.00        0.85        0.2797        1.66        0.25        0.8        0.0        0.000        0.00        0.00        1.36        0.77        0.8        0.17        0.67       -0.14        1.05
0.471487        3.03110        0.408        2.991551        3.308141        0.408        0.408        0.10        2.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        0.16        3.48        0.88        1.421        1.023        3.08        9.81        4.08        2.44         0        1.66        2.64        2.70        0.00        0.00        0.83        0.3382        1.67        0.23        0.9        0.0        0.000        0.00        0.00        1.42        0.66        0.7        0.16        0.88       -0.17        1.08
0.372759        3.85800        0.327        3.858017        4.388510        0.327        0.327        0.10        2.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        0.10        3.93        0.87        1.285        0.891        2.27        6.84        3.27        3.30         0        1.77        2.71        3.00        0.00        0.00        0.83        0.2083        1.83        0.51        1.3        0.0        0.000        0.00        0.00        1.48        1.03        1.0        0.24        0.75       -0.15        1.08
0.372759        3.64160        0.327        3.599619        3.935510        0.327        0.327        0.10        2.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        0.10        3.82        0.88        1.248        0.869        2.27        6.78        3.27        3.30         0        1.76        2.83        3.11        0.00        0.00        0.84        0.2132        1.84        0.54        1.2        0.0        0.000        0.00        0.00        1.44        1.06        1.1        0.25        0.72       -0.15        1.07
0.372759        3.18860        0.408        2.985973        3.256164        0.408        0.408        0.10        2.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        0.15        3.57        0.87        1.457        1.042        3.08       10.84        4.08        2.44         0        1.69        2.69        2.78        0.00        0.00        0.82        0.2616        1.86        0.54        1.2        0.0        0.000        0.00        0.00        1.51        0.83        0.8        0.25        0.87       -0.19        1.08
0.294705        3.61040        0.327        3.305104        3.915706        0.327        0.327        0.10        2.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        0.10        3.80        0.88        1.243        0.861        2.27        7.22        3.27        3.30         0        1.79        2.83        3.36        0.00        0.00        0.84        0.1696        2.09        0.95        1.5        0.0        0.000        0.00        0.00        1.40        0.89        0.9        0.31        0.66       -0.16        1.06
0.294705        2.86600        0.490        2.577725        3.063200        0.490        0.490        0.10        2.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        0.20        3.39        0.87        1.659        1.219        3.90       21.34        4.90        1.92         0        1.64        2.52        2.58        0.00        0.00        0.80        0.2435        2.13        0.93        1.7        0.0        0.000        0.00        0.00        1.63        0.89        0.9        0.30        1.01       -0.25        1.10
0.294705        3.81520        0.327        3.815209        4.389760        0.327        0.327        0.10        2.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        0.10        3.91        0.87        1.277        0.885        2.27        7.29        3.27        3.30         0        1.79        2.83        3.21        0.00        0.00        0.83        0.1658        2.08        0.92        1.6        0.0        0.000        0.00        0.00        1.46        1.13        1.1        0.30        0.71       -0.16        1.07
0.232995        3.59940        0.327        3.482742        3.715999        0.327        0.327        0.10        2.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        0.10        3.79        0.88        1.241        0.855        2.27        7.64        3.27        3.30         0        1.82        2.77        3.71        0.00        0.00        0.84        0.1345        2.41        1.48        1.9        0.0        0.000        0.00        0.00        1.36        0.74        0.7        0.36        0.58       -0.16        1.04
0.232995        3.58750        0.408        3.422505        3.752439        0.408        0.408        0.10        2.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        0.14        3.79        0.86        1.546        1.092        3.08       12.99        4.08        2.44         0        1.74        2.69        2.88        0.00        0.00        0.80        0.1552        2.41        1.39        2.3        0.0        0.000        0.00        0.00        1.73        1.47        1.5        0.32        0.87       -0.20        1.10
0.232995        3.07740        0.490        2.882697        3.272042        0.490        0.490        0.10        2.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        0.19        3.51        0.86        1.719        1.251        3.90       24.40        4.90        1.92         0        1.67        2.47        2.62        0.00        0.00        0.79        0.1859        2.44        1.39        2.4        0.0        0.000        0.00        0.00        1.76        1.11        1.1        0.32        1.01       -0.25        1.11
0.232995        3.02180        0.490        2.552442        3.088827        0.490        0.490        0.10        2.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        0.19        3.48        0.86        1.704        1.240        3.90       24.48        4.90        1.92         0        1.67        2.62        2.68        0.00        0.00        0.79        0.1875        2.45        1.41        2.3        0.0        0.000        0.00        0.00        1.76        1.13        1.1        0.33        0.99       -0.25        1.11
0.184207        3.92790        0.327        3.774389        4.081345        0.327        0.327        0.10        2.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        0.10        3.96        0.86        1.296        0.891        2.27        8.15        3.27        3.30         0        1.84        2.71        3.58        0.00        0.00        0.83        0.1028        2.78        2.07        2.6        0.0        0.000        0.00        0.00        1.45        1.04        1.0        0.37        0.64       -0.17        1.06
0.184207        3.85200        0.408        3.851973        4.112623        0.408        0.408        0.10        2.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        0.13        3.93        0.85        1.602        1.124        3.08       14.13        4.08        2.44         0        1.77        2.65        2.92        0.00        0.00        0.79        0.1188        2.79        1.96        3.0        0.0        0.000        0.00        0.00        1.82        1.93        1.9        0.34        0.88       -0.20        1.10
0.184207        3.66000        0.408        3.605201        3.824523        0.408        0.408        0.10        2.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        0.14        3.83        0.85        1.561        1.096        3.08       14.11        4.08        2.44         0        1.77        2.71        3.07        0.00        0.00        0.80        0.1216        2.81        2.02        2.7        0.0        0.000        0.00        0.00        1.75        1.79        1.8        0.35        0.82       -0.20        1.09
0.184207        3.19960        0.490        2.971302        3.232161        0.490        0.490        0.10        2.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        0.19        3.58        0.85        1.753        1.264        3.90       28.06        4.90        1.92         0        1.70        2.60        2.72        0.00        0.00        0.78        0.1442        2.84        2.00        3.0        0.0        0.000        0.00        0.00        1.90        1.45        1.5        0.34        0.99       -0.25        1.11
0.145635        3.33240        0.490        3.254610        3.876981        0.490        0.490        0.10        2.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        0.18        3.65        0.84        1.789        1.283        3.90       31.79        4.90        1.92         0        1.72        2.63        2.85        0.00        0.00        0.78        0.1117        3.34        2.76        3.7        0.0        0.000        0.00        0.00        2.07        1.99        2.0        0.36        0.95       -0.25        1.11
0.145635        2.41020        0.653        2.280174        2.626866        0.653        0.653        0.10        2.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        0.30        3.10        0.85        2.028        1.548        5.53      -66.56        6.53        1.36         0        1.59        2.33        2.42        0.00        0.00        0.76        0.1534        3.43        2.81        4.2        0.0        0.000        0.00        0.00        2.13        1.37        1.4        0.36        1.21       -0.37        1.13
0.145635        2.88310        0.571        2.676706        2.951874        0.571        0.571        0.10        2.0        1.0        1.0        2.0        -2.0       -2.0       -2.0       -2.0        0.23        3.40        0.84        1.939        1.430        4.71      176.01        5.71        1.59         0        1.66        2.43        2.57        0.00        0.00        0.76        0.1304        3.38        2.76        4.1        0.0        0.000        0.00        0.00        2.10        1.55        1.5        0.36        1.10       -0.31        1.12
