x               rho            P              T              ur             uphi           uz             Br             Bphi           Bz             m
0.010000        0.99950        0.99951        1.00002        2.91626        0.81452       -0.00291        0.03038       -0.01353        1.00002        0.99990
0.010163        0.99948        0.99950        1.00002        2.91626        0.81451       -0.00296        0.03088       -0.01375        1.00002        0.99990
0.010328        0.99945        0.99947        1.00002        2.91624        0.81451       -0.00301        0.03138       -0.01397        1.00002        0.99989
0.010496        0.99943        0.99944        1.00002        2.91623        0.81451       -0.00306        0.03189       -0.01420        1.00002        0.99989
0.010667        0.99940        0.99942        1.00002        2.91622        0.81450       -0.00311        0.03241       -0.01443        1.00002        0.99988
0.010840        0.99937        0.99939        1.00002        2.91620        0.81450       -0.00316        0.03293       -0.01466        1.00002        0.99988
0.011016        0.99934        0.99936        1.00002        2.91619        0.81449       -0.00321        0.03347       -0.01490        1.00002        0.99987
0.011196        0.99931        0.99933        1.00002        2.91618        0.81449       -0.00326        0.03401       -0.01514        1.00003        0.99986
0.011378        0.99928        0.99930        1.00002        2.91616        0.81448       -0.00331        0.03457       -0.01539        1.00003        0.99986
0.011563        0.99925        0.99927        1.00002        2.91615        0.81448       -0.00337        0.03513       -0.01564        1.00003        0.99985
0.011751        0.99922        0.99924        1.00002        2.91613        0.81447       -0.00342        0.03570       -0.01589        1.00003        0.99985
0.011942        0.99919        0.99921        1.00002        2.91612        0.81447       -0.00348        0.03628       -0.01615        1.00003        0.99984
0.012136        0.99916        0.99918        1.00003        2.91610        0.81446       -0.00353        0.03687       -0.01641        1.00003        0.99984
0.012334        0.99912        0.99915        1.00003        2.91609        0.81446       -0.00359        0.03747       -0.01668        1.00003        0.99983
0.012534        0.99909        0.99912        1.00003        2.91607        0.81445       -0.00365        0.03808       -0.01695        1.00003        0.99982
0.012738        0.99906        0.99908        1.00003        2.91606        0.81445       -0.00371        0.03870       -0.01723        1.00003        0.99982
0.012945        0.99902        0.99905        1.00003        2.91604        0.81444       -0.00377        0.03933       -0.01751        1.00004        0.99981
0.013156        0.99899        0.99902        1.00003        2.91603        0.81444       -0.00383        0.03997       -0.01779        1.00004        0.99981
