x               rho            P              T              ur             uphi           uz             Br             Bphi           Bz
0.010000        0.99958        0.99960        1.00001        1.00001        0.99994       -0.00972       -0.01000       -0.01000       -0.01000
0.010163        0.99957        0.99959        1.00002        1.00001        0.99994       -0.00988       -0.01016       -0.01016       -0.01016
0.010328        0.99955        0.99957        1.00002        1.00001        0.99993       -0.01004       -0.01033       -0.01033       -0.01033
0.010496        0.99953        0.99955        1.00002        1.00001        0.99993       -0.01020       -0.01049       -0.01049       -0.01049
0.010667        0.99951        0.99952        1.00002        1.00001        0.99993       -0.01037       -0.01066       -0.01066       -0.01066
0.010840        0.99948        0.99950        1.00002        1.00001        0.99993       -0.01054       -0.01084       -0.01084       -0.01084
0.011016        0.99946        0.99948        1.00002        1.00001        0.99992       -0.01071       -0.01101       -0.01101       -0.01101
0.011196        0.99944        0.99946        1.00002        1.00001        0.99992       -0.01088       -0.01119       -0.01119       -0.01119
0.011378        0.99942        0.99944        1.00002        1.00001        0.99992       -0.01106       -0.01137       -0.01137       -0.01137
0.011563        0.99939        0.99942        1.00002        1.00001        0.99991       -0.01124       -0.01156       -0.01156       -0.01156
0.011751        0.99937        0.99939        1.00002        1.00001        0.99991       -0.01142       -0.01175       -0.01175       -0.01175
0.011942        0.99935        0.99937        1.00002        1.00002        0.99991       -0.01161       -0.01194       -0.01194       -0.01194
0.012136        0.99932        0.99935        1.00002        1.00002        0.99990       -0.01180       -0.01213       -0.01213       -0.01213
0.012334        0.99930        0.99932        1.00003        1.00002        0.99990       -0.01199       -0.01233       -0.01233       -0.01233
0.012534        0.99927        0.99930        1.00003        1.00002        0.99989       -0.01218       -0.01253       -0.01253       -0.01253
0.012738        0.99925        0.99927        1.00003        1.00002        0.99989       -0.01238       -0.01273       -0.01273       -0.01273
0.012945        0.99922        0.99925        1.00003        1.00002        0.99989       -0.01258       -0.01294       -0.01294       -0.01294
0.013156        0.99919        0.99922        1.00003        1.00002        0.99988       -0.01279       -0.01315       -0.01315       -0.01315
0.013370        0.99917        0.99920        1.00003        1.00002        0.99988       -0.01299       -0.01336       -0.01336       -0.01336
0.013587        0.99914        0.99917        1.00003        1.00002        0.99988       -0.01321       -0.01358       -0.01358       -0.01358
0.013808        0.99911        0.99914        1.00003        1.00002        0.99987       -0.01342       -0.01380       -0.01380       -0.01380
0.014033        0.99908        0.99912        1.00003        1.00002        0.99987       -0.01364       -0.01403       -0.01403       -0.01403
0.014261        0.99906        0.99909        1.00003        1.00002        0.99986       -0.01386       -0.01426       -0.01426       -0.01426
0.014493        0.99903        0.99906        1.00003        1.00002        0.99986       -0.01409       -0.01449       -0.01449       -0.01449
0.014729        0.99900        0.99903        1.00004        1.00002        0.99986       -0.01432       -0.01472       -0.01472       -0.01472
0.014968        0.99897        0.99900        1.00004        1.00002        0.99985       -0.01455       -0.01496       -0.01496       -0.01496
0.015212        0.99894        0.99897        1.00004        1.00002        0.99985       -0.01478       -0.01521       -0.01521       -0.01521
0.015459        0.99890        0.99894        1.00004        1.00003        0.99984       -0.01503       -0.01545       -0.01545       -0.01545
0.015711        0.99887        0.99891        1.00004        1.00003        0.99984       -0.01527       -0.01570       -0.01570       -0.01570
0.015966        0.99884        0.99888        1.00004        1.00003        0.99983       -0.01552       -0.01596       -0.01596       -0.01596
0.016226        0.99881        0.99885        1.00004        1.00003        0.99983       -0.01577       -0.01622       -0.01622       -0.01622
0.016490        0.99878        0.99882        1.00004        1.00003        0.99982       -0.01603       -0.01648       -0.01648       -0.01648
0.016758        0.99874        0.99879        1.00004        1.00003        0.99982       -0.01629       -0.01675       -0.01675       -0.01675
0.017031        0.99871        0.99875        1.00005        1.00003        0.99981       -0.01655       -0.01702       -0.01702       -0.01702
0.017308        0.99867        0.99872        1.00005        1.00003        0.99981       -0.01682       -0.01730       -0.01730       -0.01730
0.017589        0.99864        0.99869        1.00005        1.00003        0.99980       -0.01710       -0.01758       -0.01758       -0.01758
0.017875        0.99860        0.99865        1.00005        1.00003        0.99980       -0.01737       -0.01787       -0.01787       -0.01787
0.018166        0.99856        0.99862        1.00005        1.00003        0.99979       -0.01766       -0.01816       -0.01816       -0.01816
0.018461        0.99853        0.99858        1.00005        1.00003        0.99979       -0.01794       -0.01845       -0.01845       -0.01845
0.018762        0.99849        0.99854        1.00005        1.00004        0.99978       -0.01824       -0.01875       -0.01875       -0.01875
0.019067        0.99845        0.99851        1.00006        1.00004        0.99978       -0.01853       -0.01906       -0.01906       -0.01906
0.019377        0.99841        0.99847        1.00006        1.00004        0.99977       -0.01883       -0.01937       -0.01937       -0.01937
0.019692        0.99837        0.99843        1.00006        1.00004        0.99977       -0.01914       -0.01968       -0.01968       -0.01968
