xi              mu_min         mu_max         p_min        p_max        ep          alpha_m    chi_m      Pm         alpha_t    ddmp       ddmt       ddmv       ddmb       Iflag     gamma1          gamma2          Hmax        x1          x2          dx1         dx2         mu             p            q            delta        ms           alpha_v      kappa_BP       lambda_BP   Omega_star   E           x_SM        x_A
1.000000        0.00182        0.00222        0.906        0.906        0.10        1.0        1.0        1.0        0.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00208        0.906        8.775        0.992        0.041        0.046        6.87822        1.33        0.952       -0.23        3.29        0.00
1.000000        0.00391        0.00465        1.067        1.067        0.10        1.0        1.0        1.0        0.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00422        1.067        7.388        0.992        0.069        0.065        5.68126        1.33        0.944       -0.23        3.15        0.00
1.000000        0.00396        0.00457        0.745        0.745        0.10        1.0        1.0        1.0        0.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00396        0.745        5.085        0.992        0.047        0.063        4.15930        1.32        0.960       -0.25        4.40        0.00
1.000000        0.04506        0.05187        1.229        1.229        0.10        1.0        1.0        1.0        0.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.04868        1.229        2.531        0.989        0.271        0.221        2.15595        1.36        0.934       -0.21        2.92        0.00
1.000000        0.00110        0.00121        0.584        0.584        0.10        1.0        1.0        1.0        0.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00110        0.584        7.241        0.992        0.019        0.033        6.14837        1.29        0.968       -0.29        4.39        0.00
1.000000        0.00199        0.00202        0.584        0.584        0.10        1.0        1.0        1.0        0.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00199        0.584        5.384        0.992        0.026        0.045        4.58662        1.29        0.968       -0.29        4.12        0.00
1.000000        0.00072        0.00083        0.745        0.745        0.10        1.0        1.0        1.0        0.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00075        0.745       11.710        0.992        0.020        0.027        9.42144        1.31        0.960       -0.25        3.45        0.00
1.000000        0.01011        0.01200        1.229        1.229        0.10        1.0        1.0        1.0        0.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.01111        1.229        5.310        0.992        0.130        0.105        4.06535        1.34        0.936       -0.24        2.99        0.00
1.000000        0.00417        0.00432        0.584        0.584        0.10        1.0        1.0        1.0        0.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00417        0.584        3.719        0.992        0.038        0.065        3.18552        1.29        0.968       -0.29        4.07        0.00
1.000000        0.04452        0.05353        1.390        1.390        0.10        1.0        1.0        1.0        0.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.04776        1.390        2.919        0.989        0.304        0.219        2.42791        1.35        0.925       -0.24        2.67        0.00
1.000000        0.04686        0.05025        1.067        1.067        0.10        1.0        1.0        1.0        0.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.04686        1.067        2.211        0.990        0.231        0.216        1.90421        1.36        0.942       -0.21        3.54        0.00
1.000000        0.00106        0.00121        0.906        0.906        0.10        1.0        1.0        1.0        0.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00117        0.906       11.674        0.992        0.031        0.034        9.07029        1.32        0.952       -0.25        3.27        0.00
0.790604        0.00409        0.00453        1.067        1.067        0.10        1.0        1.0        1.0        0.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00426        1.067        7.341        0.991        0.070        0.065        4.59649        1.45        0.943       -0.02        3.26        0.00
0.790604        0.00408        0.00470        1.229        1.229        0.10        1.0        1.0        1.0        0.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00424        1.229        8.595        0.991        0.080        0.065        5.24248        1.44        0.935       -0.03        3.10        0.00
0.790604        0.04914        0.05414        1.390        1.390        0.10        1.0        1.0        1.0        0.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.04992        1.390        2.851        0.988        0.311        0.223        1.92307        1.47        0.924       -0.02        2.88        0.00
0.790604        0.04488        0.05160        1.551        1.551        0.10        1.0        1.0        1.0        0.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.04877        1.551        3.244        0.987        0.343        0.221        2.13523        1.45        0.916       -0.05        2.67        0.00
0.790604        0.00073        0.00082        0.906        0.906        0.10        1.0        1.0        1.0        0.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00074        0.906       14.661        0.991        0.025        0.027        9.27978        1.42        0.952       -0.05        3.35        0.00
0.790604        0.01044        0.01203        1.390        1.390        0.10        1.0        1.0        1.0        0.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.01125        1.390        6.024        0.991        0.147        0.106        3.66158        1.45        0.927       -0.04        3.00        0.00
0.790604        0.00110        0.00125        0.906        0.906        0.10        1.0        1.0        1.0        0.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00119        0.906       11.592        0.991        0.031        0.034        7.37370        1.43        0.952       -0.03        3.38        0.00
0.790604        0.00195        0.00211        0.906        0.906        0.10        1.0        1.0        1.0        0.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00209        0.906        8.746        0.991        0.041        0.046        5.59295        1.43        0.951       -0.03        3.43        0.00
0.790604        0.01058        0.01188        1.067        1.067        0.10        1.0        1.0        1.0        0.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.01090        1.067        4.587        0.991        0.111        0.104        2.91769        1.45        0.943       -0.02        3.50        0.00
0.790604        0.01072        0.01155        1.551        1.551        0.10        1.0        1.0        1.0        0.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.01103        1.551        6.841        0.990        0.163        0.105        4.05422        1.43        0.919       -0.07        2.85        0.00
0.790604        0.00192        0.00213        1.067        1.067        0.10        1.0        1.0        1.0        0.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00208        1.067       10.516        0.991        0.049        0.046        6.52104        1.44        0.944       -0.03        3.25        0.00
0.625055        0.00416        0.00466        1.067        1.067        0.10        1.0        1.0        1.0        0.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00426        1.067        7.334        0.990        0.070        0.065        3.70386        1.59        0.943        0.24        3.41        0.00
0.625055        0.04676        0.05234        1.551        1.551        0.10        1.0        1.0        1.0        0.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05121        1.551        3.162        0.986        0.351        0.226        1.68073        1.61        0.915        0.23        2.88        0.00
0.625055        0.00391        0.00466        1.229        1.229        0.10        1.0        1.0        1.0        0.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00430        1.229        8.521        0.990        0.081        0.066        4.20017        1.59        0.935        0.24        3.25        0.00
0.625055        0.00992        0.01154        1.712        1.712        0.10        1.0        1.0        1.0        0.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.01131        1.712        7.499        0.990        0.182        0.106        3.52076        1.57        0.910        0.17        2.90        0.00
0.625055        0.04735        0.05312        1.390        1.390        0.10        1.0        1.0        1.0        0.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05051        1.390        2.832        0.987        0.312        0.225        1.52870        1.61        0.923        0.25        3.14        0.00
0.625055        0.04867        0.05177        1.712        1.712        0.10        1.0        1.0        1.0        0.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.05012        1.712        3.549        0.986        0.383        0.224        1.84258        1.59        0.907        0.20        2.70        0.00
0.625055        0.00194        0.00217        1.229        1.229        0.10        1.0        1.0        1.0        0.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.00209        1.229       12.232        0.990        0.056        0.046        5.97626        1.58        0.935        0.22        3.22        0.00
0.625055        0.01091        0.01182        1.390        1.390        0.10        1.0        1.0        1.0        0.0       -2.0       -2.0       -2.0       -2.0         2        1.000000        1.000000        0.20        0.30       10.00        0.20        2.00        0.01146        1.390        5.962        0.990        0.149        0.107        2.92367        1.59        0.926        0.23        3.14        0.00
