x               rho            P              T              ur             uphi           uz             Br             Bphi           Bz             m
0.010000        0.99964        0.99967        1.00002        0.61044        0.98275       -0.00058        0.04654       -0.17981        1.00003        0.99990
0.010163        0.99963        0.99966        1.00002        0.61044        0.98275       -0.00059        0.04730       -0.18274        1.00003        0.99990
0.010328        0.99961        0.99964        1.00003        0.61045        0.98275       -0.00060        0.04807       -0.18571        1.00003        0.99989
0.010496        0.99960        0.99962        1.00003        0.61046        0.98275       -0.00061        0.04885       -0.18873        1.00003        0.99989
0.010667        0.99958        0.99961        1.00003        0.61047        0.98275       -0.00062        0.04964       -0.19180        1.00003        0.99988
0.010840        0.99956        0.99959        1.00003        0.61048        0.98275       -0.00063        0.05045       -0.19492        1.00004        0.99988
0.011016        0.99954        0.99957        1.00003        0.61049        0.98275       -0.00064        0.05127       -0.19809        1.00004        0.99987
0.011196        0.99952        0.99955        1.00003        0.61050        0.98275       -0.00065        0.05211       -0.20131        1.00004        0.99986
0.011378        0.99950        0.99953        1.00003        0.61051        0.98275       -0.00066        0.05296       -0.20459        1.00004        0.99986
0.011563        0.99948        0.99952        1.00003        0.61051        0.98275       -0.00067        0.05382       -0.20791        1.00004        0.99985
0.011751        0.99946        0.99950        1.00004        0.61052        0.98275       -0.00068        0.05469       -0.21129        1.00004        0.99985
0.011942        0.99944        0.99948        1.00004        0.61053        0.98275       -0.00069        0.05558       -0.21473        1.00004        0.99984
0.012136        0.99942        0.99946        1.00004        0.61054        0.98275       -0.00071        0.05649       -0.21822        1.00005        0.99984
0.012334        0.99940        0.99944        1.00004        0.61055        0.98275       -0.00072        0.05741       -0.22177        1.00005        0.99983
0.012534        0.99938        0.99942        1.00004        0.61056        0.98275       -0.00073        0.05834       -0.22538        1.00005        0.99982
0.012738        0.99936        0.99940        1.00004        0.61057        0.98275       -0.00074        0.05929       -0.22904        1.00005        0.99982
0.012945        0.99933        0.99938        1.00004        0.61058        0.98275       -0.00075        0.06026       -0.23277        1.00005        0.99981
0.013156        0.99931        0.99936        1.00005        0.61059        0.98275       -0.00077        0.06124       -0.23655        1.00006        0.99981
0.013370        0.99929        0.99933        1.00005        0.61061        0.98275       -0.00078        0.06223       -0.24040        1.00006        0.99980
0.013587        0.99926        0.99931        1.00005        0.61062        0.98275       -0.00079        0.06325       -0.24431        1.00006        0.99979
0.013808        0.99924        0.99929        1.00005        0.61063        0.98275       -0.00080        0.06428       -0.24829        1.00006        0.99979
0.014033        0.99922        0.99927        1.00005        0.61064        0.98275       -0.00082        0.06532       -0.25232        1.00006        0.99978
0.014261        0.99919        0.99925        1.00005        0.61065        0.98275       -0.00083        0.06638       -0.25643        1.00006        0.99977
0.014493        0.99917        0.99922        1.00005        0.61066        0.98275       -0.00084        0.06746       -0.26060        1.00007        0.99977
0.014729        0.99914        0.99920        1.00006        0.61067        0.98275       -0.00086        0.06856       -0.26484        1.00007        0.99976
0.014968        0.99912        0.99917        1.00006        0.61069        0.98275       -0.00087        0.06968       -0.26914        1.00007        0.99975
0.015212        0.99909        0.99915        1.00006        0.61070        0.98275       -0.00089        0.07081       -0.27352        1.00007        0.99974
0.015459        0.99906        0.99913        1.00006        0.61071        0.98275       -0.00090        0.07196       -0.27797        1.00008        0.99974
0.015711        0.99904        0.99910        1.00006        0.61072        0.98274       -0.00091        0.07314       -0.28249        1.00008        0.99973
0.015966        0.99901        0.99907        1.00007        0.61074        0.98274       -0.00093        0.07433       -0.28708        1.00008        0.99972
0.016226        0.99898        0.99905        1.00007        0.61075        0.98274       -0.00094        0.07554       -0.29175        1.00008        0.99971
0.016490        0.99895        0.99902        1.00007        0.61076        0.98274       -0.00096        0.07676       -0.29650        1.00008        0.99971
0.016758        0.99892        0.99900        1.00007        0.61078        0.98274       -0.00098        0.07801       -0.30132        1.00009        0.99970
0.017031        0.99890        0.99897        1.00007        0.61079        0.98274       -0.00099        0.07928       -0.30622        1.00009        0.99969
0.017308        0.99887        0.99894        1.00007        0.61080        0.98274       -0.00101        0.08057       -0.31120        1.00009        0.99968
0.017589        0.99884        0.99891        1.00008        0.61082        0.98274       -0.00102        0.08188       -0.31626        1.00009        0.99967
0.017875        0.99880        0.99888        1.00008        0.61083        0.98274       -0.00104        0.08322       -0.32141        1.00010        0.99966
0.018166        0.99877        0.99885        1.00008        0.61085        0.98274       -0.00106        0.08457       -0.32663        1.00010        0.99965
0.018461        0.99874        0.99882        1.00008        0.61086        0.98274       -0.00107        0.08595       -0.33195        1.00010        0.99965
0.018762        0.99871        0.99879        1.00008        0.61088        0.98274       -0.00109        0.08735       -0.33735        1.00010        0.99964
0.019067        0.99868        0.99876        1.00009        0.61089        0.98274       -0.00111        0.08877       -0.34283        1.00011        0.99963
0.019377        0.99864        0.99873        1.00009        0.61091        0.98274       -0.00113        0.09021       -0.34841        1.00011        0.99962
0.019692        0.99861        0.99870        1.00009        0.61092        0.98274       -0.00115        0.09168       -0.35408        1.00011        0.99961
0.020012        0.99858        0.99867        1.00009        0.61094        0.98274       -0.00116        0.09317       -0.35983        1.00011        0.99960
0.020338        0.99852        0.99862        1.00010        0.61096        0.98274       -0.00118        0.09469       -0.36569        1.00012        0.99958
0.020669        0.99846        0.99857        1.00010        0.61099        0.98274       -0.00120        0.09623       -0.37163        1.00012        0.99957
0.021005        0.99840        0.99851        1.00010        0.61102        0.98274       -0.00122        0.09780       -0.37768        1.00013        0.99955
0.021347        0.99834        0.99845        1.00011        0.61105        0.98274       -0.00124        0.09939       -0.38382        1.00013        0.99953
0.021694        0.99828        0.99839        1.00011        0.61108        0.98274       -0.00126        0.10101       -0.39006        1.00014        0.99952
0.022047        0.99822        0.99834        1.00012        0.61111        0.98273       -0.00128        0.10266       -0.39640        1.00014        0.99950
0.022405        0.99816        0.99828        1.00012        0.61114        0.98273       -0.00130        0.10433       -0.40285        1.00015        0.99948
0.022770        0.99809        0.99822        1.00013        0.61117        0.98273       -0.00133        0.10603       -0.40940        1.00015        0.99946
0.023140        0.99802        0.99815        1.00013        0.61120        0.98273       -0.00135        0.10776       -0.41605        1.00016        0.99944
0.023516        0.99796        0.99809        1.00013        0.61123        0.98273       -0.00137        0.10951       -0.42282        1.00016        0.99942
0.023899        0.99789        0.99803        1.00014        0.61126        0.98273       -0.00139        0.11130       -0.42970        1.00017        0.99941
0.024288        0.99782        0.99796        1.00014        0.61129        0.98273       -0.00141        0.11311       -0.43668        1.00018        0.99939
0.024683        0.99775        0.99790        1.00015        0.61133        0.98273       -0.00144        0.11495       -0.44379        1.00018        0.99937
0.025084        0.99768        0.99783        1.00015        0.61136        0.98273       -0.00146        0.11683       -0.45100        1.00019        0.99935
0.025492        0.99761        0.99776        1.00016        0.61139        0.98273       -0.00149        0.11873       -0.45834        1.00019        0.99933
0.025907        0.99753        0.99769        1.00016        0.61143        0.98273       -0.00151        0.12066       -0.46579        1.00020        0.99930
0.026328        0.99746        0.99762        1.00017        0.61146        0.98272       -0.00153        0.12263       -0.47336        1.00020        0.99928
0.026756        0.99738        0.99755        1.00017        0.61150        0.98272       -0.00156        0.12462       -0.48106        1.00021        0.99926
0.027192        0.99730        0.99748        1.00018        0.61154        0.98272       -0.00158        0.12665       -0.48888        1.00022        0.99924
0.027634        0.99722        0.99741        1.00018        0.61157        0.98272       -0.00161        0.12872       -0.49683        1.00022        0.99922
0.028083        0.99714        0.99733        1.00019        0.61161        0.98272       -0.00164        0.13081       -0.50491        1.00023        0.99920
0.028540        0.99706        0.99725        1.00019        0.61165        0.98272       -0.00166        0.13294       -0.51313        1.00024        0.99917
0.029004        0.99698        0.99718        1.00020        0.61169        0.98272       -0.00169        0.13511       -0.52147        1.00024        0.99915
0.029476        0.99690        0.99710        1.00020        0.61173        0.98272       -0.00172        0.13731       -0.52995        1.00025        0.99913
0.029955        0.99681        0.99702        1.00021        0.61177        0.98272       -0.00175        0.13955       -0.53857        1.00026        0.99910
